Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2
Irrigated Palay Production,0306900000,Tarlac,4.4136,4.7581,4.5619,4.159,4.3238,4.5724,4.2977,4.2018,4.3502,4.5397,4.2926,4.3303,4.3504,4.3557,4.2709,4.4977,4.5999,4.4288,4.4464,4.3585,4.6523,4.6627
Irrigated Palay Production,0307100000,Zambales,4.3946,4.202,4.6431,4.5593,4.4058,4.1049,4.1196,4.3186,4.3064,4.1441,4.2652,4.1286,4.4785,4.5639,4.5398,4.5782,4.8369,4.5362,4.5398,4.4593,4.7259,4.429
Irrigated Palay Production,0307700000,Aurora,4.2983,4.7619,4.2892,4.3598,4.5275,4.6401,4.4692,4.1083,4.3595,4.7964,4.1621,4.2056,4.5997,4.5394,3.9972,3.5175,4.0053,4.7305,4.0519,3.2164,3.9009,4.9245
Irrigated Palay Production,0401000000,Batangas,3.5669,3.0965,3.8021,3.2316,3.4124,3.3634,4.0732,2.6524,3.5512,3.3387,3.5239,3.3751,3.2467,3.2739,3.5482,2.6028,3.5318,3.8131,3.3245,2.7469,4.0143,3.5883
Irrigated Palay Production,0402100000,Cavite,3.5007,4.1298,4.071,3.6633,3.8159,4.5104,3.866,3.3405,3.8807,4.3171,3.5883,3.8352,3.8544,3.4596,3.3726,3.229,3.9135,4.3752,3.2755,3.3341,4.3372,4.1742
Irrigated Palay Production,0403400000,Laguna,5.1886,4.4246,4.6298,3.6374,5.5762,4.6414,3.7937,3.8004,4.6705,5.8503,3.2826,3.9874,4.5751,4.9344,2.5798,2.8028,4.8603,4.9891,3.1825,3.3663,4.6645,5.2656
Irrigated Palay Production,0405600000,Quezon,3.5638,4.3212,3.4832,3.8485,3.8927,4.1093,3.5801,3.2381,3.8845,4.1594,4.0157,3.9669,3.2904,3.8198,3.8795,3.0643,3.4042,3.8622,3.5882,2.8796,3.4712,4.2405
Irrigated Palay Production,0405800000,Rizal,4.2485,4.5174,4.3661,3.8812,4.4126,4.7749,4.5128,3.4731,4.0706,3.8072,3.5196,3.9022,4.065,4.2155,2.9966,3.2041,4.1969,3.9123,3.7741,3.3903,3.6769,4.4841
Irrigated Palay Production,0500500000,Albay,4.3532,4.3693,4.4551,4.4243,4.4528,4.4863,4.4493,4.2482,4.53,4.4288,4.5398,4.4693,4.1856,4.2033,3.7803,3.6663,4.2281,4.5181,4.1851,3.6447,4.1066,3.9178
Irrigated Palay Production,0501600000,Camarines Norte,4.9993,5.273,4.9693,5.1977,4.931,4.6149,4.8086,4.7927,4.5103,4.6588,4.8143,4.8734,4.4559,4.4879,4.6963,3.96,4.4191,4.574,4.6789,4.4285,4.472,4.6098
Irrigated Palay Production,0501700000,Camarines Sur,4.09,4.192,4.209,3.947,4.1246,3.9553,3.9865,3.8387,4.0597,3.8622,3.9169,3.7604,4.0688,3.8618,3.9066,3.3618,4.0911,3.9575,3.7614,3.3589,4.1522,3.9998
Irrigated Palay Production,0502000000,Catanduanes,2.4272,4.1184,3.3843,3.1595,3.1397,3.7565,3.1998,3.0183,2.532,3.053,2.5231,2.3802,4.1052,4.2389,3.0621,2.3175,4.0162,3.8155,3.6736,3.6426,2.9617,3.453
Irrigated Palay Production,0504100000,Masbate,3.0421,3.288,3.299,3.2343,3.2151,3.3295,3.0715,3.3491,2.9031,3.1416,3.0687,3.2446,2.9106,2.8166,3.0926,3.1773,3.3854,3.7341,3.2186,2.801,3.4023,3.6417
Irrigated Palay Production,0506200000,Sorsogon,4.7296,4.3867,4.3123,4.6039,4.3421,4.4235,4.3064,4.4687,4.358,4.3802,4.2992,4.4972,4.3762,4.8949,4.168,3.5533,3.5171,3.6637,3.7247,3.2722,3.6246,3.9216
Irrigated Palay Production,0600400000,Aklan,3.09,3.1672,3.1254,3.942,3.2712,3.248,2.7549,3.5391,2.6471,2.0746,2.616,3.4525,2.7361,1.8568,3.3394,3.6106,3.0195,2.6061,2.7433,2.6185,3.0478,2.5295
Irrigated Palay Production,0600600000,Antique,4.037,3.2375,4.2549,4.265,3.9989,3.2434,4.3739,4.1257,4.0717,3.6985,4.495,4.1635,3.617,3.4319,4.3378,3.72,3.6714,3.6575,3.9704,3.4579,3.4702,3.5163
Irrigated Palay Production,0601900000,Capiz,3.501,3.2564,4.0506,3.7577,3.5077,2.6759,4.0752,3.7458,3.4912,3.0446,3.9146,3.2454,3.5046,3.0226,4.0086,3.6512,3.5748,3.1763,4.0463,3.7873,3.4928,3.0901
Irrigated Palay Production,0603000000,Iloilo,3.8007,3.4777,3.4742,3.7517,3.6112,3.4692,3.5253,3.6454,3.6627,3.4597,3.4249,3.5864,3.4405,2.8478,3.4148,3.5104,3.4496,3.4772,3.4302,3.294,2.6203,3.3472
Irrigated Palay Production,0607900000,Guimaras,3.0786,2.8231,3.9867,4.0835,3.1362,3.255,3.9348,3.7067,3.8639,2.9143,3.6102,3.5426,3.0501,1.8105,3.7589,3.7273,2.9888,1.7913,3.8047,3.8249,2.6305,1.7286
Irrigated Palay Production,0701200000,Bohol,3.3041,3.11,3.5929,3.5066,2.8413,2.9961,3.5356,3.1064,3.3981,3.3827,3.4351,3.1072,3.241,3.3131,4.1002,3.729,3.518,3.8124,3.5562,3.5117,3.8576,3.5348
Irrigated Palay Production,0702200000,Cebu,3.3824,3.6582,3.2839,3.028,2.2735,3.5177,3.3803,3.1718,2.9473,3.0195,2.8365,2.9702,2.6377,2.5311,2.7801,2.9798,3.034,3.5329,3.6867,2.9424,3.1074,3.2385
Irrigated Palay Production,0802600000,Eastern Samar,2.8857,1.8765,3.942,4.0825,2.16,2.196,3.0172,3.7345,3.8107,2.9864,2.8946,3.7657,3.8666,2.2129,2.7511,3.7158,2.8995,2.4669,2.8597,2.7665,2.8512,2.9077
Irrigated Palay Production,0803700000,Leyte,4.5868,4.1073,4.1217,4.4735,4.5075,3.428,4.2647,4.5661,4.4213,4.2209,4.339,4.4778,4.5083,4.3241,4.2916,4.5148,4.2319,4.3432,4.1526,4.4011,4.2531,4.3681
Irrigated Palay Production,0804800000,Northern Samar,2.8715,3.0429,3.519,3.392,2.5987,2.9861,3.5297,3.5214,2.6238,2.7314,3.5203,3.5035,2.7021,2.8046,3.1144,3.5304,2.687,2.7717,3.0757,3.5721,2.6894,2.7262
Irrigated Palay Production,0806000000,Samar (Western Samar),3.4546,3.6059,3.5503,3.6005,3.096,3.7469,3.4127,3.2911,2.6096,3.4501,3.4293,3.7668,3.1087,3.4593,3.8134,3.7199,3.0464,3.9458,3.2199,3.3498,3.296,3.3175
Irrigated Palay Production,0806400000,Southern Leyte,4.4789,4.3969,4.6398,3.8177,4.3115,3.9087,4.6339,3.8087,4.3169,4.1772,4.1959,3.5976,4.3054,4.2838,4.2808,3.7347,4.0534,3.9431,4.2407,3.6681,4.276,3.8599
Irrigated Palay Production,0807800000,Biliran,4.3221,4.352,4.3231,4.3121,4.3401,4.3349,4.3148,4.3021,4.3346,4.2424,4.2048,4.2488,4.2426,4.2619,4.1892,4.2382,4.2325,4.2083,4.1181,3.9098,4.1434,3.4668
Irrigated Palay Production,0906600000,Sulu,,,3.9,,,,,,,,,,,,,,,,,,,
Irrigated Palay Production,0907200000,Zamboanga del Norte,3.7057,3.4495,4.5374,4.3178,3.8259,3.1941,4.136,3.8332,3.6625,3.5957,3.8558,3.7312,3.8067,3.5762,4.13,4.1028,4.1741,4.2192,4.377,4.1643,4.1413,3.8952
Irrigated Palay Production,0907300000,Zamboanga del Sur,4.7409,4.4792,4.9445,4.6422,4.5925,4.3263,4.6421,4.5522,4.5388,4.7415,4.77,4.4494,4.5229,4.2813,4.7713,4.5184,4.7683,5.0284,4.7764,4.7719,5.0729,4.7769
Irrigated Palay Production,0907400000,Zamboanga City,,,,,,,,,,,,,,,,,,4.9817,4.127,4.6207,4.2094,4.1211
Irrigated Palay Production,0908300000,Zamboanga Sibugay,4.6457,4.1758,4.2483,4.5035,4.4861,4.1387,4.4499,4.4207,4.6087,4.1699,4.343,4.1123,4.3963,4.1646,4.4122,4.1025,4.5814,4.2615,4.382,4.1616,4.6214,4.3919
Irrigated Palay Production,1001300000,Bukidnon,4.676,4.6824,5.4272,5.6095,4.3659,4.87,5.2308,5.384,4.4003,5.0451,5.4564,5.45,4.1264,4.8211,5.3781,5.67,4.265,5.1111,5.4514,5.5375,4.2887,4.8696
Irrigated Palay Production,1001800000,Camiguin,2.6689,3.6111,4.0618,3.797,2.6962,3.9416,3.4722,3.5644,3.4436,4.116,3.827,3.4505,3.7143,4.3593,3.5619,3.2377,3.8233,4.0538,3.9411,4.0132,3.3617,3.7111
Irrigated Palay Production,1003500000,Lanao del Norte,5.0089,5.0571,4.8791,4.6457,4.7218,4.9234,4.9034,4.6251,4.5515,4.8434,4.9844,4.4301,4.1493,4.083,4.2947,4.7566,4.6435,4.6969,4.653,4.6904,4.6216,4.6793
Irrigated Palay Production,1004200000,Misamis Occidental,4.2823,4.2208,4.4763,4.4921,4.2683,4.0662,4.3834,4.4669,4.0634,4.0754,4.101,4.528,4.2256,3.7527,4.0044,4.5476,4.3477,4.3133,4.2655,4.3706,4.2974,4.4608
Irrigated Palay Production,1004300000,Misamis Oriental,3.9636,3.8601,3.6352,4.0371,3.5913,4.2274,4.1911,4.0721,4.0529,4.1416,4.3259,4.3359,4.1576,4.0983,4.1681,4.294,4.3115,4.2536,4.2091,4.2554,4.2791,4.2501
Irrigated Palay Production,1102300000,Davao del Norte,4.3095,3.9401,4.8184,4.5876,4.4087,3.74,4.5804,4.5286,4.6854,4.3801,4.2585,4.5988,4.0303,4.15,4.2395,4.7366,4.4867,4.084,4.3051,4.95,4.52,4.38
Irrigated Palay Production,1102400000,Davao del Sur,4.8112,4.6802,5.0062,4.9951,4.6764,4.6552,5.2957,4.8349,4.8047,4.8506,5.2051,4.8499,5.0206,4.8802,5.7298,5.0672,5.3957,5.1775,5.75,5.2501,5.32,4.6355
Irrigated Palay Production,1102500000,Davao Oriental,4.95,4.8731,5.0657,4.9722,5.0612,4.9488,5.08,4.9001,5.02,4.9298,5.1071,4.8991,4.7948,5.0238,5.0874,4.973,4.97,4.918,4.9989,5.03,4.9379,4.81
Irrigated Palay Production,1108200000,Davao de Oro (Compostela Valley),4.5423,4.1925,4.4894,4.9106,4.3081,3.7717,4.4532,4.78,4.4325,4.1746,4.6817,4.8393,4.2877,3.6499,4.6451,4.6523,4.46,4.1917,5.0219,4.6976,4.4466,4.8917
Irrigated Palay Production,1108600000,Davao Occidental,4.735,4.8509,4.5988,4.6216,4.441,4.4694,4.498,4.3894,4.5185,4.4024,4.2599,4.32,4.4257,4.5,4.4725,4.42,4.3094,4.256,4.32,4.4735,4.3266,4.2331
Irrigated Palay Production,1130700000,Davao City,,,,,,,,,,,,,,,,,,5.179,5.7625,5.4094,4.4925,5.6
Irrigated Palay Production,1204700000,Cotabato (North Cotabato),4.04,3.86,4.88,3.57,3.68,3.6838,4.96,4.313,4.0452,3.1,4.42,4.34,4.2,2.6401,4.42,4.12,4.0619,2.9799,4.3421,4.1207,4.44,3.57
Irrigated Palay Production,1206300000,South Cotabato,3.5083,3.15,4.38,3.94,3.61,3.1352,4.0365,3.7608,3.6726,3.49,3.694,3.8752,3.3582,3.0305,4.1807,3.9212,3.6532,3.2771,3.4163,3.9697,3.7968,3.496
Irrigated Palay Production,1206500000,Sultan Kudarat,3.38,3.25,4.39,3.73,3.36,3.2189,4.49,3.43,3.5,3.3901,4.62,3.833,3.41,2.46,4.4,3.79,3.49,2.8792,4.02,3.77,3.51,3.0999
Irrigated Palay Production,1208000000,Sarangani,3.5601,3.2299,3.5005,3.49,3.086,3.303,3.2499,3.4301,3.0798,3.22,3.4501,3.4331,2.83,3.0503,3.48,3.6802,3.2113,3.1691,3.5241,3.66,2.8414,3.0772
Irrigated Palay Production,1400100000,Abra,4.3344,4.3033,3.8801,4.0893,4.4784,4.1879,3.8439,3.4922,4.4797,4.1647,3.0781,3.4994,4.2289,3.2203,2.7719,3.3373,4.3352,4.0682,2.8174,3.3877,4.331,4.0559
Irrigated Palay Production,1401100000,Benguet,3.4399,3.1244,4.0703,3.3635,3.7125,3.1842,3.8476,3.1949,3.7193,3.0446,3.0919,3.0436,2.8803,2.6376,2.8412,2.62,3.2258,2.7275,2.8379,2.6808,2.9823,2.7099
Irrigated Palay Production,1402700000,Ifugao,3.5675,3.3318,3.0091,3.036,3.2424,2.6727,2.1949,3.0435,3.2955,2.721,2.2869,3.2275,2.7314,2.4363,2.2494,2.8567,4.1657,3.033,3.2169,3.1868,3.8309,2.4115
Irrigated Palay Production,1403200000,Kalinga,4.6454,4.4931,5.2055,4.1287,4.6142,4.5674,4.6429,3.6423,4.6873,4.4065,4.0488,3.8718,4.4288,3.4551,5.0439,3.4759,4.629,4.9425,4.9097,5.1164,4.8267,4.8391
Irrigated Palay Production,1404400000,Mountain Province,2.8875,3.2993,3.3008,3.1355,2.6933,3.289,3.2982,3.1011,2.6812,3.1758,3.1152,3.1605,2.7263,3.1624,3.0981,3.1296,2.8036,3.2135,3.2325,3.1307,2.8302,3.2011
Irrigated Palay Production,1408100000,Apayao,3.9334,3.7468,3.9221,3.6591,4.2598,3.4069,3.5494,3.2533,3.6119,4.0336,3.0802,3.1081,4.5601,4.0522,3.6753,3.3893,4.0911,3.7254,3.7631,3.6866,4.1285,4.0894
Irrigated Palay Production,1600200000,Agusan del Norte,3.5854,3.2554,3.4311,3.244,3.3164,3.3277,3.5052,3.3311,3.3732,3.4144,3.5966,3.5667,3.4202,3.4381,3.6158,3.5901,3.5247,3.4663,3.6466,3.6107,3.5735,3.5133
Irrigated Palay Production,1600300000,Agusan del Sur,2.9778,3.7143,3.4977,3.3339,2.9487,3.6072,3.7366,3.6406,3.72,3.4439,3.4947,3.8153,3.6366,3.6065,3.715,3.9352,3.6124,3.5184,3.8219,3.8182,3.7098,3.7716
Irrigated Palay Production,1606700000,Surigao del Norte,3.5449,3.4289,3.5125,3.3617,3.0784,3.2415,3.3972,3.4177,3.5659,3.7765,3.3114,3.5613,3.7032,3.7967,3.6511,3.541,3.65,3.8017,3.3916,3.4311,3.7216,3.5505
Irrigated Palay Production,1606800000,Surigao del Sur,2.752,3.1781,3.3477,3.0727,3.2193,2.9768,3.4779,3.442,2.7619,2.984,3.7196,3.4312,3.3288,3.7114,3.9307,3.8736,3.3925,3.2671,3.4775,3.5765,3.2416,3.5112
Irrigated Palay Production,1608500000,Dinagat Islands,2.504,2.3241,2.2331,2.1598,2.0183,2.2358,2.3705,2.654,2.0755,2.2453,2.3692,1.7003,2.2304,2.5372,2.6229,2.7024,2.2212,2.8955,2.6428,2.6774,2.6372,2.6529
Irrigated Palay Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,3.5345,3.4493
Irrigated Palay Production,1704000000,Marinduque,3.7394,3.6538,3.8267,3.4578,3.7747,3.6806,3.9129,3.396,3.8591,3.7534,3.6725,3.1241,3.7752,3.5098,3.6859,3.4884,3.8273,3.7653,3.4619,3.7526,3.7171,3.7038
Irrigated Palay Production,1705100000,Occidental Mindoro,4.7594,4.5633,4.8079,4.2407,4.5123,4.5017,4.8594,4.253,5.1887,4.3628,4.434,4.3903,4.2307,4.2225,4.4118,4.1516,4.7177,4.6718,4.5284,4.4734,4.1769,3.7412
Irrigated Palay Production,1705200000,Oriental Mindoro,4.0691,3.967,4.0886,3.9245,4.067,4.0917,3.9135,3.5129,3.9092,3.6717,3.585,3.6822,3.7987,3.4857,3.5223,3.4813,4.1843,3.4584,3.4631,3.4526,3.7861,3.4943
Irrigated Palay Production,1705300000,Palawan,4.2123,4.0243,4.3862,4.1055,4.1677,4.1386,4.4179,4.1666,4.2112,4.1503,4.4574,4.1945,4.1924,4.1278,4.4412,4.2154,4.2396,4.169,4.3664,4.3795,4.3748,4.2406
Irrigated Palay Production,1705900000,Romblon,3.8122,3.3091,3.8462,3.9647,3.842,3.7504,4.012,3.9447,3.8455,3.5922,3.7411,3.5742,3.2448,3.5023,3.8088,3.7902,3.9071,3.73,3.9778,3.6962,3.7625,3.4922
Irrigated Palay Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,4.7007,4.188
Irrigated Palay Production,1804500000,Negros Occidental,3.6987,3.52,4.29,4.02,3.0456,3.4299,4.2793,3.9882,3.6414,3.4659,4.2739,3.9945,3.5268,3.2765,4.0561,4.0155,3.6424,3.6585,3.5396,3.0442,3.6218,3.5568
Irrigated Palay Production,1804600000,Negros Oriental,3.0492,3.007,2.8407,2.8679,2.4318,2.6955,2.7759,2.8173,3.1287,2.9509,3.1881,2.8831,2.402,3.3349,3.4849,2.9977,3.2516,3.8229,3.7879,3.3666,3.1986,3.7545
Irrigated Palay Production,1806100000,Siquijor,5.1538,4.9317,3.6296,3.4,5.1892,4.7964,4.4637,3.691,4.4105,3.3593,4.0126,3.1545,3.4859,3.2115,3.95,3.9896,3.4145,4.5986,4.7017,3.8528,3.64,4.1829
Irrigated Palay Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,3.3884,3.1965
Irrigated Palay Production,1900700000,Basilan,3.0,2.504,1.4286,2.8846,2.8,1.7678,2.9247,2.625,2.5,1.8,2.8788,2.7407,2.375,1.25,2.9375,3.0,3.04,2.8302,3.0,3.0,3.0,3.0
Irrigated Palay Production,1903600000,Lanao del Sur,2.9091,2.9564,3.6411,3.7501,3.1473,3.0096,3.7,3.75,3.1581,3.0069,3.71,3.765,3.1727,3.0158,3.72,3.77,3.1817,3.0184,3.7301,3.78,3.1817,3.031
Irrigated Palay Production,1907000000,Tawi-Tawi,,,,,,,,,,,,,,,,,,,,,,
Irrigated Palay Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,4.4125,3.5669,5.2153,3.686,4.7522,3.9167,5.4384,3.9214,4.8808,3.8657
Irrigated Palay Production,1908800000,Maguindanao del Sur,6.7029,7.1183,5.124,3.3887,4.5779,5.8927,5.3446,3.4152,4.5949,3.6948,5.3723,3.6028,4.5254,3.5471,5.8388,3.7121,4.6926,4.2391,6.2138,3.8996,4.8503,4.2078
