Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Bell Pepper Production,0803700000,Leyte,1.51,61.76,25.8,24.75,1.43,58.64,23.67,24.5,1.38,53.99,23.57,24.48,1.37,48.64,21.0,24.8,1.35,47.2,20.0,23.9,1.37
Overall Bell Pepper Production,0804800000,Northern Samar,,,4.41,3.47,,,4.5,3.5,,,4.51,3.51,,2.47,4.49,3.4,,,,4.0,
Overall Bell Pepper Production,0806000000,Samar (Western Samar),0.35,9.14,1.46,1.79,0.37,9.41,1.38,2.3,0.31,16.85,1.1,2.86,0.39,14.62,1.0,3.22,0.35,14.77,1.16,3.01,
Overall Bell Pepper Production,0806400000,Southern Leyte,2.1,10.32,3.42,8.5,0.73,8.24,3.1,8.72,0.78,8.98,4.0,9.28,0.88,10.0,4.2,14.34,0.86,7.68,3.66,10.13,0.86
Overall Bell Pepper Production,0807800000,Biliran,2.85,6.0,0.56,3.7,2.26,5.61,0.41,3.77,1.33,4.48,0.49,3.85,1.41,8.63,0.41,3.15,1.28,7.92,0.46,3.42,1.34
Overall Bell Pepper Production,0906600000,,,,,,,,,,,,,,,,,,,,,,
Overall Bell Pepper Production,0907200000,Zamboanga del Norte,4.63,8.72,11.05,30.43,3.72,11.03,9.51,28.36,4.46,10.8,9.02,25.01,2.42,9.89,8.8,20.02,3.01,10.57,8.46,22.52,6.78
Overall Bell Pepper Production,0907300000,Zamboanga del Sur,2.46,3.34,9.21,19.82,2.6,3.61,9.89,21.23,10.51,76.8,41.32,92.41,7.68,70.5,38.12,94.02,8.1,3.57,3.24,3.49,8.16
Overall Bell Pepper Production,0907400000,Zamboanga City,5.59,60.6,25.17,64.79,5.63,58.5,25.04,61.35,,,,,,,,,,58.95,24.88,26.12,26.64
Overall Bell Pepper Production,0908300000,Zamboanga Sibugay,3.0,2.7,2.6,4.22,2.43,2.85,2.94,4.25,2.26,3.06,2.75,4.45,2.15,2.81,2.73,4.45,2.2,2.75,2.74,5.46,2.62
Overall Bell Pepper Production,1001300000,Bukidnon,92.18,64.52,1066.04,679.4,82.0,62.0,1060.0,777.61,77.69,47.44,1085.0,699.79,196.44,44.0,867.04,720.8,213.37,45.0,814.11,734.64,204.91
Overall Bell Pepper Production,1001800000,Camiguin,1.99,4.27,13.28,3.02,1.59,4.98,8.42,2.26,1.64,9.03,12.32,1.5,1.86,5.62,13.86,1.41,2.02,9.54,17.94,6.54,2.19
Overall Bell Pepper Production,1003500000,Lanao del Norte,36.8,20.0,12.0,120.0,35.02,21.0,15.0,125.0,30.0,20.0,16.25,126.0,28.0,19.75,17.0,124.0,26.5,19.6,18.0,122.0,28.17
Overall Bell Pepper Production,1004200000,Misamis Occidental,11.5,18.0,13.5,16.0,11.06,17.0,12.4,17.07,12.5,21.16,11.8,15.76,11.98,20.31,12.54,16.23,12.28,21.32,12.66,16.72,16.98
Overall Bell Pepper Production,1004300000,Misamis Oriental,35.0,14.27,40.54,85.9,34.35,15.13,55.41,94.48,36.56,16.31,75.0,102.0,35.3,16.24,65.28,96.1,35.5,15.48,66.0,98.15,35.79
Overall Bell Pepper Production,1102300000,Davao del Norte,5.02,8.42,20.81,13.06,4.73,8.13,20.45,12.35,4.89,7.85,19.05,12.05,4.81,8.18,18.08,12.0,4.73,8.86,19.21,11.94,4.81
Overall Bell Pepper Production,1102400000,Davao del Sur,39.48,21.62,71.16,111.1,43.16,22.44,75.25,103.3,79.35,61.5,120.5,140.45,82.03,59.35,118.46,138.61,82.91,19.24,39.91,46.88,28.72
Overall Bell Pepper Production,1102500000,Davao Oriental,2.88,0.4,9.66,5.72,2.65,0.38,8.75,5.18,2.78,0.41,8.91,5.24,2.75,0.41,9.38,4.87,2.81,0.42,9.01,5.09,2.77
Overall Bell Pepper Production,1108200000,Davao de Oro (Compostela Valley),9.87,45.91,67.48,101.93,10.22,46.89,69.13,105.62,10.35,47.72,88.39,107.26,9.95,46.42,85.56,103.35,10.34,44.97,86.47,104.19,9.92
Overall Bell Pepper Production,1108600000,Davao Occidental,0.14,0.12,,0.1,0.13,0.11,,0.09,0.2,0.1,,0.05,0.16,0.1,,0.04,0.22,0.09,0.43,0.04,0.2
Overall Bell Pepper Production,1130700000,Davao City,36.32,39.72,44.02,51.25,41.77,40.83,45.75,52.0,,,,,,,,,,36.9,44.23,80.71,54.5
Overall Bell Pepper Production,1204700000,Cotabato (North Cotabato),17.39,3.9,36.78,80.94,17.85,2.29,38.05,59.5,16.39,3.29,37.78,57.57,18.57,4.64,21.59,25.59,22.08,4.66,13.13,34.53,28.47
Overall Bell Pepper Production,1206300000,South Cotabato,14.65,8.45,23.27,27.25,16.75,9.2,24.65,66.43,26.6,10.35,73.95,76.25,29.47,16.85,57.52,51.35,34.67,31.16,82.22,59.27,96.59
Overall Bell Pepper Production,1206500000,Sultan Kudarat,4.24,2.61,12.07,27.27,3.81,2.56,11.51,30.33,5.56,2.65,11.57,33.91,5.68,2.48,11.72,35.6,5.85,2.56,11.6,37.56,5.03
Overall Bell Pepper Production,1208000000,Sarangani,2.19,2.5,10.25,6.0,2.2,2.51,10.3,6.12,2.22,2.52,10.0,6.0,2.0,2.4,12.0,6.15,2.1,2.42,11.0,7.0,2.11
Overall Bell Pepper Production,1400100000,Abra,,,,,,,,,,,,,,,,,,,,,
Overall Bell Pepper Production,1401100000,Benguet,3366.61,896.79,360.36,2923.96,3895.64,1025.0,429.25,3417.26,3457.38,1060.97,395.0,3862.0,3250.75,1025.0,1069.34,3699.0,3275.0,1050.0,965.05,4617.18,4494.68
Overall Bell Pepper Production,1402700000,Ifugao,5.9,11.98,3.28,9.97,5.46,18.14,5.71,11.0,5.55,18.2,20.45,5.35,15.62,15.39,30.36,6.2,18.65,18.5,162.03,5.4,20.37
Overall Bell Pepper Production,1403200000,Kalinga,,,,,,,,,,,,,,,,,,,,,
Overall Bell Pepper Production,1404400000,Mountain Province,19.21,328.38,658.91,23.55,20.29,336.84,688.22,23.41,16.9,320.45,550.58,25.75,15.21,292.24,568.02,22.79,16.73,322.13,553.82,20.51,16.31
Overall Bell Pepper Production,1408100000,Apayao,,,,,,,,,,,,,,,,0.25,,,,,
Overall Bell Pepper Production,1600200000,Agusan del Norte,4.6,4.6,7.07,8.4,4.02,4.68,7.09,8.42,4.0,4.26,7.04,11.38,4.28,4.52,7.0,11.26,4.2,4.7,6.8,11.5,2.75
Overall Bell Pepper Production,1600300000,Agusan del Sur,8.97,12.15,51.72,100.3,7.76,10.99,54.53,105.48,7.9,5.98,43.0,52.47,6.5,5.1,42.0,51.0,5.0,5.5,44.56,53.41,5.23
Overall Bell Pepper Production,1606700000,Surigao del Norte,0.18,1.4,1.45,0.8,,0.91,0.74,5.66,0.2,0.87,0.57,0.06,0.37,0.72,0.66,0.26,3.0,0.8,4.05,1.69,0.2
Overall Bell Pepper Production,1606800000,Surigao del Sur,0.16,5.24,9.32,10.08,0.15,8.81,13.36,11.19,0.15,11.97,0.11,8.97,3.25,1.56,0.63,1.04,2.5,13.78,2.5,1.33,4.15
Overall Bell Pepper Production,1608500000,Dinagat Islands,1.2,1.87,0.45,3.22,1.0,2.14,0.42,3.16,1.02,4.47,0.78,8.51,6.96,8.35,1.39,0.87,0.67,0.32,6.35,3.64,0.54
Overall Bell Pepper Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,1.41
Overall Bell Pepper Production,1704000000,Marinduque,0.29,0.29,0.28,0.43,0.26,0.32,0.31,0.26,0.36,0.37,0.26,0.2,0.15,0.39,0.39,0.16,0.12,0.3,0.32,0.14,0.19
Overall Bell Pepper Production,1705100000,Occidental Mindoro,,,,,,,,,,,,,,,,,,,,,
Overall Bell Pepper Production,1705200000,Oriental Mindoro,0.04,5.94,2.12,0.92,0.03,4.75,1.79,0.85,0.03,3.78,1.85,0.9,0.04,3.56,1.1,0.8,0.04,3.9,2.5,0.9,0.06
Overall Bell Pepper Production,1705300000,Palawan,6.36,11.17,6.45,5.44,5.54,10.01,7.06,4.69,2.71,9.4,6.0,1.88,2.17,9.01,5.54,1.72,2.15,8.63,8.5,1.68,2.22
Overall Bell Pepper Production,1705900000,Romblon,,,,,,,,,,,0.51,2.31,0.29,,0.6,2.0,0.74,,0.58,1.9,0.54
Overall Bell Pepper Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,1.93
Overall Bell Pepper Production,1804500000,Negros Occidental,4.91,16.02,8.42,30.0,4.5,14.86,7.12,29.5,4.66,13.2,6.32,26.18,4.14,11.72,7.28,24.48,21.0,11.0,25.0,26.72,22.0
Overall Bell Pepper Production,1804600000,Negros Oriental,31.77,30.0,7.52,28.15,18.46,25.5,5.81,21.89,14.62,20.02,4.5,18.89,21.63,14.15,1.85,21.96,18.23,19.89,2.97,20.91,20.94
Overall Bell Pepper Production,1806100000,Siquijor,4.2,1.55,3.34,4.24,3.11,1.7,3.4,4.33,4.04,1.82,3.55,4.5,3.78,1.67,4.18,4.43,3.79,1.69,4.32,4.71,3.78
Overall Bell Pepper Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,0.03
Overall Bell Pepper Production,1900700000,Basilan,0.78,,,,0.82,,0.14,0.13,0.85,0.22,0.15,0.13,6.37,,0.35,0.19,6.45,,0.59,0.06,0.01
Overall Bell Pepper Production,1903600000,Lanao del Sur,1.43,2.15,3.15,2.42,1.44,2.2,3.14,2.41,1.45,2.22,3.15,4.42,1.56,2.1,3.97,5.02,1.85,3.7,4.2,7.14,2.03
Overall Bell Pepper Production,1907000000,Tawi-Tawi,,,,,,,,,,,,,,,,,,,,,
Overall Bell Pepper Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,2.1,0.85,4.63,37.02,7.13
Overall Bell Pepper Production,1908800000,Maguindanao del Sur,5.45,0.65,1.2,1.62,5.6,0.66,1.25,1.65,5.6,0.6,1.35,1.65,5.2,0.55,2.85,4.0,2.0,2.0,2.12,2.5,2.2
