Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Chili Pepper Production,0401000000,Batangas,6.8,5.2,17.56,5.53,5.87,4.66,14.43,4.79,3.49,3.07,30.84,6.0,10.0,10.0,37.48,10.0,25.5,12.5,47.5,30.3,16.64
Overall Chili Pepper Production,0402100000,Cavite,,,4.09,1.68,,,4.37,1.42,,,4.97,1.48,5.07,0.38,8.95,1.46,5.05,0.37,7.91,1.45,5.1
Overall Chili Pepper Production,0403400000,Laguna,8.46,16.6,7.22,18.18,11.02,12.43,7.41,7.72,10.6,11.1,12.68,5.56,10.03,10.67,9.21,4.71,11.52,11.98,6.82,6.0,48.25
Overall Chili Pepper Production,0405600000,Quezon,192.73,40.27,139.2,28.91,190.78,39.44,138.21,27.78,199.48,38.44,143.05,27.0,213.44,33.01,177.17,25.6,204.41,38.53,206.87,29.52,200.17
Overall Chili Pepper Production,0405800000,Rizal,,,,0.35,,,,0.49,,,0.03,1.64,0.98,0.06,0.81,5.04,4.37,2.54,0.69,4.95,2.3
Overall Chili Pepper Production,0500500000,Albay,1.38,4.38,377.21,8.36,1.74,5.27,327.22,6.2,1.37,1.82,181.8,2.9,5.11,2.77,147.86,3.41,6.08,2.92,195.53,8.54,9.29
Overall Chili Pepper Production,0501600000,Camarines Norte,0.42,0.94,1.32,0.86,0.59,1.46,0.87,0.23,0.15,0.41,3.2,0.51,0.13,0.45,3.97,0.41,,0.45,2.68,0.32,8.35
Overall Chili Pepper Production,0501700000,Camarines Sur,3.07,23.57,61.93,34.88,2.19,25.17,91.69,29.48,1.22,35.4,88.0,35.6,10.89,14.76,50.2,5.68,11.85,11.45,12.41,16.22,14.68
Overall Chili Pepper Production,0502000000,Catanduanes,0.87,1.64,0.54,0.52,0.92,1.69,0.46,0.41,0.88,1.64,0.56,0.52,0.91,1.08,0.57,0.44,0.08,1.47,0.58,0.16,0.08
Overall Chili Pepper Production,0504100000,Masbate,,,,,,,,,,,,6.49,,,,8.15,,,,5.47,
Overall Chili Pepper Production,0506200000,Sorsogon,5.5,10.92,3.93,3.65,3.81,9.82,4.12,2.47,1.98,8.58,3.53,3.53,2.57,6.0,3.7,1.73,3.27,6.76,1.83,1.57,4.07
Overall Chili Pepper Production,0600400000,Aklan,1.11,1.37,2.05,1.14,1.16,1.42,2.3,1.2,1.2,1.47,2.09,1.09,1.15,1.42,2.14,1.14,3.12,1.44,0.79,1.96,3.21
Overall Chili Pepper Production,0600600000,Antique,0.23,1.4,0.5,0.37,0.24,1.12,0.28,0.35,0.27,1.09,0.38,0.82,0.49,1.32,1.17,1.47,0.51,1.32,4.13,2.91,0.51
Overall Chili Pepper Production,0601900000,Capiz,6.71,8.91,9.59,5.41,6.04,6.99,9.19,5.18,7.0,7.75,8.64,4.86,8.5,8.2,8.75,4.93,8.26,8.39,8.95,4.0,8.07
Overall Chili Pepper Production,0603000000,Iloilo,0.5,1.2,0.92,4.85,0.45,1.1,0.9,4.25,0.35,1.2,0.92,4.3,0.32,1.1,0.84,3.93,25.34,1.3,33.88,30.0,141.17
Overall Chili Pepper Production,0607900000,Guimaras,0.56,0.7,1.12,2.17,1.7,0.8,1.14,2.53,2.0,0.92,0.97,2.59,1.88,0.89,2.44,2.97,2.0,1.8,2.55,3.1,2.12
Overall Chili Pepper Production,0701200000,Bohol,9.68,6.28,5.65,0.67,7.34,5.61,4.79,0.75,10.53,8.01,5.89,11.85,12.67,9.13,6.79,4.79,13.0,7.16,13.75,5.01,11.08
Overall Chili Pepper Production,0702200000,Cebu,6.1,1.7,4.5,3.0,5.0,1.0,4.2,3.4,3.76,1.24,3.94,4.1,3.22,1.77,1.41,3.91,5.18,1.86,1.63,3.45,4.89
Overall Chili Pepper Production,0802600000,Eastern Samar,0.3,0.88,0.04,0.05,0.29,0.88,0.05,0.8,0.32,1.2,1.55,1.55,0.3,1.23,1.86,1.86,0.3,1.35,1.06,1.4,0.9
Overall Chili Pepper Production,0803700000,Leyte,0.38,0.71,0.8,2.4,0.37,0.65,0.53,2.38,0.36,0.65,1.0,108.08,5.03,0.66,1.2,2.5,5.05,0.59,1.3,2.4,5.05
Overall Chili Pepper Production,0804800000,Northern Samar,1.15,9.05,7.05,2.11,1.16,9.06,7.08,2.13,1.39,9.1,7.08,2.14,1.38,9.08,7.0,2.12,1.37,9.0,6.9,2.0,1.38
Overall Chili Pepper Production,0806000000,Samar (Western Samar),0.07,0.13,0.51,0.36,0.19,0.15,0.64,0.36,0.22,0.19,0.54,0.43,0.3,0.29,0.56,0.4,1.89,0.32,0.58,0.44,1.69
Overall Chili Pepper Production,0806400000,Southern Leyte,0.78,0.17,0.49,0.65,0.35,0.14,0.38,0.73,0.42,0.15,0.42,0.79,0.45,0.2,0.42,3.1,0.44,1.39,3.16,2.33,0.44
Overall Chili Pepper Production,0807800000,Biliran,0.04,0.14,1.05,0.05,0.07,0.22,1.15,0.1,0.1,0.3,0.95,0.1,0.26,0.07,0.33,0.06,0.23,0.08,0.37,0.05,0.21
Overall Chili Pepper Production,0906600000,,,,,,,,,,,,,,1.83,11.97,2.41,,2.0,12.19,2.51,2.5,2.02
Overall Chili Pepper Production,0907200000,Zamboanga del Norte,0.8,1.95,2.64,2.01,0.78,1.9,1.71,1.95,0.75,1.72,2.15,2.66,0.77,1.89,2.17,2.21,0.78,1.93,2.16,2.27,0.77
Overall Chili Pepper Production,0907300000,Zamboanga del Sur,0.63,1.02,1.91,1.22,0.64,1.04,1.97,1.46,16.0,14.26,14.87,5.11,13.84,13.57,14.25,5.7,12.7,1.03,3.79,3.11,2.3
Overall Chili Pepper Production,0907400000,Zamboanga City,16.33,12.0,14.39,6.01,16.44,12.31,14.3,6.3,,,,,,,,,,8.02,5.55,6.4,7.21
Overall Chili Pepper Production,0908300000,Zamboanga Sibugay,2.23,2.23,3.16,2.59,2.75,2.5,2.24,2.27,2.59,2.03,2.37,2.42,2.34,2.14,2.33,2.49,2.37,2.32,4.79,3.29,2.19
Overall Chili Pepper Production,1001300000,Bukidnon,4.52,3.5,6.22,14.51,4.0,3.6,6.0,14.8,4.17,3.48,5.8,13.53,6.34,3.2,6.0,14.0,7.54,3.34,33.07,16.86,9.38
Overall Chili Pepper Production,1001800000,Camiguin,0.05,0.04,0.12,0.15,0.04,0.04,0.19,0.25,0.05,0.06,0.33,0.2,0.08,0.07,0.38,0.26,0.13,0.31,0.39,0.29,0.11
Overall Chili Pepper Production,1003500000,Lanao del Norte,47.5,26.0,33.65,46.5,48.0,28.0,35.5,48.5,42.0,32.0,36.2,49.0,45.0,30.0,36.5,81.11,46.5,28.0,37.5,111.11,45.98
Overall Chili Pepper Production,1004200000,Misamis Occidental,0.47,0.4,0.91,0.62,0.54,0.37,0.93,0.6,0.55,0.4,0.95,0.62,0.53,0.41,0.99,0.64,3.36,0.42,1.01,0.67,3.48
Overall Chili Pepper Production,1004300000,Misamis Oriental,6.83,13.13,16.66,12.5,6.84,20.03,30.29,19.17,10.26,26.73,48.0,20.0,18.37,29.09,47.62,17.92,19.0,30.0,48.0,18.44,20.0
Overall Chili Pepper Production,1102300000,Davao del Norte,2.48,4.78,6.51,2.87,2.44,4.64,6.33,3.19,2.36,4.48,6.51,3.2,2.01,4.64,6.36,3.31,2.19,5.07,6.21,11.6,2.19
Overall Chili Pepper Production,1102400000,Davao del Sur,5.45,3.21,7.46,10.61,5.37,3.25,7.63,10.57,5.71,3.6,8.15,9.98,4.9,4.07,8.02,10.35,4.54,3.49,7.12,9.69,3.8
Overall Chili Pepper Production,1102500000,Davao Oriental,5.25,16.96,34.91,197.11,9.04,19.64,47.6,198.92,8.65,20.83,49.88,200.85,7.89,21.35,50.86,201.04,7.77,21.72,51.85,204.34,8.1
Overall Chili Pepper Production,1108200000,Davao de Oro (Compostela Valley),1.65,2.43,3.77,0.52,1.74,2.03,3.81,0.5,1.81,2.55,3.4,0.48,2.66,2.46,3.29,0.5,2.75,2.55,3.4,0.6,2.84
Overall Chili Pepper Production,1108600000,Davao Occidental,0.05,0.07,0.06,0.07,0.05,0.07,0.06,0.07,0.05,0.05,0.07,0.06,1.35,0.06,0.05,1.34,1.31,0.06,0.05,1.24,1.24
Overall Chili Pepper Production,1130700000,Davao City,0.49,0.36,0.56,0.51,1.32,0.38,0.54,0.51,,,,,,,,,,0.38,,0.42,0.44
Overall Chili Pepper Production,1204700000,Cotabato (North Cotabato),1.4,1.34,2.0,1.45,1.41,1.34,2.02,1.48,1.44,1.37,1.28,1.75,1.19,1.3,1.66,2.39,1.82,1.56,1.74,2.48,2.6
Overall Chili Pepper Production,1206300000,South Cotabato,0.82,0.57,1.8,0.55,0.91,0.6,1.8,0.68,1.0,0.6,2.5,1.23,4.04,0.58,2.85,3.35,4.8,1.12,11.26,4.25,3.28
Overall Chili Pepper Production,1206500000,Sultan Kudarat,0.51,0.8,0.58,1.08,0.51,0.79,0.58,1.08,0.5,0.79,0.58,3.1,0.56,0.75,0.62,3.25,0.6,0.78,0.55,3.43,0.55
Overall Chili Pepper Production,1208000000,Sarangani,0.55,0.9,0.86,1.06,0.56,0.91,0.87,1.08,0.57,0.91,0.62,0.62,0.5,0.95,0.65,0.75,0.55,0.98,0.64,0.8,0.54
Overall Chili Pepper Production,1400100000,Abra,0.92,0.17,0.18,1.65,0.94,0.18,0.18,1.58,0.91,0.16,0.36,2.6,1.42,0.3,0.48,2.63,2.0,1.9,14.02,13.36,12.1
Overall Chili Pepper Production,1401100000,Benguet,,,,,,,,,,,,14.83,8.28,,,15.75,8.29,,6.12,14.84,8.86
Overall Chili Pepper Production,1402700000,Ifugao,,,,,,,,,,,,0.52,1.1,,,0.11,1.5,1.6,2.29,1.55,1.7
Overall Chili Pepper Production,1403200000,Kalinga,2.0,0.28,7.48,0.43,2.3,0.34,9.83,0.53,2.81,0.45,7.62,0.49,2.66,0.5,7.5,0.45,3.17,0.43,7.6,0.7,3.53
Overall Chili Pepper Production,1404400000,Mountain Province,,,,,,,,,,,,,0.4,0.41,,,0.49,0.7,1.54,0.8,0.47
Overall Chili Pepper Production,1408100000,Apayao,0.7,0.13,0.4,0.14,0.39,0.22,0.35,0.12,0.45,0.28,0.3,1.56,0.59,1.0,0.33,1.17,0.48,0.95,0.33,0.77,0.51
Overall Chili Pepper Production,1600200000,Agusan del Norte,,0.01,0.04,0.06,,,0.45,0.07,,0.01,0.31,1.08,4.3,2.25,0.47,1.56,4.22,2.4,2.0,1.5,2.81
Overall Chili Pepper Production,1600300000,Agusan del Sur,1.25,0.85,1.6,2.8,1.15,0.8,1.7,2.95,1.05,0.9,1.8,0.15,0.03,0.7,1.7,0.77,0.47,0.75,1.76,1.0,2.21
Overall Chili Pepper Production,1606700000,Surigao del Norte,0.05,0.3,0.35,0.25,0.01,0.24,0.37,0.14,0.02,0.28,1.69,1.83,0.84,0.45,1.94,1.45,2.94,3.9,2.23,1.75,1.27
Overall Chili Pepper Production,1606800000,Surigao del Sur,0.01,1.6,1.04,0.95,0.01,0.67,1.08,0.89,0.02,0.94,0.11,1.91,1.17,2.15,0.66,0.4,0.55,0.66,0.72,0.61,0.58
Overall Chili Pepper Production,1608500000,Dinagat Islands,0.04,0.04,0.28,0.03,0.01,0.04,0.48,0.06,0.03,0.06,1.49,1.24,1.47,0.28,1.05,0.41,0.49,0.37,1.63,1.06,0.51
Overall Chili Pepper Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,1.45
Overall Chili Pepper Production,1704000000,Marinduque,,,,,,,,,,,0.02,0.13,,,0.03,0.15,,,0.03,0.16,
Overall Chili Pepper Production,1705100000,Occidental Mindoro,0.59,0.34,0.24,0.05,0.71,0.37,0.21,0.06,0.63,0.4,0.25,0.07,4.8,0.44,0.28,0.12,5.23,0.49,0.29,0.14,4.97
Overall Chili Pepper Production,1705200000,Oriental Mindoro,1.25,13.04,29.43,0.38,1.32,18.29,95.1,0.33,0.38,19.95,41.01,0.45,1.45,28.18,11.04,0.5,5.26,29.57,11.6,0.51,6.13
Overall Chili Pepper Production,1705300000,Palawan,1.71,1.67,2.31,1.2,1.93,1.36,0.96,1.11,1.26,0.94,0.8,0.44,1.21,0.98,0.73,0.48,1.24,0.99,0.95,0.51,1.27
Overall Chili Pepper Production,1705900000,Romblon,,,,,,,,,,,2.11,1.32,1.29,0.1,1.68,0.85,1.5,0.11,1.89,0.57,1.56
Overall Chili Pepper Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,1.39
Overall Chili Pepper Production,1804500000,Negros Occidental,1.14,0.7,0.51,0.5,1.24,0.77,0.63,0.63,1.81,0.79,1.95,0.75,2.53,0.75,2.4,1.0,3.0,1.0,8.32,4.12,4.54
Overall Chili Pepper Production,1804600000,Negros Oriental,2.95,0.88,3.25,7.0,2.55,0.99,3.35,7.66,2.8,1.0,3.78,10.89,2.77,0.96,3.3,9.11,2.9,1.0,3.48,8.06,2.82
Overall Chili Pepper Production,1806100000,Siquijor,1.62,0.55,1.72,3.58,1.35,0.57,1.73,3.6,1.39,0.6,1.6,3.13,0.96,0.27,1.6,3.52,0.5,0.82,1.64,3.44,0.95
Overall Chili Pepper Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,0.02
Overall Chili Pepper Production,1900700000,Basilan,0.08,0.48,0.25,0.33,0.09,0.5,0.26,0.35,0.08,0.47,0.95,0.34,2.58,0.22,3.75,0.26,3.47,1.04,5.8,4.06,3.68
Overall Chili Pepper Production,1903600000,Lanao del Sur,15.23,23.54,18.29,11.1,15.25,23.54,19.0,12.0,15.28,23.7,19.1,101.12,18.3,23.2,21.3,178.9,20.32,28.66,32.64,179.2,22.34
Overall Chili Pepper Production,1907000000,Tawi-Tawi,,,,1.97,,,,2.0,,,,2.25,,,6.89,1.35,,6.01,9.7,4.5,0.07
Overall Chili Pepper Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,1.2,0.55,0.65,12.0,10.0
Overall Chili Pepper Production,1908800000,Maguindanao del Sur,0.7,0.3,,1.2,0.72,0.29,,1.22,0.74,0.29,,1.25,0.89,0.32,2.59,36.35,2.3,6.73,5.18,17.35,18.0
