Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1
Overall Pechay Production,1206500000,Sultan Kudarat,20.59,31.55,19.34,29.57,21.29,32.55,20.47,33.91,20.55,33.66,45.99
Overall Pechay Production,1208000000,Sarangani,2.79,5.86,2.79,5.81,2.84,3.83,2.59,3.84,2.59,3.61,1.43
Overall Pechay Production,1400100000,Abra,4.82,4.09,4.92,4.21,4.37,30.23,17.24,15.82,26.18,8.4,17.75
Overall Pechay Production,1401100000,Benguet,16292.35,31275.43,15907.43,33073.92,15100.74,33362.21,20991.9,32105.0,20323.31,32950.56,14107.21
Overall Pechay Production,1402700000,Ifugao,69.09,14.82,68.7,16.75,47.79,572.6,523.12,239.03,295.64,595.51,307.7
Overall Pechay Production,1403200000,Kalinga,61.97,41.38,81.32,46.56,85.39,85.33,87.71,49.27,88.1,49.94,82.23
Overall Pechay Production,1404400000,Mountain Province,327.9,2337.09,304.99,2396.59,282.24,2451.64,285.17,2511.76,300.52,2564.35,149.69
Overall Pechay Production,1408100000,Apayao,4.17,3.0,4.28,3.04,4.55,2.88,5.35,2.3,4.01,2.25,1.28
Overall Pechay Production,1600200000,Agusan del Norte,21.03,62.1,22.66,65.81,26.0,62.64,20.34,61.87,22.1,67.0,4.58
Overall Pechay Production,1600300000,Agusan del Sur,557.98,352.03,501.88,362.14,343.37,279.7,296.3,280.06,295.3,288.44,131.64
Overall Pechay Production,1606700000,Surigao del Norte,19.5,25.52,13.89,27.17,11.95,31.67,28.39,46.24,22.75,43.94,7.74
Overall Pechay Production,1606800000,Surigao del Sur,52.73,107.9,44.6,150.39,55.01,33.96,123.25,2.64,17.84,0.76,0.21
Overall Pechay Production,1608500000,Dinagat Islands,4.38,13.02,1.99,9.75,4.72,5.32,10.54,9.01,4.95,9.96,2.84
Overall Pechay Production,1630400000,Butuan City,,,,,,,,,,,2.36
Overall Pechay Production,1704000000,Marinduque,100.58,25.73,110.97,19.17,138.54,17.03,82.88,19.86,78.15,16.32,83.1
Overall Pechay Production,1705100000,Occidental Mindoro,107.79,32.75,111.44,32.73,132.63,29.98,71.49,29.71,92.02,31.36,5.44
Overall Pechay Production,1705200000,Oriental Mindoro,282.72,193.94,166.31,143.1,158.64,152.4,95.49,146.36,110.16,140.03,4.48
Overall Pechay Production,1705300000,Palawan,218.05,102.82,176.44,76.81,190.93,52.43,178.75,50.25,178.8,61.58,79.82
Overall Pechay Production,1705900000,Romblon,58.91,17.25,69.43,16.9,61.12,14.82,53.56,17.46,58.89,16.67,53.69
Overall Pechay Production,1731500000,Puerto Princesa City,,,,,,,,,,,14.95
Overall Pechay Production,1804500000,Negros Occidental,305.12,206.0,343.92,209.75,370.56,220.67,339.86,226.0,419.0,255.77,266.12
Overall Pechay Production,1804600000,Negros Oriental,540.62,109.04,518.95,107.65,730.61,71.14,582.19,64.64,529.43,70.81,341.61
Overall Pechay Production,1806100000,Siquijor,5.95,5.04,6.46,5.26,6.04,5.47,6.32,5.26,5.25,5.46,2.71
Overall Pechay Production,1830200000,Bacolod City,,,,,,,,,,,0.2
Overall Pechay Production,1900700000,Basilan,7.08,7.88,7.43,8.14,7.56,8.18,4.35,0.25,7.39,3.37,2.82
Overall Pechay Production,1903600000,Lanao del Sur,42.05,126.4,42.6,126.43,43.42,55.89,49.3,95.16,69.48,177.03,25.44
Overall Pechay Production,1907000000,Tawi-Tawi,6.9,17.7,7.4,19.2,6.89,20.9,7.9,22.6,9.7,28.0,4.89
Overall Pechay Production,1908700000,Maguindanao del Norte,,,,,,,,,56.76,330.56,112.87
Overall Pechay Production,1908800000,Maguindanao del Sur,25.05,90.7,25.5,91.35,25.6,91.4,24.45,85.38,26.72,38.57,18.5
