Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Pechay Production,0806000000,Samar (Western Samar),13.74,16.96,24.98,13.99,13.04,17.92,24.15,14.35,13.16,21.3,23.09,13.99,14.23,25.44,25.44,14.78,12.15,27.6,26.94,15.33,13.87
Overall Pechay Production,0806400000,Southern Leyte,20.18,28.7,28.7,22.8,8.63,22.5,26.35,20.6,13.33,24.2,28.5,22.6,15.56,23.53,26.35,20.14,12.86,15.68,14.48,25.46,13.55
Overall Pechay Production,0807800000,Biliran,18.0,18.0,33.0,4.0,22.0,15.26,37.99,4.12,32.74,12.4,34.54,4.53,30.52,11.27,11.68,4.11,24.43,9.27,12.99,3.62,24.51
Overall Pechay Production,0906600000,,10.5,45.0,47.0,3.8,10.45,46.0,47.5,3.7,10.4,48.0,48.0,4.0,10.45,47.5,47.5,3.9,10.6,,42.71,4.0,10.81
Overall Pechay Production,0907200000,Zamboanga del Norte,26.43,74.35,88.76,24.2,25.56,59.87,79.03,25.81,20.69,62.93,64.12,61.29,15.21,58.95,70.5,54.6,17.8,60.58,68.93,57.72,9.45
Overall Pechay Production,0907300000,Zamboanga del Sur,42.63,67.17,45.78,150.12,45.26,61.86,42.03,169.36,478.25,524.3,174.74,378.28,320.42,554.1,182.39,346.51,294.4,2.44,59.19,59.64,61.0
Overall Pechay Production,0907400000,Zamboanga City,459.01,406.18,153.54,304.13,467.77,413.47,150.8,288.09,,,,,,,,,,409.81,441.41,444.58,452.34
Overall Pechay Production,0908300000,Zamboanga Sibugay,19.1,16.31,27.84,28.13,20.83,14.2,28.15,27.72,21.04,15.11,29.08,30.07,17.3,15.32,,29.76,18.16,15.24,31.82,31.53,19.08
Overall Pechay Production,1001300000,Bukidnon,199.93,304.94,862.0,1210.51,193.0,335.24,935.0,1340.2,207.48,306.6,990.8,1166.48,978.51,278.44,935.95,1217.36,966.96,291.63,974.06,1225.66,717.67
Overall Pechay Production,1001800000,Camiguin,8.71,15.33,11.52,12.34,9.46,18.42,13.28,13.99,8.65,22.15,10.0,12.0,7.5,19.35,9.35,11.68,6.45,27.27,12.15,7.35,7.53
Overall Pechay Production,1003500000,Lanao del Norte,92.0,93.0,190.0,238.0,90.0,90.0,185.0,235.0,93.0,88.52,182.25,238.0,92.0,87.0,182.5,240.0,91.0,86.5,185.0,241.0,91.33
Overall Pechay Production,1004200000,Misamis Occidental,77.5,65.2,42.05,68.5,83.55,67.28,44.9,84.79,78.5,70.52,47.4,80.31,74.58,71.93,49.59,81.49,77.19,74.45,50.29,85.02,79.7
Overall Pechay Production,1004300000,Misamis Oriental,64.4,205.95,151.34,226.0,65.6,234.32,173.23,198.89,51.77,196.56,256.0,233.25,58.48,186.03,215.49,222.85,58.85,191.22,216.7,227.66,64.79
Overall Pechay Production,1102300000,Davao del Norte,79.68,157.13,79.04,67.44,77.13,152.78,79.56,66.26,75.41,154.06,84.56,66.92,79.11,155.13,86.36,66.34,83.23,156.05,84.52,65.76,79.25
Overall Pechay Production,1102400000,Davao del Sur,77.96,98.09,260.97,119.5,85.1,103.12,253.51,125.77,151.84,174.86,301.73,301.06,148.49,176.61,305.92,263.43,151.54,105.84,210.46,158.76,88.01
Overall Pechay Production,1102500000,Davao Oriental,45.16,45.65,38.53,46.7,46.18,48.92,36.36,48.77,42.4,45.74,32.85,45.84,37.57,45.25,32.02,44.88,36.4,45.94,32.54,43.01,38.79
Overall Pechay Production,1108200000,Davao de Oro (Compostela Valley),28.08,95.96,206.7,102.45,27.07,96.5,200.62,99.13,26.58,99.35,252.61,95.74,28.19,96.26,56.45,92.03,27.34,93.36,57.88,93.87,28.13
Overall Pechay Production,1108600000,Davao Occidental,22.75,28.25,84.63,35.46,20.73,25.79,82.12,34.41,19.56,28.36,81.5,34.06,19.16,27.47,81.36,33.58,,26.26,81.0,32.82,18.65
Overall Pechay Production,1130700000,Davao City,66.31,64.89,44.28,53.85,71.27,68.94,42.72,54.4,,,,,,,,,,69.5,57.96,95.68,63.07
Overall Pechay Production,1204700000,Cotabato (North Cotabato),130.23,49.53,348.36,221.4,130.27,50.72,358.41,326.79,110.06,61.08,187.15,274.1,32.74,31.68,210.83,254.41,36.47,34.08,236.58,268.17,35.49
Overall Pechay Production,1206300000,South Cotabato,46.4,15.46,48.22,30.66,41.73,17.0,30.17,33.75,80.57,20.65,27.92,41.44,59.59,26.45,53.4,48.92,52.84,24.61,43.48,40.5,31.49
Overall Pechay Production,1206500000,Sultan Kudarat,9.84,10.75,15.63,15.92,9.75,9.59,15.28,14.29,9.39,11.9,15.76,16.79,9.59,10.88,16.11,17.8,10.0,10.55,15.73,17.93,45.99
Overall Pechay Production,1208000000,Sarangani,1.54,1.25,5.0,0.86,1.54,1.25,4.95,0.86,1.58,1.26,3.25,0.58,1.38,1.21,3.28,0.56,1.37,1.22,3.0,0.61,1.43
Overall Pechay Production,1400100000,Abra,2.34,2.48,,4.09,2.4,2.52,,4.21,2.15,2.22,0.01,30.22,14.6,2.64,,15.82,23.28,2.9,0.07,8.33,17.75
Overall Pechay Production,1401100000,Benguet,11864.85,4427.5,4444.42,26831.01,12154.43,3753.0,4605.0,28468.92,10831.14,4269.6,4430.0,28932.21,16821.9,4170.0,4345.0,27760.0,16620.0,3703.31,4603.39,28347.17,14107.21
Overall Pechay Production,1402700000,Ifugao,59.86,9.23,10.78,4.04,60.23,8.47,12.61,4.14,39.12,8.67,35.6,537.0,311.0,212.12,39.88,199.15,46.35,249.29,309.9,285.61,307.7
Overall Pechay Production,1403200000,Kalinga,60.77,1.2,13.46,27.92,80.07,1.25,14.4,32.16,84.04,1.35,13.33,72.0,86.41,1.3,12.69,36.58,87.0,1.1,12.79,37.15,82.23
Overall Pechay Production,1404400000,Mountain Province,168.58,159.32,1116.74,1220.35,147.29,157.7,1191.82,1204.77,137.68,144.56,953.45,1498.19,152.65,132.52,1147.41,1364.35,161.28,139.24,1425.37,1138.98,149.69
Overall Pechay Production,1408100000,Apayao,1.66,2.51,,3.0,1.48,2.8,,3.04,1.55,3.0,,2.88,2.15,3.2,,2.3,1.39,2.62,,2.25,1.28
Overall Pechay Production,1600200000,Agusan del Norte,8.17,12.86,26.2,35.9,8.61,14.05,28.41,37.4,8.0,18.0,26.54,36.1,6.11,14.23,26.0,35.87,6.7,15.4,32.5,34.5,4.58
Overall Pechay Production,1600300000,Agusan del Sur,11.13,546.85,129.78,222.25,9.71,492.17,140.58,221.56,9.96,333.41,139.7,140.0,8.3,288.0,140.03,140.03,5.3,290.0,140.5,147.94,131.64
Overall Pechay Production,1606700000,Surigao del Norte,1.95,17.55,15.95,9.57,0.8,13.09,17.1,10.07,0.74,11.21,12.58,19.09,8.05,20.34,13.02,33.22,9.66,13.09,15.57,28.37,7.74
Overall Pechay Production,1606800000,Surigao del Sur,4.63,48.1,52.74,55.16,4.53,40.07,103.39,47.0,4.2,50.81,8.92,25.04,5.48,117.77,2.25,0.39,5.8,12.04,0.23,0.53,0.21
Overall Pechay Production,1608500000,Dinagat Islands,3.6,0.78,2.14,10.88,1.42,0.57,1.22,8.53,2.26,2.46,1.04,4.28,5.04,5.5,7.99,1.02,1.52,3.43,5.5,4.46,2.84
Overall Pechay Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,2.36
Overall Pechay Production,1704000000,Marinduque,88.29,12.29,11.75,13.98,95.0,15.97,9.1,10.07,119.5,19.04,9.08,7.95,67.53,15.35,11.41,8.45,62.27,15.88,9.02,7.3,83.1
Overall Pechay Production,1705100000,Occidental Mindoro,38.89,68.9,10.31,22.44,44.14,67.3,12.04,20.69,48.26,84.37,10.58,19.4,0.6,70.89,9.23,20.48,5.73,86.29,10.35,21.01,5.44
Overall Pechay Production,1705200000,Oriental Mindoro,16.56,266.16,171.29,22.65,23.73,142.58,133.28,9.82,21.54,137.1,133.5,18.9,9.79,85.7,127.0,19.36,10.16,100.0,135.0,5.03,4.48
Overall Pechay Production,1705300000,Palawan,102.8,115.25,88.1,14.72,83.49,92.95,59.93,16.88,89.41,101.52,40.0,12.43,79.05,99.7,38.22,12.03,77.03,101.77,50.0,11.58,79.82
Overall Pechay Production,1705900000,Romblon,47.31,11.6,6.49,10.76,58.56,10.87,7.64,9.26,53.18,7.94,7.87,6.95,46.26,7.3,7.02,10.44,52.67,6.22,7.51,9.16,53.69
Overall Pechay Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,14.95
Overall Pechay Production,1804500000,Negros Occidental,148.12,157.0,65.0,141.0,179.92,164.0,71.24,138.51,198.01,172.55,74.95,145.72,175.35,164.51,71.0,155.0,253.0,166.0,109.34,146.43,266.12
Overall Pechay Production,1804600000,Negros Oriental,398.8,141.82,71.04,38.0,373.12,145.83,72.12,35.53,556.35,174.26,19.58,51.56,552.54,29.65,23.26,41.38,405.11,124.32,27.98,42.83,341.61
Overall Pechay Production,1806100000,Siquijor,4.9,1.05,3.44,1.6,4.97,1.49,3.64,1.62,4.53,1.51,3.8,1.67,5.1,1.22,3.62,1.64,3.75,1.5,3.72,1.74,2.71
Overall Pechay Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,0.2
Overall Pechay Production,1900700000,Basilan,4.58,2.5,7.71,0.17,4.79,2.64,7.96,0.18,4.83,2.73,8.0,0.18,4.35,,,0.25,7.21,0.18,3.01,0.36,2.82
Overall Pechay Production,1903600000,Lanao del Sur,12.54,29.51,36.65,89.75,12.6,30.0,36.67,89.76,12.92,30.5,36.81,19.08,15.43,33.87,34.2,60.96,23.18,46.3,58.38,118.65,25.44
Overall Pechay Production,1907000000,Tawi-Tawi,4.2,2.7,12.68,5.02,4.5,2.9,13.8,5.4,3.69,3.2,14.5,6.4,4.1,3.8,15.0,7.6,5.2,4.5,17.0,11.0,4.89
Overall Pechay Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,24.65,32.11,173.16,157.4,112.87
Overall Pechay Production,1908800000,Maguindanao del Sur,17.45,7.6,28.0,62.7,17.75,7.75,28.25,63.1,17.8,7.8,28.3,63.1,17.0,7.45,28.51,56.87,12.05,14.67,19.07,19.5,18.5
