Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2
Overall Lettuce Production,0500500000,Albay,,,,,,,,,4.46,0.02
Overall Lettuce Production,0501600000,Camarines Norte,,,,,,,,,,
Overall Lettuce Production,0501700000,Camarines Sur,,,,1.32,,6.12,10.56,5.37,2.53,
Overall Lettuce Production,0502000000,Catanduanes,,,,,,0.14,0.41,,,1.38
Overall Lettuce Production,0504100000,Masbate,,,,,,0.08,0.14,,0.06,0.05
Overall Lettuce Production,0506200000,Sorsogon,,,,,,7.93,4.0,,1.76,
Overall Lettuce Production,0600400000,Aklan,0.36,1.08,0.22,1.14,0.41,1.09,0.16,1.1,7.55,10.18
Overall Lettuce Production,0600600000,Antique,,,,2.74,6.04,3.03,7.09,7.26,8.5,3.5
Overall Lettuce Production,0601900000,Capiz,,0.44,0.17,0.43,0.22,0.44,0.33,0.49,0.28,1.17
Overall Lettuce Production,0603000000,Iloilo,34.16,14.38,29.5,15.2,33.38,16.81,29.9,15.07,54.6,30.58
Overall Lettuce Production,0607900000,Guimaras,1.4,1.18,2.39,2.53,3.11,1.99,3.53,4.02,4.8,6.63
Overall Lettuce Production,0701200000,Bohol,4.69,8.59,7.8,10.33,11.65,10.86,18.0,18.18,23.77,64.23
Overall Lettuce Production,0702200000,Cebu,36.8,53.34,34.5,57.0,26.76,58.95,47.0,68.47,33.22,68.79
Overall Lettuce Production,0802600000,Eastern Samar,,,,,,,,,,
Overall Lettuce Production,0803700000,Leyte,0.94,7.46,0.97,7.46,0.25,7.36,1.73,7.98,1.47,8.6
Overall Lettuce Production,0804800000,Northern Samar,,,,,,,0.3,1.05,0.3,
Overall Lettuce Production,0806000000,Samar (Western Samar),0.58,2.14,0.87,2.98,0.95,,0.83,1.51,,
Overall Lettuce Production,0806400000,Southern Leyte,,,,,,,0.23,0.05,0.23,0.58
Overall Lettuce Production,0807800000,Biliran,0.23,0.65,0.27,0.94,0.22,0.76,0.9,0.52,1.27,0.44
Overall Lettuce Production,0906600000,,,,,,,,,,,
Overall Lettuce Production,0907200000,Zamboanga del Norte,0.08,0.18,0.21,0.24,0.27,3.94,0.51,3.98,2.3,4.16
Overall Lettuce Production,0907300000,Zamboanga del Sur,,,,,9.37,68.79,9.65,12.32,9.6,6.4
Overall Lettuce Production,0907400000,Zamboanga City,4.75,9.18,,,,,,,1.11,4.08
Overall Lettuce Production,0908300000,Zamboanga Sibugay,,,,,,,,,,
Overall Lettuce Production,1001300000,Bukidnon,769.0,940.32,782.55,998.77,701.42,994.67,1291.13,958.2,1384.56,965.22
Overall Lettuce Production,1001800000,Camiguin,0.25,0.31,0.26,0.54,0.39,0.15,0.45,0.16,0.47,0.44
Overall Lettuce Production,1003500000,Lanao del Norte,,5.0,,,1.06,,1.01,,1.04,
Overall Lettuce Production,1004200000,Misamis Occidental,0.13,0.5,0.39,1.31,0.44,1.58,0.47,1.63,11.94,1.65
Overall Lettuce Production,1004300000,Misamis Oriental,12.82,16.25,13.13,20.57,16.42,33.0,13.46,25.87,13.14,27.22
Overall Lettuce Production,1102300000,Davao del Norte,,,,,,,,,,
Overall Lettuce Production,1102400000,Davao del Sur,0.55,0.65,0.57,0.67,36.66,98.36,37.89,95.92,25.84,1.73
Overall Lettuce Production,1102500000,Davao Oriental,,,,,,0.07,,,,
Overall Lettuce Production,1108200000,Davao de Oro (Compostela Valley),,,,,,,,,,
Overall Lettuce Production,1108600000,Davao Occidental,,,,,,,,,,
Overall Lettuce Production,1130700000,Davao City,29.42,34.25,33.11,100.0,,,,,13.39,63.35
Overall Lettuce Production,1204700000,Cotabato (North Cotabato),4.79,30.18,2.78,26.34,2.7,17.49,1.9,18.79,1.83,11.3
Overall Lettuce Production,1206300000,South Cotabato,0.43,,0.5,,0.79,5.0,3.18,3.67,2.98,2.85
Overall Lettuce Production,1206500000,Sultan Kudarat,,,,,,,,,,
Overall Lettuce Production,1208000000,Sarangani,,,,,,,,,,
Overall Lettuce Production,1400100000,Abra,,,,,,,0.53,,0.56,
Overall Lettuce Production,1401100000,Benguet,766.54,645.69,720.76,741.48,652.62,821.7,1538.08,2216.24,4270.39,2233.67
Overall Lettuce Production,1402700000,Ifugao,,,,,,,,,,
Overall Lettuce Production,1403200000,Kalinga,,,,,,,0.09,,0.1,
Overall Lettuce Production,1404400000,Mountain Province,50.06,27.23,52.11,29.64,49.12,28.41,48.01,24.73,51.49,22.74
Overall Lettuce Production,1408100000,Apayao,,,,,,,,,,
Overall Lettuce Production,1600200000,Agusan del Norte,,,,0.35,0.22,0.35,0.13,0.35,0.12,0.36
Overall Lettuce Production,1600300000,Agusan del Sur,,0.4,,0.45,,0.1,,,,
Overall Lettuce Production,1606700000,Surigao del Norte,1.35,0.05,,0.01,,,0.22,0.47,1.12,0.12
Overall Lettuce Production,1606800000,Surigao del Sur,,0.22,,0.23,,,,,0.39,0.8
Overall Lettuce Production,1608500000,Dinagat Islands,,0.02,,,,,,,,0.07
Overall Lettuce Production,1630400000,Butuan City,,,,,,,,,,
Overall Lettuce Production,1704000000,Marinduque,3.3,4.26,4.01,4.2,4.56,2.98,3.97,2.09,3.39,0.31
Overall Lettuce Production,1705100000,Occidental Mindoro,,,,,,,,,,
Overall Lettuce Production,1705200000,Oriental Mindoro,,0.46,,0.55,0.2,0.9,0.25,1.08,0.35,1.3
Overall Lettuce Production,1705300000,Palawan,,,,,,,,,,
Overall Lettuce Production,1705900000,Romblon,,,,,,,,,,
Overall Lettuce Production,1731500000,Puerto Princesa City,,,,,,,,,,
Overall Lettuce Production,1804500000,Negros Occidental,,,,,,0.8,2.71,1.54,5.85,4.13
Overall Lettuce Production,1804600000,Negros Oriental,448.01,211.82,599.9,215.79,1018.36,275.66,907.08,232.55,841.78,241.34
Overall Lettuce Production,1806100000,Siquijor,0.18,0.13,0.33,0.53,1.07,0.4,0.17,0.39,,0.21
Overall Lettuce Production,1830200000,Bacolod City,,,,,,,,,,
Overall Lettuce Production,1900700000,Basilan,,,,,,,,,,
Overall Lettuce Production,1903600000,Lanao del Sur,0.05,,0.05,,0.05,,,,,
Overall Lettuce Production,1907000000,Tawi-Tawi,,,,,,,,,,
Overall Lettuce Production,1908700000,Maguindanao del Norte,,,,,,,,,4.1,118.68
Overall Lettuce Production,1908800000,Maguindanao del Sur,1.0,0.52,1.21,0.56,1.39,0.61,1.34,32.26,9.16,9.5
