Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2
Yellow Corn Production,0504100000,Masbate,111.0,109.0,251.0,223.0,116.0,109.0,289.0,220.0,214.0,109.0,292.0,248.0,214.0,82.0,271.0,718.0,265.0,268.0,408.0,368.0,170.0,301.0
Yellow Corn Production,0506200000,Sorsogon,18.0,28.0,10.0,30.0,18.0,28.0,8.0,20.0,16.0,25.0,7.0,19.0,15.0,24.0,8.0,16.0,10.0,18.0,6.0,13.3,10.0,18.0
Yellow Corn Production,0600400000,Aklan,117.0,350.0,248.0,135.0,94.64,341.0,230.0,79.72,83.9,345.0,265.0,70.0,94.0,81.0,68.0,61.0,74.0,91.0,53.45,48.0,48.0,37.0
Yellow Corn Production,0600600000,Antique,538.0,865.0,276.0,31.4,499.0,897.0,215.0,86.89,659.0,907.0,194.0,88.0,292.0,887.0,94.0,30.0,270.0,947.0,398.0,245.0,513.0,857.0
Yellow Corn Production,0601900000,Capiz,5000.0,1915.0,6200.0,1262.0,6090.0,1699.0,5229.0,1885.0,5980.0,1933.0,5655.0,1250.0,5670.0,2515.0,5680.0,1342.0,5130.0,2052.0,7699.0,1306.5,5030.0,2130.0
Yellow Corn Production,0603000000,Iloilo,8876.0,2162.0,10476.0,1518.0,10377.0,1523.0,8428.0,1357.0,10538.0,1856.0,8911.0,1756.0,9566.0,825.0,7452.0,2448.0,9429.0,1275.08,10213.0,2137.0,10195.0,827.0
Yellow Corn Production,0607900000,Guimaras,23.0,8.0,190.0,60.0,30.0,11.53,168.0,78.0,38.0,22.0,109.0,45.0,45.0,35.0,40.0,70.0,65.0,45.0,80.0,60.0,50.0,40.0
Yellow Corn Production,0701200000,Bohol,3.0,5.0,1422.0,25.0,15.0,156.0,723.0,303.0,124.0,20.0,1133.0,195.0,48.0,43.0,1093.0,500.0,122.0,144.0,802.0,16.0,50.0,25.0
Yellow Corn Production,0702200000,Cebu,70.0,40.0,100.0,55.0,65.0,45.0,80.0,70.0,80.0,24.0,92.0,180.0,120.0,20.0,83.0,200.0,88.0,138.0,120.0,637.0,143.0,77.0
Yellow Corn Production,0802600000,Eastern Samar,16.0,5.0,4.0,21.0,18.0,4.8,4.02,22.0,14.0,3.0,2.0,22.0,14.0,2.0,1.0,10.0,8.0,2.0,1.0,1.0,10.0,10.0
Yellow Corn Production,0803700000,Leyte,433.0,370.0,400.0,438.0,450.0,365.0,426.0,425.0,440.0,381.0,430.0,420.0,436.0,301.0,425.0,415.0,440.0,310.0,425.0,414.0,438.0,306.0
Yellow Corn Production,0804800000,Northern Samar,343.0,214.0,307.0,253.1,318.0,215.0,305.0,253.0,310.0,197.0,305.0,249.0,285.0,192.0,307.0,253.0,281.0,190.0,309.0,248.0,255.0,188.0
Yellow Corn Production,0806000000,Samar (Western Samar),125.0,100.0,194.0,112.0,130.0,112.0,194.0,108.46,137.0,112.0,194.0,107.0,109.0,171.0,242.0,105.0,121.0,179.0,227.0,95.0,122.0,218.0
Yellow Corn Production,0806400000,Southern Leyte,32.0,30.01,19.33,60.0,17.0,16.34,17.0,54.0,14.0,11.0,15.0,42.0,15.0,5.0,12.0,54.0,13.0,6.0,10.0,46.0,13.0,7.0
Yellow Corn Production,0807800000,Biliran,15.0,32.0,29.0,45.0,17.45,36.0,29.08,44.0,17.0,36.0,28.0,44.0,17.0,36.0,28.0,44.0,17.0,36.0,28.0,42.0,17.0,29.2
Yellow Corn Production,0906600000,Sulu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yellow Corn Production,0907200000,Zamboanga del Norte,712.0,30.0,500.0,1478.0,1453.0,562.37,399.0,590.0,738.0,216.0,616.48,711.5,968.0,66.0,980.0,843.75,886.44,137.0,990.0,779.0,864.0,176.5
Yellow Corn Production,0907300000,Zamboanga del Sur,2271.0,538.0,3482.0,1417.0,2293.0,640.0,1404.0,1382.57,3700.0,588.59,4383.0,1420.0,2755.16,542.37,2893.5,1406.0,2916.05,287.89,3060.0,1111.49,3123.74,605.0
Yellow Corn Production,0907400000,Zamboanga City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,578.0,486.0,303.0,370.0
Yellow Corn Production,0908300000,Zamboanga Sibugay,157.0,88.0,611.5,189.0,191.0,88.0,650.0,100.99,475.93,86.0,489.0,227.55,386.75,84.0,569.0,235.0,351.23,54.5,536.62,187.85,391.17,69.25
Yellow Corn Production,1001300000,Bukidnon,48632.19,10197.0,42283.0,66677.0,47830.62,12584.0,44175.0,69737.0,52308.0,12598.0,57018.0,70275.0,51015.0,11836.0,58595.0,71673.0,51995.0,13199.0,53190.75,70562.0,52100.0,14655.0
Yellow Corn Production,1001800000,Camiguin,14.0,17.0,22.0,16.0,8.75,15.0,25.0,15.28,9.0,12.0,16.0,13.0,6.0,6.0,7.0,3.5,2.5,5.6,7.0,11.0,4.0,11.0
Yellow Corn Production,1003500000,Lanao del Norte,278.0,800.0,4800.0,6425.0,400.0,1150.0,4800.0,6558.7,542.0,1230.0,4650.0,6633.0,2510.0,1568.1,4482.8,6933.0,2510.0,1568.0,4644.0,6805.0,2180.0,1732.5
Yellow Corn Production,1004200000,Misamis Occidental,310.0,35.0,400.0,303.0,278.0,35.0,450.0,300.0,275.0,30.0,400.0,250.0,275.0,20.0,450.0,410.0,300.0,70.0,500.0,400.0,350.0,20.0
Yellow Corn Production,1004300000,Misamis Oriental,4755.0,1200.0,4400.0,3402.0,3015.0,1404.26,4409.0,3927.0,3390.0,1179.0,4465.0,2673.0,3424.0,423.0,4420.0,2543.0,2188.0,423.0,4420.0,4308.0,3734.0,1996.0
Yellow Corn Production,1102300000,Davao del Norte,1622.0,1482.0,1464.0,1892.0,1782.0,1536.0,1463.0,1724.0,1775.0,1537.98,1493.96,1764.0,1791.0,1562.48,2642.7,1820.16,1864.62,1546.0,2653.42,1871.0,1920.0,1568.0
Yellow Corn Production,1102400000,Davao del Sur,1299.0,1387.0,1799.0,578.0,1707.0,1496.0,2005.0,511.0,1630.0,1368.0,1923.25,532.0,1675.4,1288.0,1668.0,665.0,1715.0,778.38,1138.0,143.0,2082.0,1542.0
Yellow Corn Production,1102500000,Davao Oriental,478.0,137.0,199.0,393.0,400.0,153.0,203.0,366.0,380.0,108.0,179.0,395.0,439.0,115.0,188.0,382.0,452.0,118.0,235.0,349.0,482.0,102.0
Yellow Corn Production,1108200000,Davao de Oro (Compostela Valley),2629.0,1591.0,2748.0,2002.0,2626.0,1893.0,2842.0,2028.0,2495.0,1916.0,2774.0,2088.0,2193.38,1781.0,1749.0,2009.0,1817.0,1624.0,1655.0,1759.0,1724.0,1595.0
Yellow Corn Production,1108600000,Davao Occidental,472.0,704.0,733.0,200.0,590.0,727.0,604.0,187.0,662.0,620.0,623.08,188.0,792.0,700.65,699.0,216.85,770.36,782.0,727.0,156.95,785.0,848.0
Yellow Corn Production,1130700000,Davao City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.5,394.0,562.0,474.0,421.0
Yellow Corn Production,1204700000,Cotabato (North Cotabato),24883.0,7140.0,30366.0,23952.0,22334.0,7782.0,28144.0,23683.0,22390.0,7497.0,28584.0,23453.0,22823.0,6613.0,28431.0,20349.0,22411.0,7298.0,28588.0,22175.0,23064.0,6910.0
Yellow Corn Production,1206300000,South Cotabato,23213.0,13036.0,34123.0,33024.0,22130.0,12089.0,35929.0,35329.0,20877.0,12102.0,36587.0,38313.0,20930.0,6550.0,36771.0,38656.0,21116.0,8849.0,36729.0,37433.0,21694.0,9167.0
Yellow Corn Production,1206500000,Sultan Kudarat,18729.0,6523.0,20274.0,22035.0,15815.0,5971.0,20930.0,22141.0,14073.0,6157.0,20444.0,21841.0,14675.0,5293.0,20703.0,21466.0,16009.0,4803.0,20798.0,21816.0,15860.0,4707.0
Yellow Corn Production,1208000000,Sarangani,6618.0,2485.0,8679.0,11687.0,4648.0,2512.99,8710.0,10524.99,4650.0,2504.0,9717.69,10520.0,2591.99,1440.99,9716.99,10923.99,4201.99,1396.99,11160.99,10423.99,4540.0,1170.0
Yellow Corn Production,1400100000,Abra,188.0,0.0,4.0,0.0,188.0,0.0,4.0,0.0,188.0,0.0,4.0,0.0,187.91,0.0,4.0,0.0,188.0,0.0,113.0,0.0,188.0,0.0
Yellow Corn Production,1401100000,Benguet,70.0,30.0,24.0,19.0,70.0,30.0,24.1,18.24,65.0,30.0,24.0,18.0,49.0,34.0,32.0,18.0,50.0,34.0,0.0,0.0,0.0,0.0
Yellow Corn Production,1402700000,Ifugao,7907.0,3071.0,4185.01,8623.0,4157.0,3281.63,4185.0,5601.0,6543.0,1183.31,4189.0,5601.0,6543.0,1182.83,5906.62,3789.11,4452.5,2781.21,3928.5,5218.3,3096.45,3482.19
Yellow Corn Production,1403200000,Kalinga,3752.0,4943.03,175.0,6653.0,3150.0,5545.0,1630.0,5197.0,3050.0,5545.0,1770.0,4935.0,3095.0,5551.0,1750.0,5296.0,3110.0,5563.0,1714.0,5309.0,2946.0,5604.0
Yellow Corn Production,1404400000,Mountain Province,1533.0,1409.0,2156.0,2028.0,1533.0,1409.0,1624.96,2068.0,1533.0,1409.0,1625.0,2068.0,1533.0,986.01,1625.0,2068.0,1533.0,1409.0,1575.0,2068.0,1533.0,1372.0
Yellow Corn Production,1408100000,Apayao,560.0,3671.0,1202.0,1640.0,423.0,3814.0,1550.68,1556.74,353.49,3654.0,392.19,565.52,110.49,3176.0,484.0,1101.35,110.49,2328.0,860.0,1000.0,127.52,3129.95
Yellow Corn Production,1600200000,Agusan del Norte,45.0,295.0,750.0,980.0,80.0,282.0,860.0,831.0,126.0,272.0,934.0,834.0,127.0,285.0,952.0,834.0,128.0,286.0,958.0,835.0,90.0,177.0
Yellow Corn Production,1600300000,Agusan del Sur,100.0,1780.0,5037.0,7055.0,105.0,1335.0,1665.0,7757.0,365.0,2435.0,3919.0,8076.0,350.0,896.0,3956.0,8080.0,346.0,883.0,3958.0,8089.0,365.0,890.0
Yellow Corn Production,1606700000,Surigao del Norte,15.0,65.0,128.0,68.0,12.34,72.0,130.0,65.0,22.0,75.0,143.0,70.0,30.0,78.0,145.0,70.0,30.0,85.0,157.0,77.0,35.0,90.0
Yellow Corn Production,1606800000,Surigao del Sur,48.0,50.0,956.0,571.0,65.0,69.0,1050.0,758.0,54.0,57.0,960.0,645.0,48.0,45.0,1030.0,700.0,100.0,60.0,770.0,607.0,145.0,56.0
Yellow Corn Production,1608500000,Dinagat Islands,5.0,5.0,15.0,7.0,4.0,4.0,18.0,11.51,5.0,6.0,15.0,6.0,4.0,8.0,20.0,11.0,10.0,10.0,15.0,8.0,7.0,8.0
Yellow Corn Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,40.0,110.0
Yellow Corn Production,1704000000,Marinduque,23.0,0.0,0.0,10.0,24.0,0.0,12.0,14.0,85.0,27.0,8.0,10.0,90.0,19.0,5.0,15.0,95.0,21.0,14.0,18.75,84.0,26.75
Yellow Corn Production,1705100000,Occidental Mindoro,8605.0,5798.0,1751.0,996.0,8830.0,6118.0,3898.0,1286.0,8610.0,6263.3,3197.58,841.92,7529.83,6263.3,2890.4,849.0,6983.9,6891.8,1799.29,1407.39,8270.22,6012.6
Yellow Corn Production,1705200000,Oriental Mindoro,92.0,193.0,548.0,606.0,84.0,197.0,423.0,520.0,231.51,201.0,341.0,481.0,242.0,169.0,582.99,418.0,213.0,193.0,481.0,390.0,197.8,208.0
Yellow Corn Production,1705300000,Palawan,1212.0,348.0,1615.0,1198.0,1177.0,330.22,1575.0,1146.0,1240.0,285.0,1496.0,1115.0,1295.0,269.0,1445.0,1153.0,1329.0,264.0,1384.0,1062.0,1352.42,253.0
Yellow Corn Production,1705900000,Romblon,4.0,44.0,5.0,2.0,29.0,37.0,35.0,12.0,13.0,19.0,34.0,63.0,33.0,31.6,5.0,10.0,30.0,25.0,5.0,10.0,33.0,30.39
Yellow Corn Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,82.58,22.0
Yellow Corn Production,1804500000,Negros Occidental,5100.0,2300.0,11500.0,9300.0,5089.0,2520.0,11420.0,9000.0,5230.0,2405.0,9295.0,7450.0,4710.0,1528.0,2035.15,4440.0,2223.0,1533.0,1901.0,3268.0,1550.0,708.0
Yellow Corn Production,1804600000,Negros Oriental,50.0,15.0,167.0,148.0,31.0,27.0,177.0,88.0,41.0,22.0,189.0,132.0,43.0,35.0,245.0,438.0,57.0,30.0,353.0,515.0,83.0,25.0
Yellow Corn Production,1806100000,Siquijor,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,50.0,0.0,4.0,0.0,63.0,4.0,2.0,0.0,53.0,0.0,65.0,0.0
Yellow Corn Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Yellow Corn Production,1900700000,Basilan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yellow Corn Production,1903600000,Lanao del Sur,16290.7,578.0,16395.0,6932.0,16393.0,576.0,16394.0,6925.0,16392.2,475.5,16394.0,6924.8,16391.7,573.0,16394.0,6924.8,16391.7,571.0,16394.0,6925.0,16392.0,571.0
Yellow Corn Production,1907000000,Tawi-Tawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yellow Corn Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,16609.34,12437.66,19041.0,10060.58,16609.34,12437.66,19041.0,10060.58,16609.34,12437.66
Yellow Corn Production,1908800000,Maguindanao del Sur,38145.65,16076.03,26114.1,10927.42,39071.0,17148.2,26114.1,10927.42,39071.0,27639.24,42311.87,10927.6,22460.67,15201.58,23272.0,12296.26,22460.67,15201.58,23272.0,12296.26,22460.67,15201.58
