Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2
Overall Corn Production,0301400000,Bulacan,395.0,51.0,30.0,28.0,617.0,178.0,31.0,19.22,348.21,102.01,29.47,69.7,68.46,144.64,13.0,129.0,25.0,156.0,42.0,93.0,154.0,248.0
Overall Corn Production,0304900000,Nueva Ecija,4213.0,6751.0,2528.0,1350.0,3804.0,4335.0,3360.0,1275.0,3436.0,3521.04,1544.0,930.0,1871.31,2186.0,1350.0,1200.0,1908.0,2558.0,1309.0,1084.0,1779.0,2798.0
Overall Corn Production,0305400000,Pampanga,8677.0,2468.0,373.92,70.0,8005.0,3392.0,352.3,99.66,7134.0,4166.27,298.58,138.0,7001.05,3334.47,285.75,141.88,6801.0,2933.27,258.0,134.0,6978.68,3478.0
Overall Corn Production,0306900000,Tarlac,9978.0,9409.0,676.0,90.0,9909.0,9340.0,617.0,122.0,9975.0,9670.0,621.0,140.0,10073.0,9785.0,610.0,135.0,10080.0,9805.0,580.0,127.0,10040.0,9889.0
Overall Corn Production,0307100000,Zambales,80.0,161.0,185.0,30.0,198.0,255.0,5.2,48.76,190.0,289.0,8.0,6.4,440.0,151.0,5.03,5.0,165.0,358.0,7.0,0.0,402.0,160.01
Overall Corn Production,0307700000,Aurora,685.0,1082.0,850.0,388.0,860.0,1139.0,803.0,265.0,889.0,703.0,695.0,277.0,991.0,986.9,819.09,187.0,846.0,1030.0,553.0,347.0,426.0,1243.0
Overall Corn Production,0401000000,Batangas,1119.0,469.0,2373.15,1672.8,1199.0,246.0,2509.0,1494.0,1414.0,393.0,1388.92,1578.0,1113.0,221.4,1092.0,1435.91,1245.0,615.3,904.0,1004.0,1346.0,649.0
Overall Corn Production,0402100000,Cavite,97.0,49.25,414.6,121.33,131.0,50.89,259.0,112.0,105.0,62.0,307.61,107.85,114.0,22.83,360.05,133.39,145.0,76.75,362.8,94.12,133.0,115.0
Overall Corn Production,0403400000,Laguna,516.0,200.9,293.1,190.0,548.0,351.0,279.0,234.0,552.0,103.0,225.0,553.0,563.0,75.62,303.0,463.77,572.72,558.1,308.16,342.86,446.63,128.5
Overall Corn Production,0405600000,Quezon,4556.0,2749.0,4916.0,4934.0,4657.0,1909.0,3532.0,4850.0,3659.0,1873.0,3023.0,4059.0,3311.5,1569.97,2530.45,2844.07,3269.0,2686.0,2779.0,2787.0,2642.0,2373.0
Overall Corn Production,0405800000,Rizal,82.0,131.0,172.0,125.0,87.0,108.0,114.0,153.0,170.0,116.0,79.0,150.0,112.25,92.47,96.62,125.91,104.65,106.0,80.0,61.2,128.18,292.0
Overall Corn Production,0500500000,Albay,3025.0,9819.0,3877.0,3978.0,3040.0,9796.0,3365.0,3214.0,3116.0,8573.0,2770.0,2885.0,2700.0,5020.0,3150.0,2950.0,2800.0,3271.0,2886.0,2578.0,2378.0,2175.0
Overall Corn Production,0501600000,Camarines Norte,319.0,347.0,265.0,98.0,311.0,268.0,279.0,146.13,310.0,314.0,280.0,280.0,307.0,314.35,286.0,135.1,0.0,281.48,269.32,185.96,0.0,262.0
Overall Corn Production,0501700000,Camarines Sur,9805.0,15369.0,13475.0,9189.0,9325.0,14427.0,13554.0,9162.0,9355.0,14232.0,13401.0,9025.0,9305.0,14195.0,13597.0,8920.0,9445.0,14150.0,13645.0,8885.0,9510.0,14185.0
Overall Corn Production,0502000000,Catanduanes,83.0,63.38,176.39,89.1,17.28,37.64,34.14,21.62,4.95,6.11,6.27,10.13,3.28,2.0,6.0,6.0,4.12,18.0,5.46,5.46,4.0,14.27
Overall Corn Production,0504100000,Masbate,16207.0,3840.0,14092.0,4583.0,16059.0,4182.0,12990.0,4536.0,16389.0,4172.0,13064.0,4564.0,16315.0,4092.0,7635.0,7282.0,15929.0,3025.0,4734.0,2254.0,1566.0,2595.0
Overall Corn Production,0506200000,Sorsogon,47.0,49.0,54.0,80.0,48.0,51.0,50.0,60.0,42.0,45.0,47.0,58.0,40.0,42.0,49.0,52.0,31.0,41.0,44.0,46.3,27.0,43.0
Overall Corn Production,0600400000,Aklan,195.0,464.0,412.0,296.0,154.64,448.0,387.0,224.98,118.7,459.0,436.0,156.0,135.0,114.0,94.0,82.0,109.0,139.0,80.45,64.0,65.0,69.0
Overall Corn Production,0600600000,Antique,672.0,964.0,476.0,57.9,608.0,1018.0,478.0,115.54,779.0,1045.0,444.0,134.0,440.0,984.0,113.0,98.0,444.0,1068.0,496.0,271.0,740.0,896.0
Overall Corn Production,0601900000,Capiz,5160.0,2013.0,6383.0,1384.0,6245.0,1774.0,5439.0,2017.0,6110.0,2056.0,5903.0,1394.0,5825.0,2581.0,5940.0,1535.0,5298.0,2134.0,7982.0,1506.5,5174.0,2221.0
Overall Corn Production,0603000000,Iloilo,9667.0,2929.0,11814.0,1783.0,10795.0,2166.0,9585.0,1590.0,11001.0,2581.0,10166.0,2108.0,9893.0,1116.0,7990.0,2748.0,9776.0,1589.4,10887.0,2457.31,10583.64,1050.5
Overall Corn Production,0607900000,Guimaras,63.0,26.0,439.0,125.0,70.0,32.66,373.0,148.0,81.0,55.0,241.0,97.0,95.0,70.0,110.0,155.0,125.0,90.0,191.0,130.0,90.0,85.0
Overall Corn Production,0701200000,Bohol,1629.0,575.0,7134.0,918.0,141.0,455.0,4118.0,1413.0,374.0,520.0,6106.0,1155.0,715.0,566.0,5782.0,1526.0,829.0,642.0,5211.0,1048.0,550.0,253.0
Overall Corn Production,0702200000,Cebu,8838.0,2333.0,31160.0,12498.0,7671.0,2297.0,36481.0,14526.0,7719.0,2425.0,35258.0,14247.0,8124.0,901.0,33974.0,13855.0,7837.0,2172.0,34641.92,14128.5,7387.0,1692.0
Overall Corn Production,0802600000,Eastern Samar,57.0,55.0,33.0,45.0,63.0,52.81,33.14,48.0,52.0,43.0,22.0,48.0,52.0,43.0,20.0,48.0,47.0,41.0,7.0,7.0,37.0,37.0
Overall Corn Production,0803700000,Leyte,4401.0,8200.0,8060.0,8307.0,4990.0,8193.0,6606.0,6890.0,4970.0,7271.0,6680.0,6895.0,4960.0,4751.0,6685.0,6885.0,4968.0,4766.0,6655.0,6680.0,4964.0,4756.0
Overall Corn Production,0804800000,Northern Samar,1237.0,2237.0,2437.0,1645.2,1168.0,2241.0,2439.0,1649.0,1156.0,2164.0,2444.0,1639.0,1105.0,2150.0,2452.0,1651.0,1084.0,2165.0,2461.0,1640.0,975.0,2158.0
Overall Corn Production,0806000000,Samar (Western Samar),315.0,2924.0,1714.0,1250.0,330.0,3019.0,1717.0,1199.8,342.0,3019.0,1717.0,1207.0,1200.0,3724.63,1897.0,1214.0,1231.79,3821.0,1860.0,802.0,817.0,3254.0
Overall Corn Production,0806400000,Southern Leyte,175.0,124.66,232.33,1025.0,111.0,87.47,223.0,980.0,88.0,77.0,142.0,620.0,90.0,39.0,42.0,396.0,88.0,37.0,42.0,326.0,84.0,42.0
Overall Corn Production,0807800000,Biliran,84.0,137.0,77.0,182.0,92.9,148.0,77.21,180.0,90.0,148.0,74.0,183.5,88.0,150.0,75.0,184.0,86.0,151.0,74.0,178.0,85.0,129.2
Overall Corn Production,0906600000,Sulu,160.0,360.0,560.0,409.0,303.0,286.84,130.0,142.0,220.0,135.0,136.0,124.0,18.0,118.0,117.0,124.0,70.0,107.0,91.0,96.0,76.0,117.0
Overall Corn Production,0907200000,Zamboanga del Norte,6883.0,1834.4,20644.0,9493.0,9063.0,3278.37,14031.98,8966.58,10079.0,1898.0,10832.68,8634.25,8675.0,1450.0,15644.0,9116.89,10595.07,1951.18,14741.0,8877.0,9456.0,1803.5
Overall Corn Production,0907300000,Zamboanga del Sur,19106.0,6287.0,36863.0,12953.0,20025.38,8147.0,30713.85,12817.86,22128.0,7216.82,34483.0,11850.5,20419.67,6785.77,32384.27,12539.99,20857.68,6742.77,31848.0,11108.49,21135.12,7047.0
Overall Corn Production,0907400000,Zamboanga City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,1423.0,1489.0,1568.93,851.0
Overall Corn Production,0908300000,Zamboanga Sibugay,2881.0,1312.0,5501.5,2267.0,2532.0,1429.0,4936.36,2980.99,3082.93,1388.0,3792.0,2885.38,2944.08,1308.0,4364.0,2505.17,2853.46,808.0,4070.62,2530.45,2777.42,1058.0
Overall Corn Production,1001300000,Bukidnon,59432.23,11720.0,61597.2,76629.03,58603.27,14001.0,63725.0,78563.0,59308.0,14324.0,66299.0,79105.0,58615.0,13622.0,68845.0,80573.0,59595.0,16613.0,66217.75,79414.0,59600.0,16964.04
Overall Corn Production,1001800000,Camiguin,80.0,87.0,92.0,64.0,51.75,70.0,100.0,70.68,39.0,60.0,74.0,58.0,24.0,17.5,30.0,21.5,16.5,17.4,30.0,50.0,13.0,46.0
Overall Corn Production,1003500000,Lanao del Norte,11603.0,11730.0,48009.0,31072.0,10880.0,12760.0,47100.0,31783.7,11142.0,12040.0,44775.0,33933.0,13540.0,12959.1,43075.9,33568.0,13540.0,13673.0,44984.0,33395.0,12643.57,14595.0
Overall Corn Production,1004200000,Misamis Occidental,5764.0,639.5,11400.0,9083.0,5219.0,605.0,11030.0,8870.0,5210.0,590.0,10600.0,8590.0,4210.0,360.0,8550.0,7387.0,3280.0,310.0,7020.0,5850.0,2650.0,270.24
Overall Corn Production,1004300000,Misamis Oriental,12251.0,3731.0,17940.0,11941.0,10350.0,5676.57,17836.0,12927.0,10756.0,3372.0,17635.0,10022.0,10843.0,1563.0,17593.0,9592.0,5852.0,1610.2,17593.0,11357.0,16707.0,3801.0
Overall Corn Production,1102300000,Davao del Norte,4099.0,6021.0,5000.0,9048.0,5339.0,6239.0,5091.0,9011.0,5348.39,6216.93,5088.48,8921.98,5547.0,6528.7,6700.78,9180.16,5811.46,6585.0,6727.42,9312.0,5773.0,6601.0
Overall Corn Production,1102400000,Davao del Sur,10214.0,8306.0,9850.0,7893.0,10837.0,8552.0,10712.0,7494.0,10853.0,8271.0,10538.25,7610.0,10945.4,7186.92,9462.0,8282.0,11489.0,4698.92,6248.0,5691.0,10568.0,4994.0
Overall Corn Production,1102500000,Davao Oriental,9023.0,8316.0,12600.0,17313.0,8481.0,8304.0,12218.0,17149.0,8348.0,8518.0,11851.0,17296.0,8560.0,8836.0,12446.0,17323.0,8176.0,8617.0,12821.0,16975.0,8230.0,8008.0
Overall Corn Production,1108200000,Davao de Oro (Compostela Valley),7257.0,8977.0,12060.0,10122.0,7342.0,8912.0,11867.0,9738.0,6976.0,8431.0,12436.0,9888.0,6502.38,8313.0,7842.0,10435.0,5865.0,7542.0,7421.0,9962.0,5429.0,7463.0
Overall Corn Production,1108600000,Davao Occidental,8875.0,4515.0,6072.0,9734.0,7468.0,5825.0,6350.0,9083.0,8319.77,5796.0,6606.08,8961.0,8305.0,5711.42,7477.0,9701.85,8847.36,6136.0,7498.99,9041.95,8913.0,6451.0
Overall Corn Production,1130700000,Davao City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553.83,3398.0,1849.0,2532.0,2406.0
Overall Corn Production,1204700000,Cotabato (North Cotabato),30663.0,9330.0,39591.0,29445.0,27568.0,10536.0,37595.0,28749.0,27671.0,10328.0,38207.0,28371.0,27892.0,7719.0,37809.0,27878.0,27236.0,9528.0,37991.0,27763.0,27527.0,9126.0
Overall Corn Production,1206300000,South Cotabato,30959.0,18642.0,41650.0,40307.0,28940.0,16912.0,39647.0,40465.0,28653.0,16815.0,41283.0,44715.0,28852.0,9792.0,41681.0,44940.0,28646.0,13108.0,41170.0,43996.0,29513.0,13238.0
Overall Corn Production,1206500000,Sultan Kudarat,26010.0,8944.0,24830.0,29178.0,23913.0,7909.0,25449.0,28975.0,22083.0,8183.0,25029.0,28438.0,22861.0,6710.0,25351.0,28233.0,24489.0,6144.0,25539.0,28660.0,24085.0,5918.0
Overall Corn Production,1208000000,Sarangani,13269.0,4925.0,25234.0,24386.0,11435.6,5088.97,23640.0,21998.39,11435.0,5070.0,24216.09,21997.0,6172.98,3103.98,24214.98,22564.98,10401.47,3001.98,24426.98,22192.8,10354.0,2470.0
Overall Corn Production,1400100000,Abra,1253.0,0.0,5077.0,0.0,1253.0,0.0,5077.0,0.0,1253.0,0.0,5077.0,0.0,1251.07,0.0,5077.0,0.0,1251.0,0.0,5077.0,0.0,1251.0,0.0
Overall Corn Production,1401100000,Benguet,80.0,42.0,33.0,25.0,80.0,42.0,33.15,24.0,73.0,42.0,33.0,23.0,55.0,41.75,33.0,23.0,55.0,42.0,33.0,42.0,55.0,41.5
Overall Corn Production,1402700000,Ifugao,7907.0,3071.0,4197.01,8623.0,4157.0,3281.63,4194.0,5601.0,6543.0,1183.31,4194.0,5601.0,6543.0,1182.83,5906.62,3789.11,4452.5,2781.21,3928.5,5224.0,3110.45,3482.19
Overall Corn Production,1403200000,Kalinga,3785.0,5083.25,175.0,6731.0,3183.0,5685.0,1630.0,5247.0,3083.0,5685.0,1780.0,4962.0,3128.0,5674.0,1770.0,5394.0,3138.0,5693.0,1770.0,5399.0,2990.0,5668.0
Overall Corn Production,1404400000,Mountain Province,1533.0,1409.0,2175.0,2028.0,1533.0,1409.0,1643.87,2068.0,1533.0,1409.0,1644.0,2068.0,1533.0,986.01,1644.0,2068.0,1533.0,1409.0,1596.27,2068.0,1533.0,1372.0
Overall Corn Production,1408100000,Apayao,569.0,3677.0,1217.0,1652.0,430.0,3814.0,1566.68,1556.74,353.49,3658.98,392.19,565.52,114.45,3188.03,484.0,1118.16,114.49,2328.0,860.0,1001.34,127.52,3129.95
Overall Corn Production,1600200000,Agusan del Norte,937.0,662.0,1640.0,1899.0,966.0,644.0,1719.0,1811.0,933.0,589.0,1798.0,1818.0,936.0,624.0,1818.0,1818.0,938.0,634.0,1827.0,1821.0,680.0,395.0
Overall Corn Production,1600300000,Agusan del Sur,600.0,3318.0,9827.0,15945.0,793.0,2470.0,3363.0,12212.0,855.0,5037.0,7539.0,12346.0,830.0,3154.0,7918.0,12727.0,814.0,2985.0,7932.0,12763.0,833.0,3002.0
Overall Corn Production,1606700000,Surigao del Norte,55.0,160.0,368.0,298.0,47.34,181.0,375.0,292.0,69.0,186.0,394.0,312.0,86.0,189.0,399.0,312.0,86.0,203.0,422.0,329.0,96.0,213.0
Overall Corn Production,1606800000,Surigao del Sur,149.0,144.0,3133.0,1628.0,187.6,170.0,3245.0,1725.0,164.0,150.0,2913.0,1690.0,142.0,152.0,3095.0,1807.0,265.0,195.0,2800.0,1746.0,335.0,146.0
Overall Corn Production,1608500000,Dinagat Islands,30.0,59.0,55.0,26.0,14.0,34.0,63.0,25.9,20.0,41.0,55.0,18.0,21.0,45.0,67.0,21.0,25.0,51.0,55.0,23.0,22.0,43.0
Overall Corn Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,261.0,238.0
Overall Corn Production,1704000000,Marinduque,57.0,36.0,147.0,120.0,78.0,56.66,163.0,127.0,190.0,91.0,93.0,108.0,201.0,75.0,81.0,122.0,212.0,61.0,113.23,116.69,195.0,40.4
Overall Corn Production,1705100000,Occidental Mindoro,8790.0,6600.0,2582.0,1142.0,9050.0,6939.0,4390.0,1436.0,8830.0,6686.5,3383.28,1344.2,7729.8,6327.12,3055.87,1171.86,7140.49,6975.25,1916.88,1587.19,8462.41,6120.85
Overall Corn Production,1705200000,Oriental Mindoro,138.0,256.0,594.0,677.0,125.0,270.27,471.0,603.0,303.66,264.6,376.0,554.0,319.0,192.6,613.59,473.0,274.0,256.0,504.95,432.0,254.8,441.31
Overall Corn Production,1705300000,Palawan,1636.0,592.0,2280.0,1907.0,1583.0,556.88,2213.0,1845.0,1672.0,521.0,2096.0,1789.0,1747.0,490.0,2023.0,1862.0,1789.0,477.0,1947.06,1709.0,1915.67,474.0
Overall Corn Production,1705900000,Romblon,64.0,158.0,377.0,78.0,182.0,173.0,222.0,135.0,138.0,60.0,175.0,187.0,176.0,80.4,145.0,84.0,148.0,141.0,150.0,78.0,147.0,52.39
Overall Corn Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,87.33,168.97
Overall Corn Production,1804500000,Negros Occidental,14533.0,8100.0,29050.0,17200.0,14113.0,8470.0,28400.0,17320.0,14350.0,8380.0,21502.0,15075.0,12778.0,5668.0,6518.64,9403.0,6766.0,5703.0,6636.0,7872.0,4564.0,3156.0
Overall Corn Production,1804600000,Negros Oriental,9950.0,2365.0,27446.0,17298.0,8855.0,2854.0,24926.0,16834.0,9765.0,2667.0,27292.0,16183.0,9929.0,2491.0,19932.0,17200.0,10646.0,2271.0,22390.0,18020.0,9906.0,2103.0
Overall Corn Production,1806100000,Siquijor,778.0,183.0,3420.0,468.0,700.0,100.99,1482.0,664.0,138.0,45.0,1705.0,558.0,170.0,10.0,733.0,53.0,107.0,10.0,626.0,121.0,336.0,30.0
Overall Corn Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,3.0,1.0
Overall Corn Production,1900700000,Basilan,150.0,50.0,82.0,100.0,200.0,98.09,120.0,135.0,135.0,50.0,60.0,120.0,100.0,10.0,80.0,120.0,75.0,30.0,80.0,60.0,60.0,25.0
Overall Corn Production,1903600000,Lanao del Sur,34186.5,21858.0,86503.0,32295.0,34104.0,21854.0,86500.5,32282.0,34102.7,21753.5,86501.0,32281.3,34101.7,21851.0,86501.0,32281.3,34101.7,21843.0,86501.0,32282.0,34103.0,21842.0
Overall Corn Production,1907000000,Tawi-Tawi,246.0,244.0,228.0,201.0,246.0,244.0,228.0,201.0,246.0,250.0,228.0,201.0,246.0,250.0,200.0,190.0,0.0,196.0,200.0,210.0,246.0,120.0
Overall Corn Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,26290.36,14629.68,21301.0,14977.92,26290.36,14629.68,21301.0,14977.92,26290.36,14629.68
Overall Corn Production,1908800000,Maguindanao del Sur,60870.8,31282.64,47859.0,33284.25,61796.0,32660.1,47859.0,33284.25,61796.0,32510.39,47333.02,33283.71,35504.65,17880.71,26033.0,18306.34,35504.65,17880.71,26033.0,18306.34,35504.65,17880.71
