Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2
White Corn Production,0907200000,Zamboanga del Norte,0.9965,0.9499,1.5369,1.9434,1.2786,1.3095,1.4063,1.4408,1.3233,1.332,1.3497,1.3644,1.0599,1.0389,1.3708,1.8484,1.4556,1.4655,1.4056,1.4705,1.447,1.7535
White Corn Production,0907300000,Zamboanga del Sur,1.252,1.4931,1.2538,1.4971,1.4003,1.3642,1.2638,1.2514,1.3241,1.578,1.334,1.4233,1.4703,1.3737,1.3023,1.5698,1.3922,1.3909,1.3673,1.5095,1.8497,1.748
White Corn Production,0907400000,Zamboanga City,,,,,,,,,,,,,,,,,,2.8234,2.6509,3.3152,3.581,3.1219
White Corn Production,0908300000,Zamboanga Sibugay,2.2144,2.1924,1.8453,2.0041,2.055,2.0336,2.0877,2.0223,1.8897,2.0314,1.9153,1.7363,1.5523,1.6234,1.9127,1.6788,1.6786,1.729,1.7985,1.5532,1.9251,1.9381
White Corn Production,1001300000,Bukidnon,3.0697,2.4395,3.6823,3.2263,3.1568,3.2992,3.724,3.4329,3.0674,3.5021,3.5003,3.5146,2.9472,3.3242,3.5023,3.3481,3.277,3.2599,3.5377,3.5819,3.1709,3.4121
White Corn Production,1001800000,Camiguin,1.6644,1.9714,2.3743,1.7427,1.4884,1.6109,2.1851,1.5527,1.3813,1.5667,2.0829,1.6733,1.7906,1.6087,2.0426,1.575,1.8014,1.7068,1.8852,1.9418,1.3611,1.9714
White Corn Production,1003500000,Lanao del Norte,3.6469,3.1983,2.8935,2.8945,3.2297,2.9879,2.8744,3.2033,3.5838,2.8863,2.8227,3.295,3.429,2.6452,2.7512,3.2612,3.4994,2.8103,2.8526,3.0307,2.9558,2.9787
White Corn Production,1004200000,Misamis Occidental,1.7601,1.2936,1.9195,1.9187,1.5432,1.2667,1.6518,1.6618,1.4977,1.25,1.6035,1.5893,1.4348,0.9706,1.5872,1.5398,1.5414,1.1053,1.1897,1.2873,1.2587,1.1049
White Corn Production,1004300000,Misamis Oriental,1.5548,0.9633,1.9098,1.8179,1.5857,1.176,2.0391,1.9694,2.0049,1.1655,2.2229,1.9201,2.2264,0.9518,2.2417,2.3118,2.1402,2.338,2.2826,2.5761,2.7293,1.96
White Corn Production,1102300000,Davao del Norte,0.9996,1.1974,1.443,1.415,1.3712,1.0181,1.3674,1.3798,1.2548,1.1908,1.4192,1.41,1.177,1.3481,1.6682,1.5562,1.3801,1.3711,1.87,1.39,1.29,1.3261
White Corn Production,1102400000,Davao del Sur,1.4662,1.7039,1.6641,1.5326,1.7892,1.7306,1.62,1.3038,1.83,1.7085,1.823,1.9799,1.6368,1.297,1.5782,1.63,2.0794,1.403,1.3082,1.5999,1.77,1.4801
White Corn Production,1102500000,Davao Oriental,1.2791,1.213,1.16,1.1645,1.21,1.1929,1.29,1.2357,1.29,1.3696,1.3,1.3554,1.25,1.3145,1.35,1.4458,1.2997,1.298,1.2875,1.44,1.3297,1.2689
White Corn Production,1108200000,Davao de Oro (Compostela Valley),1.3699,1.2417,1.1765,1.3658,1.5704,1.3197,1.1016,1.3556,1.5276,1.4576,1.1005,1.37,1.8148,1.68,1.2588,1.5721,1.5949,1.7366,1.5376,1.2806,1.427,1.7134
White Corn Production,1108600000,Davao Occidental,0.98,1.1931,1.4587,1.5765,1.1292,1.23,1.3274,1.4681,1.1413,1.2538,1.4197,1.5761,1.33,1.4063,1.41,1.6,1.4102,1.36,1.64,1.59,1.3979,1.33
White Corn Production,1130700000,Davao City,,,,,,,,,,,,,,,,,,1.4024,1.5271,2.5337,1.8019,1.8313
White Corn Production,1204700000,Cotabato (North Cotabato),2.2734,1.8215,2.6199,1.98,2.4199,1.9201,1.95,1.3579,2.4105,1.255,1.6559,1.3599,2.38,1.1103,1.5,1.48,2.645,1.4,1.285,1.0401,1.8913,1.5997
White Corn Production,1206300000,South Cotabato,2.1967,1.2199,1.77,1.2001,1.32,1.2001,2.2899,1.2671,1.55,1.29,2.1161,1.3282,1.2746,1.2943,1.945,1.6994,1.3835,1.3588,2.1151,1.6445,1.3654,1.3567
White Corn Production,1206500000,Sultan Kudarat,1.79,1.9,2.1001,2.07,2.05,1.8117,2.0601,2.47,1.88,2.0,2.3501,2.4701,1.35,1.0797,2.2001,2.33,1.76,1.7599,2.2,2.34,1.6901,1.6903
White Corn Production,1208000000,Sarangani,1.9304,1.9902,2.19,2.3577,1.96,2.0676,2.29,2.2957,1.8672,2.0,2.2699,2.2509,1.9199,1.65,2.34,2.87,2.4499,2.2698,2.31,2.61,1.9912,1.6417
White Corn Production,1400100000,Abra,2.0103,,3.0341,,2.0901,,2.6801,,2.2103,,2.4218,,2.0994,,2.5399,,2.6397,,2.5449,,2.96,
White Corn Production,1401100000,Benguet,1.075,1.2,1.1111,1.03,1.1,1.2,1.0,0.9983,1.125,1.0,0.8,1.0,1.0,1.2839,1.0,1.0,1.0,2.125,2.1424,2.0714,2.1636,2.1205
White Corn Production,1402700000,Ifugao,,,1.75,,,,1.0,,,,1.0,,,,,,,,,2.2509,1.2143,
White Corn Production,1403200000,Kalinga,2.5918,2.0682,,3.7692,2.5152,2.0714,,3.16,2.6061,2.7286,2.8,3.9259,2.2424,1.9106,3.0,3.1939,2.4643,3.2538,2.6071,3.4,2.4239,2.41
White Corn Production,1404400000,Mountain Province,,,1.25,,,,1.2766,,,,1.19,,,,1.22,,,,1.2802,,,
White Corn Production,1408100000,Apayao,2.0,2.0,2.0507,2.03,2.07,,1.9306,,,1.1205,,,1.3788,1.8537,,1.6895,1.19,,,0.8657,,
White Corn Production,1600200000,Agusan del Norte,3.1827,3.0573,3.2449,3.2724,2.8465,2.8122,2.9593,2.8357,2.7831,2.7697,3.0116,2.8567,2.8146,2.882,3.0337,2.8699,2.8346,2.9167,3.0656,2.8874,2.8322,2.8945
White Corn Production,1600300000,Agusan del Sur,1.613,3.3719,2.4668,2.4517,2.782,2.5833,3.0595,2.8801,3.3469,1.9731,3.5011,2.9068,3.3333,2.8153,3.2322,3.0818,3.4209,2.7743,3.0878,3.1686,3.3654,2.7997
White Corn Production,1606700000,Surigao del Norte,2.1048,2.1379,2.145,1.8174,1.914,2.0977,1.7184,2.0996,1.9638,2.4054,1.8685,2.2414,2.1429,2.4054,1.9331,2.2769,2.4107,2.4153,1.9283,2.0635,2.1803,2.3496
White Corn Production,1606800000,Surigao del Sur,1.115,2.1324,1.9471,1.4061,1.3314,2.0421,1.8966,1.8221,1.0818,1.8495,2.1685,1.5943,0.9362,2.1121,2.432,2.3559,2.0545,1.6815,2.1232,2.1317,1.7842,1.9111
White Corn Production,1608500000,Dinagat Islands,2.0,2.0,2.025,1.7895,1.53,1.8,2.0,1.4003,1.2,1.5143,1.6837,1.5833,2.1765,1.9459,1.9149,1.9,1.8,1.9902,1.9,1.6193,1.34,1.7457
White Corn Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,2.9707,2.9141
White Corn Production,1704000000,Marinduque,2.1176,3.5556,2.1497,2.1,2.1481,3.8235,2.3444,2.0177,2.3333,3.9219,1.7059,1.9184,2.1532,3.4286,1.7237,2.1869,2.2222,3.125,1.6931,2.1442,1.674,3.1055
White Corn Production,1705100000,Occidental Mindoro,2.5027,2.9202,2.4994,2.1986,2.5682,2.8709,1.9797,2.25,2.8727,2.0919,1.9351,2.0986,2.5312,1.9223,1.8647,1.5986,2.8994,2.9938,2.868,2.1942,2.9663,3.1517
White Corn Production,1705200000,Oriental Mindoro,1.3191,1.3175,1.8641,1.2535,1.2146,1.7743,1.69,1.1418,1.1939,1.522,1.3,1.1463,1.1403,1.7419,1.3722,1.1247,1.2733,1.2063,1.2401,1.0714,1.207,1.8811
White Corn Production,1705300000,Palawan,2.4858,2.5779,2.5128,2.0748,2.3374,2.6676,2.477,2.1482,2.3442,2.6355,2.452,2.1334,2.3168,2.6193,2.424,2.1538,2.3269,2.5845,2.3712,2.3864,2.4327,2.4584
White Corn Production,1705900000,Romblon,1.6167,1.8596,1.4785,1.8026,2.4575,2.5515,1.9572,2.0081,2.352,2.1951,2.2979,2.25,2.2776,1.9672,2.4071,2.4595,3.3814,2.1552,2.1862,2.4412,2.5088,2.2727
White Corn Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,2.2737,2.4731
White Corn Production,1804500000,Negros Occidental,1.8764,1.4703,1.95,1.92,1.7974,1.3899,1.88,1.87,1.887,1.444,1.9364,2.0919,1.8785,1.2435,1.6437,2.785,2.0293,1.3755,1.6971,2.2302,1.9924,1.5327
White Corn Production,1804600000,Negros Oriental,0.733,0.8689,0.8371,0.6783,0.5896,0.8023,0.753,0.6433,0.7144,0.7651,0.9198,0.8539,0.6673,0.6521,0.9698,0.7728,0.8777,0.9361,0.892,0.7945,0.8429,0.9403
White Corn Production,1806100000,Siquijor,0.928,0.8743,0.9915,1.0769,0.8329,0.8398,0.9546,1.0485,0.94,0.7267,0.9647,0.9479,0.9684,0.66,0.7112,1.0245,1.0749,0.856,1.035,1.155,1.306,0.824
White Corn Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,3.3867,2.9
White Corn Production,1900700000,Basilan,0.6733,0.62,0.6829,0.72,0.655,0.6263,0.95,2.0,1.4815,2.0,2.0,2.0833,1.9,1.0,2.0,2.1667,2.0,2.0,2.0,2.1667,2.0,2.0
White Corn Production,1903600000,Lanao del Sur,3.0532,2.11,2.09,2.5,3.0187,2.12,2.09,2.495,3.0287,2.14,2.1,2.5,3.0348,2.15,2.11,2.61,3.0803,2.15,2.121,2.6199,3.0902,2.15
White Corn Production,1907000000,Tawi-Tawi,1.0488,1.0492,1.0526,1.0597,1.0488,1.0492,1.0526,1.0547,1.0488,1.052,1.0395,1.0398,1.0488,1.04,1.05,1.0526,,1.0612,1.1,1.0286,1.05,1.0583
White Corn Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,3.2331,4.2358,4.3771,5.0908,3.3418,4.3257,4.4628,5.2364,3.4333,4.2281
White Corn Production,1908800000,Maguindanao del Sur,3.1759,3.6075,3.7909,3.515,3.4589,4.0017,3.8379,3.3332,3.2301,4.582,4.6095,3.7687,3.3718,3.9039,4.8658,4.1939,3.4818,3.9927,4.9761,4.3151,3.5537,3.8203
