Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Eggplant Production,0803700000,Leyte,255.48,580.5,660.5,8.0,283.4,561.55,725.53,8.12,270.8,790.68,725.2,10.3,268.5,780.65,714.0,10.8,271.82,788.22,701.0,10.1,270.5
Overall Eggplant Production,0804800000,Northern Samar,7.75,93.0,32.5,81.0,9.11,97.0,38.0,84.0,9.35,116.0,38.75,82.0,12.5,160.0,45.0,84.0,12.45,161.0,56.15,83.0,21.55
Overall Eggplant Production,0806000000,Samar (Western Samar),10.66,118.84,75.1,13.79,9.83,118.44,83.04,15.45,8.68,134.44,134.15,21.94,9.5,144.77,140.21,20.51,9.22,130.71,144.78,19.94,8.8
Overall Eggplant Production,0806400000,Southern Leyte,17.55,25.78,37.25,25.0,5.1,19.5,38.9,25.6,7.96,22.0,40.0,26.3,8.1,34.95,43.75,29.5,7.9,29.61,32.69,23.22,7.68
Overall Eggplant Production,0807800000,Biliran,10.5,9.8,24.0,7.8,10.19,7.27,21.5,7.23,11.84,10.98,24.69,7.3,17.68,7.3,18.71,6.28,15.39,8.57,15.58,5.53,15.11
Overall Eggplant Production,0906600000,,1.9,1.45,4.45,17.0,1.85,1.51,4.5,16.8,1.9,1.55,,17.0,2.0,1.54,10.21,16.8,2.1,1.64,10.45,17.0,2.26
Overall Eggplant Production,0907200000,Zamboanga del Norte,24.73,99.76,200.78,101.61,26.61,92.37,207.51,90.12,22.54,87.81,182.94,91.02,25.55,93.48,120.4,94.25,24.9,91.22,194.02,84.55,24.33
Overall Eggplant Production,0907300000,Zamboanga del Sur,259.82,143.53,127.75,239.01,277.83,155.08,139.22,277.72,431.36,1852.18,571.21,1092.54,419.42,1650.69,637.88,1193.5,452.1,137.5,136.13,141.26,141.3
Overall Eggplant Production,0907400000,Zamboanga City,155.73,1313.3,536.29,1094.32,157.4,1310.15,565.34,1079.28,,,,,,,,,,561.0,630.83,630.8,632.02
Overall Eggplant Production,0908300000,Zamboanga Sibugay,118.95,140.33,114.31,105.72,107.25,143.17,109.11,105.01,123.14,149.51,117.78,137.29,123.58,148.93,121.15,135.98,119.52,149.82,185.83,169.86,124.56
Overall Eggplant Production,1001300000,Bukidnon,199.88,282.02,280.0,435.0,201.0,292.0,282.0,383.49,201.77,339.27,323.0,404.5,200.88,308.16,289.25,435.96,270.0,312.66,293.79,425.88,224.22
Overall Eggplant Production,1001800000,Camiguin,21.41,27.57,70.86,51.25,17.91,20.22,81.04,61.32,14.0,24.99,28.09,30.0,13.96,25.36,30.6,27.0,16.89,29.64,33.12,44.56,16.83
Overall Eggplant Production,1003500000,Lanao del Norte,645.0,300.0,170.0,618.5,648.0,310.0,175.0,620.12,650.0,305.0,178.0,632.0,649.0,300.0,179.0,630.0,645.0,315.0,178.0,631.5,652.29
Overall Eggplant Production,1004200000,Misamis Occidental,98.0,317.0,265.0,130.0,99.09,325.12,267.0,141.8,95.18,366.34,275.0,145.0,95.08,351.69,288.75,147.53,98.41,356.97,295.97,151.22,99.88
Overall Eggplant Production,1004300000,Misamis Oriental,220.0,164.0,768.0,689.0,240.0,203.47,812.47,1041.77,202.67,205.77,843.0,1045.0,220.89,214.03,820.83,995.19,210.0,217.33,818.4,980.56,218.71
Overall Eggplant Production,1102300000,Davao del Norte,49.23,325.18,158.74,168.06,48.8,309.67,157.85,154.87,47.25,308.9,145.43,155.79,46.26,316.0,145.36,176.3,50.28,324.5,149.86,189.78,54.82
Overall Eggplant Production,1102400000,Davao del Sur,101.24,84.65,147.29,159.52,96.52,80.38,136.65,163.27,850.01,815.75,1120.82,998.26,841.21,805.28,1113.82,1034.38,843.61,143.8,131.25,127.1,98.16
Overall Eggplant Production,1102500000,Davao Oriental,21.92,45.81,107.59,51.81,22.4,43.85,114.61,46.72,24.31,48.12,115.26,51.25,32.63,45.38,110.38,50.19,32.05,46.59,104.58,49.86,36.43
Overall Eggplant Production,1108200000,Davao de Oro (Compostela Valley),52.18,459.32,805.76,639.57,50.65,469.14,796.68,615.58,52.57,476.71,720.0,598.12,54.71,485.91,758.58,578.4,56.88,505.18,732.18,583.34,61.12
Overall Eggplant Production,1108600000,Davao Occidental,30.83,25.4,61.88,43.12,30.9,23.2,64.28,44.79,28.56,24.16,,43.89,30.1,23.74,65.18,44.08,33.0,24.13,70.85,44.25,33.77
Overall Eggplant Production,1130700000,Davao City,804.08,704.68,1017.24,957.29,822.17,755.56,1050.0,945.0,,,,,,,,,,661.48,565.48,837.28,743.57
Overall Eggplant Production,1204700000,Cotabato (North Cotabato),1021.75,615.24,2136.09,966.8,1141.5,379.02,2251.22,1300.47,1148.87,295.9,750.49,1775.85,963.41,179.01,565.51,1421.3,1087.45,171.35,368.43,894.87,862.73
Overall Eggplant Production,1206300000,South Cotabato,269.41,72.2,340.75,215.0,273.0,75.15,383.59,203.05,305.76,105.2,401.95,222.82,318.7,100.73,238.42,243.26,220.43,75.65,337.94,266.03,445.73
Overall Eggplant Production,1206500000,Sultan Kudarat,148.51,40.0,77.52,235.13,138.39,42.95,74.41,211.45,132.23,49.33,81.2,274.64,117.19,54.12,77.71,240.41,129.27,48.8,64.61,262.25,133.12
Overall Eggplant Production,1208000000,Sarangani,82.18,34.5,230.0,175.0,83.0,35.0,233.0,180.0,84.0,42.42,135.0,152.0,87.0,65.0,145.0,195.0,85.0,70.0,142.0,190.0,85.33
Overall Eggplant Production,1400100000,Abra,379.5,206.75,26.49,41.03,382.3,202.77,24.86,40.28,371.4,185.0,18.14,71.0,168.78,162.8,22.7,69.93,163.0,173.0,28.0,51.26,293.0
Overall Eggplant Production,1401100000,Benguet,59.64,6.53,8.15,55.8,107.86,12.2,15.25,59.76,115.35,12.5,32.0,52.59,113.7,19.11,30.97,40.59,4.35,19.83,219.54,38.72,157.1
Overall Eggplant Production,1402700000,Ifugao,6.44,8.52,9.44,9.08,7.2,8.01,7.65,9.81,7.97,8.58,7.85,10.69,20.3,12.67,10.37,20.32,30.26,18.15,36.0,16.94,35.49
Overall Eggplant Production,1403200000,Kalinga,43.56,24.33,30.22,5.48,56.07,25.79,26.33,5.78,59.2,38.83,27.45,6.25,65.12,28.64,27.08,7.0,79.13,30.0,26.67,6.5,58.9
Overall Eggplant Production,1404400000,Mountain Province,1.39,0.64,9.55,,1.64,0.73,11.92,,1.55,0.85,13.11,28.67,1.71,0.94,15.08,26.39,1.8,1.13,14.26,16.97,1.69
Overall Eggplant Production,1408100000,Apayao,41.47,61.69,23.69,17.01,42.8,65.0,22.24,12.61,44.16,62.62,15.0,16.8,48.58,63.0,15.3,12.6,45.18,56.76,14.22,11.97,39.73
Overall Eggplant Production,1600200000,Agusan del Norte,92.94,98.34,155.1,192.0,52.1,108.0,167.59,218.2,85.0,127.15,175.02,202.73,87.65,117.58,175.95,203.78,90.0,125.0,172.85,215.0,69.42
Overall Eggplant Production,1600300000,Agusan del Sur,324.83,2538.28,1633.77,1345.98,289.92,2326.08,1560.59,1297.45,285.65,1179.97,1505.85,1115.28,260.0,974.0,1565.0,1165.0,240.0,981.0,1683.15,1236.88,240.01
Overall Eggplant Production,1606700000,Surigao del Norte,3.15,14.95,17.45,28.15,1.81,15.69,19.37,40.77,1.71,14.03,30.31,34.53,8.98,24.0,30.91,25.0,15.44,11.86,21.43,41.28,12.68
Overall Eggplant Production,1606800000,Surigao del Sur,10.26,169.72,446.44,463.95,10.1,311.68,647.28,573.47,9.19,577.33,92.33,428.58,49.24,168.0,40.03,364.62,47.9,164.25,30.16,221.4,22.66
Overall Eggplant Production,1608500000,Dinagat Islands,18.79,3.73,5.93,15.58,2.67,2.88,3.34,14.07,4.35,6.76,4.91,30.37,15.01,3.47,3.56,6.1,3.63,5.6,10.44,11.09,12.83
Overall Eggplant Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,35.76
Overall Eggplant Production,1704000000,Marinduque,21.91,642.82,115.16,6.26,25.84,594.31,119.78,8.27,26.52,850.21,62.17,13.51,25.09,651.5,43.77,17.5,33.63,636.87,31.95,20.37,34.69
Overall Eggplant Production,1705100000,Occidental Mindoro,541.65,384.54,256.36,376.16,563.19,457.42,297.3,366.55,549.6,414.5,267.51,360.13,33.88,39.83,243.56,209.75,475.97,85.12,268.27,224.35,515.43
Overall Eggplant Production,1705200000,Oriental Mindoro,26.53,560.79,358.88,289.08,27.05,767.16,704.35,189.45,12.56,1150.74,70.37,195.91,42.54,563.14,75.82,186.92,45.0,577.0,126.88,98.06,68.01
Overall Eggplant Production,1705300000,Palawan,408.25,580.33,231.3,84.94,365.44,362.64,285.87,74.96,432.41,402.2,265.0,93.0,441.07,396.7,246.04,89.12,426.82,388.53,360.0,78.82,431.91
Overall Eggplant Production,1705900000,Romblon,178.89,218.94,108.45,85.16,161.7,206.7,117.91,82.02,134.7,197.93,60.52,51.55,107.76,160.3,46.97,83.86,97.83,188.31,75.13,73.17,113.43
Overall Eggplant Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,60.31
Overall Eggplant Production,1804500000,Negros Occidental,1401.0,602.0,812.0,347.0,1100.09,600.0,800.0,328.24,1133.76,617.28,823.01,337.68,1140.0,606.42,847.0,350.0,1104.0,600.0,823.33,338.64,1094.28
Overall Eggplant Production,1804600000,Negros Oriental,286.73,340.9,339.55,215.15,263.71,438.4,487.25,151.57,321.18,384.63,494.0,192.3,433.59,442.32,404.19,153.79,339.49,300.78,461.81,81.82,316.74
Overall Eggplant Production,1806100000,Siquijor,4.66,5.01,55.84,25.5,3.9,5.08,56.2,26.1,3.63,5.1,52.88,33.09,4.02,2.71,50.93,28.23,3.73,4.1,53.34,29.14,3.79
Overall Eggplant Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,0.01
Overall Eggplant Production,1900700000,Basilan,6.78,37.23,25.66,18.36,7.19,39.26,26.77,19.26,8.15,39.83,33.78,19.45,23.61,40.0,30.62,77.49,21.54,61.18,20.1,58.41,47.75
Overall Eggplant Production,1903600000,Lanao del Sur,49.52,11.72,85.6,49.02,49.58,11.71,85.58,49.6,49.64,11.76,85.6,104.5,54.2,12.3,82.5,120.83,74.4,18.8,85.9,173.85,81.8
Overall Eggplant Production,1907000000,Tawi-Tawi,1.8,4.45,15.42,50.4,2.14,4.9,16.66,54.4,1.83,5.8,18.0,56.0,2.3,6.45,25.0,61.0,2.9,15.05,37.0,63.0,6.72
Overall Eggplant Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,105.6,10.33,296.69,241.96,248.92
Overall Eggplant Production,1908800000,Maguindanao del Sur,77.3,27.3,98.2,248.0,77.9,27.45,98.45,252.0,78.0,30.18,99.25,260.0,76.94,30.0,159.37,143.25,450.92,32.65,181.28,216.3,862.07
