Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Radish Production,0405800000,Rizal,112.54,0.7,,16.02,100.03,0.76,,16.45,90.5,1.5,,,101.02,9.1,,,103.0,10.65,,,44.55
Overall Radish Production,0500500000,Albay,28.89,26.19,7.96,12.68,29.8,21.71,7.61,11.27,25.31,25.61,,,3.37,,5.44,,4.9,,,26.91,2.81
Overall Radish Production,0501600000,Camarines Norte,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,0501700000,Camarines Sur,0.51,3.44,4.91,29.58,0.38,2.62,4.5,23.66,0.21,2.16,4.5,26.23,0.21,,,,,0.1,1.23,,
Overall Radish Production,0502000000,Catanduanes,1.23,0.42,0.66,,1.3,0.66,0.72,,1.31,0.77,0.68,,1.34,0.42,,,0.24,0.46,0.05,,0.24
Overall Radish Production,0504100000,Masbate,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,0506200000,Sorsogon,6.28,7.53,6.46,14.68,5.46,6.4,5.38,5.87,3.52,2.4,,0.92,2.64,1.68,1.5,1.1,0.05,1.42,,0.76,0.03
Overall Radish Production,0600400000,Aklan,10.82,8.04,10.15,17.25,10.21,5.02,5.93,15.61,8.46,4.87,8.93,23.51,9.83,3.9,8.33,21.93,9.17,11.0,10.5,20.35,8.51
Overall Radish Production,0600600000,Antique,70.05,32.0,1.92,14.45,69.23,30.96,1.3,13.82,68.94,29.15,1.84,14.34,69.77,31.41,1.92,15.15,69.5,41.34,1.4,15.4,89.09
Overall Radish Production,0601900000,Capiz,45.02,35.58,18.69,44.51,48.84,38.66,23.36,50.41,50.99,43.81,25.41,58.44,48.44,41.6,26.58,61.18,48.51,41.3,26.39,60.74,48.16
Overall Radish Production,0603000000,Iloilo,216.92,47.31,5.7,107.96,228.81,32.94,4.87,91.76,251.69,31.66,5.26,99.11,223.84,28.16,4.68,88.18,234.0,253.27,171.5,136.65,508.3
Overall Radish Production,0607900000,Guimaras,10.39,1.8,1.3,2.5,11.38,3.0,1.69,2.85,12.48,3.4,1.3,2.75,14.28,3.0,1.45,2.42,15.12,3.12,1.85,3.09,16.63
Overall Radish Production,0701200000,Bohol,,,,,,,,,,,2.9,0.58,0.05,,,0.05,,0.6,0.2,0.31,
Overall Radish Production,0702200000,Cebu,60.0,35.0,81.0,42.0,52.0,43.0,85.0,45.0,57.46,32.25,83.42,48.0,49.3,30.0,80.0,45.75,46.84,35.08,32.58,24.39,43.6
Overall Radish Production,0802600000,Eastern Samar,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,0803700000,Leyte,0.66,1.78,1.73,2.14,0.65,1.69,1.61,2.13,0.64,1.87,,2.1,0.64,1.49,1.5,1.9,0.63,1.4,1.52,1.7,0.63
Overall Radish Production,0804800000,Northern Samar,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,0806000000,Samar (Western Samar),,,,,,,,,,,,,,,0.03,,,,,,
Overall Radish Production,0806400000,Southern Leyte,,,,,,,,,,,,,,,,,0.03,,,0.3,
Overall Radish Production,0807800000,Biliran,,,,,,,,,,,0.15,,,,,,,,,,
Overall Radish Production,0906600000,,1.2,4.0,4.52,1.08,1.19,4.1,4.6,1.04,1.17,4.2,4.7,1.1,1.2,4.15,4.6,1.07,,4.12,4.71,0.91,
Overall Radish Production,0907200000,Zamboanga del Norte,0.88,1.19,12.01,9.7,0.8,1.08,9.12,13.53,0.72,0.8,8.18,13.66,0.68,1.07,8.95,12.3,0.73,1.08,8.75,13.16,0.71
Overall Radish Production,0907300000,Zamboanga del Sur,26.94,22.54,60.75,65.0,28.25,20.89,58.13,60.07,63.64,153.79,149.91,134.94,54.12,140.8,162.5,129.1,50.2,23.02,20.45,20.55,21.0
Overall Radish Production,0907400000,Zamboanga City,31.57,152.67,115.57,91.51,31.94,153.95,116.96,90.87,,,,,,,,,,153.0,88.9,88.31,88.31
Overall Radish Production,0908300000,Zamboanga Sibugay,11.92,7.41,14.95,12.23,13.57,9.5,14.52,10.56,11.96,9.26,15.27,11.47,10.71,8.75,15.19,10.96,10.98,8.73,15.19,10.9,10.86
Overall Radish Production,1001300000,Bukidnon,5.01,4.57,26.0,60.0,5.0,4.0,24.0,58.0,5.03,3.95,25.37,56.39,62.9,3.3,24.0,62.0,77.47,3.2,24.62,62.71,70.19
Overall Radish Production,1001800000,Camiguin,,,0.03,0.03,,,,,,,,,,,,,,,,,
Overall Radish Production,1003500000,Lanao del Norte,0.48,0.35,4.23,3.0,0.43,0.3,4.0,2.75,0.4,0.25,3.92,2.7,0.37,0.23,4.1,2.65,0.35,0.24,4.0,2.6,0.37
Overall Radish Production,1004200000,Misamis Occidental,,0.13,2.8,10.0,,0.12,2.6,9.64,,,2.5,,,,2.4,,,,2.41,,
Overall Radish Production,1004300000,Misamis Oriental,8.7,3.53,17.84,8.81,8.6,3.76,20.49,43.25,9.34,4.04,23.0,35.0,1.0,4.0,21.08,30.52,0.98,4.05,21.55,29.1,0.91
Overall Radish Production,1102300000,Davao del Norte,21.78,24.41,26.51,21.1,21.37,24.85,25.38,26.06,19.23,23.61,23.85,26.0,18.2,24.39,22.54,28.86,17.23,23.58,21.23,25.69,16.4
Overall Radish Production,1102400000,Davao del Sur,50.93,29.9,43.84,116.42,55.42,27.33,41.21,106.17,85.26,83.74,86.75,102.25,78.26,82.81,85.95,105.61,79.12,28.72,29.86,38.25,25.74
Overall Radish Production,1102500000,Davao Oriental,4.55,5.5,28.18,17.68,4.45,4.98,26.21,18.79,4.01,4.56,25.04,18.01,3.96,4.5,23.72,17.23,3.75,4.2,21.62,18.01,3.91
Overall Radish Production,1108200000,Davao de Oro (Compostela Valley),135.48,194.37,372.34,308.61,132.42,200.54,374.54,320.05,135.94,208.26,371.36,311.8,131.34,201.55,357.48,301.48,126.4,194.17,358.29,291.09,130.02
Overall Radish Production,1108600000,Davao Occidental,1.95,1.6,1.85,0.16,1.92,1.46,1.82,0.15,1.87,1.39,1.8,0.1,1.82,1.36,1.69,0.09,1.77,1.32,1.66,0.09,1.7
Overall Radish Production,1130700000,Davao City,33.81,53.7,42.53,36.08,39.13,54.56,43.14,37.15,,,,,,,,,,53.17,42.43,43.56,51.38
Overall Radish Production,1204700000,Cotabato (North Cotabato),52.53,7.99,69.7,27.08,52.97,6.02,70.73,32.75,44.63,6.68,43.07,28.13,22.32,6.25,28.71,22.5,22.41,6.73,17.72,20.11,21.26
Overall Radish Production,1206300000,South Cotabato,14.2,10.33,12.51,6.1,15.1,11.15,10.96,7.53,10.85,12.85,8.5,8.7,15.32,20.59,34.5,9.35,15.09,13.37,73.49,10.04,19.53
Overall Radish Production,1206500000,Sultan Kudarat,25.77,11.44,66.28,93.58,29.99,10.71,53.02,76.48,29.32,9.93,63.01,84.66,25.36,10.69,66.45,89.12,28.56,14.07,88.11,91.2,27.8
Overall Radish Production,1208000000,Sarangani,3.15,2.0,11.4,18.0,3.19,2.03,11.55,18.5,3.25,2.07,10.0,8.25,3.0,2.05,11.66,10.0,3.05,2.12,11.0,12.0,3.1
Overall Radish Production,1400100000,Abra,,,,,,,,,,,,,,,,,0.05,,,,
Overall Radish Production,1401100000,Benguet,724.5,174.55,70.42,252.15,707.89,164.5,97.5,260.01,825.07,153.19,85.0,375.0,775.5,146.0,1260.15,456.0,782.5,175.0,1221.82,476.9,949.25
Overall Radish Production,1402700000,Ifugao,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,1403200000,Kalinga,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,1404400000,Mountain Province,6.87,13.08,52.36,49.91,7.84,15.7,57.99,48.0,7.23,15.61,46.39,52.8,6.51,14.06,41.75,50.2,6.63,11.25,37.37,45.18,6.27
Overall Radish Production,1408100000,Apayao,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,1600200000,Agusan del Norte,0.63,0.57,0.11,0.04,0.6,0.56,0.1,0.04,0.59,0.56,0.04,0.03,0.3,0.25,0.08,0.03,0.29,0.24,0.07,0.03,0.26
Overall Radish Production,1600300000,Agusan del Sur,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,1606700000,Surigao del Norte,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,1606800000,Surigao del Sur,,0.08,,0.08,,0.07,,0.1,,0.06,,,,,,,,,,,
Overall Radish Production,1608500000,Dinagat Islands,,,0.35,,,,,,,,,,,,,,,,,,
Overall Radish Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,0.13
Overall Radish Production,1704000000,Marinduque,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,1705100000,Occidental Mindoro,32.35,15.59,,11.26,37.03,15.0,0.07,10.72,25.97,19.65,0.02,11.33,4.0,16.55,,11.16,1.6,17.54,,11.48,1.85
Overall Radish Production,1705200000,Oriental Mindoro,3.44,5.03,8.25,9.27,3.88,4.35,8.29,7.52,3.11,3.88,16.74,8.6,,3.94,15.62,7.5,,4.23,13.38,7.0,
Overall Radish Production,1705300000,Palawan,29.46,18.1,28.41,6.37,21.55,12.21,20.24,6.98,29.23,11.46,11.0,,25.4,10.96,10.03,6.52,23.57,10.02,,6.1,22.38
Overall Radish Production,1705900000,Romblon,22.93,12.0,3.36,11.66,21.65,12.6,3.39,13.54,10.85,12.6,3.11,9.88,14.11,12.1,3.02,19.55,12.12,12.33,2.81,14.32,12.36
Overall Radish Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,1804500000,Negros Occidental,35.0,29.39,160.0,102.0,43.95,26.0,154.84,108.0,43.36,24.73,147.27,102.72,41.24,23.52,154.03,98.0,75.0,23.0,152.04,102.91,90.0
Overall Radish Production,1804600000,Negros Oriental,43.26,125.47,512.49,182.92,53.54,120.0,468.49,105.63,73.77,159.4,,75.98,56.86,134.96,192.55,110.13,50.0,144.1,346.59,97.25,60.21
Overall Radish Production,1806100000,Siquijor,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,1900700000,Basilan,,3.48,5.97,3.99,,3.73,6.23,4.23,,3.95,5.0,4.0,,,0.34,4.2,,0.03,0.22,0.57,
Overall Radish Production,1903600000,Lanao del Sur,,19.0,,,,18.3,,,,18.29,,,,18.1,,,,,,,
Overall Radish Production,1907000000,Tawi-Tawi,,,,,,,,,,,,,,,,,,,,,
Overall Radish Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,3.5,9.66,9.7,18.0,31.57
Overall Radish Production,1908800000,Maguindanao del Sur,4.0,5.5,15.3,22.1,3.9,5.5,15.2,22.0,3.9,5.4,15.0,21.5,3.75,5.0,22.75,26.8,1.5,1.5,8.44,8.5,5.5
