Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2
Rainfed Palay Production,0502000000,Catanduanes,2.1252,2.9438,2.4809,2.2841,2.6169,3.3401,3.0196,2.7224,2.2215,2.8897,2.0807,1.9739,3.8002,3.623,2.212,1.9674,3.6219,3.3789,3.5314,3.5124,2.6887,2.4202
Rainfed Palay Production,0504100000,Masbate,2.6212,2.5694,2.8089,2.8483,2.881,2.6144,3.0,2.9409,2.8445,2.9441,2.9697,2.9828,2.7667,2.46,3.0,2.9919,3.0614,3.3288,2.8987,2.7224,3.0821,3.1385
Rainfed Palay Production,0506200000,Sorsogon,3.9764,3.8896,3.9879,4.2113,3.9191,4.0276,3.9541,4.1092,3.9107,3.9688,3.925,4.1572,3.9023,4.1821,3.8057,3.4155,3.3378,3.4803,3.6575,3.1225,3.1448,2.1078
Rainfed Palay Production,0600400000,Aklan,2.1926,2.2514,2.584,3.5649,2.4975,2.3037,2.3797,2.8958,1.4023,1.4141,2.2994,2.8336,2.0821,1.3718,2.3855,2.9002,2.2197,2.0752,2.2565,2.1763,2.958,1.9038
Rainfed Palay Production,0600600000,Antique,3.2624,3.0056,3.2325,3.1593,3.1764,3.0101,3.4787,3.1654,2.3786,2.8315,3.4749,3.0322,2.2716,2.6373,3.5914,2.8698,2.9745,2.8638,3.4758,2.6552,2.849,2.6998
Rainfed Palay Production,0601900000,Capiz,2.7927,3.118,3.172,3.161,3.0136,2.5201,3.1867,3.1386,2.7764,2.9923,3.1192,3.0162,2.976,2.6471,3.1423,3.142,3.078,2.8617,3.2366,3.0556,3.2066,2.7736
Rainfed Palay Production,0603000000,Iloilo,3.3102,3.2693,3.2905,3.4919,3.2854,3.2354,3.3353,3.3013,3.4383,3.1878,3.2517,3.2984,3.0734,2.2121,3.2424,3.1964,3.2026,3.0418,3.344,1.9518,2.1046,2.8101
Rainfed Palay Production,0607900000,Guimaras,2.4156,1.92,3.2224,3.1109,2.457,2.164,3.1226,2.8654,2.5655,2.0,2.5461,2.5724,2.0674,1.13,2.8134,2.7623,2.0337,1.013,2.8612,2.347,1.8107,1.0118
Rainfed Palay Production,0701200000,Bohol,2.7195,2.6743,3.1257,2.7605,2.0084,2.6169,3.182,2.3936,2.5339,2.8842,2.8264,2.6558,2.8164,2.5373,3.5653,3.0065,2.6887,3.1203,3.2893,2.6382,3.3339,3.0191
Rainfed Palay Production,0702200000,Cebu,2.8472,2.88,2.4328,2.9328,2.1429,3.2432,2.8483,2.3195,2.6123,2.4912,2.8333,2.508,2.6463,1.3589,2.5354,2.5867,2.7027,2.8171,2.8521,2.7937,2.8137,3.1198
Rainfed Palay Production,0802600000,Eastern Samar,2.2718,1.7334,2.6384,2.8471,2.3868,1.7371,2.6349,2.9881,1.9939,2.094,2.5231,2.7862,2.3209,2.381,2.3435,2.696,2.7451,2.6124,2.4684,2.3769,2.7147,2.737
Rainfed Palay Production,0803700000,Leyte,3.3832,3.2708,3.2956,3.2342,3.5527,3.0636,3.4275,3.6176,3.234,3.54,3.3811,3.5377,3.3338,3.4823,3.3673,3.4591,3.3078,3.4827,3.286,3.5582,3.4174,3.5655
Rainfed Palay Production,0804800000,Northern Samar,2.6297,2.2842,2.9863,2.8204,2.59,2.262,2.9663,2.9019,2.5782,2.2735,2.9532,2.8798,2.6229,2.2831,2.6577,2.8921,2.6202,2.2704,2.6597,2.8929,2.5961,2.276
Rainfed Palay Production,0806000000,Samar (Western Samar),2.2497,3.1069,3.0204,3.0415,2.401,2.5528,2.9794,2.9855,2.6029,2.5943,2.967,3.1636,3.0491,2.6875,3.6649,3.2174,2.9611,3.3447,3.0616,3.2732,2.905,3.1537
Rainfed Palay Production,0806400000,Southern Leyte,3.0088,3.1988,2.9605,3.1773,2.8673,3.0123,2.9826,3.1985,3.0607,2.9635,2.9583,3.3759,3.104,3.0241,2.7216,3.4585,2.9754,2.7921,3.3077,3.2237,3.2102,3.1775
Rainfed Palay Production,0807800000,Biliran,,,,,,,,,,0.67,,,,,,,,,,,,
Rainfed Palay Production,0906600000,Sulu,,,1.7569,1.6014,,,1.7612,1.6678,,,,1.7014,1.7059,,,,1.7143,,,,,
Rainfed Palay Production,0907200000,Zamboanga del Norte,2.6693,2.4249,2.4502,2.9457,2.6884,2.5772,2.848,3.1181,2.8436,2.8851,2.6765,3.1371,2.4639,2.1958,2.2546,3.3132,3.1191,2.6433,2.7469,3.6396,3.4395,2.647
Rainfed Palay Production,0907300000,Zamboanga del Sur,3.8937,4.2556,3.6239,3.8566,4.3954,3.8727,3.2707,3.8467,4.0406,4.282,4.119,4.2151,4.566,3.9501,4.3037,4.3646,4.3937,4.3197,4.1927,4.4323,4.5103,4.4485
Rainfed Palay Production,0907400000,Zamboanga City,,,,,,,,,,,,,,,,,,3.79,3.4501,3.3026,3.3583,3.664
Rainfed Palay Production,0908300000,Zamboanga Sibugay,4.1485,3.9017,3.5901,3.762,3.8029,3.7201,3.5512,3.5561,3.3984,3.6705,3.7399,3.5515,3.3663,3.6422,3.6064,3.4847,3.8046,3.7966,4.011,3.7412,3.9316,3.9651
Rainfed Palay Production,1001300000,Bukidnon,3.8007,3.1351,3.8069,4.8511,3.7984,3.8469,4.1288,4.789,3.8671,4.0073,4.1808,4.8645,3.5686,4.0898,4.2405,4.5088,3.6999,4.4161,3.9981,4.4758,4.0069,4.5778
Rainfed Palay Production,1001800000,Camiguin,,,,,,,,,,,,,,1.5,,,,,,,,
Rainfed Palay Production,1003500000,Lanao del Norte,4.407,3.4932,4.0376,2.9695,4.1732,3.7912,4.2681,3.1507,4.4241,3.7506,4.4167,3.2265,4.3686,3.4718,4.3547,4.0746,4.376,2.7177,3.9204,3.9706,4.3876,3.7538
Rainfed Palay Production,1004200000,Misamis Occidental,3.3693,3.25,3.3667,3.29,3.2263,3.1116,3.1179,3.2574,3.0643,3.03,3.056,3.2696,3.0739,2.4298,2.6333,3.3444,2.9324,2.6851,2.6952,3.2554,2.9286,2.8229
Rainfed Palay Production,1004300000,Misamis Oriental,2.5979,2.8243,2.5375,2.8953,2.4484,2.7736,2.56,2.5486,2.6,2.5658,2.7632,2.7235,2.4727,2.39,2.9982,2.5945,2.7658,2.5033,2.9307,2.5877,3.2989,2.5564
Rainfed Palay Production,1102300000,Davao del Norte,3.5914,3.3256,3.7515,3.6673,3.8583,2.8845,4.0266,3.4883,3.9618,2.8981,4.0517,3.6307,2.9606,3.723,4.0581,3.5106,3.5234,3.951,4.1948,4.2779,3.513,3.8671
Rainfed Palay Production,1102400000,Davao del Sur,2.4585,2.1224,2.1628,2.942,2.8882,2.4714,1.9012,2.803,2.6302,2.4632,2.3954,3.1133,2.7429,2.55,2.2466,4.1331,3.8989,,1.21,,,3.58
Rainfed Palay Production,1102500000,Davao Oriental,3.3735,2.389,3.6177,3.277,3.4399,2.6468,3.6291,3.2263,3.5705,2.6822,3.7152,3.42,3.5,2.7334,3.692,3.53,3.64,2.6478,3.5792,3.68,3.5128,2.4735
Rainfed Palay Production,1108200000,Davao de Oro (Compostela Valley),3.8163,3.3717,3.692,3.4911,3.9754,3.6705,3.8211,3.4665,4.1158,3.7437,3.6245,3.4439,3.9533,3.6425,3.8082,3.6632,3.9997,3.5995,4.1447,3.0944,4.1748,3.9824
Rainfed Palay Production,1108600000,Davao Occidental,1.6694,1.5361,1.2936,1.1576,1.5737,1.2459,1.3417,1.16,1.4809,1.16,1.4842,1.05,1.4056,1.08,1.2,0.99,0.96,1.19,1.25,0.99,1.2,1.1612
Rainfed Palay Production,1130700000,Davao City,,,,,,,,,,,,,,,,,,3.85,3.2016,2.9172,3.08,3.0
Rainfed Palay Production,1204700000,Cotabato (North Cotabato),3.13,2.423,2.9199,2.6595,2.35,2.3473,2.969,3.0047,3.33,2.3735,3.0337,2.85,3.36,1.9702,2.3662,3.0058,3.335,2.6628,2.1526,2.7013,3.5899,2.6884
Rainfed Palay Production,1206300000,South Cotabato,3.0696,2.3598,3.033,2.9464,3.1101,1.7677,2.9836,2.9483,3.21,2.2586,2.8912,3.1164,2.7519,1.9833,3.0579,3.1701,2.8423,2.0453,2.7425,2.8739,2.9043,2.2683
Rainfed Palay Production,1206500000,Sultan Kudarat,2.3501,2.0396,2.8678,2.7052,2.3017,2.0122,2.6737,3.1796,2.3101,2.2995,2.8824,3.0337,2.12,2.1106,2.7374,2.9257,2.3299,2.1401,2.7401,2.9569,2.3699,2.2
Rainfed Palay Production,1208000000,Sarangani,3.0,2.6481,3.0134,2.9135,2.9567,2.6839,2.7873,2.8077,2.9516,2.5677,2.8422,2.8123,2.6609,2.3811,2.8946,3.201,2.8412,2.5302,2.9027,3.1925,2.4441,2.375
Rainfed Palay Production,1400100000,Abra,,,3.3377,3.4408,,,3.3227,2.9477,,,2.6726,2.8776,,,2.4067,2.7954,,,2.437,3.0031,,
Rainfed Palay Production,1401100000,Benguet,,,,2.9883,,,,2.8381,,,,2.6098,,,,2.5525,,,,2.5658,,
Rainfed Palay Production,1402700000,Ifugao,,,3.36,3.8353,3.0,,1.4053,3.537,3.0,,1.7168,3.4169,2.5,,1.5526,2.8335,2.5,,3.4019,2.7358,2.5,
Rainfed Palay Production,1403200000,Kalinga,,2.14,,2.4339,,,,2.3021,,,,1.8752,,,,1.7925,,,,2.3854,,
Rainfed Palay Production,1404400000,Mountain Province,,,,1.9825,,,,1.9457,,,,2.0215,,,,2.0082,,,,1.969,,
Rainfed Palay Production,1408100000,Apayao,3.5068,2.9647,2.2652,2.1921,3.9616,3.677,2.825,2.07,3.5584,3.5103,2.1177,2.2093,3.4283,3.2213,2.4567,1.7275,3.3443,3.7233,2.8974,2.2523,3.7396,3.7421
Rainfed Palay Production,1600200000,Agusan del Norte,3.1258,2.9797,2.3604,2.1212,2.3888,3.0564,3.049,2.9477,2.9202,3.1066,3.0637,2.9842,2.9871,3.0949,3.1813,3.0068,3.0303,3.1112,3.2144,3.025,3.0473,3.0489
Rainfed Palay Production,1600300000,Agusan del Sur,2.0488,3.108,3.0631,2.4913,2.0871,3.0591,3.1253,3.2978,3.2172,3.2007,3.2138,3.1653,3.1702,3.1962,3.2885,3.2243,3.1612,3.2701,3.3325,3.1947,3.129,3.2256
Rainfed Palay Production,1606700000,Surigao del Norte,3.2407,3.2307,3.228,3.1037,2.3536,2.9287,3.2347,3.257,3.2801,3.5224,3.1352,3.4599,3.4373,3.5415,3.3665,3.4159,3.3796,3.4546,2.8859,3.3053,3.3785,3.1961
Rainfed Palay Production,1606800000,Surigao del Sur,2.1128,2.7923,3.0973,2.9127,2.6611,2.7721,2.9705,2.9785,2.2832,2.9019,3.1843,2.9388,2.6784,3.2575,3.443,3.1876,2.6437,2.9695,3.0094,3.2873,2.7771,3.2453
Rainfed Palay Production,1608500000,Dinagat Islands,2.0819,2.0639,2.1036,2.0618,1.797,2.0251,2.0889,2.1996,1.9726,2.2548,2.1921,1.5165,2.0072,2.4136,2.4385,2.4419,2.0957,2.3714,2.3446,2.3397,2.3683,2.3236
Rainfed Palay Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,3.0065,3.0317
Rainfed Palay Production,1704000000,Marinduque,2.4045,2.3007,2.917,2.7679,2.7024,2.8124,3.0811,2.6615,2.7654,3.1568,2.9553,2.517,2.7251,2.8107,2.9671,3.0116,2.8127,3.3877,2.929,3.4324,2.5317,3.2313
Rainfed Palay Production,1705100000,Occidental Mindoro,,,3.9766,3.9276,,,4.0769,3.9293,2.7408,,3.9392,3.7706,2.1528,,3.7318,3.7704,3.0558,,3.877,3.6673,3.4586,1.4375
Rainfed Palay Production,1705200000,Oriental Mindoro,3.2218,3.4255,3.2601,3.2496,3.5635,3.7788,2.9867,2.8906,3.4292,3.1415,2.6472,2.9103,3.2442,2.9988,2.8491,2.9449,3.2728,2.8911,2.699,2.8579,2.8387,2.7652
Rainfed Palay Production,1705300000,Palawan,3.5258,3.1653,3.4723,3.3876,3.5392,3.2686,3.6379,3.4273,3.5721,3.2629,3.6754,3.4517,3.5517,3.228,3.6309,3.4678,3.5969,3.2697,3.4727,3.5353,3.6667,3.9305
Rainfed Palay Production,1705900000,Romblon,3.4017,,3.5022,3.3591,3.4711,3.6233,3.5455,3.4498,3.4444,3.4364,3.3951,3.4681,3.0775,3.4677,3.4957,3.4658,3.3822,3.0984,3.4123,3.6727,3.1402,2.9556
Rainfed Palay Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,3.8219,4.6553
Rainfed Palay Production,1804500000,Negros Occidental,3.1412,2.7506,3.5151,3.3321,1.1763,3.0,3.4954,3.2806,3.1039,3.251,3.4892,3.3384,2.5045,2.3412,3.4171,3.3561,2.6758,2.6681,3.0739,2.8277,3.1332,2.7169
Rainfed Palay Production,1804600000,Negros Oriental,2.0526,2.2909,2.2095,2.2205,1.6925,1.9895,2.2644,2.2467,2.0542,2.4802,2.6935,2.8052,1.8628,2.1301,2.7366,2.7721,2.3595,2.5251,2.6454,2.8467,2.2984,2.3971
Rainfed Palay Production,1806100000,Siquijor,3.2069,4.4737,2.9032,2.6,3.4615,3.963,4.0368,3.1164,3.642,2.68,3.4,2.6263,3.2271,2.5536,,3.9,,3.9097,,3.5505,3.11,3.5753
Rainfed Palay Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,2.7188,1.0
Rainfed Palay Production,1900700000,Basilan,1.0674,,1.0,1.2,1.6176,1.04,,2.5,1.5682,1.2222,1.5,2.25,1.4042,,2.0,2.5,2.6471,2.4,2.44,2.4878,2.4167,2.3571
Rainfed Palay Production,1903600000,Lanao del Sur,2.5291,2.4034,2.7431,2.872,2.527,2.4832,2.8227,2.8718,2.5521,2.511,2.9582,2.8842,2.5509,2.5026,2.9712,2.9104,2.5638,2.509,2.9719,2.9308,2.5634,2.5243
Rainfed Palay Production,1907000000,Tawi-Tawi,,,2.315,2.1429,,,2.3969,2.4,,,2.0991,2.0714,,,1.8966,2.0294,,,2.0762,2.0339,,
Rainfed Palay Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,3.3799,3.3007,4.0175,3.4944,3.4612,3.4998,4.0968,3.6033,3.5212,3.4477
Rainfed Palay Production,1908800000,Maguindanao del Sur,4.2623,2.5608,3.4076,3.4569,3.4837,2.9859,3.5147,3.374,3.463,3.3961,3.9766,3.3707,3.5594,3.3288,4.0356,3.5494,3.6372,3.4807,4.1119,3.6655,3.7171,3.4468
