Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Stringbeans Production,1004200000,Misamis Occidental,142.0,128.0,134.8,320.9,132.68,138.06,139.6,325.5,122.53,149.19,142.5,328.45,116.4,134.27,149.2,336.49,121.29,141.65,154.49,330.15,124.75
Overall Stringbeans Production,1004300000,Misamis Oriental,129.5,370.09,870.0,525.0,131.35,378.01,971.49,886.75,91.66,354.74,760.0,900.0,161.91,332.9,690.39,802.54,159.91,337.28,689.4,820.57,161.8
Overall Stringbeans Production,1102300000,Davao del Norte,313.52,758.04,677.14,485.48,305.43,742.35,677.03,453.71,289.3,744.23,698.8,461.95,306.7,748.97,701.93,469.21,313.96,749.2,702.21,461.84,342.87
Overall Stringbeans Production,1102400000,Davao del Sur,209.46,180.83,562.7,237.43,201.33,196.62,534.74,216.24,1151.98,998.9,2300.0,2257.47,1145.48,987.69,2284.41,2174.62,1156.91,179.76,410.6,379.09,205.15
Overall Stringbeans Production,1102500000,Davao Oriental,306.98,161.84,488.27,242.7,312.52,153.18,501.1,232.14,305.31,166.9,426.0,225.3,299.13,165.83,409.81,220.42,305.55,166.55,400.01,212.76,316.97
Overall Stringbeans Production,1108200000,Davao de Oro (Compostela Valley),170.05,634.35,687.93,483.97,163.76,616.3,695.89,493.81,165.46,619.25,655.36,516.48,171.59,602.92,634.44,500.98,165.12,580.94,635.74,488.28,170.05
Overall Stringbeans Production,1108600000,Davao Occidental,28.33,20.56,67.62,29.99,25.58,19.07,70.63,32.87,24.74,18.73,67.93,32.21,23.41,17.39,67.03,31.19,22.99,20.44,73.45,31.95,25.01
Overall Stringbeans Production,1130700000,Davao City,934.56,810.52,1969.11,2005.72,984.62,863.2,1821.43,1900.0,,,,,,,,,,813.54,798.02,1843.33,947.55
Overall Stringbeans Production,1204700000,Cotabato (North Cotabato),59.17,38.39,424.24,131.32,59.66,27.73,443.41,116.73,66.89,33.49,310.02,123.46,82.86,41.43,229.19,126.42,52.02,46.73,137.96,150.52,50.37
Overall Stringbeans Production,1206300000,South Cotabato,15.25,4.37,55.42,26.74,17.58,4.0,45.93,58.2,25.17,7.6,55.25,54.09,20.73,12.05,33.9,42.61,23.21,15.82,47.36,74.97,73.37
Overall Stringbeans Production,1206500000,Sultan Kudarat,40.71,15.03,58.15,26.15,42.57,12.53,55.45,24.89,40.18,14.49,55.75,27.65,37.9,12.08,49.06,26.27,42.68,13.03,30.75,33.56,40.8
Overall Stringbeans Production,1208000000,Sarangani,8.0,7.0,34.0,30.0,8.08,7.1,35.0,31.0,8.25,7.25,102.0,26.0,8.6,12.0,122.0,50.0,16.0,15.0,125.0,49.0,15.5
Overall Stringbeans Production,1400100000,Abra,48.6,21.59,,,48.94,21.86,,,48.31,20.6,20.05,53.47,61.8,35.27,34.61,46.99,57.68,56.69,53.42,34.25,55.93
Overall Stringbeans Production,1401100000,Benguet,,,,,,,,,,,0.07,5.49,6.82,,13.55,17.93,8.5,39.42,11.48,31.5,13.38
Overall Stringbeans Production,1402700000,Ifugao,20.1,33.0,46.11,25.5,25.01,31.38,42.0,33.74,29.12,39.02,35.0,45.15,34.16,41.9,36.2,39.3,26.74,46.22,19.42,14.8,20.38
Overall Stringbeans Production,1403200000,Kalinga,143.83,16.52,21.46,36.78,166.79,18.64,21.81,37.62,167.83,25.0,20.49,38.15,155.05,20.0,20.0,37.5,150.0,22.0,18.0,43.1,169.0
Overall Stringbeans Production,1404400000,Mountain Province,,2.43,2.54,9.03,,3.2,3.2,8.69,,3.25,2.56,10.43,11.42,3.09,2.82,9.39,12.39,4.06,3.74,8.45,10.91
Overall Stringbeans Production,1408100000,Apayao,18.26,24.55,18.02,6.0,18.53,26.42,14.95,4.87,13.22,27.18,10.0,4.5,14.0,27.2,11.0,3.6,7.64,22.42,11.97,3.07,11.62
Overall Stringbeans Production,1600200000,Agusan del Norte,30.1,105.47,102.0,110.63,21.1,120.0,112.52,115.0,28.0,140.63,106.51,111.21,26.8,115.28,106.51,109.75,29.0,117.0,120.0,135.0,21.13
Overall Stringbeans Production,1600300000,Agusan del Sur,96.8,225.47,299.5,162.2,83.3,196.49,323.79,160.04,85.46,166.14,325.8,168.86,39.18,137.0,329.5,154.0,39.32,145.0,342.05,167.69,64.12
Overall Stringbeans Production,1606700000,Surigao del Norte,3.9,36.9,15.8,13.03,0.91,24.07,20.07,7.25,1.12,17.15,10.57,29.16,7.72,26.72,38.0,32.07,10.06,32.27,22.03,29.53,11.43
Overall Stringbeans Production,1606800000,Surigao del Sur,2.04,40.47,74.02,38.5,2.0,61.84,142.32,44.25,1.45,80.08,11.05,76.0,19.99,79.44,20.73,12.31,15.0,124.75,11.14,10.29,18.86
Overall Stringbeans Production,1608500000,Dinagat Islands,3.32,2.56,4.04,3.82,0.91,2.24,4.12,1.82,1.06,3.45,3.75,4.48,19.4,3.36,0.98,4.7,4.4,8.61,10.79,7.28,4.58
Overall Stringbeans Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,10.89
Overall Stringbeans Production,1704000000,Marinduque,179.4,71.32,152.41,45.43,181.01,93.65,160.42,25.73,207.04,109.23,69.28,19.16,117.21,73.68,43.55,24.17,114.79,88.06,68.36,24.33,91.09
Overall Stringbeans Production,1705100000,Occidental Mindoro,102.05,257.5,141.79,208.32,114.08,211.69,207.93,173.39,115.55,157.69,163.05,188.99,29.6,42.68,148.45,95.29,86.41,56.28,154.71,43.01,106.42
Overall Stringbeans Production,1705200000,Oriental Mindoro,13.71,262.73,167.03,15.59,4.51,222.0,242.62,6.82,3.84,238.33,203.02,7.14,5.0,216.17,180.0,8.41,98.69,185.38,96.8,7.14,96.2
Overall Stringbeans Production,1705300000,Palawan,97.79,130.2,79.87,43.44,79.04,115.03,74.73,39.78,129.65,116.06,49.95,10.93,120.98,113.53,47.72,10.32,117.49,115.87,60.0,10.89,123.26
Overall Stringbeans Production,1705900000,Romblon,86.58,58.11,24.21,32.38,84.87,61.7,25.33,30.91,82.66,40.65,38.74,15.5,70.26,26.42,33.32,35.56,79.26,32.92,32.46,33.3,80.73
Overall Stringbeans Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,28.5
Overall Stringbeans Production,1804500000,Negros Occidental,450.0,267.0,995.0,2033.0,400.0,250.28,1054.91,2051.0,418.32,252.81,1065.56,2071.66,415.0,250.8,1069.44,2100.0,413.0,254.0,1058.17,2074.22,415.44
Overall Stringbeans Production,1804600000,Negros Oriental,384.49,162.16,189.21,236.3,366.85,188.25,181.12,301.9,454.12,251.31,179.0,263.76,401.82,200.57,73.2,202.04,407.6,213.38,144.44,200.0,82.57
Overall Stringbeans Production,1806100000,Siquijor,10.15,0.37,24.25,7.25,7.15,0.39,24.95,7.31,8.84,0.41,22.85,6.86,6.12,0.56,25.42,7.39,6.2,1.82,26.0,7.79,7.05
Overall Stringbeans Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,0.11
Overall Stringbeans Production,1900700000,Basilan,19.71,9.49,23.02,16.65,20.9,10.07,24.14,17.49,21.68,8.41,24.5,17.0,7.12,12.99,14.8,19.64,15.53,14.14,11.92,10.6,16.22
Overall Stringbeans Production,1903600000,Lanao del Sur,4.88,,,,4.9,,,,4.9,,0.05,9.86,5.14,13.58,0.15,25.82,5.25,19.2,1.03,26.2,5.77
Overall Stringbeans Production,1907000000,Tawi-Tawi,2.56,6.8,16.24,12.66,2.66,7.3,17.32,13.04,2.15,6.9,18.4,11.8,2.5,7.34,21.0,12.4,3.2,7.5,24.0,17.0,1.7
Overall Stringbeans Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,45.13,37.54,56.67,281.52,77.63
Overall Stringbeans Production,1908800000,Maguindanao del Sur,28.4,18.8,25.0,36.15,29.55,19.1,25.4,36.6,30.0,24.0,25.45,37.0,28.19,23.25,37.34,33.41,3.4,3.9,209.33,610.93,116.75
