Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1
Overall Chili Pepper Production,1705200000,Oriental Mindoro,14.29,29.81,19.61,95.43,20.33,41.46,29.63,11.54,34.83,12.11,6.13
Overall Chili Pepper Production,1705300000,Palawan,3.38,3.51,3.29,2.07,2.2,1.24,2.19,1.21,2.23,1.46,1.27
Overall Chili Pepper Production,1705900000,Romblon,,,,,,3.43,1.39,2.53,1.61,2.46,1.56
Overall Chili Pepper Production,1731500000,Puerto Princesa City,,,,,,,,,,,1.39
Overall Chili Pepper Production,1804500000,Negros Occidental,1.84,1.01,2.01,1.26,2.6,2.7,3.28,3.4,4.0,12.44,4.54
Overall Chili Pepper Production,1804600000,Negros Oriental,3.83,10.25,3.54,11.01,3.8,14.67,3.73,12.41,3.9,11.54,2.82
Overall Chili Pepper Production,1806100000,Siquijor,2.17,5.3,1.92,5.33,1.99,4.73,1.23,5.12,1.32,5.08,0.95
Overall Chili Pepper Production,1830200000,Bacolod City,,,,,,,,,,,0.02
Overall Chili Pepper Production,1900700000,Basilan,0.56,0.58,0.59,0.61,0.55,1.29,2.8,4.01,4.51,9.86,3.68
Overall Chili Pepper Production,1903600000,Lanao del Sur,38.77,29.39,38.79,31.0,38.98,120.22,41.5,200.2,48.98,211.84,22.34
Overall Chili Pepper Production,1907000000,Tawi-Tawi,,1.97,,2.0,,2.25,,8.24,6.01,14.2,0.07
Overall Chili Pepper Production,1908700000,Maguindanao del Norte,,,,,,,,,1.75,12.65,10.0
Overall Chili Pepper Production,1908800000,Maguindanao del Sur,1.0,1.2,1.01,1.22,1.03,1.25,1.21,38.94,9.03,22.53,18.0
