Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1
Irrigated Palay Production,0506200000,Sorsogon,4.4695,4.5442,4.4026,4.4402,4.3741,4.4607,4.7476,3.6852,3.63,3.3465,3.8606
Irrigated Palay Production,0600400000,Aklan,3.1139,3.6411,3.265,3.1907,2.507,3.1677,2.5978,3.5692,2.9523,2.6643,2.9672
Irrigated Palay Production,0600600000,Antique,3.7659,4.2595,3.7514,4.2696,3.9719,4.3249,3.5762,3.9512,3.6683,3.6737,3.4788
Irrigated Palay Production,0601900000,Capiz,3.4022,3.9193,3.2344,3.9297,3.3483,3.6327,3.3622,3.7738,3.4387,3.9625,3.3644
Irrigated Palay Production,0603000000,Iloilo,3.7644,3.5898,3.598,3.5751,3.6507,3.512,3.4129,3.4755,3.4542,3.3674,2.7806
Irrigated Palay Production,0607900000,Guimaras,3.0366,4.0485,3.1563,3.8244,3.6661,3.5683,2.8874,3.7354,2.8939,3.8165,2.4056
Irrigated Palay Production,0701200000,Bohol,3.2392,3.5173,2.8797,3.1665,3.3915,3.1628,3.2657,3.751,3.6155,3.5165,3.7301
Irrigated Palay Production,0702200000,Cebu,3.4731,3.0961,2.6456,3.2306,2.9668,2.9329,2.6213,2.9461,3.1813,3.1383,3.1452
Irrigated Palay Production,0802600000,Eastern Samar,2.1291,4.0185,2.1837,3.3729,3.2702,3.3272,2.7853,3.2302,2.6165,2.8155,2.8802
Irrigated Palay Production,0803700000,Leyte,4.3944,4.2949,4.11,4.4241,4.3473,4.4125,4.4467,4.404,4.2726,4.2775,4.3008
Irrigated Palay Production,0804800000,Northern Samar,2.9031,3.4531,2.6719,3.5254,2.643,3.5116,2.7219,3.3358,2.7033,3.3383,2.6963
Irrigated Palay Production,0806000000,Samar (Western Samar),3.5304,3.5758,3.4159,3.3382,3.0227,3.6364,3.2877,3.7583,3.5013,3.3003,3.3025
Irrigated Palay Production,0806400000,Southern Leyte,4.419,3.9843,3.9849,3.9539,4.2176,3.7188,4.29,3.8472,3.9783,3.781,3.9871
Irrigated Palay Production,0807800000,Biliran,4.3455,4.3155,4.3362,4.3056,4.2659,4.2365,4.257,4.2246,4.2145,3.9574,3.602
Irrigated Palay Production,0906600000,Sulu,,3.9,,,,,,,,,
Irrigated Palay Production,0907200000,Zamboanga del Norte,3.6535,4.3859,3.7013,3.9329,3.6511,3.773,3.7701,4.1098,4.1857,4.1998,4.093
Irrigated Palay Production,0907300000,Zamboanga del Sur,4.644,4.8688,4.4808,4.6205,4.6258,4.7008,4.4045,4.7201,4.8869,4.7755,4.9378
Irrigated Palay Production,0907400000,Zamboanga City,,,,,,,,,4.9817,4.4073,4.1749
Irrigated Palay Production,0908300000,Zamboanga Sibugay,4.5387,4.3562,4.4043,4.4375,4.5238,4.2454,4.3476,4.2693,4.5032,4.2846,4.5739
Irrigated Palay Production,1001300000,Bukidnon,4.6781,5.5199,4.5354,5.3107,4.611,5.4531,4.3414,5.5369,4.5118,5.4972,4.4677
Irrigated Palay Production,1001800000,Camiguin,3.3707,3.8476,3.7164,3.5409,4.0019,3.555,4.2957,3.2642,4.0028,3.9905,3.6507
Irrigated Palay Production,1003500000,Lanao del Norte,5.0368,4.7776,4.8331,4.7832,4.7105,4.7325,4.1112,4.508,4.6757,4.6698,4.665
Irrigated Palay Production,1004200000,Misamis Occidental,4.2468,4.4834,4.1472,4.4207,4.0706,4.2922,3.9428,4.2588,4.3271,4.3136,4.3921
Irrigated Palay Production,1004300000,Misamis Oriental,3.9111,3.8412,3.908,4.1288,4.0971,4.3312,4.1277,4.2346,4.2676,4.2335,4.2636
Irrigated Palay Production,1102300000,Davao del Norte,4.1181,4.7225,4.0872,4.5588,4.5376,4.3997,4.097,4.4477,4.2792,4.5651,4.4477
Irrigated Palay Production,1102400000,Davao del Sur,4.7892,5.0015,4.6726,5.12,4.8111,5.0703,5.0016,5.5268,5.373,5.62,5.1852
Irrigated Palay Production,1102500000,Davao Oriental,4.9025,5.0009,4.9914,4.9584,4.9638,4.9664,4.9355,5.0085,4.9386,5.0201,4.8613
Irrigated Palay Production,1108200000,Davao de Oro (Compostela Valley),4.37,4.7089,4.0714,4.6186,4.3251,4.7619,3.9581,4.6486,4.3259,4.8796,4.6728
Irrigated Palay Production,1108600000,Davao Occidental,4.8183,4.6144,4.4526,4.4325,4.4647,4.2944,4.4574,4.4394,4.2796,4.3872,4.2768
Irrigated Palay Production,1130700000,Davao City,,,,,,,,,5.179,5.6343,4.9938
Irrigated Palay Production,1204700000,Cotabato (North Cotabato),4.0084,4.2897,3.6809,4.6698,3.8226,4.3842,3.9082,4.2817,3.8154,4.2421,4.2476
Irrigated Palay Production,1206300000,South Cotabato,3.4201,4.2027,3.4892,3.9219,3.6285,3.7737,3.293,4.0665,3.5657,3.6654,3.726
Irrigated Palay Production,1206500000,Sultan Kudarat,3.3674,4.0882,3.3416,3.9556,3.4803,4.2232,3.2589,4.1041,3.3927,3.8921,3.4499
Irrigated Palay Production,1208000000,Sarangani,3.3964,3.4951,3.1908,3.341,3.1456,3.4415,2.9289,3.5818,3.197,3.59,2.9129
Irrigated Palay Production,1400100000,Abra,4.3157,4.0438,4.3035,3.5686,4.2901,3.4078,3.6272,3.2144,4.1759,3.2637,4.1669
Irrigated Palay Production,1401100000,Benguet,3.3123,3.7237,3.4988,3.5275,3.4464,3.0682,2.7821,2.7325,3.0242,2.7607,2.8721
Irrigated Palay Production,1402700000,Ifugao,3.4691,3.0219,2.9154,2.553,2.9657,2.6778,2.562,2.52,3.5403,3.2035,2.9993
Irrigated Palay Production,1403200000,Kalinga,4.5058,4.4364,4.5713,3.8526,4.4296,3.9091,3.5366,3.8052,4.9163,5.073,4.8381
Irrigated Palay Production,1404400000,Mountain Province,3.2372,3.2768,3.1991,3.2707,3.1012,3.1233,3.0967,3.1042,3.1517,3.2125,3.1486
Irrigated Palay Production,1408100000,Apayao,3.7569,3.716,3.452,3.2902,4.0096,3.1049,4.084,3.4375,3.755,3.7014,4.0927
Irrigated Palay Production,1600200000,Agusan del Norte,3.2845,3.2603,3.3259,3.4418,3.3922,3.5865,3.4284,3.6072,3.4977,3.6345,3.5455
Irrigated Palay Production,1600300000,Agusan del Sur,3.7079,3.3433,3.6024,3.6464,3.4457,3.8005,3.6067,3.9234,3.519,3.8184,3.7711
Irrigated Palay Production,1606700000,Surigao del Norte,3.4574,3.3822,3.204,3.4148,3.728,3.5251,3.7749,3.5571,3.7645,3.4253,3.5931
Irrigated Palay Production,1606800000,Surigao del Sur,3.0667,3.1892,3.0405,3.4574,2.9262,3.5676,3.6057,3.9002,3.3026,3.5296,3.4323
Irrigated Palay Production,1608500000,Dinagat Islands,2.3645,2.1961,2.1898,2.5018,2.1956,1.9156,2.459,2.6658,2.6701,2.6622,2.6483
Irrigated Palay Production,1630400000,Butuan City,,,,,,,,,,,3.4953
Irrigated Palay Production,1704000000,Marinduque,3.7294,3.5931,3.7447,3.6076,3.8223,3.3599,3.7205,3.5487,3.8054,3.6421,3.7131
Irrigated Palay Production,1705100000,Occidental Mindoro,4.6496,4.2718,4.5068,4.2895,4.7476,4.3927,4.2255,4.169,4.6881,4.484,3.9011
Irrigated Palay Production,1705200000,Oriental Mindoro,4.009,3.945,4.0808,3.5639,3.7709,3.6702,3.6165,3.486,3.7411,3.4538,3.608
Irrigated Palay Production,1705300000,Palawan,4.1486,4.2182,4.1572,4.2619,4.189,4.2981,4.1711,4.2966,4.2165,4.3748,4.332
Irrigated Palay Production,1705900000,Romblon,3.7898,3.9323,3.8344,3.953,3.8068,3.5918,3.2724,3.792,3.8907,3.7409,3.7101
Irrigated Palay Production,1731500000,Puerto Princesa City,,,,,,,,,,,4.4242
Irrigated Palay Production,1804500000,Negros Occidental,3.6411,4.1681,3.1784,4.1486,3.58,4.1485,3.4398,4.032,3.6492,3.2812,3.5987
Irrigated Palay Production,1804600000,Negros Oriental,3.0298,2.8597,2.5502,2.8051,3.0472,2.9794,2.7699,3.1411,3.5372,3.524,3.4841
Irrigated Palay Production,1806100000,Siquijor,5.0252,3.5603,4.981,3.9892,3.7898,3.4704,3.2564,3.9872,4.5338,3.9013,4.1222
Irrigated Palay Production,1830200000,Bacolod City,,,,,,,,,,,3.2574
Irrigated Palay Production,1900700000,Basilan,2.94,2.0492,2.409,2.901,2.2535,2.8387,2.0,2.9583,2.9548,3.0,3.0
Irrigated Palay Production,1903600000,Lanao del Sur,2.9369,3.6966,3.0666,3.7255,3.0695,3.738,3.0808,3.7455,3.086,3.7555,3.0934
Irrigated Palay Production,1907000000,Tawi-Tawi,,,,,,,,,,,
Irrigated Palay Production,1908700000,Maguindanao del Norte,,,,,,,4.0723,4.4111,4.416,4.6407,4.4724
Irrigated Palay Production,1908800000,Maguindanao del Sur,6.7995,4.3719,4.8201,4.5083,4.2567,4.4417,4.1767,4.7204,4.531,4.9968,4.6213
