Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2
Overall Banana Production,0500500000,Albay,3971.23,5935.29,5094.87,6801.71,4944.07,4311.83,3518.92,3327.23,3619.22,3815.59
Overall Banana Production,0501600000,Camarines Norte,311.84,12057.33,451.22,9526.89,343.33,4614.8,431.7,4350.88,309.07,3750.55
Overall Banana Production,0501700000,Camarines Sur,5299.49,12603.96,7305.45,16712.32,6971.29,15620.23,7713.7,13344.61,9413.54,14882.86
Overall Banana Production,0502000000,Catanduanes,48.9,235.75,109.19,487.33,79.66,550.59,133.69,660.36,74.68,519.17
Overall Banana Production,0504100000,Masbate,2118.28,2393.58,2357.97,2750.73,2803.51,2701.68,3214.48,2697.66,2761.14,2182.87
Overall Banana Production,0506200000,Sorsogon,4306.32,9391.13,3618.11,9070.83,3397.33,9262.78,2772.44,7410.57,2668.81,6958.01
Overall Banana Production,0600400000,Aklan,15785.9,9444.08,17070.76,10047.42,16088.13,8853.26,16284.47,9249.04,16493.49,9773.7
Overall Banana Production,0600600000,Antique,8613.0,12538.13,8512.21,12535.68,9222.47,12115.34,8768.04,11766.94,10756.31,8561.15
Overall Banana Production,0601900000,Capiz,4867.08,7261.53,5081.92,7386.87,5184.89,7258.74,5202.68,7084.71,5265.62,7446.44
Overall Banana Production,0603000000,Iloilo,58840.9,92735.19,57588.29,87580.19,56625.12,89971.55,56908.07,88180.02,56583.06,95500.6
Overall Banana Production,0607900000,Guimaras,3637.5,5435.2,3014.45,5799.33,3409.75,6126.03,2923.96,6341.42,2898.32,5605.63
Overall Banana Production,0701200000,Bohol,13650.99,16533.25,916.93,6026.42,4759.01,10739.35,12073.81,13759.91,14363.09,15384.39
Overall Banana Production,0702200000,Cebu,32942.43,53967.3,25957.64,56426.0,27846.59,58122.92,23929.13,56613.22,25303.01,56903.96
Overall Banana Production,0802600000,Eastern Samar,1180.91,815.09,1230.51,954.37,1392.09,2559.16,1551.28,3045.16,2096.62,5068.87
Overall Banana Production,0803700000,Leyte,12949.64,14774.31,12188.45,14349.98,11261.97,14332.29,11687.53,14384.72,11745.6,14182.58
Overall Banana Production,0804800000,Northern Samar,11728.75,6394.75,11818.44,6412.75,11950.84,6412.0,11857.61,6474.02,11871.65,6425.55
Overall Banana Production,0806000000,Samar (Western Samar),60800.23,62859.55,71520.73,73798.67,83551.86,80678.6,82034.42,83337.59,77919.06,83630.43
Overall Banana Production,0806400000,Southern Leyte,25834.42,36594.2,11176.65,26797.72,14039.65,28172.65,14148.45,28175.65,14444.6,26135.0
Overall Banana Production,0807800000,Biliran,2967.0,4442.0,3447.85,5231.4,4175.95,4641.74,3714.68,3851.22,3696.34,3623.56
Overall Banana Production,0906600000,,6511.0,9269.0,6623.0,9144.0,6630.0,9285.0,6657.0,9324.0,6886.73,9967.08
Overall Banana Production,0907200000,Zamboanga del Norte,27049.96,60348.9,28837.94,59670.4,28919.82,59184.6,25753.34,58446.97,28766.36,59074.49
Overall Banana Production,0907300000,Zamboanga del Sur,43945.16,42152.42,47239.26,44345.82,70281.9,89388.88,62915.82,88938.67,45737.7,52423.66
Overall Banana Production,0907400000,Zamboanga City,20131.48,48162.73,20632.67,49733.93,,,,,15940.45,50109.31
Overall Banana Production,0908300000,Zamboanga Sibugay,10982.83,14786.05,10940.91,14986.59,10907.59,15148.77,10424.48,15048.49,10517.11,15636.22
Overall Banana Production,1001300000,Bukidnon,695798.84,737872.71,697099.98,740620.96,682248.75,744232.13,645016.94,741284.13,641893.94,715601.82
Overall Banana Production,1001800000,Camiguin,2032.92,2738.48,1348.66,2534.83,1617.33,4111.21,1155.04,2996.59,2822.62,3521.18
Overall Banana Production,1003500000,Lanao del Norte,148450.0,134728.0,148862.0,134502.0,148458.0,135401.0,147896.0,136115.0,147635.0,135968.0
Overall Banana Production,1004200000,Misamis Occidental,36007.5,40679.9,36493.62,40503.79,37249.16,39494.62,38159.73,41129.44,39190.26,42491.45
Overall Banana Production,1004300000,Misamis Oriental,92647.05,125347.52,98424.04,136990.95,112649.7,127063.28,96702.69,118104.95,98001.82,119550.32
Overall Banana Production,1102300000,Davao del Norte,766176.65,676945.12,755126.89,686448.95,752257.87,696822.74,741780.77,699220.97,740127.04,702054.55
Overall Banana Production,1102400000,Davao del Sur,198442.24,262780.13,191952.65,263602.82,316704.01,405597.56,303056.59,401330.96,253938.71,273653.7
Overall Banana Production,1102500000,Davao Oriental,69205.1,98837.44,69546.01,98254.41,69167.24,96376.33,67042.64,92562.23,66183.82,95796.49
Overall Banana Production,1108200000,Davao de Oro (Compostela Valley),380966.42,418744.56,379857.04,400500.1,376490.16,394665.38,343011.28,374640.26,336504.9,374622.95
Overall Banana Production,1108600000,Davao Occidental,65568.37,99557.8,66485.02,102124.07,68616.37,100428.17,67379.92,100152.87,72322.64,104734.33
Overall Banana Production,1130700000,Davao City,139934.19,155326.95,131783.43,149017.69,,,,,45515.14,126980.07
Overall Banana Production,1204700000,Cotabato (North Cotabato),219409.97,282758.72,223059.07,265335.67,210836.86,269695.56,193765.29,262377.63,192705.68,262114.89
Overall Banana Production,1206300000,South Cotabato,133650.64,142509.22,133219.63,140750.59,134358.7,135376.83,127776.92,135122.27,129260.07,134307.77
Overall Banana Production,1206500000,Sultan Kudarat,91517.01,111003.25,96528.94,116634.02,102118.38,127437.49,96233.9,112743.55,48200.51,37623.71
Overall Banana Production,1208000000,Sarangani,92097.0,100468.0,92002.8,92690.0,83667.36,82549.3,80822.16,77621.21,82155.4,83130.73
Overall Banana Production,1400100000,Abra,3656.08,2170.46,3631.17,2187.74,3417.46,794.98,2503.67,741.84,3072.01,736.17
Overall Banana Production,1401100000,Benguet,903.69,701.34,988.88,816.31,995.4,839.0,781.3,637.34,797.19,541.28
Overall Banana Production,1402700000,Ifugao,1809.62,1560.53,2187.82,1649.25,2078.71,1842.08,2142.04,1596.34,1312.62,1629.32
Overall Banana Production,1403200000,Kalinga,778.93,742.87,886.71,900.04,1007.39,855.28,1117.58,911.97,1155.19,826.7
Overall Banana Production,1404400000,Mountain Province,495.08,1103.1,505.92,1114.38,499.2,1213.89,446.85,1211.87,438.76,1123.7
Overall Banana Production,1408100000,Apayao,923.71,6252.19,981.09,6197.49,1050.37,5882.6,1024.37,4662.6,1068.12,4905.17
Overall Banana Production,1600200000,Agusan del Norte,36735.82,37298.56,28286.44,37894.18,32187.93,33969.22,26969.03,31951.3,29804.26,34938.1
Overall Banana Production,1600300000,Agusan del Sur,42490.92,49085.17,41162.71,47369.88,34328.66,47637.51,30975.09,49156.45,31479.5,50471.09
Overall Banana Production,1606700000,Surigao del Norte,2596.92,2584.91,1142.78,1352.66,971.59,1188.75,657.86,1510.3,1213.27,1857.05
Overall Banana Production,1606800000,Surigao del Sur,58100.87,50369.28,47859.88,40331.56,35255.55,45214.49,59777.92,51869.26,52563.69,52593.68
Overall Banana Production,1608500000,Dinagat Islands,170.96,175.17,38.76,30.46,83.2,371.41,149.88,401.8,218.85,545.16
Overall Banana Production,1630400000,Butuan City,,,,,,,,,,
Overall Banana Production,1704000000,Marinduque,298.19,163.1,361.82,155.24,433.07,209.27,573.06,474.88,2978.96,3923.47
Overall Banana Production,1705100000,Occidental Mindoro,1895.61,1696.03,1931.77,2174.48,2055.28,1914.76,2197.2,1563.62,1825.71,1535.12
Overall Banana Production,1705200000,Oriental Mindoro,3560.36,23358.37,4466.84,35508.74,3828.34,36539.76,9529.0,51738.07,12072.25,71555.61
Overall Banana Production,1705300000,Palawan,20665.57,11625.09,14319.48,9283.0,18333.55,6589.92,17135.48,6377.23,16553.51,6755.98
Overall Banana Production,1705900000,Romblon,1875.16,2267.47,2078.86,2304.29,1763.61,1987.84,2758.66,2528.62,3168.98,3711.12
Overall Banana Production,1731500000,Puerto Princesa City,,,,,,,,,,
Overall Banana Production,1804500000,Negros Occidental,47551.37,41456.5,46984.96,41800.04,50626.83,44618.04,49411.77,45074.12,48362.46,44154.78
Overall Banana Production,1804600000,Negros Oriental,55390.54,27524.46,33598.51,28008.77,50935.87,31582.2,40452.92,27203.5,43152.61,27442.89
Overall Banana Production,1806100000,Siquijor,7850.99,7241.36,7237.28,7708.37,7755.89,8028.84,7491.3,7516.69,7578.57,7743.3
Overall Banana Production,1830200000,Bacolod City,,,,,,,,,,
Overall Banana Production,1900700000,Basilan,12329.86,8864.06,12537.89,8947.8,12966.55,8725.99,11539.91,7800.2,11324.92,7557.36
Overall Banana Production,1903600000,Lanao del Sur,62771.02,49795.73,62799.16,49802.0,62806.48,50598.19,62817.28,50976.87,63015.42,51608.7
Overall Banana Production,1907000000,Tawi-Tawi,3399.56,5051.3,3439.2,5190.4,3438.69,5175.0,3439.6,5219.0,3629.88,5623.0
Overall Banana Production,1908700000,Maguindanao del Norte,,,,,,,,,76758.75,84811.49
Overall Banana Production,1908800000,Maguindanao del Sur,176324.0,261709.0,178993.82,262509.9,177847.27,264505.5,170707.87,176701.4,115483.33,103126.75
