Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Malabar Spinach Production,0501600000,Camarines Norte,,,,,,,,,,,,,,,,,,,,,
Overall Malabar Spinach Production,0501700000,Camarines Sur,,,,,,,,,,,,,0.06,0.19,0.03,0.01,0.08,0.28,0.09,0.41,0.12
Overall Malabar Spinach Production,0502000000,Catanduanes,0.05,0.03,0.01,0.01,,0.02,0.02,0.01,,0.01,0.02,0.02,,0.01,,0.01,0.01,0.01,0.06,,
Overall Malabar Spinach Production,0504100000,Masbate,2.05,0.78,3.48,1.94,2.07,0.81,3.52,1.97,2.09,0.8,3.48,2.05,3.09,0.78,3.57,3.12,3.2,1.46,5.67,2.3,3.66
Overall Malabar Spinach Production,0506200000,Sorsogon,,,,,,,,,,,0.05,0.14,1.58,,0.03,0.07,0.25,,0.02,0.06,0.49
Overall Malabar Spinach Production,0600400000,Aklan,381.15,114.32,422.92,334.51,375.54,120.04,444.95,367.5,389.44,124.01,423.55,349.82,382.04,119.46,408.0,350.61,378.1,121.4,333.18,137.18,234.5
Overall Malabar Spinach Production,0600600000,Antique,70.0,108.07,118.64,110.97,70.28,109.28,120.17,83.23,69.0,111.21,118.72,95.42,66.53,110.25,124.15,97.41,67.06,110.26,95.08,128.42,64.46
Overall Malabar Spinach Production,0601900000,Capiz,119.78,132.02,133.11,108.39,115.59,129.41,130.18,106.07,113.1,126.65,133.51,126.65,103.2,122.16,130.22,116.0,99.8,123.95,132.13,94.42,84.0
Overall Malabar Spinach Production,0603000000,Iloilo,970.0,1320.0,1191.15,750.34,960.25,1350.0,1295.0,784.48,978.0,1485.0,1189.67,720.67,1048.52,950.0,761.07,680.0,1065.35,989.18,292.1,688.1,1062.12
Overall Malabar Spinach Production,0607900000,Guimaras,62.74,59.36,94.17,102.03,85.16,62.5,98.86,97.73,90.0,66.7,93.07,102.62,83.7,60.25,103.03,112.23,89.19,66.27,139.09,133.03,90.75
Overall Malabar Spinach Production,0701200000,Bohol,33.12,6.92,24.8,46.34,30.21,5.6,21.68,42.78,36.52,9.8,15.19,28.1,29.05,9.0,28.2,29.53,30.93,14.27,43.08,46.02,28.03
Overall Malabar Spinach Production,0702200000,Cebu,1260.44,380.0,669.3,365.0,1080.0,372.0,720.0,378.0,1362.93,242.48,742.67,384.0,1131.85,208.64,718.66,377.75,1191.59,125.46,393.9,379.92,1023.96
Overall Malabar Spinach Production,0802600000,Eastern Samar,0.05,0.06,0.08,0.02,0.06,0.07,0.09,0.02,0.07,0.09,0.09,0.08,0.07,0.12,0.09,0.28,0.09,0.11,0.07,0.19,0.08
Overall Malabar Spinach Production,0803700000,Leyte,0.22,0.52,0.45,0.01,0.21,0.45,0.46,0.01,0.21,0.57,0.55,25.38,1.25,0.6,0.56,2.58,1.27,0.55,0.54,2.4,1.2
Overall Malabar Spinach Production,0804800000,Northern Samar,,2.3,2.89,0.99,,2.31,2.86,0.99,,2.5,2.89,0.98,0.41,2.45,2.8,1.0,0.4,,2.85,1.34,0.23
Overall Malabar Spinach Production,0806000000,Samar (Western Samar),22.64,21.74,15.51,7.59,24.9,21.91,18.22,9.9,32.43,31.07,15.02,9.21,25.71,30.64,15.78,10.22,22.98,32.0,17.44,9.8,25.98
Overall Malabar Spinach Production,0806400000,Southern Leyte,1.12,0.45,0.72,1.1,0.75,0.3,0.56,1.15,1.18,0.38,0.6,1.25,2.59,0.4,0.65,4.59,3.81,3.31,7.96,4.21,3.8
Overall Malabar Spinach Production,0807800000,Biliran,0.3,0.74,0.81,0.43,0.31,0.83,0.64,0.45,0.19,0.71,0.88,0.45,0.54,0.96,0.44,0.53,1.52,1.06,0.38,0.47,1.41
Overall Malabar Spinach Production,0906600000,,,,,,,,,,,,,,1.66,2.39,0.04,,1.5,2.42,0.04,0.07,1.53
Overall Malabar Spinach Production,0907200000,Zamboanga del Norte,213.31,206.77,275.56,379.73,158.31,234.4,281.21,398.4,150.39,281.28,39.8,71.55,146.07,226.03,38.44,68.21,151.59,247.24,46.13,64.12,22.13
Overall Malabar Spinach Production,0907300000,Zamboanga del Sur,18.25,26.64,39.99,24.36,18.48,27.27,40.98,25.23,49.51,35.65,36.66,37.73,44.12,31.18,38.5,39.07,46.12,28.71,25.03,25.1,25.6
Overall Malabar Spinach Production,0907400000,Zamboanga City,33.03,19.65,41.73,2.39,34.36,20.52,41.9,2.48,,,,,,,,,,13.34,14.28,13.4,13.55
Overall Malabar Spinach Production,0908300000,Zamboanga Sibugay,4.71,7.65,13.6,7.55,4.92,8.52,18.6,7.97,5.63,8.14,17.95,14.06,5.7,9.21,16.76,11.42,5.59,9.19,17.57,5.74,5.62
Overall Malabar Spinach Production,1001300000,Bukidnon,69.03,252.75,236.86,1151.0,68.0,250.0,230.0,1156.0,55.22,273.81,231.07,1156.88,51.94,240.0,173.34,1158.5,52.85,245.04,157.5,366.9,48.27
Overall Malabar Spinach Production,1001800000,Camiguin,16.3,13.27,39.18,36.78,12.99,16.4,40.4,37.51,10.77,16.58,30.6,15.0,6.89,14.7,31.8,15.07,7.37,20.35,31.28,21.95,14.41
Overall Malabar Spinach Production,1003500000,Lanao del Norte,210.0,138.0,192.56,381.0,213.0,142.0,195.32,380.0,215.0,140.0,196.65,281.2,210.0,138.0,196.25,280.0,212.0,142.0,198.5,278.8,212.33
Overall Malabar Spinach Production,1004200000,Misamis Occidental,147.5,180.0,219.0,111.0,150.83,178.52,220.0,112.0,145.0,187.06,225.0,115.0,137.75,192.74,237.15,117.76,140.99,197.17,247.23,114.92,142.68
Overall Malabar Spinach Production,1004300000,Misamis Oriental,148.47,168.0,355.0,1012.0,149.0,145.74,532.5,1329.49,169.19,179.0,521.0,1335.0,192.12,196.84,516.37,1252.0,182.7,193.42,510.28,1277.0,187.2
Overall Malabar Spinach Production,1102300000,Davao del Norte,58.85,179.82,165.72,140.98,57.32,172.07,168.19,140.37,59.43,175.29,154.67,143.46,60.75,175.08,153.16,144.18,62.87,180.86,203.84,160.28,59.85
Overall Malabar Spinach Production,1102400000,Davao del Sur,309.83,318.52,291.74,37.15,308.53,316.19,290.64,37.65,485.56,545.8,536.28,306.26,471.05,544.46,524.32,293.91,441.15,327.79,308.13,169.54,248.34
Overall Malabar Spinach Production,1102500000,Davao Oriental,92.43,76.08,76.59,96.87,85.45,77.15,76.24,97.29,86.83,78.1,68.9,95.34,73.09,76.28,64.73,90.7,69.13,73.28,49.95,67.3,76.35
Overall Malabar Spinach Production,1108200000,Davao de Oro (Compostela Valley),66.48,62.97,91.38,76.29,64.11,80.79,90.35,50.77,64.29,82.02,80.6,48.63,61.24,80.83,78.44,50.44,63.44,83.15,89.48,49.12,61.29
Overall Malabar Spinach Production,1108600000,Davao Occidental,1.52,1.57,1.62,1.52,1.51,1.58,1.58,1.57,1.53,1.6,1.5,1.49,1.95,1.47,1.47,1.68,2.11,1.59,1.71,1.6,2.27
Overall Malabar Spinach Production,1130700000,Davao City,179.49,223.81,218.43,243.12,183.89,229.07,223.89,231.57,,,,,,,,,,217.54,218.89,0.01,175.98
Overall Malabar Spinach Production,1204700000,Cotabato (North Cotabato),366.14,200.61,779.46,678.12,347.78,168.0,649.55,452.08,287.5,118.7,268.34,235.83,124.05,108.05,241.32,207.4,165.73,115.6,178.46,192.93,117.18
Overall Malabar Spinach Production,1206300000,South Cotabato,24.5,28.4,32.46,24.1,26.27,29.5,28.4,16.47,30.05,29.5,,47.11,5.56,17.7,13.77,28.8,32.66,15.59,29.48,20.52,22.28
Overall Malabar Spinach Production,1206500000,Sultan Kudarat,28.74,62.41,46.32,39.35,29.26,62.87,46.32,39.35,28.79,62.83,46.43,40.47,21.02,52.0,45.1,42.73,23.8,59.23,45.95,47.61,26.32
Overall Malabar Spinach Production,1208000000,Sarangani,22.15,11.16,172.0,119.69,22.45,11.25,175.0,121.0,22.46,11.26,75.0,112.0,20.0,12.0,72.0,115.0,21.0,13.0,72.0,125.0,21.15
Overall Malabar Spinach Production,1400100000,Abra,,,,,,,,,,,0.75,,,,0.17,0.34,,0.06,0.3,2.37,0.14
Overall Malabar Spinach Production,1401100000,Benguet,,,,,,,,,,,,0.04,,0.72,7.48,1.05,0.61,0.75,0.7,0.13,0.23
Overall Malabar Spinach Production,1402700000,Ifugao,,,,,,,,,,,,,0.6,,,,,0.06,0.02,0.33,
Overall Malabar Spinach Production,1403200000,Kalinga,0.36,,2.0,0.42,0.53,0.25,2.0,0.53,0.5,0.26,1.96,,,0.29,1.0,0.15,0.62,0.35,1.61,0.1,0.67
Overall Malabar Spinach Production,1404400000,Mountain Province,,,,,,,,,,,,,,,,,,,,0.37,0.17
Overall Malabar Spinach Production,1408100000,Apayao,,,,,,,,,,,,0.26,0.39,0.3,0.2,0.2,0.54,0.32,0.21,0.22,0.4
Overall Malabar Spinach Production,1600200000,Agusan del Norte,13.0,22.59,16.16,16.2,12.1,23.1,18.1,16.4,12.0,28.02,17.45,19.42,12.4,24.57,17.33,19.46,13.06,26.55,18.5,21.25,8.24
Overall Malabar Spinach Production,1600300000,Agusan del Sur,16.67,57.22,45.59,16.69,14.76,53.3,51.0,17.15,13.67,48.61,52.0,34.76,10.09,42.0,56.0,33.92,21.37,43.0,58.18,36.01,21.48
Overall Malabar Spinach Production,1606700000,Surigao del Norte,0.13,1.3,3.25,1.82,0.08,0.75,2.67,2.0,0.1,0.75,4.25,5.56,1.26,1.32,5.31,6.9,2.45,1.46,2.83,4.81,3.59
Overall Malabar Spinach Production,1606800000,Surigao del Sur,1.29,19.88,21.0,7.3,1.25,18.35,23.7,7.37,1.42,23.01,4.3,5.19,2.71,13.89,21.24,12.92,2.65,9.68,11.76,7.56,3.3
Overall Malabar Spinach Production,1608500000,Dinagat Islands,0.29,0.24,0.2,0.69,0.19,0.27,0.21,0.58,0.44,0.52,3.2,8.39,0.55,0.46,0.87,0.43,0.34,0.78,1.75,0.81,0.54
Overall Malabar Spinach Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,4.25
Overall Malabar Spinach Production,1704000000,Marinduque,,,,,,,,,,,,,,,,,,,,,
Overall Malabar Spinach Production,1705100000,Occidental Mindoro,,,,,,,,,,,,,1.5,,2.64,2.76,,0.39,1.45,1.92,
Overall Malabar Spinach Production,1705200000,Oriental Mindoro,,,0.15,,0.06,,0.13,,,0.07,0.02,0.03,0.62,0.06,0.02,0.04,0.59,0.06,0.03,0.03,0.63
Overall Malabar Spinach Production,1705300000,Palawan,8.95,3.88,11.35,8.3,5.17,2.22,8.24,8.61,7.31,2.51,9.19,7.5,8.29,1.76,10.27,7.65,8.37,1.84,12.0,7.3,8.51
Overall Malabar Spinach Production,1705900000,Romblon,0.63,0.17,0.74,1.47,0.55,0.18,0.6,1.65,0.36,0.16,0.33,1.45,0.29,0.16,0.33,3.85,0.51,0.14,0.42,3.66,0.55
Overall Malabar Spinach Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,0.38
Overall Malabar Spinach Production,1804500000,Negros Occidental,455.0,85.9,114.87,400.0,407.4,90.0,106.66,390.0,447.28,102.14,121.04,402.58,436.56,92.68,125.0,416.7,383.24,93.0,198.19,403.09,422.36
Overall Malabar Spinach Production,1804600000,Negros Oriental,543.0,495.1,660.0,375.0,540.0,498.0,663.0,382.0,565.0,490.0,712.0,395.54,271.2,343.0,686.75,285.0,458.73,400.0,687.25,504.54,575.59
Overall Malabar Spinach Production,1806100000,Siquijor,6.0,3.57,7.12,17.85,5.02,4.56,7.33,17.9,5.87,4.86,7.15,16.71,2.74,2.65,7.51,19.04,1.74,1.5,10.32,6.26,3.45
Overall Malabar Spinach Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,0.02
Overall Malabar Spinach Production,1900700000,Basilan,4.9,27.57,7.59,33.83,5.12,29.45,7.7,36.53,4.6,30.0,0.5,35.43,,5.0,0.01,1.48,,0.09,,,
Overall Malabar Spinach Production,1903600000,Lanao del Sur,19.21,13.85,22.97,,19.27,13.86,23.0,,19.29,13.9,24.2,1.25,19.3,13.2,25.5,10.95,19.45,13.7,24.3,11.4,19.2
Overall Malabar Spinach Production,1907000000,Tawi-Tawi,0.4,0.8,0.48,4.06,0.38,0.7,0.46,4.0,0.29,0.6,0.4,3.9,0.25,0.65,1.0,1.4,0.45,0.6,0.78,0.9,1.31
Overall Malabar Spinach Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,45.78,11.84,78.92,1500.0,76.82
Overall Malabar Spinach Production,1908800000,Maguindanao del Sur,51.2,9.15,34.2,2365.0,51.9,10.22,34.25,2365.0,52.3,10.5,34.3,2370.0,38.94,10.25,30.3,2100.0,,810.0,119.4,120.0,125.0
