Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1
Overall Mango Production,0607900000,Guimaras,16164.25,74.43,16983.42,59.25,17354.81,74.94,20573.35,66.52,23738.64,53.55,5343.18
Overall Mango Production,0701200000,Bohol,4530.08,3261.63,4.6,873.81,232.18,524.05,720.3,386.43,741.73,513.53,232.59
Overall Mango Production,0702200000,Cebu,30753.0,12595.3,25619.6,11093.0,25755.0,12002.72,24671.48,11847.39,23258.82,11376.43,701.47
Overall Mango Production,0802600000,Eastern Samar,16.92,5.37,16.81,6.07,17.76,53.77,22.76,71.79,29.45,77.49,4.96
Overall Mango Production,0803700000,Leyte,70.73,64.13,66.96,61.73,67.45,106.4,88.64,122.27,86.62,122.94,8.37
Overall Mango Production,0804800000,Northern Samar,12.33,37.03,12.27,33.8,12.16,26.7,12.78,13.0,6.96,5.18,0.08
Overall Mango Production,0806000000,Samar (Western Samar),32.03,7.35,32.13,14.84,36.55,42.28,43.92,101.33,38.4,87.87,
Overall Mango Production,0806400000,Southern Leyte,68.65,67.34,36.7,48.36,39.88,49.84,47.96,48.41,40.34,57.27,3.99
Overall Mango Production,0807800000,Biliran,103.35,13.45,93.1,10.45,126.23,56.42,147.53,41.88,117.74,50.59,0.15
Overall Mango Production,0906600000,,17.65,1681.0,18.18,1687.0,17.95,1680.0,18.99,1692.0,18.7,1902.22,4.32
Overall Mango Production,0907200000,Zamboanga del Norte,37983.91,2565.6,36452.99,3800.55,32540.47,3171.02,35457.69,2957.94,13504.73,3111.91,265.16
Overall Mango Production,0907300000,Zamboanga del Sur,7270.33,1250.84,7398.71,1136.65,16894.96,9675.31,18119.11,8954.83,9764.75,3055.9,2562.8
Overall Mango Production,0907400000,Zamboanga City,8940.04,8110.7,8883.47,8041.72,,,,,5205.36,4909.92,1100.53
Overall Mango Production,0908300000,Zamboanga Sibugay,5234.51,796.68,5347.91,773.18,4981.35,848.51,4980.04,813.96,3837.51,809.97,380.67
Overall Mango Production,1001300000,Bukidnon,2601.56,303.28,2580.0,186.9,3154.87,256.08,3343.3,459.11,3049.54,159.19,104.83
Overall Mango Production,1001800000,Camiguin,58.44,141.32,35.02,178.04,27.34,75.79,27.73,115.86,90.36,132.23,6.72
Overall Mango Production,1003500000,Lanao del Norte,4749.0,1542.0,4625.0,1481.0,4717.0,1496.71,4715.07,1470.88,4688.89,1466.21,509.35
Overall Mango Production,1004200000,Misamis Occidental,14844.2,9594.9,15089.5,9626.13,14871.38,9326.13,16256.93,9009.52,16533.19,9024.47,251.78
Overall Mango Production,1004300000,Misamis Oriental,14733.16,3909.74,13356.09,5244.01,13918.36,12182.64,14022.68,7192.12,14071.38,6925.93,132.94
Overall Mango Production,1102300000,Davao del Norte,1484.95,1608.24,1490.92,1537.96,1506.33,1547.71,1536.9,1532.87,1514.33,1507.37,346.94
Overall Mango Production,1102400000,Davao del Sur,26123.43,3285.06,24834.38,3220.07,27897.55,4993.85,27374.33,5084.57,23209.17,4058.5,1644.15
Overall Mango Production,1102500000,Davao Oriental,1134.47,1104.31,1107.2,1083.14,1157.97,1090.8,1098.74,1094.2,1134.48,1122.77,535.17
Overall Mango Production,1108200000,Davao de Oro (Compostela Valley),78.93,136.58,75.03,140.01,73.14,60.81,71.0,60.44,68.47,69.73,16.74
Overall Mango Production,1108600000,Davao Occidental,4669.51,434.45,4766.66,449.7,4861.72,449.22,4878.55,442.54,4746.71,596.59,485.83
Overall Mango Production,1130700000,Davao City,4420.61,2011.35,4163.8,1944.85,,,,,3384.21,1074.1,287.78
Overall Mango Production,1204700000,Cotabato (North Cotabato),38442.25,975.43,36455.25,854.49,40485.83,1041.26,43959.41,1098.41,41824.25,1024.85,1481.67
Overall Mango Production,1206300000,South Cotabato,12978.85,716.45,12164.42,664.82,12017.44,699.75,13190.85,191.76,13043.05,222.69,2086.89
Overall Mango Production,1206500000,Sultan Kudarat,1786.62,256.2,1646.56,252.1,1705.67,252.02,1786.69,238.7,1712.97,246.06,360.12
Overall Mango Production,1208000000,Sarangani,6321.25,2274.45,6061.92,2074.6,6038.02,1741.58,5697.44,2880.27,5521.24,2569.86,1229.86
Overall Mango Production,1400100000,Abra,1023.82,,1037.12,,1044.83,163.72,847.98,74.0,950.71,83.34,78.0
Overall Mango Production,1401100000,Benguet,364.72,,348.32,,351.09,,336.42,,364.45,0.1,44.25
Overall Mango Production,1402700000,Ifugao,840.17,,921.4,,395.66,,322.6,,37.85,224.28,
Overall Mango Production,1403200000,Kalinga,182.2,,214.13,,543.24,6.23,548.49,,455.44,,4.88
Overall Mango Production,1404400000,Mountain Province,161.7,5.72,131.37,4.69,135.03,4.23,91.76,4.02,102.26,31.9,0.71
Overall Mango Production,1408100000,Apayao,16.99,,17.89,,18.61,,13.58,,11.02,,0.44
Overall Mango Production,1600200000,Agusan del Norte,5503.56,13720.23,4360.83,12816.59,4878.12,13259.97,4615.72,11881.74,4608.5,12393.86,954.01
Overall Mango Production,1600300000,Agusan del Sur,18.48,164.34,16.4,171.73,16.27,176.48,36.22,171.09,38.95,185.86,7.74
Overall Mango Production,1606700000,Surigao del Norte,171.2,76.15,112.22,74.11,103.46,55.76,79.78,35.69,7.98,50.44,3.61
Overall Mango Production,1606800000,Surigao del Sur,92.73,422.78,81.84,215.86,87.86,169.69,78.97,123.05,85.5,125.92,10.92
Overall Mango Production,1608500000,Dinagat Islands,0.37,23.4,,3.14,0.22,33.23,2.04,5.78,0.78,18.03,2.57
Overall Mango Production,1630400000,Butuan City,,,,,,,,,,,1.26
Overall Mango Production,1704000000,Marinduque,37.27,2.26,20.08,0.83,25.62,2.47,120.64,2.89,88.9,10.41,
Overall Mango Production,1705100000,Occidental Mindoro,1712.11,18.67,1667.89,18.2,1683.4,19.13,390.59,65.43,362.07,63.86,277.55
Overall Mango Production,1705200000,Oriental Mindoro,46.69,0.81,102.5,0.75,118.94,0.91,140.5,16.19,112.66,12.67,0.54
Overall Mango Production,1705300000,Palawan,18102.09,178.75,17399.88,112.09,15707.15,154.53,14319.85,143.31,13435.88,139.38,60.75
Overall Mango Production,1705900000,Romblon,1030.24,34.15,1071.49,37.6,1195.54,59.75,1141.76,65.8,1143.49,91.53,26.6
Overall Mango Production,1731500000,Puerto Princesa City,,,,,,,,,,,26.56
Overall Mango Production,1804500000,Negros Occidental,12085.52,139.02,11874.91,155.07,12429.05,419.38,12435.24,410.62,12437.45,390.36,480.41
Overall Mango Production,1804600000,Negros Oriental,18195.26,7647.96,15050.82,7588.84,64625.46,9169.0,33077.17,8140.92,26062.19,11561.23,327.17
Overall Mango Production,1806100000,Siquijor,169.93,225.16,132.13,171.13,216.55,147.2,227.32,154.36,228.23,167.35,9.03
Overall Mango Production,1900700000,Basilan,208.84,3.43,214.4,1.5,215.14,1.11,153.05,1.46,82.6,1.3,21.38
Overall Mango Production,1903600000,Lanao del Sur,55.1,65.93,54.85,65.85,54.83,79.01,96.75,84.0,169.95,4.6,72.91
Overall Mango Production,1907000000,Tawi-Tawi,337.1,300.4,335.94,304.8,355.38,302.3,352.9,314.76,370.89,515.14,265.54
Overall Mango Production,1908700000,Maguindanao del Norte,,,,,,,,,6381.2,1865.06,59.73
Overall Mango Production,1908800000,Maguindanao del Sur,12903.5,76.12,13057.76,76.95,12053.92,78.93,12539.45,625.85,6573.17,841.25,35.15
