Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2
Overall Palay Production,0403400000,Laguna,5.0849,4.4184,4.5259,3.6048,5.4586,4.6207,3.7487,3.7252,4.5606,5.816,3.2571,3.9297,4.4663,4.9064,2.604,2.7704,4.7413,4.9414,3.0989,3.3088,4.5729,5.2123
Overall Palay Production,0405600000,Quezon,3.3786,3.9298,3.2509,3.6493,3.6475,3.8343,3.4788,3.2335,3.6359,3.8729,3.83,3.7532,3.0959,3.5992,3.6868,2.9626,3.2664,3.788,3.4601,2.7452,3.3245,3.9978
Overall Palay Production,0405800000,Rizal,4.1003,4.5159,4.1958,3.5413,4.3865,4.7749,4.496,3.2849,4.0561,3.8072,2.955,3.8102,4.0056,4.2155,2.9276,3.093,4.1969,3.9123,3.2187,3.2783,3.6769,4.4841
Overall Palay Production,0500500000,Albay,4.0546,4.1664,4.3718,4.177,4.1281,4.2889,4.3625,4.0154,4.2732,4.31,4.4804,4.229,3.9607,4.1425,3.7022,3.4892,4.0021,4.4481,4.0726,3.5866,3.9308,3.8203
Overall Palay Production,0501600000,Camarines Norte,4.5874,5.19,4.8033,4.9809,4.7462,4.4171,4.6766,4.4977,4.2522,4.4243,4.6736,4.6118,4.1826,4.3893,4.4262,3.8848,4.1566,4.395,4.463,4.2444,4.1543,4.4052
Overall Palay Production,0501700000,Camarines Sur,3.9648,4.0841,4.106,3.748,3.9104,3.7855,3.8541,3.664,3.9177,3.7017,3.7802,3.5837,3.9241,3.6991,3.7908,3.2023,3.945,3.7895,3.6687,3.2109,3.9889,3.8303
Overall Palay Production,0502000000,Catanduanes,2.2784,3.3958,3.0751,2.6918,2.8714,3.5171,3.1275,2.8535,2.3055,2.9526,2.3451,2.217,3.8718,3.9301,2.6554,2.1378,3.7528,3.5675,3.6121,3.578,2.7649,2.8764
Overall Palay Production,0504100000,Masbate,2.7469,2.741,3.0722,2.9101,2.9312,2.8089,3.0386,2.9965,2.857,2.9977,3.0248,3.0185,2.7973,2.5587,3.0562,3.024,3.1324,3.4421,2.9907,2.7397,3.1652,3.29
Overall Palay Production,0506200000,Sorsogon,4.5404,4.2512,4.2966,4.4842,4.2364,4.3049,4.2892,4.3458,4.2482,4.255,4.2812,4.3908,4.2596,4.6774,4.1397,3.5077,3.467,3.6078,3.7199,3.2456,3.4591,3.3709
Overall Palay Production,0600400000,Aklan,2.6303,2.746,2.8518,3.7559,2.8859,2.8012,2.5775,3.2191,2.0276,1.7671,2.4741,3.1464,2.4413,1.6928,2.8703,3.2743,2.6526,2.4226,2.499,2.4158,3.0099,2.2213
Overall Palay Production,0600600000,Antique,3.8038,3.2189,3.708,3.6388,3.7457,3.2288,3.9003,3.5618,3.551,3.6741,3.9963,3.556,3.2056,3.4196,3.9529,3.3138,3.4938,3.6314,3.7754,3.0729,3.3031,3.488
Overall Palay Production,0601900000,Capiz,2.9543,3.1585,3.3951,3.3566,3.1261,2.5597,3.4107,3.3372,2.942,3.0058,3.3181,3.0835,3.0983,2.8076,3.3952,3.263,3.1881,2.9752,3.4628,3.2293,3.272,2.9035
Overall Palay Production,0603000000,Iloilo,3.5101,3.3997,3.3633,3.5785,3.4179,3.3819,3.4109,3.4175,3.5303,3.3386,3.3213,3.4175,3.2188,2.5579,3.3538,3.2882,3.3132,3.2382,3.3782,2.5732,2.3598,3.1968
Overall Palay Production,0607900000,Guimaras,2.5756,2.5299,3.3549,3.3143,2.6234,2.9091,3.2694,3.0383,2.9642,2.64,2.7454,2.7824,2.3683,1.5759,3.0036,2.9618,2.3283,1.4792,3.0319,2.6868,2.0637,1.4578
Overall Palay Production,0701200000,Bohol,3.0735,2.9389,3.5257,3.154,2.4947,2.8271,3.4775,2.7961,3.0303,3.1974,3.3711,2.9041,3.0611,2.9878,4.0544,3.4098,3.2185,3.5815,3.5081,3.1651,3.6328,3.3281
Overall Palay Production,0702200000,Cebu,3.3501,3.5648,3.1767,3.019,2.2662,3.4692,3.2596,3.095,2.9198,2.9149,2.8358,2.9284,2.6385,2.3132,2.7042,2.9381,3.0004,3.3476,3.5453,2.9271,3.0621,3.2114
Overall Palay Production,0802600000,Eastern Samar,2.2999,1.7739,3.0676,3.3754,2.3764,1.7913,2.7608,3.2515,2.0769,2.1987,2.6455,3.1333,2.3921,2.3613,2.4778,3.0585,2.7523,2.5953,2.6065,2.5344,2.7322,2.7566
Overall Palay Production,0803700000,Leyte,4.2091,3.9133,4.0849,4.0214,4.2955,3.3275,4.1615,4.2146,4.1574,4.0338,4.2203,4.1295,4.2474,4.1221,4.1871,4.1237,4.0273,4.0925,4.0546,4.0887,4.0724,4.1511
Overall Palay Production,0804800000,Northern Samar,2.6544,2.3296,3.0147,2.9269,2.5908,2.314,2.9975,3.0117,2.5827,2.3041,2.9846,2.9904,2.6305,2.3193,2.6841,3.0063,2.6266,2.3049,2.6843,3.0151,2.605,2.3062
Overall Palay Production,0806000000,Samar (Western Samar),2.3298,3.1819,3.1064,3.0852,2.4433,2.7183,3.0504,3.0222,2.6033,2.713,3.0428,3.2469,3.0534,2.8235,3.6892,3.2856,2.9713,3.462,3.0881,3.2862,2.9568,3.1613
Overall Palay Production,0806400000,Southern Leyte,4.3629,4.2918,4.4818,3.7774,4.1312,3.8299,4.4006,3.7702,4.1819,4.0683,3.9978,3.5832,4.1958,4.1706,4.0858,3.7219,3.9511,3.8406,4.2215,3.6436,4.1801,3.8008
Overall Palay Production,0807800000,Biliran,4.3221,4.352,4.3231,4.3121,4.3401,4.3349,4.3148,4.3021,4.3346,4.2377,4.2048,4.2488,4.2426,4.2619,4.1892,4.2382,4.2325,4.2083,4.1181,3.9098,4.1434,3.4668
Overall Palay Production,0906600000,Sulu,,,1.8377,1.6014,,,1.7612,1.6678,,,,1.7014,1.7059,,,,1.7143,,,,,
Overall Palay Production,0907200000,Zamboanga del Norte,3.1461,2.8414,3.4809,3.5898,3.207,2.8169,3.5095,3.465,3.2227,3.2038,3.3122,3.4082,3.0824,2.9105,3.4045,3.6737,3.6396,3.3161,3.4854,3.8691,3.7873,3.2524
Overall Palay Production,0907300000,Zamboanga del Sur,4.532,4.4638,4.5363,4.2072,4.5512,4.2937,4.2837,4.1551,4.4035,4.7144,4.586,4.3221,4.5342,4.2677,4.6522,4.4302,4.6735,4.9879,4.6101,4.576,4.9246,4.7591
Overall Palay Production,0907400000,Zamboanga City,,,,,,,,,,,,,,,,,,4.968,3.9904,4.2363,4.0768,4.102
Overall Palay Production,0908300000,Zamboanga Sibugay,4.4285,4.0072,3.9726,3.9776,4.1982,3.8863,4.0585,3.7924,4.1328,3.8801,4.0804,3.7243,3.9602,3.8772,4.0611,3.6638,4.2837,4.0533,4.2108,3.8688,4.3512,4.1884
Overall Palay Production,1001300000,Bukidnon,4.58,4.4816,5.0774,5.5147,4.3037,4.731,4.9864,5.3173,4.344,4.8924,5.1672,5.3759,4.07,4.6959,5.1134,5.4779,4.2052,4.9723,5.1134,5.387,4.2585,4.8194
Overall Palay Production,1001800000,Camiguin,2.6689,3.6111,4.0618,3.797,2.6962,3.9416,3.4722,3.5644,3.4436,4.116,3.827,3.4505,3.7143,4.3537,3.5619,3.2377,3.8233,4.0538,3.9411,4.0132,3.3617,3.7111
Overall Palay Production,1003500000,Lanao del Norte,4.94,4.9794,4.679,4.4392,4.6726,4.8704,4.7415,4.4267,4.5377,4.7923,4.8447,4.2159,4.1765,4.0538,4.3077,4.5813,4.6104,4.5285,4.476,4.5591,4.5824,4.5891
Overall Palay Production,1004200000,Misamis Occidental,4.2475,4.206,4.4455,4.3893,4.2253,4.0527,4.3506,4.3664,4.0247,4.0605,4.0766,4.4272,4.1887,3.7407,3.9804,4.4776,4.314,4.3018,4.2338,4.3026,4.2696,4.4485
Overall Palay Production,1004300000,Misamis Oriental,3.9126,3.805,3.5154,3.9553,3.5375,4.144,4.0091,3.9301,3.9799,4.0529,4.1874,4.2312,4.0798,4.0381,4.0644,4.1835,4.1476,4.1817,4.0837,4.1299,4.1884,4.1836
Overall Palay Production,1102300000,Davao del Norte,4.2546,3.8861,4.7214,4.4499,4.3663,3.6558,4.5318,4.3649,4.6305,4.2448,4.2402,4.4453,3.9471,4.1189,4.2134,4.5154,4.425,4.0726,4.2877,4.8431,4.4556,4.3338
Overall Palay Production,1102400000,Davao del Sur,4.7403,4.3862,4.8476,4.8813,4.6215,4.4821,5.1103,4.7224,4.7432,4.5244,5.0836,4.7739,4.9561,4.6079,5.5756,5.0145,5.3615,5.1775,5.7444,5.2501,5.32,4.6341
Overall Palay Production,1102500000,Davao Oriental,4.4783,4.285,4.6502,4.7831,4.5762,4.3932,4.703,4.7133,4.5816,4.3881,4.7456,4.7236,4.4039,4.4647,4.725,4.7983,4.5767,4.3585,4.6282,4.8733,4.5016,4.1955
Overall Palay Production,1108200000,Davao de Oro (Compostela Valley),4.4167,4.0253,4.3354,4.6848,4.2542,3.751,4.3427,4.5675,4.3969,4.0866,4.4927,4.599,4.2399,3.6486,4.5397,4.4594,4.394,4.0816,4.9117,4.3851,4.4133,4.7297
Overall Palay Production,1108600000,Davao Occidental,3.3486,3.6047,2.1407,2.5432,3.6197,2.6134,2.5583,2.8866,3.6477,2.8421,2.5704,2.7424,3.6421,2.8598,2.4744,2.9541,3.42,3.2678,2.5922,2.453,3.4517,3.1707
Overall Palay Production,1130700000,Davao City,,,,,,,,,,,,,,,,,,4.7649,4.8817,4.3349,4.0281,4.7896
Overall Palay Production,1204700000,Cotabato (North Cotabato),3.8205,3.7798,4.49,3.2242,3.3462,3.5436,4.5991,3.824,3.861,3.0121,4.1803,3.7889,3.984,2.5647,4.0824,3.705,3.879,2.9401,3.9738,3.5914,4.2293,3.4552
Overall Palay Production,1206300000,South Cotabato,3.4477,3.0048,4.0655,3.7528,3.5483,2.9731,3.7662,3.6099,3.607,3.3366,3.4891,3.7454,3.2548,2.9329,3.8688,3.7886,3.5114,3.1289,3.2193,3.7576,3.6429,3.3307
Overall Palay Production,1206500000,Sultan Kudarat,3.2346,3.0779,4.0607,3.5019,3.2086,3.0853,4.0632,3.3796,3.3442,3.2867,4.2274,3.672,3.2411,2.427,4.0302,3.6089,3.3331,2.8093,3.7243,3.598,3.3609,3.0101
Overall Palay Production,1208000000,Sarangani,3.5057,3.1771,3.3775,3.369,3.0736,3.252,3.1326,3.3003,3.069,3.17,3.2933,3.3022,2.8165,2.9984,3.33,3.5782,3.1756,3.1216,3.3615,3.557,2.8035,3.0132
Overall Palay Production,1400100000,Abra,4.3344,4.3033,3.7626,3.7551,4.4784,4.1879,3.731,3.2407,4.4797,4.1647,2.9902,3.2122,4.2289,3.2203,2.6928,3.087,4.3352,4.0682,2.735,3.21,4.331,4.0559
Overall Palay Production,1401100000,Benguet,3.4399,3.1244,4.0703,3.2225,3.7125,3.1842,3.8476,3.0608,3.7193,3.0446,3.0919,2.8827,2.8803,2.6376,2.8412,2.5963,3.2258,2.7275,2.8379,2.6404,2.9823,2.7099
Overall Palay Production,1402700000,Ifugao,3.5675,3.3318,3.0095,3.1628,3.2334,2.6727,2.1791,3.1332,3.2845,2.721,2.2759,3.262,2.7269,2.4363,2.2411,2.8526,4.1364,3.033,3.2341,3.0713,3.8041,2.4115
Overall Palay Production,1403200000,Kalinga,4.6454,4.492,5.2055,3.8664,4.6142,4.5674,4.6429,3.4527,4.6873,4.4065,4.0488,3.5895,4.4288,3.4551,5.0439,3.2285,4.629,4.9425,4.9097,4.7144,4.8267,4.8391
Overall Palay Production,1404400000,Mountain Province,2.8875,3.2993,3.3008,2.3882,2.6933,3.289,3.2982,2.3292,2.6812,3.1758,3.1152,2.399,2.7263,3.1624,3.0981,2.4037,2.8036,3.2135,3.2325,2.3786,2.8302,3.2011
Overall Palay Production,1408100000,Apayao,3.8298,3.6722,3.0621,2.9825,4.1874,3.4329,3.0399,2.8856,3.6005,3.983,2.3959,2.8545,4.2771,3.8588,2.8356,2.767,3.9103,3.7248,3.1518,3.0938,4.0647,3.9953
Overall Palay Production,1600200000,Agusan del Norte,3.4025,3.2203,3.0276,3.1311,3.1084,3.2852,3.4742,3.2351,3.3215,3.3422,3.5295,3.4027,3.3703,3.3579,3.5611,3.4265,3.4682,3.3834,3.5925,3.4463,3.5133,3.3783
Overall Palay Production,1600300000,Agusan del Sur,2.4341,3.384,3.2371,2.9279,2.4254,3.3068,3.3569,3.4556,3.4163,3.3387,3.3262,3.4557,3.3556,3.4136,3.4925,3.55,3.3392,3.4016,3.5665,3.4774,3.3665,3.5146
Overall Palay Production,1606700000,Surigao del Norte,3.438,3.3529,3.3977,3.3271,2.8117,3.1212,3.3307,3.3974,3.46,3.6786,3.2391,3.548,3.6043,3.6981,3.5357,3.5246,3.5494,3.6613,3.1773,3.4143,3.5931,3.4078
Overall Palay Production,1606800000,Surigao del Sur,2.6949,3.0281,3.2928,3.0381,3.1373,2.8856,3.3462,3.3396,2.6935,2.9484,3.5657,3.3135,3.2011,3.5127,3.7871,3.6902,3.2477,3.1521,3.2827,3.4985,3.1435,3.4071
Overall Palay Production,1608500000,Dinagat Islands,2.3497,2.2455,2.17,2.1254,1.939,2.1709,2.2437,2.486,2.0389,2.2488,2.2802,1.6347,2.1244,2.4924,2.5317,2.6018,2.1634,2.7044,2.5073,2.5283,2.5055,2.5329
Overall Palay Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,3.4738,3.3729
Overall Palay Production,1704000000,Marinduque,2.9899,2.9838,3.4301,3.1238,3.2087,3.4531,3.5545,3.0364,3.284,3.517,3.3737,2.8331,3.2245,3.1974,3.3746,3.2442,3.2606,3.6233,3.2309,3.6036,3.1317,3.504
Overall Palay Production,1705100000,Occidental Mindoro,4.7594,4.5633,4.5046,4.0986,4.5123,4.5017,4.5934,4.1059,5.081,4.3628,4.2624,4.1836,4.1366,4.2225,4.21,4.0277,4.6835,4.6718,4.4274,4.1661,4.1472,3.7411
Overall Palay Production,1705200000,Oriental Mindoro,3.9162,3.9005,4.0062,3.7967,3.9731,4.0421,3.8197,3.4067,3.8151,3.5879,3.4912,3.5453,3.6896,3.4194,3.3996,3.392,4.0062,3.3797,3.3243,3.3548,3.6013,3.3956
Overall Palay Production,1705300000,Palawan,3.9055,3.7189,4.0627,3.7542,3.8845,3.8212,4.1493,3.8123,3.924,3.8205,4.1897,3.8393,3.9055,3.7982,4.1648,3.8579,3.9527,3.8408,4.0619,3.9707,4.054,4.132
Overall Palay Production,1705900000,Romblon,3.603,3.3091,3.7655,3.6338,3.6522,3.7343,3.7461,3.7036,3.6439,3.5727,3.582,3.5275,3.1642,3.4904,3.6653,3.6234,3.6995,3.5153,3.7879,3.6849,3.4931,3.353
Overall Palay Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,4.3807,4.3431
Overall Palay Production,1804500000,Negros Occidental,3.5696,3.4845,4.022,3.7403,2.6399,3.3938,4.0072,3.7001,3.5209,3.4394,3.9963,3.7242,3.3007,3.2066,3.8795,3.7794,3.4221,3.555,3.3925,2.9739,3.5096,3.3988
Overall Palay Production,1804600000,Negros Oriental,2.8501,2.9622,2.756,2.6647,2.2911,2.6503,2.6788,2.6306,2.877,2.9248,3.1028,2.8569,2.2961,3.2881,3.381,2.9239,3.0603,3.7099,3.5465,3.1973,2.988,3.6503
Overall Palay Production,1806100000,Siquijor,4.7671,4.8833,3.513,3.2222,4.8289,4.6804,4.4487,3.5685,4.3721,3.2058,3.9797,3.0877,3.4356,3.1546,3.95,3.9832,3.4145,4.5074,4.7017,3.8042,3.5517,4.0759
Overall Palay Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,3.229,3.1443
Overall Palay Production,1900700000,Basilan,2.3884,2.504,1.3488,2.6129,2.4884,1.7555,2.9247,2.5833,2.1985,1.7119,2.5581,2.6774,2.1701,1.25,2.8621,2.75,2.9202,2.7931,2.8667,2.7692,2.8108,2.7955
Overall Palay Production,1903600000,Lanao del Sur,2.6208,2.6032,2.9322,3.0682,2.6761,2.6735,3.0074,3.0679,2.6978,2.6896,3.1165,3.0809,2.7004,2.6875,3.1288,3.1023,2.7124,2.6925,3.1315,3.1204,2.712,2.7068
Overall Palay Production,1907000000,Tawi-Tawi,,,2.315,2.1429,,,2.3969,2.4,,,2.0991,2.0714,,,1.8966,2.0294,,,2.0762,2.0339,,
Overall Palay Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,3.6518,3.4045,4.239,3.5494,3.8011,3.6624,4.3449,3.6945,3.8791,3.6108
Overall Palay Production,1908800000,Maguindanao del Sur,4.59,3.2042,3.7159,3.4434,3.7688,3.4096,3.853,3.3821,3.7579,3.5126,4.2346,3.4373,3.8093,3.4139,4.3689,3.5961,3.9102,3.7765,4.5005,3.7327,4.0103,3.7436
