Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1
Overall Jute Mallow Production,0500500000,Albay,,,,,,0.01,,0.58,,,
Overall Jute Mallow Production,0501600000,Camarines Norte,,,,,,0.01,,,,,
Overall Jute Mallow Production,0501700000,Camarines Sur,,,,,,,0.02,0.47,,,0.09
Overall Jute Mallow Production,0502000000,Catanduanes,,,,,,,,0.1,,0.11,0.08
Overall Jute Mallow Production,0504100000,Masbate,,,,,,,,,,,
Overall Jute Mallow Production,0506200000,Sorsogon,,,,,,,0.02,,0.02,,
Overall Jute Mallow Production,0600400000,Aklan,27.33,20.94,27.2,21.14,26.54,21.61,27.02,21.41,26.77,16.52,14.81
Overall Jute Mallow Production,0600600000,Antique,48.75,89.08,50.88,89.93,54.03,85.44,50.41,84.06,51.8,67.39,34.53
Overall Jute Mallow Production,0601900000,Capiz,29.04,30.8,27.3,27.0,28.29,13.15,26.59,26.25,28.26,25.65,13.91
Overall Jute Mallow Production,0603000000,Iloilo,290.0,350.0,298.0,370.0,308.0,388.43,279.5,352.48,294.72,454.57,161.16
Overall Jute Mallow Production,0607900000,Guimaras,21.17,41.92,26.26,53.34,30.55,50.96,25.59,59.85,29.09,68.76,15.8
Overall Jute Mallow Production,0701200000,Bohol,,,,,,0.76,2.64,0.78,2.58,0.57,0.66
Overall Jute Mallow Production,0702200000,Cebu,5.5,6.97,5.0,7.8,4.9,6.73,4.27,6.31,4.79,5.81,2.47
Overall Jute Mallow Production,0802600000,Eastern Samar,0.01,0.05,0.02,0.07,0.03,0.56,0.23,0.55,0.23,0.38,0.18
Overall Jute Mallow Production,0803700000,Leyte,0.38,0.35,0.41,0.33,0.51,0.3,0.07,0.32,0.93,0.33,0.08
Overall Jute Mallow Production,0804800000,Northern Samar,0.82,1.13,0.84,1.15,0.86,1.14,0.86,0.62,,,
Overall Jute Mallow Production,0806000000,Samar (Western Samar),2.72,3.91,3.61,4.96,4.26,,3.08,0.07,3.35,1.12,2.3
Overall Jute Mallow Production,0806400000,Southern Leyte,,,,,,,0.78,0.91,0.71,0.99,0.38
Overall Jute Mallow Production,0807800000,Biliran,0.22,0.1,0.16,0.13,0.15,0.29,0.14,0.14,0.18,0.14,0.06
Overall Jute Mallow Production,0906600000,,,,,,,,,,,,
Overall Jute Mallow Production,0907200000,Zamboanga del Norte,0.81,1.48,0.64,1.23,0.6,3.51,0.54,3.75,0.59,3.63,0.19
Overall Jute Mallow Production,0907300000,Zamboanga del Sur,10.23,10.87,10.42,11.22,17.94,21.12,15.3,20.8,11.08,9.26,4.7
Overall Jute Mallow Production,0907400000,Zamboanga City,6.97,10.85,7.55,11.11,,,,,3.18,4.42,2.71
Overall Jute Mallow Production,0908300000,Zamboanga Sibugay,0.93,0.91,0.91,0.81,0.84,0.83,0.87,0.82,0.88,0.91,0.17
Overall Jute Mallow Production,1001300000,Bukidnon,3.52,12.1,2.47,10.0,2.85,4.62,2.36,4.85,2.35,4.48,0.66
Overall Jute Mallow Production,1001800000,Camiguin,1.82,0.75,2.28,0.81,3.13,2.2,2.43,2.03,2.52,2.76,1.25
Overall Jute Mallow Production,1003500000,Lanao del Norte,9.9,39.55,9.76,38.42,10.4,37.45,10.25,38.93,10.45,39.44,0.49
Overall Jute Mallow Production,1004200000,Misamis Occidental,0.28,0.91,0.22,0.95,0.21,1.0,0.21,1.01,1.26,1.04,1.16
Overall Jute Mallow Production,1004300000,Misamis Oriental,5.54,18.76,6.06,19.95,7.22,18.8,6.67,96.28,6.71,97.48,2.09
Overall Jute Mallow Production,1102300000,Davao del Norte,12.43,16.33,12.65,16.4,12.55,17.54,12.27,17.67,12.8,17.54,2.79
Overall Jute Mallow Production,1102400000,Davao del Sur,9.74,25.65,9.91,25.25,20.03,54.98,19.52,55.55,14.83,23.03,4.49
Overall Jute Mallow Production,1102500000,Davao Oriental,8.46,1.76,0.92,1.71,0.96,1.59,0.9,1.37,0.86,1.2,0.49
Overall Jute Mallow Production,1108200000,Davao de Oro (Compostela Valley),4.03,6.32,3.87,6.29,4.69,7.69,6.06,7.71,6.28,7.75,3.66
Overall Jute Mallow Production,1108600000,Davao Occidental,0.6,0.67,0.6,0.36,0.6,0.33,0.54,0.32,0.58,0.32,0.29
Overall Jute Mallow Production,1130700000,Davao City,10.29,32.97,10.11,31.44,,,,,5.52,26.24,6.5
Overall Jute Mallow Production,1204700000,Cotabato (North Cotabato),8.16,27.65,8.19,27.63,8.23,22.67,5.31,26.17,6.83,15.8,1.93
Overall Jute Mallow Production,1206300000,South Cotabato,6.0,10.9,6.25,13.87,6.58,15.26,3.03,14.65,3.59,22.38,2.17
Overall Jute Mallow Production,1206500000,Sultan Kudarat,12.01,13.87,12.0,13.87,12.01,14.05,10.24,14.96,10.77,14.93,4.59
Overall Jute Mallow Production,1208000000,Sarangani,2.8,24.95,2.83,25.09,2.87,46.21,2.92,51.26,3.25,51.18,1.2
Overall Jute Mallow Production,1400100000,Abra,5.26,1.54,5.33,1.56,5.18,4.74,2.06,6.33,3.98,23.59,0.45
Overall Jute Mallow Production,1401100000,Benguet,,,,,,,,,,,
Overall Jute Mallow Production,1402700000,Ifugao,,,,,,,,,,0.09,0.84
Overall Jute Mallow Production,1403200000,Kalinga,0.29,2.18,0.28,2.11,0.3,2.1,0.23,4.94,0.3,3.99,
Overall Jute Mallow Production,1404400000,Mountain Province,,,,,,,,,,,
Overall Jute Mallow Production,1408100000,Apayao,,,,,,,,1.19,0.75,1.25,0.56
Overall Jute Mallow Production,1600200000,Agusan del Norte,0.08,0.05,0.67,0.06,0.33,0.16,0.08,0.16,0.08,0.16,0.09
Overall Jute Mallow Production,1600300000,Agusan del Sur,0.47,1.18,0.49,1.21,0.62,1.27,0.48,1.33,3.16,1.99,2.83
Overall Jute Mallow Production,1606700000,Surigao del Norte,0.04,0.14,0.03,0.16,0.02,1.18,0.31,0.52,0.36,0.02,0.04
Overall Jute Mallow Production,1606800000,Surigao del Sur,0.12,0.36,0.12,0.39,0.12,1.58,3.9,1.36,0.26,0.36,1.4
Overall Jute Mallow Production,1608500000,Dinagat Islands,0.04,0.25,0.06,0.37,0.06,0.14,0.28,0.32,1.2,0.47,0.52
Overall Jute Mallow Production,1630400000,Butuan City,,,,,,,,,,,0.04
Overall Jute Mallow Production,1704000000,Marinduque,,,,,,,,,,,
Overall Jute Mallow Production,1705100000,Occidental Mindoro,,,,,,,,,0.12,,
Overall Jute Mallow Production,1705200000,Oriental Mindoro,0.28,,0.25,,0.23,0.63,0.27,0.65,0.3,0.63,0.14
Overall Jute Mallow Production,1705300000,Palawan,1.92,1.47,1.71,1.58,1.77,1.1,1.76,1.18,1.81,1.12,0.75
Overall Jute Mallow Production,1705900000,Romblon,0.78,1.17,0.73,1.15,1.12,0.55,0.94,1.01,0.98,1.1,0.55
Overall Jute Mallow Production,1731500000,Puerto Princesa City,,,,,,,,,,,0.19
Overall Jute Mallow Production,1804500000,Negros Occidental,55.57,43.46,57.34,51.22,70.86,63.75,61.25,56.47,60.0,57.14,15.36
Overall Jute Mallow Production,1804600000,Negros Oriental,0.31,1.1,0.3,0.8,0.35,1.1,0.37,1.1,0.39,1.08,0.24
Overall Jute Mallow Production,1806100000,Siquijor,0.06,0.24,0.07,0.27,0.06,0.23,,0.26,0.33,0.62,0.21
Overall Jute Mallow Production,1830200000,Bacolod City,,,,,,,,,,,
Overall Jute Mallow Production,1900700000,Basilan,,,,,,,,1.8,,,
Overall Jute Mallow Production,1903600000,Lanao del Sur,33.04,25.2,33.0,26.2,33.0,876.06,15.02,338.6,32.47,317.8,15.67
Overall Jute Mallow Production,1907000000,Tawi-Tawi,,,,,,,,,,,
Overall Jute Mallow Production,1908700000,Maguindanao del Norte,,,,,,,,,5.4,8.4,4.0
Overall Jute Mallow Production,1908800000,Maguindanao del Sur,6.8,5.3,7.14,5.42,5.93,5.5,5.77,12.26,2.35,,8.96
