Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1
Overall Corn Production,0402100000,Cavite,146.25,535.93,181.89,371.0,167.0,415.46,136.83,493.44,221.75,456.92,248.0
Overall Corn Production,0403400000,Laguna,716.9,483.1,899.0,513.0,655.0,778.0,638.62,766.77,1130.82,651.02,575.13
Overall Corn Production,0405600000,Quezon,7305.0,9850.0,6566.0,8382.0,5532.0,7082.0,4881.47,5374.52,5955.0,5566.0,5015.0
Overall Corn Production,0405800000,Rizal,213.0,297.0,195.0,267.0,286.0,229.0,204.72,222.53,210.65,141.2,420.18
Overall Corn Production,0500500000,Albay,12844.0,7855.0,12836.0,6579.0,11689.0,5655.0,7720.0,6100.0,6071.0,5464.0,4553.0
Overall Corn Production,0501600000,Camarines Norte,666.0,363.0,579.0,425.13,624.0,560.0,621.35,421.1,281.48,455.28,262.0
Overall Corn Production,0501700000,Camarines Sur,25174.0,22664.0,23752.0,22716.0,23587.0,22426.0,23500.0,22517.0,23595.0,22530.0,23695.0
Overall Corn Production,0502000000,Catanduanes,146.38,265.49,54.92,55.76,11.06,16.4,5.28,12.0,22.12,10.93,18.27
Overall Corn Production,0504100000,Masbate,20047.0,18675.0,20241.0,17526.0,20561.0,17628.0,20407.0,14917.0,18954.0,6988.0,4161.0
Overall Corn Production,0506200000,Sorsogon,96.0,134.0,99.0,110.0,87.0,105.0,82.0,101.0,72.0,90.3,70.0
Overall Corn Production,0600400000,Aklan,659.0,708.0,602.64,611.98,577.7,592.0,249.0,176.0,248.0,144.45,134.0
Overall Corn Production,0600600000,Antique,1636.0,533.9,1626.0,593.54,1824.0,578.0,1424.0,211.0,1512.0,767.0,1636.0
Overall Corn Production,0601900000,Capiz,7173.0,7767.0,8019.0,7456.0,8166.0,7297.0,8406.0,7475.0,7432.0,9488.5,7395.0
Overall Corn Production,0603000000,Iloilo,12596.0,13597.0,12961.0,11175.0,13582.0,12274.0,11009.0,10738.0,11365.4,13344.31,11634.14
Overall Corn Production,0607900000,Guimaras,89.0,564.0,102.66,521.0,136.0,338.0,165.0,265.0,215.0,321.0,175.0
Overall Corn Production,0701200000,Bohol,2204.0,8052.0,596.0,5531.0,894.0,7261.0,1281.0,7308.0,1471.0,6259.0,803.0
Overall Corn Production,0702200000,Cebu,11171.0,43658.0,9968.0,51007.0,10144.0,49505.0,9025.0,47829.0,10009.0,48770.42,9079.0
Overall Corn Production,0802600000,Eastern Samar,112.0,78.0,115.81,81.14,95.0,70.0,95.0,68.0,88.0,14.0,74.0
Overall Corn Production,0803700000,Leyte,12601.0,16367.0,13183.0,13496.0,12241.0,13575.0,9711.0,13570.0,9734.0,13335.0,9720.0
Overall Corn Production,0804800000,Northern Samar,3474.0,4082.2,3409.0,4088.0,3320.0,4083.0,3255.0,4103.0,3249.0,4101.0,3133.0
Overall Corn Production,0806000000,Samar (Western Samar),3239.0,2964.0,3349.0,2916.8,3361.0,2924.0,4924.63,3111.0,5052.79,2662.0,4071.0
Overall Corn Production,0806400000,Southern Leyte,299.66,1257.33,198.47,1203.0,165.0,762.0,129.0,438.0,125.0,368.0,126.0
Overall Corn Production,0807800000,Biliran,221.0,259.0,240.9,257.21,238.0,257.5,238.0,259.0,237.0,252.0,214.2
Overall Corn Production,0906600000,Sulu,520.0,969.0,589.84,272.0,355.0,260.0,136.0,241.0,177.0,187.0,193.0
Overall Corn Production,0907200000,Zamboanga del Norte,8717.4,30137.0,12341.37,22998.56,11977.0,19466.93,10125.0,24760.89,12546.25,23618.0,11259.5
Overall Corn Production,0907300000,Zamboanga del Sur,25393.0,49816.0,28172.38,43531.71,29344.82,46333.5,27205.44,44924.26,27600.45,42956.49,28182.12
Overall Corn Production,0907400000,Zamboanga City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,2912.0,2419.93
Overall Corn Production,0908300000,Zamboanga Sibugay,4193.0,7768.5,3961.0,7917.35,4470.93,6677.38,4252.08,6869.17,3661.46,6601.07,3835.42
Overall Corn Production,1001300000,Bukidnon,71152.23,138226.23,72604.27,142288.0,73632.0,145404.0,72237.0,149418.0,76208.0,145631.75,76564.04
Overall Corn Production,1001800000,Camiguin,167.0,156.0,121.75,170.68,99.0,132.0,41.5,51.5,33.9,80.0,59.0
Overall Corn Production,1003500000,Lanao del Norte,23333.0,79081.0,23640.0,78883.7,23182.0,78708.0,26499.1,76643.9,27213.0,78379.0,27238.57
Overall Corn Production,1004200000,Misamis Occidental,6403.5,20483.0,5824.0,19900.0,5800.0,19190.0,4570.0,15937.0,3590.0,12870.0,2920.24
Overall Corn Production,1004300000,Misamis Oriental,15982.0,29881.0,16026.57,30763.0,14128.0,27657.0,12406.0,27185.0,7462.2,28950.0,20508.0
Overall Corn Production,1102300000,Davao del Norte,10120.0,14048.0,11578.0,14102.0,11565.32,14010.46,12075.7,15880.94,12396.46,16039.42,12374.0
Overall Corn Production,1102400000,Davao del Sur,18520.0,17743.0,19389.0,18206.0,19124.0,18148.25,18132.32,17744.0,16187.92,11939.0,15562.0
Overall Corn Production,1102500000,Davao Oriental,17339.0,29913.0,16785.0,29367.0,16866.0,29147.0,17396.0,29769.0,16793.0,29796.0,16238.0
Overall Corn Production,1108200000,Davao de Oro (Compostela Valley),16234.0,22182.0,16254.0,21605.0,15407.0,22324.0,14815.38,18277.0,13407.0,17383.0,12892.0
Overall Corn Production,1108600000,Davao Occidental,13390.0,15806.0,13293.0,15433.0,14115.77,15567.08,14016.42,17178.85,14983.36,16540.94,15364.0
Overall Corn Production,1130700000,Davao City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553.83,5247.0,4938.0
Overall Corn Production,1204700000,Cotabato (North Cotabato),39993.0,69036.0,38104.0,66344.0,37999.0,66578.0,35611.0,65687.0,36764.0,65754.0,36653.0
Overall Corn Production,1206300000,South Cotabato,49601.0,81957.0,45852.0,80112.0,45468.0,85998.0,38644.0,86621.0,41754.0,85166.0,42751.0
Overall Corn Production,1206500000,Sultan Kudarat,34954.0,54008.0,31822.0,54424.0,30266.0,53467.0,29571.0,53584.0,30633.0,54199.0,30003.0
Overall Corn Production,1208000000,Sarangani,18194.0,49620.0,16524.57,45638.39,16505.0,46213.09,9276.96,46779.96,13403.45,46619.78,12824.0
Overall Corn Production,1400100000,Abra,1253.0,5077.0,1253.0,5077.0,1253.0,5077.0,1251.07,5077.0,1251.0,5077.0,1251.0
Overall Corn Production,1401100000,Benguet,122.0,58.0,122.0,57.15,115.0,56.0,96.75,56.0,97.0,75.0,96.5
Overall Corn Production,1402700000,Ifugao,10978.0,12820.01,7438.63,9795.0,7726.31,9795.0,7725.83,9695.72,7233.71,9152.5,6592.64
Overall Corn Production,1403200000,Kalinga,8868.25,6906.0,8868.0,6877.0,8768.0,6742.0,8802.0,7164.0,8831.0,7169.0,8658.0
Overall Corn Production,1404400000,Mountain Province,2942.0,4203.0,2942.0,3711.87,2942.0,3712.0,2519.01,3712.0,2942.0,3664.27,2905.0
Overall Corn Production,1408100000,Apayao,4246.0,2869.0,4244.0,3123.42,4012.47,957.71,3302.48,1602.16,2442.49,1861.34,3257.47
Overall Corn Production,1600200000,Agusan del Norte,1599.0,3539.0,1610.0,3530.0,1522.0,3616.0,1560.0,3636.0,1572.0,3648.0,1075.0
Overall Corn Production,1600300000,Agusan del Sur,3918.0,25772.0,3263.0,15575.0,5892.0,19885.0,3984.0,20645.0,3799.0,20695.0,3835.0
Overall Corn Production,1606700000,Surigao del Norte,215.0,666.0,228.34,667.0,255.0,706.0,275.0,711.0,289.0,751.0,309.0
Overall Corn Production,1606800000,Surigao del Sur,293.0,4761.0,357.6,4970.0,314.0,4603.0,294.0,4902.0,460.0,4546.0,481.0
Overall Corn Production,1608500000,Dinagat Islands,89.0,81.0,48.0,88.9,61.0,73.0,66.0,88.0,76.0,78.0,65.0
Overall Corn Production,1630400000,Butuan City,,,,,,,,,,,499.0
Overall Corn Production,1704000000,Marinduque,93.0,267.0,134.66,290.0,281.0,201.0,276.0,203.0,273.0,229.92,235.4
Overall Corn Production,1705100000,Occidental Mindoro,15390.0,3724.0,15989.0,5826.0,15516.5,4727.48,14056.92,4227.73,14115.74,3504.07,14583.26
Overall Corn Production,1705200000,Oriental Mindoro,394.0,1271.0,395.27,1074.0,568.26,930.0,511.6,1086.59,530.0,936.95,696.11
Overall Corn Production,1705300000,Palawan,2228.0,4187.0,2139.88,4058.0,2193.0,3885.0,2237.0,3885.0,2266.0,3656.06,2389.67
Overall Corn Production,1705900000,Romblon,222.0,455.0,355.0,357.0,198.0,362.0,256.4,229.0,289.0,228.0,199.39
Overall Corn Production,1731500000,Puerto Princesa City,,,,,,,,,,,256.3
Overall Corn Production,1804500000,Negros Occidental,22633.0,46250.0,22583.0,45720.0,22730.0,36577.0,18446.0,15921.64,12469.0,14508.0,7720.0
Overall Corn Production,1804600000,Negros Oriental,12315.0,44744.0,11709.0,41760.0,12432.0,43475.0,12420.0,37132.0,12917.0,40410.0,12009.0
Overall Corn Production,1806100000,Siquijor,961.0,3888.0,800.99,2146.0,183.0,2263.0,180.0,786.0,117.0,747.0,366.0
Overall Corn Production,1830200000,Bacolod City,,,,,,,,,,,4.0
Overall Corn Production,1900700000,Basilan,200.0,182.0,298.09,255.0,185.0,180.0,110.0,200.0,105.0,140.0,85.0
Overall Corn Production,1903600000,Lanao del Sur,56044.5,118798.0,55958.0,118782.5,55856.2,118782.3,55952.7,118782.3,55944.7,118783.0,55945.0
Overall Corn Production,1907000000,Tawi-Tawi,490.0,429.0,490.0,429.0,496.0,429.0,496.0,390.0,196.0,410.0,366.0
Overall Corn Production,1908700000,Maguindanao del Norte,,,,,,,40920.04,36278.92,40920.04,36278.92,40920.04
Overall Corn Production,1908800000,Maguindanao del Sur,92153.44,81143.25,94456.1,81143.25,94306.39,80616.73,53385.36,44339.34,53385.36,44339.34,53385.36
