Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Ube Production,0501700000,Camarines Sur,1.54,0.18,,,1.86,0.23,,,1.5,0.23,,,0.43,0.93,,,27.07,0.94,5.05,0.04,0.06
Overall Ube Production,0502000000,Catanduanes,0.03,0.35,0.2,0.49,0.05,0.55,0.29,0.34,0.06,0.41,0.29,,0.07,0.43,0.2,0.32,,0.25,0.26,,0.05
Overall Ube Production,0504100000,Masbate,13.85,3.51,15.95,36.04,13.86,3.52,15.94,36.03,13.87,3.51,15.96,,23.95,3.48,13.0,,17.29,4.6,,,17.23
Overall Ube Production,0506200000,Sorsogon,6.33,5.46,0.29,0.15,4.58,5.18,0.27,0.12,3.12,6.4,,2.35,2.81,4.48,,0.03,0.04,2.85,,0.16,0.02
Overall Ube Production,0600400000,Aklan,42.12,32.07,36.8,38.2,40.86,30.5,33.6,37.92,39.0,28.69,36.11,40.75,40.66,27.81,35.5,38.95,38.86,22.77,29.07,38.95,38.25
Overall Ube Production,0600600000,Antique,35.01,9.75,4.02,34.95,33.13,9.54,6.21,33.66,32.22,9.48,5.76,35.25,35.17,9.76,6.02,37.43,33.95,9.75,,37.44,163.16
Overall Ube Production,0601900000,Capiz,10.9,10.02,9.07,11.33,10.07,9.26,9.96,8.44,8.86,8.14,9.63,7.54,8.9,8.3,8.2,6.42,8.65,8.25,7.95,6.22,8.38
Overall Ube Production,0603000000,Iloilo,71.0,28.0,0.65,12.8,69.0,26.0,0.52,11.2,66.0,24.0,0.66,14.22,83.8,23.0,0.63,13.57,79.2,22.0,1.26,13.83,73.94
Overall Ube Production,0607900000,Guimaras,12.0,11.5,7.5,12.44,13.17,12.5,8.5,12.55,12.16,14.2,6.5,12.6,13.13,15.0,6.0,15.98,15.85,15.4,6.15,16.38,16.96
Overall Ube Production,0701200000,Bohol,2351.15,,,2474.72,1794.05,,,2228.68,1315.09,,,2231.68,2300.0,13.28,,2450.0,1373.9,0.27,12.06,2545.0,1826.84
Overall Ube Production,0702200000,Cebu,85.0,4.0,15.0,105.0,83.0,3.5,13.0,100.0,80.0,3.92,11.46,105.0,78.0,3.89,10.41,103.75,75.0,2.36,3.3,104.35,67.86
Overall Ube Production,0802600000,Eastern Samar,3.0,1.67,14.0,2.57,3.72,1.67,13.9,3.3,5.33,1.68,11.5,6.25,6.1,1.72,13.13,5.94,7.06,,10.33,5.16,6.16
Overall Ube Production,0803700000,Leyte,3.5,5.21,131.75,236.1,2.15,4.83,158.43,235.89,2.0,5.16,158.33,235.85,2.03,11.81,155.0,230.4,2.04,11.2,150.0,225.4,2.03
Overall Ube Production,0804800000,Northern Samar,8.03,3.45,7.1,3.79,8.05,3.75,7.12,3.81,8.82,4.0,7.14,3.79,,3.5,7.16,3.95,8.5,,,3.6,
Overall Ube Production,0806000000,Samar (Western Samar),23.48,19.93,19.25,21.48,24.74,26.97,20.88,23.08,25.15,32.05,,23.84,21.86,30.53,,21.51,20.2,31.28,,,27.0
Overall Ube Production,0806400000,Southern Leyte,4.1,2.38,1.94,2.3,3.35,1.8,1.75,2.4,4.78,2.1,2.0,2.52,5.43,2.2,1.73,3.0,4.95,2.65,0.08,2.63,3.39
Overall Ube Production,0807800000,Biliran,16.0,30.0,24.0,19.5,14.83,29.03,19.88,22.0,11.33,26.9,18.07,22.22,14.28,24.45,17.01,20.21,13.48,22.4,,,12.53
Overall Ube Production,0906600000,,,,,,,,,,,,,,,,,,,,,,
Overall Ube Production,0907200000,Zamboanga del Norte,3.5,1.25,9.5,7.92,3.91,0.79,9.7,8.22,3.18,0.75,9.55,9.38,3.67,1.04,2.36,8.51,3.59,0.86,2.04,8.7,3.48
Overall Ube Production,0907300000,Zamboanga del Sur,18.13,17.01,47.81,55.08,17.93,17.38,46.18,56.07,41.06,53.23,53.1,,35.12,49.1,56.64,57.9,32.5,17.79,24.71,16.08,15.2
Overall Ube Production,0907400000,Zamboanga City,23.91,37.36,14.26,16.3,27.74,36.03,14.0,17.36,,,,,,,,,,36.24,15.28,16.04,17.24
Overall Ube Production,0908300000,Zamboanga Sibugay,4.47,14.61,14.95,12.4,4.11,13.84,11.96,12.85,3.61,12.56,12.38,14.52,3.65,11.95,11.99,14.52,3.85,12.21,10.64,13.13,3.94
Overall Ube Production,1001300000,Bukidnon,4.0,11.0,4.19,10.0,4.0,11.25,4.0,10.5,3.8,11.08,4.52,11.0,3.7,9.0,4.3,10.0,3.95,10.63,4.35,10.2,3.82
Overall Ube Production,1001800000,Camiguin,11.39,1.27,0.28,28.78,9.9,2.72,0.54,51.64,13.65,4.05,0.4,35.0,11.28,3.65,0.5,33.25,12.25,8.2,0.97,38.09,11.69
Overall Ube Production,1003500000,Lanao del Norte,220.0,155.5,71.35,289.0,218.0,160.0,70.0,290.0,221.0,161.25,67.85,297.0,220.0,160.0,69.0,299.0,205.46,159.9,72.0,290.0,215.49
Overall Ube Production,1004200000,Misamis Occidental,53.2,8.8,68.0,16.9,54.17,8.32,65.0,18.2,55.0,9.33,63.0,16.98,53.35,9.52,60.8,16.51,50.9,9.69,61.99,17.23,50.24
Overall Ube Production,1004300000,Misamis Oriental,18.5,33.0,23.2,35.0,19.0,33.38,31.64,54.09,23.1,37.77,35.41,60.0,,36.02,29.73,52.27,18.0,37.15,30.0,51.1,17.57
Overall Ube Production,1102300000,Davao del Norte,5.98,16.24,14.58,7.54,5.87,16.84,14.27,8.53,5.47,17.16,14.04,8.22,5.69,16.66,14.14,8.34,5.26,16.15,14.04,8.22,5.48
Overall Ube Production,1102400000,Davao del Sur,19.53,36.97,46.74,57.61,18.9,36.6,45.41,56.1,44.62,40.8,45.68,57.52,43.15,41.52,46.95,55.16,44.15,37.38,43.97,48.2,38.23
Overall Ube Production,1102500000,Davao Oriental,,,,,,,,,,,,,,,,,,,,0.36,
Overall Ube Production,1108200000,Davao de Oro (Compostela Valley),4.88,10.09,22.73,14.82,4.72,5.95,20.18,16.69,4.65,5.68,20.0,15.45,4.48,5.52,15.56,14.92,4.65,5.35,15.02,14.41,4.51
Overall Ube Production,1108600000,Davao Occidental,0.95,0.98,0.85,,0.96,0.98,0.9,,0.94,0.99,0.7,,0.95,0.97,0.64,,0.94,0.96,0.58,,0.93
Overall Ube Production,1130700000,Davao City,26.88,4.0,2.15,22.1,26.34,4.15,2.15,22.1,,,,,,,,,,3.64,2.1,2.0,3.92
Overall Ube Production,1204700000,Cotabato (North Cotabato),3.81,6.1,30.45,44.22,3.4,3.05,23.69,33.96,3.04,1.88,20.5,28.82,0.73,1.82,11.71,18.17,1.25,1.54,6.63,12.4,1.24
Overall Ube Production,1206300000,South Cotabato,14.65,19.0,13.25,28.5,15.35,21.2,14.25,30.0,24.41,23.1,,49.56,20.19,15.83,12.35,35.16,,3.96,37.84,45.93,
Overall Ube Production,1206500000,Sultan Kudarat,8.38,7.19,5.28,10.85,8.19,6.98,5.28,10.76,8.46,7.05,5.4,11.2,8.34,6.58,5.32,10.98,8.88,6.87,5.33,12.2,8.45
Overall Ube Production,1208000000,Sarangani,3.4,3.93,13.45,1.55,3.42,3.95,13.6,1.58,3.42,3.96,12.0,1.15,3.0,4.21,13.5,1.2,3.01,4.25,13.0,1.22,3.14
Overall Ube Production,1400100000,Abra,,,,,,,,,,,,,,,,6.0,1.19,0.41,,,
Overall Ube Production,1401100000,Benguet,87.96,31.85,5.75,44.87,105.43,50.0,6.5,43.92,81.37,37.27,,49.19,75.0,45.0,,53.0,76.0,50.0,,54.04,
Overall Ube Production,1402700000,Ifugao,,,,,,,,,,,,,,,,,,,,,
Overall Ube Production,1403200000,Kalinga,3.04,1.07,4.0,7.73,4.03,1.25,4.95,8.92,4.15,1.77,4.59,9.63,4.3,1.5,4.5,9.5,4.1,1.9,4.3,,
Overall Ube Production,1404400000,Mountain Province,,,,,,,,,,,,,,,,,,,,,
Overall Ube Production,1408100000,Apayao,5.02,10.99,,,6.83,11.69,,,7.07,10.49,,,7.2,11.0,1.0,,8.72,10.45,0.8,,7.66
Overall Ube Production,1600200000,Agusan del Norte,1.65,0.96,1.1,1.95,1.15,0.98,1.78,1.8,1.0,0.97,1.55,1.87,1.08,0.9,1.39,1.89,1.15,0.92,1.45,1.85,0.76
Overall Ube Production,1600300000,Agusan del Sur,0.78,0.52,0.56,1.15,0.72,0.45,0.6,1.25,0.77,0.79,0.5,0.5,0.6,0.5,0.45,0.45,0.3,0.55,0.42,0.41,0.43
Overall Ube Production,1606700000,Surigao del Norte,0.24,0.42,0.22,0.35,0.1,,0.04,0.25,0.07,,,,0.01,,,0.23,0.33,,1.26,0.38,
Overall Ube Production,1606800000,Surigao del Sur,1.4,2.4,9.6,12.0,1.56,2.5,12.0,11.8,1.0,3.5,,,0.8,3.2,,,,,0.21,0.25,0.47
Overall Ube Production,1608500000,Dinagat Islands,0.08,0.8,0.07,3.4,0.05,0.8,,1.13,0.52,,,,,0.32,0.71,1.07,0.05,0.07,0.06,1.02,0.26
Overall Ube Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,0.39
Overall Ube Production,1704000000,Marinduque,1.45,23.07,,25.96,1.41,28.69,,20.19,1.57,30.12,,26.25,2.01,31.25,,21.56,1.47,27.11,,22.67,1.42
Overall Ube Production,1705100000,Occidental Mindoro,45.6,49.1,13.56,87.33,50.95,48.45,20.51,107.73,58.3,47.91,15.64,48.85,2.85,49.82,13.21,46.66,38.63,49.31,10.9,35.76,35.7
Overall Ube Production,1705200000,Oriental Mindoro,0.59,2.17,0.5,4.57,0.69,1.37,0.49,4.12,0.65,1.42,0.66,3.96,0.75,1.4,0.65,3.69,0.8,1.32,0.86,3.15,0.6
Overall Ube Production,1705300000,Palawan,28.26,73.75,43.14,95.9,26.84,63.24,54.95,115.3,42.14,91.67,50.0,,41.27,89.63,48.61,,40.02,85.15,,,38.13
Overall Ube Production,1705900000,Romblon,75.45,48.88,,54.75,85.39,44.06,,60.6,78.07,44.06,0.17,63.63,62.46,40.09,0.16,59.66,66.69,37.88,0.17,63.32,58.44
Overall Ube Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,
Overall Ube Production,1804500000,Negros Occidental,38.66,47.12,27.58,115.0,30.0,64.18,28.83,121.0,38.57,76.74,34.47,95.0,35.74,62.68,30.29,110.0,36.0,61.0,65.0,108.67,35.18
Overall Ube Production,1804600000,Negros Oriental,57.0,19.74,0.22,151.48,55.0,23.2,0.2,176.86,65.76,24.21,0.18,156.0,59.23,22.38,0.2,145.0,60.0,22.5,0.2,144.0,61.66
Overall Ube Production,1806100000,Siquijor,2.09,0.38,0.43,3.2,1.6,0.2,0.47,3.22,1.97,0.24,0.31,0.15,1.33,0.15,0.18,0.17,0.72,0.25,0.21,0.21,0.17
Overall Ube Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,
Overall Ube Production,1900700000,Basilan,,,,,,,,,,,,,,,,,,,,,
Overall Ube Production,1903600000,Lanao del Sur,47.67,6.55,55.0,62.4,47.53,6.46,54.8,62.45,47.35,6.39,53.1,237.5,48.0,6.2,45.8,344.24,47.24,6.35,43.18,338.5,46.87
Overall Ube Production,1907000000,Tawi-Tawi,,,,,,,,,,,,,,,,,,,,,
Overall Ube Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,3.3,3.3,6.27,6.5,6.0
Overall Ube Production,1908800000,Maguindanao del Sur,36.1,2.2,13.0,125.0,36.8,2.55,12.9,125.5,36.8,2.98,13.0,126.0,,,10.6,5.2,3.2,3.4,5.12,5.5,5.0
