Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2
Overall Bottle Gourd Production,1600300000,Agusan del Sur,358.85,396.51,370.77,396.27,286.15,355.62,203.43,339.2,213.0,351.8
Overall Bottle Gourd Production,1606700000,Surigao del Norte,15.41,23.28,17.63,29.28,13.71,9.36,9.4,5.28,4.31,18.82
Overall Bottle Gourd Production,1606800000,Surigao del Sur,43.7,66.99,50.7,72.15,55.53,11.85,51.6,0.73,1.13,4.18
Overall Bottle Gourd Production,1608500000,Dinagat Islands,7.01,5.18,5.65,3.59,15.77,2.03,6.1,0.73,3.47,7.31
Overall Bottle Gourd Production,1630400000,Butuan City,,,,,,,,,,
Overall Bottle Gourd Production,1704000000,Marinduque,199.79,56.32,267.44,47.94,328.35,38.91,164.0,28.8,142.19,19.5
Overall Bottle Gourd Production,1705100000,Occidental Mindoro,103.47,23.18,104.07,14.72,117.85,19.93,65.47,19.24,60.81,20.31
Overall Bottle Gourd Production,1705200000,Oriental Mindoro,58.96,59.29,50.87,47.39,131.34,49.64,168.87,45.68,174.54,49.03
Overall Bottle Gourd Production,1705300000,Palawan,157.06,58.22,150.72,48.53,175.97,40.03,167.98,38.45,156.6,45.19
Overall Bottle Gourd Production,1705900000,Romblon,57.74,13.91,61.11,15.43,48.03,17.87,34.96,20.05,41.04,17.99
Overall Bottle Gourd Production,1731500000,Puerto Princesa City,,,,,,,,,,
Overall Bottle Gourd Production,1804500000,Negros Occidental,1120.0,455.0,1130.0,483.3,1195.03,505.33,1189.2,513.36,1193.0,500.66
Overall Bottle Gourd Production,1804600000,Negros Oriental,128.64,213.57,146.3,224.91,179.34,217.5,151.43,145.6,159.02,149.0
Overall Bottle Gourd Production,1806100000,Siquijor,2.62,16.94,2.28,13.55,2.36,11.48,1.89,11.18,1.55,5.3
Overall Bottle Gourd Production,1830200000,Bacolod City,,,,,,,,,,
Overall Bottle Gourd Production,1900700000,Basilan,104.29,75.58,111.92,79.78,112.16,75.0,47.8,72.24,16.99,14.93
Overall Bottle Gourd Production,1903600000,Lanao del Sur,35.87,115.76,35.69,115.7,35.53,88.11,15.17,,33.34,1.06
Overall Bottle Gourd Production,1907000000,Tawi-Tawi,7.08,29.08,7.66,30.4,7.4,28.5,7.84,30.0,5.07,35.0
Overall Bottle Gourd Production,1908700000,Maguindanao del Norte,,,,,,,,,52.0,105.0
Overall Bottle Gourd Production,1908800000,Maguindanao del Sur,25.4,278.2,25.88,279.85,25.95,280.45,25.1,198.36,17.1,7.8
