Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Cucumber Production,0305400000,Pampanga,22.0,26.0,1.98,4.03,20.0,25.8,2.1,4.0,21.56,27.11,2.15,4.28,21.42,27.8,1.98,4.5,21.49,29.08,2.08,4.56,22.47
Overall Cucumber Production,0306900000,Tarlac,1.68,1.97,3.53,1.87,2.0,1.91,2.59,1.39,1.65,1.5,2.8,1.62,1.8,1.8,3.1,1.85,1.92,1.95,2.88,1.7,1.81
Overall Cucumber Production,0307100000,Zambales,,1.92,14.94,10.57,,1.85,15.06,9.5,,1.94,1.78,9.92,,1.43,0.23,10.19,15.51,2.03,0.66,9.27,3.17
Overall Cucumber Production,0307700000,Aurora,0.41,,,,0.34,,0.08,,0.27,,1.39,,0.34,32.72,1.26,6.01,0.43,2.66,1.61,10.03,0.38
Overall Cucumber Production,0401000000,Batangas,2.16,0.01,230.54,204.61,2.7,0.01,215.94,96.54,2.41,0.02,189.5,100.0,3.5,13.4,396.53,89.55,5.1,65.4,420.1,190.03,15.66
Overall Cucumber Production,0402100000,Cavite,1.07,13.52,55.41,372.38,1.22,27.63,60.79,256.56,1.23,33.0,62.5,96.42,18.06,23.53,83.41,324.46,48.16,28.58,78.97,323.4,48.35
Overall Cucumber Production,0403400000,Laguna,73.21,49.24,108.4,16.0,69.67,46.62,121.21,14.91,68.75,33.14,74.11,42.47,70.54,16.65,139.39,53.33,68.1,22.47,111.57,36.9,67.59
Overall Cucumber Production,0405600000,Quezon,251.39,72.71,,69.41,263.09,74.25,,64.54,245.81,71.92,,65.0,250.09,64.01,161.33,63.66,271.29,61.54,197.16,69.09,255.73
Overall Cucumber Production,0405800000,Rizal,7.11,22.4,,3.48,7.15,28.0,,7.98,8.92,30.0,0.26,8.05,4.39,27.64,1.98,8.02,7.11,26.16,1.12,6.88,10.83
Overall Cucumber Production,0500500000,Albay,34.94,52.43,44.29,27.02,24.71,53.87,37.04,24.04,18.05,48.3,30.22,25.95,22.13,55.23,20.81,36.34,23.82,61.39,30.21,4.53,21.33
Overall Cucumber Production,0501600000,Camarines Norte,1.2,3.54,0.63,0.98,1.48,2.23,0.53,0.8,2.71,2.14,,0.71,,2.64,0.32,,1.18,1.83,0.38,,
Overall Cucumber Production,0501700000,Camarines Sur,8.71,22.13,49.74,13.59,12.13,20.25,51.91,16.39,10.99,20.78,44.6,13.67,116.32,15.83,60.2,10.96,79.78,14.26,53.64,4.4,62.15
Overall Cucumber Production,0502000000,Catanduanes,9.87,6.69,3.87,1.67,10.11,8.67,4.16,1.34,10.36,7.3,3.98,1.63,10.16,7.34,4.4,0.11,10.61,7.77,4.62,1.03,10.38
Overall Cucumber Production,0504100000,Masbate,4.9,2.74,4.34,,4.92,2.78,4.33,,5.17,2.79,,0.32,8.06,2.19,4.38,0.31,11.81,2.2,4.35,0.04,13.19
Overall Cucumber Production,0506200000,Sorsogon,0.99,3.46,1.33,1.28,0.88,3.28,1.2,1.18,0.54,3.43,1.78,1.29,2.17,4.29,2.31,5.13,2.65,4.04,2.3,2.5,1.79
Overall Cucumber Production,0600400000,Aklan,50.78,34.4,82.96,6.45,62.35,33.01,90.64,8.59,48.0,35.05,77.93,7.01,53.71,24.15,83.84,7.35,55.8,25.09,60.35,27.68,53.52
Overall Cucumber Production,0600600000,Antique,2.43,1.6,5.65,3.73,2.48,2.15,5.37,4.14,3.2,2.87,5.54,4.17,3.31,3.26,6.49,4.75,5.12,6.46,5.19,3.16,94.25
Overall Cucumber Production,0601900000,Capiz,26.32,28.13,35.72,34.48,28.53,24.27,39.29,29.71,26.64,22.86,34.92,26.24,25.4,22.12,32.12,24.13,25.92,22.26,31.04,35.51,57.57
Overall Cucumber Production,0603000000,Iloilo,33.5,24.0,18.44,43.0,35.0,22.0,23.0,48.0,32.0,19.0,20.44,42.66,27.61,16.39,17.63,36.8,43.93,93.23,415.2,355.86,302.0
Overall Cucumber Production,0607900000,Guimaras,17.93,15.8,14.17,26.85,17.18,17.5,15.94,30.25,19.47,20.5,14.08,32.06,17.91,19.25,19.72,46.48,23.28,28.87,29.57,69.7,31.5
Overall Cucumber Production,0701200000,Bohol,24.58,2.79,30.61,7.78,21.98,14.8,31.13,9.71,27.46,17.76,25.57,73.53,23.26,15.24,28.01,58.41,24.5,25.54,35.38,37.62,24.3
Overall Cucumber Production,0702200000,Cebu,110.3,40.7,42.34,136.0,91.0,45.0,40.0,145.0,106.17,39.03,35.82,154.0,102.79,46.14,38.1,166.79,115.0,50.0,44.27,155.26,107.99
Overall Cucumber Production,0802600000,Eastern Samar,1.28,0.64,1.3,2.0,1.3,0.8,1.98,2.46,1.99,2.11,24.2,36.88,13.73,3.15,25.41,13.08,15.25,3.78,67.51,14.24,45.75
Overall Cucumber Production,0803700000,Leyte,7.51,27.71,34.1,11.51,7.47,22.66,28.64,11.48,7.4,20.23,28.0,11.5,7.42,19.2,30.0,12.0,7.3,20.73,31.0,12.35,7.35
Overall Cucumber Production,0804800000,Northern Samar,3.21,5.75,,,3.22,6.25,,,3.12,7.0,,0.25,3.13,8.5,7.13,0.26,3.4,8.45,7.5,0.3,
Overall Cucumber Production,0806000000,Samar (Western Samar),0.02,1.05,2.36,12.12,7.53,1.16,2.77,11.32,7.33,1.28,,11.16,8.16,9.42,11.21,12.41,7.63,10.1,11.48,12.95,8.32
Overall Cucumber Production,0806400000,Southern Leyte,10.05,19.67,44.2,46.35,4.3,16.2,38.6,46.5,5.25,17.6,42.0,47.35,12.39,12.42,40.31,41.2,9.54,15.04,41.64,25.89,9.93
Overall Cucumber Production,0807800000,Biliran,3.2,6.7,4.97,0.72,3.91,7.0,5.23,0.65,4.01,7.64,5.75,0.63,5.63,5.58,4.29,0.63,5.11,6.74,3.46,0.56,5.13
Overall Cucumber Production,0906600000,,11.1,6.8,15.4,8.6,11.0,7.0,15.5,8.4,12.0,7.1,16.0,8.6,13.0,7.09,15.5,8.5,13.5,7.1,16.59,9.05,13.8
Overall Cucumber Production,0907200000,Zamboanga del Norte,7.36,14.02,39.67,14.92,6.83,13.32,38.48,15.59,6.65,13.39,41.16,29.46,8.12,14.0,39.77,27.13,9.11,23.08,40.46,28.3,8.62
Overall Cucumber Production,0907300000,Zamboanga del Sur,15.85,20.12,22.01,94.99,16.11,20.65,23.01,92.02,138.33,137.8,138.91,255.62,60.58,144.8,158.86,274.8,67.3,19.76,21.72,71.39,21.3
Overall Cucumber Production,0907400000,Zamboanga City,125.4,120.35,155.37,134.06,129.81,119.14,155.8,132.24,,,,,,,,,,134.2,141.17,143.33,144.06
Overall Cucumber Production,0908300000,Zamboanga Sibugay,5.59,12.36,7.36,8.8,5.25,12.58,8.95,8.73,5.34,13.43,8.52,8.62,5.45,13.68,9.15,8.77,6.15,13.13,8.04,9.86,7.07
Overall Cucumber Production,1001300000,Bukidnon,7.17,5.19,16.89,8.79,7.0,5.25,17.0,8.5,9.16,2.74,17.51,8.73,8.65,2.0,18.0,11.0,9.42,2.12,18.39,12.99,9.08
Overall Cucumber Production,1001800000,Camiguin,14.07,8.48,25.04,6.11,10.41,8.26,27.96,7.66,13.32,8.24,8.37,14.0,10.64,8.04,9.08,15.72,11.25,18.24,15.25,16.66,11.94
Overall Cucumber Production,1003500000,Lanao del Norte,93.7,20.0,57.68,358.0,96.0,23.0,60.0,362.0,95.0,25.0,62.1,365.0,92.0,24.0,62.5,367.0,93.0,24.5,64.0,370.0,93.94
Overall Cucumber Production,1004200000,Misamis Occidental,13.9,2.1,21.0,15.2,14.14,2.53,22.8,16.8,15.2,2.57,25.0,19.6,13.38,2.49,25.5,19.33,18.52,2.61,25.97,20.2,19.04
Overall Cucumber Production,1004300000,Misamis Oriental,40.8,117.14,95.0,32.0,41.0,141.18,100.55,39.75,34.72,140.0,115.0,45.0,52.08,147.78,161.35,22.84,51.0,145.68,163.2,23.77,54.99
Overall Cucumber Production,1102300000,Davao del Norte,8.03,34.87,32.35,18.16,7.93,34.74,33.68,15.19,7.64,34.77,33.02,17.02,7.21,34.84,33.05,17.75,6.81,36.05,60.7,16.79,6.98
Overall Cucumber Production,1102400000,Davao del Sur,12.68,16.38,13.75,19.41,13.15,16.62,12.94,18.95,39.35,85.4,92.85,92.27,34.27,84.86,99.17,99.74,37.62,84.39,21.06,16.98,16.94
Overall Cucumber Production,1102500000,Davao Oriental,20.6,32.84,19.02,31.39,19.01,37.37,21.08,28.02,18.25,39.41,21.58,28.15,13.52,39.2,22.65,28.42,13.42,39.39,21.77,27.73,12.41
Overall Cucumber Production,1108200000,Davao de Oro (Compostela Valley),26.95,51.16,195.18,4.54,25.67,42.37,193.64,2.28,26.34,54.49,188.5,139.79,27.56,58.44,175.75,144.75,28.65,60.75,176.11,148.1,29.61
Overall Cucumber Production,1108600000,Davao Occidental,1.33,2.05,2.18,2.39,1.54,2.13,2.12,2.33,1.69,2.35,3.0,2.28,1.52,2.24,2.59,2.25,2.5,2.33,2.57,2.21,1.72
Overall Cucumber Production,1130700000,Davao City,29.2,68.05,70.2,70.52,29.44,68.12,78.85,72.74,,,,,,,,,,,,42.18,30.14
Overall Cucumber Production,1204700000,Cotabato (North Cotabato),31.16,29.92,53.96,77.71,41.22,28.77,59.36,76.09,45.3,32.9,67.9,87.54,88.35,44.18,71.34,89.09,88.72,66.45,68.89,91.93,96.0
Overall Cucumber Production,1206300000,South Cotabato,52.2,35.2,93.24,56.25,54.58,37.0,61.02,62.06,51.25,45.4,151.54,66.02,59.69,40.91,52.01,29.95,40.28,29.08,89.01,38.55,40.04
Overall Cucumber Production,1206500000,Sultan Kudarat,1.57,5.44,11.06,18.66,1.3,5.84,11.06,18.81,1.77,8.07,11.04,38.56,3.18,6.45,10.15,25.34,3.85,6.79,10.75,57.69,6.55
Overall Cucumber Production,1208000000,Sarangani,2.29,2.99,39.25,3.05,2.33,3.02,40.5,3.15,2.38,3.03,45.0,2.05,2.45,13.0,50.0,5.0,5.0,15.0,49.75,4.95,5.1
Overall Cucumber Production,1400100000,Abra,46.75,1.29,,,47.1,1.44,,,45.47,1.29,0.42,0.64,5.7,1.66,0.6,0.1,17.47,3.62,6.02,1.63,11.45
Overall Cucumber Production,1401100000,Benguet,2060.45,264.17,132.5,384.87,2089.63,277.25,147.5,447.88,2221.13,294.24,125.0,585.0,1760.0,306.0,1023.28,565.0,1850.0,325.0,809.49,894.57,1915.61
Overall Cucumber Production,1402700000,Ifugao,5.61,1.64,6.0,6.6,5.87,1.3,6.23,7.28,6.0,1.29,69.21,,24.0,19.0,71.2,144.02,54.19,40.0,38.47,120.37,45.96
Overall Cucumber Production,1403200000,Kalinga,,,0.6,0.2,,,0.67,0.22,,,0.64,,0.15,,0.6,,,,,,0.2
Overall Cucumber Production,1404400000,Mountain Province,16.87,35.19,10.46,60.75,13.51,32.44,10.1,36.52,10.89,35.8,8.08,40.17,9.8,32.22,8.89,31.79,10.78,33.83,7.79,28.61,9.7
Overall Cucumber Production,1408100000,Apayao,35.66,4.16,8.45,,44.41,7.5,8.02,,42.59,6.06,6.0,,43.01,6.0,6.5,,34.41,5.4,6.22,,31.76
Overall Cucumber Production,1600200000,Agusan del Norte,21.0,69.5,54.12,38.0,15.63,72.0,56.2,41.0,22.0,77.6,55.51,38.33,20.16,71.53,55.52,38.46,21.5,70.0,60.0,42.25,13.24
Overall Cucumber Production,1600300000,Agusan del Sur,13.8,256.08,101.47,231.42,13.56,227.47,112.54,227.45,13.21,175.47,113.62,234.45,11.7,150.0,113.96,233.0,22.56,154.0,123.71,235.49,23.02
Overall Cucumber Production,1606700000,Surigao del Norte,2.35,7.25,9.15,13.39,0.88,5.34,13.89,8.09,1.08,4.52,2.31,13.86,1.67,5.5,6.05,4.23,2.15,6.88,29.4,29.32,14.02
Overall Cucumber Production,1606800000,Surigao del Sur,1.61,69.45,55.68,55.7,1.51,112.79,63.66,55.72,2.12,174.52,6.29,133.59,2.03,100.25,0.55,0.59,1.8,14.8,0.9,5.78,1.81
Overall Cucumber Production,1608500000,Dinagat Islands,5.06,8.12,1.18,2.95,2.64,9.48,2.65,2.75,4.37,6.42,1.27,,12.16,4.34,1.0,0.15,0.17,4.57,5.14,6.3,6.72
Overall Cucumber Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,6.82
Overall Cucumber Production,1704000000,Marinduque,11.37,11.69,7.92,7.97,11.7,14.02,9.44,6.54,9.43,9.44,13.21,8.5,12.26,7.35,6.83,6.23,13.74,9.25,9.38,6.62,11.81
Overall Cucumber Production,1705100000,Occidental Mindoro,6.6,30.7,17.59,17.06,7.56,29.26,22.94,23.17,7.71,37.29,18.47,27.49,6.0,39.55,19.67,22.71,8.24,46.25,16.41,24.45,28.83
Overall Cucumber Production,1705200000,Oriental Mindoro,0.28,2.97,4.94,0.74,0.24,2.21,4.59,0.11,0.17,1.66,5.1,0.17,0.23,2.2,6.13,0.19,44.88,2.8,7.6,0.12,46.83
Overall Cucumber Production,1705300000,Palawan,21.71,8.4,25.64,3.0,18.99,5.26,21.48,3.01,23.83,4.96,17.05,3.35,22.83,5.06,16.71,3.3,21.17,4.85,10.0,3.51,22.25
Overall Cucumber Production,1705900000,Romblon,3.08,1.24,5.14,7.98,3.18,1.5,5.62,8.61,0.79,1.68,14.46,7.58,14.94,3.02,17.85,11.06,15.56,2.45,20.93,9.14,20.09
Overall Cucumber Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,8.76
Overall Cucumber Production,1804500000,Negros Occidental,45.17,4.16,26.49,40.0,37.0,4.29,26.75,43.27,43.24,4.48,27.93,45.17,41.8,4.31,36.56,48.0,64.0,39.9,60.0,45.48,82.0
Overall Cucumber Production,1804600000,Negros Oriental,94.0,18.83,36.0,51.59,90.0,18.11,43.0,40.71,113.23,23.03,47.0,,184.16,19.99,64.34,45.0,132.8,20.38,77.21,41.78,122.84
Overall Cucumber Production,1806100000,Siquijor,0.33,4.05,0.8,4.02,0.29,1.0,1.28,2.72,2.27,1.4,2.15,3.37,1.39,0.79,1.37,4.01,0.84,1.0,2.33,4.2,1.5
Overall Cucumber Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,
Overall Cucumber Production,1900700000,Basilan,0.83,0.13,1.72,0.88,0.89,0.14,1.78,0.92,0.84,0.14,6.09,0.91,1.67,0.35,6.66,1.0,13.61,3.15,2.76,11.45,54.12
Overall Cucumber Production,1903600000,Lanao del Sur,,0.46,,,,0.49,,,,0.52,0.05,28.74,24.26,0.51,0.2,50.46,25.3,0.88,0.67,51.04,27.82
Overall Cucumber Production,1907000000,Tawi-Tawi,0.98,4.2,4.08,17.1,0.95,4.36,4.13,18.6,1.11,4.1,4.25,20.4,1.6,5.2,7.4,22.3,2.9,19.43,33.91,26.0,31.05
Overall Cucumber Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,48.0,18.0,33.3,334.34,132.6
Overall Cucumber Production,1908800000,Maguindanao del Sur,36.95,12.8,27.0,28.35,37.2,13.2,27.0,28.4,36.0,14.1,27.2,28.5,35.1,13.88,24.6,127.32,23.7,89.0,18.04,57.02,459.39
