Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Ampalaya Production,0405600000,Quezon,2144.84,2075.23,2027.47,5046.54,2289.29,2091.58,2077.47,4852.8,2257.38,2032.34,2138.14,4850.0,2186.04,1856.9,1973.2,4306.32,2078.76,1826.5,2142.7,4503.06,2174.06
Overall Ampalaya Production,0405800000,Rizal,74.07,14.4,7.35,9.65,70.83,16.68,7.88,9.28,67.96,31.64,12.92,47.85,64.85,30.0,42.48,44.31,50.71,133.8,24.85,37.68,60.95
Overall Ampalaya Production,0500500000,Albay,69.24,367.85,166.22,73.0,67.32,389.07,149.88,74.55,72.57,539.49,151.08,70.13,86.79,497.39,145.61,15.33,90.2,424.06,180.3,4.2,48.68
Overall Ampalaya Production,0501600000,Camarines Norte,1.73,159.08,30.31,24.03,0.93,151.57,19.06,10.73,0.64,91.73,6.92,22.36,0.8,82.56,8.4,1.23,0.48,76.08,10.19,0.07,0.74
Overall Ampalaya Production,0501700000,Camarines Sur,9.84,1146.31,90.32,20.37,8.75,965.38,84.83,19.99,5.68,1043.56,93.0,19.62,14.06,765.6,89.48,17.71,124.93,646.0,93.35,89.93,110.93
Overall Ampalaya Production,0502000000,Catanduanes,2.16,4.17,1.67,2.31,2.63,4.13,1.39,1.78,1.33,4.15,1.35,2.53,2.37,5.11,1.55,1.98,2.22,4.46,1.43,2.4,2.97
Overall Ampalaya Production,0504100000,Masbate,5.68,273.6,597.69,42.35,6.08,280.65,609.52,48.71,6.34,263.61,582.36,55.0,10.34,48.14,570.01,44.64,57.42,70.14,505.9,8.91,58.66
Overall Ampalaya Production,0506200000,Sorsogon,2.99,15.07,21.55,46.03,2.71,12.81,20.84,38.85,1.63,11.71,21.69,43.02,2.03,12.29,5.93,14.14,1.78,15.02,9.12,15.31,3.54
Overall Ampalaya Production,0600400000,Aklan,16.61,80.65,32.08,50.63,18.96,71.39,26.8,39.11,17.54,57.21,30.13,37.55,23.35,69.75,36.73,42.43,22.48,73.43,63.55,21.66,27.59
Overall Ampalaya Production,0600600000,Antique,246.45,94.78,54.3,74.51,237.63,92.63,73.03,73.95,239.54,105.55,65.09,75.56,241.43,107.5,75.36,79.93,250.01,160.79,93.26,89.48,236.52
Overall Ampalaya Production,0601900000,Capiz,94.57,221.48,192.01,160.59,102.13,211.77,197.77,140.15,104.68,217.22,191.17,152.75,98.38,198.87,185.24,148.01,90.46,203.5,116.93,135.29,119.11
Overall Ampalaya Production,0603000000,Iloilo,152.58,426.12,245.19,120.91,144.26,337.87,230.47,90.68,129.83,358.14,232.85,90.68,141.75,340.5,221.38,86.21,490.0,323.18,218.28,490.14,1408.0
Overall Ampalaya Production,0607900000,Guimaras,88.05,51.52,62.72,98.41,106.05,65.32,67.86,107.33,119.8,70.3,62.93,120.2,105.8,68.45,94.39,174.2,145.5,85.56,117.98,162.69,123.6
Overall Ampalaya Production,0701200000,Bohol,102.26,73.74,219.56,423.72,66.6,69.92,190.24,444.64,81.62,113.02,211.63,287.06,69.56,75.0,204.61,323.86,79.03,117.38,195.2,260.61,64.42
Overall Ampalaya Production,0702200000,Cebu,270.45,165.0,748.46,68.0,230.0,160.0,810.0,70.0,268.1,133.57,831.0,72.0,209.62,52.59,805.12,80.0,361.12,55.0,828.38,79.01,327.65
Overall Ampalaya Production,0802600000,Eastern Samar,0.6,5.21,6.67,2.05,0.58,5.2,8.84,2.03,0.57,4.43,28.27,223.38,1.18,12.35,210.21,230.1,1.35,13.0,189.29,113.72,2.43
Overall Ampalaya Production,0803700000,Leyte,55.8,254.15,311.75,16.34,59.58,235.88,287.9,16.15,56.0,260.01,287.0,18.22,57.34,250.0,280.0,19.3,56.0,247.5,275.0,18.5,153.88
Overall Ampalaya Production,0804800000,Northern Samar,16.0,48.0,37.5,19.8,16.25,49.0,38.0,20.0,19.08,51.0,37.5,18.0,18.5,65.0,34.42,18.73,18.25,64.0,36.64,35.17,18.61
Overall Ampalaya Production,0806000000,Samar (Western Samar),25.06,20.01,42.44,32.26,24.52,18.96,50.76,40.22,24.65,21.78,72.09,51.61,27.29,26.27,76.06,44.26,25.23,27.76,82.52,40.31,22.23
Overall Ampalaya Production,0806400000,Southern Leyte,19.1,57.95,44.06,1.0,5.25,42.1,46.3,1.07,8.64,47.52,47.1,1.12,10.08,47.35,44.85,3.64,9.76,48.67,57.34,3.99,7.89
Overall Ampalaya Production,0807800000,Biliran,14.0,18.0,23.0,3.5,13.38,18.25,20.4,3.34,11.4,12.62,20.6,3.37,10.77,8.9,15.06,2.93,7.71,10.32,16.51,2.57,7.15
Overall Ampalaya Production,0906600000,,4.8,5.0,15.0,18.5,4.75,5.1,15.1,18.0,5.0,5.3,16.0,19.0,5.2,5.2,16.5,18.5,5.3,5.31,17.16,19.26,5.78
Overall Ampalaya Production,0907200000,Zamboanga del Norte,19.41,35.89,196.01,62.43,19.79,43.02,232.26,58.07,16.9,46.81,216.44,172.04,12.74,58.94,52.47,149.12,14.28,43.91,52.62,126.41,18.3
Overall Ampalaya Production,0907300000,Zamboanga del Sur,211.47,182.14,205.76,169.15,226.12,196.75,222.3,191.32,414.53,1828.86,1303.21,1838.46,375.98,1603.21,1184.93,1996.75,395.26,177.09,204.21,195.77,196.8
Overall Ampalaya Production,0907400000,Zamboanga City,169.34,1671.91,812.51,1489.99,169.01,1664.9,844.34,1445.78,,,,,,,,,,450.0,505.7,548.19,555.02
Overall Ampalaya Production,0908300000,Zamboanga Sibugay,54.13,24.93,56.0,45.5,58.49,28.32,53.41,44.29,57.21,29.96,56.62,42.37,51.53,29.9,56.15,42.28,51.36,30.5,57.1,43.43,52.41
Overall Ampalaya Production,1001300000,Bukidnon,82.64,18.76,69.5,343.25,80.0,20.5,68.0,411.9,50.16,18.75,66.64,363.62,48.0,16.7,67.16,343.0,52.6,16.0,76.34,365.65,41.49
Overall Ampalaya Production,1001800000,Camiguin,3.71,8.59,14.28,13.53,2.99,9.04,19.51,15.79,2.16,13.78,15.99,15.0,2.54,11.09,17.86,27.27,3.32,15.6,15.27,13.29,3.46
Overall Ampalaya Production,1003500000,Lanao del Norte,124.0,45.0,73.0,308.0,120.0,48.0,75.0,310.0,123.0,46.35,76.5,312.0,120.0,44.0,77.0,314.0,118.0,42.0,76.0,316.0,121.0
Overall Ampalaya Production,1004200000,Misamis Occidental,97.5,147.5,81.4,89.8,103.25,157.67,84.0,99.63,94.82,180.71,85.0,107.5,81.0,153.6,82.03,111.53,83.11,158.9,83.92,112.87,85.18
Overall Ampalaya Production,1004300000,Misamis Oriental,117.0,247.0,375.0,824.0,120.0,294.7,418.12,789.17,94.64,277.9,408.0,792.0,157.47,370.89,368.25,769.99,150.5,365.1,370.1,758.55,155.7
Overall Ampalaya Production,1102300000,Davao del Norte,8.99,104.77,81.18,92.7,8.52,102.45,79.78,88.39,8.57,110.09,90.14,89.05,8.32,113.81,93.76,87.18,8.74,114.96,89.99,88.07,8.55
Overall Ampalaya Production,1102400000,Davao del Sur,63.28,80.01,280.65,136.99,59.24,73.4,263.74,127.51,184.36,338.0,528.46,329.15,163.39,324.09,521.62,323.68,149.32,85.14,134.05,82.87,35.53
Overall Ampalaya Production,1102500000,Davao Oriental,61.28,80.44,85.73,94.41,57.21,78.8,80.46,85.4,59.94,83.81,83.0,78.5,59.86,80.35,77.93,76.26,65.34,80.69,78.41,69.14,61.71
Overall Ampalaya Production,1108200000,Davao de Oro (Compostela Valley),41.35,322.97,340.16,138.26,39.88,319.68,335.06,139.77,40.81,310.58,324.3,177.66,38.76,299.13,312.62,170.97,40.21,287.82,313.71,171.88,43.35
Overall Ampalaya Production,1108600000,Davao Occidental,13.66,14.48,48.7,20.94,12.73,14.26,47.79,20.55,12.28,14.47,45.7,20.13,13.78,13.97,46.39,21.38,15.12,14.47,48.19,21.22,16.05
Overall Ampalaya Production,1130700000,Davao City,136.31,235.31,235.52,192.7,143.81,245.54,249.63,194.0,,,,,,,,,,241.87,238.38,257.24,110.44
Overall Ampalaya Production,1204700000,Cotabato (North Cotabato),69.71,41.1,226.74,271.07,68.64,30.21,233.39,175.07,70.65,31.63,179.36,204.23,112.76,46.69,203.0,136.15,107.51,31.0,128.82,93.83,88.52
Overall Ampalaya Production,1206300000,South Cotabato,56.25,24.54,85.93,52.36,60.16,23.84,57.48,48.61,62.68,36.02,76.94,41.88,66.81,31.49,63.5,57.8,145.15,36.69,71.82,47.58,19.85
Overall Ampalaya Production,1206500000,Sultan Kudarat,28.89,51.77,29.74,70.76,31.08,57.34,28.4,72.66,31.08,67.33,29.32,76.88,36.84,55.21,30.96,68.8,39.26,59.96,33.96,79.58,33.43
Overall Ampalaya Production,1208000000,Sarangani,7.5,9.0,39.5,45.0,7.58,9.15,40.0,46.0,7.75,10.35,20.0,40.0,8.0,15.0,42.0,50.0,12.0,16.0,41.0,45.75,9.25
Overall Ampalaya Production,1400100000,Abra,126.54,110.88,30.25,19.37,126.79,108.29,28.69,19.26,122.3,105.95,9.56,14.07,57.61,90.45,7.68,20.48,51.0,93.0,24.55,30.03,48.79
Overall Ampalaya Production,1401100000,Benguet,,,,,,,,,,,0.03,,,,6.85,0.22,33.0,104.4,,0.19,43.11
Overall Ampalaya Production,1402700000,Ifugao,11.51,8.35,8.26,5.48,14.85,6.51,13.87,6.58,15.02,7.0,14.42,1.8,6.2,8.27,10.32,2.4,6.82,11.18,2.26,2.18,5.96
Overall Ampalaya Production,1403200000,Kalinga,15.8,6.3,26.28,18.0,20.88,6.85,24.42,18.44,20.99,10.32,24.56,19.0,16.8,9.33,24.5,16.95,19.32,9.86,26.95,10.95,18.81
Overall Ampalaya Production,1404400000,Mountain Province,,,,,,,,,,,,14.05,3.72,5.85,3.97,13.35,4.57,6.44,2.78,12.02,4.14
Overall Ampalaya Production,1408100000,Apayao,20.73,1.19,2.77,3.8,20.31,1.49,2.63,3.03,18.4,1.26,1.7,3.0,28.17,1.5,1.85,2.25,4.61,16.11,1.94,2.14,18.23
Overall Ampalaya Production,1600200000,Agusan del Norte,26.18,64.56,64.87,80.0,18.3,70.25,69.49,87.0,25.0,81.29,74.42,81.67,25.39,75.77,74.64,81.6,27.2,79.5,80.0,88.0,20.28
Overall Ampalaya Production,1600300000,Agusan del Sur,15.88,392.23,335.76,403.23,14.17,397.2,368.31,410.12,15.13,359.98,364.07,341.0,14.1,324.1,365.0,346.0,15.0,340.0,380.0,352.88,15.93
Overall Ampalaya Production,1606700000,Surigao del Norte,1.95,18.95,2.3,5.48,0.84,7.02,2.33,3.76,1.22,6.46,8.5,4.58,6.13,6.8,12.32,7.58,7.5,5.18,9.79,5.92,9.27
Overall Ampalaya Production,1606800000,Surigao del Sur,0.53,64.46,67.14,72.0,0.52,65.17,99.01,77.67,0.5,90.35,0.45,86.8,8.94,59.34,5.85,12.61,8.2,29.63,3.07,1.69,5.3
Overall Ampalaya Production,1608500000,Dinagat Islands,3.16,5.78,1.17,2.59,0.9,6.71,1.18,1.96,2.62,7.65,0.88,8.36,8.98,6.75,7.52,1.21,1.02,3.16,7.48,8.94,4.38
Overall Ampalaya Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,10.45
Overall Ampalaya Production,1704000000,Marinduque,66.14,45.93,42.6,12.85,77.65,51.84,42.96,11.07,96.37,63.97,19.25,7.03,60.92,48.78,15.24,9.59,51.71,48.98,16.65,6.55,69.67
Overall Ampalaya Production,1705100000,Occidental Mindoro,127.45,229.11,28.95,25.04,151.51,232.92,36.53,19.75,157.86,207.3,30.78,20.01,145.61,71.76,24.24,21.6,163.37,69.2,28.88,21.8,172.25
Overall Ampalaya Production,1705200000,Oriental Mindoro,3.45,215.57,94.54,79.01,10.46,183.17,143.27,41.33,8.11,264.84,171.87,42.0,24.07,307.07,100.56,33.56,56.0,327.0,145.85,29.76,52.63
Overall Ampalaya Production,1705300000,Palawan,91.97,203.98,75.54,36.89,73.37,153.59,65.79,26.23,44.85,172.57,40.0,20.0,46.87,167.34,38.01,19.16,43.82,179.41,40.0,17.04,45.82
Overall Ampalaya Production,1705900000,Romblon,40.88,59.47,20.65,38.66,43.01,61.09,20.82,40.2,40.7,59.11,21.15,24.14,33.37,41.38,31.11,40.43,39.03,43.62,24.36,36.36,39.4
Overall Ampalaya Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,42.09
Overall Ampalaya Production,1804500000,Negros Occidental,207.28,126.0,94.14,252.0,200.54,131.0,89.96,263.0,198.18,136.78,93.92,274.57,202.0,131.26,109.82,288.0,201.96,133.0,109.38,275.19,189.0
Overall Ampalaya Production,1804600000,Negros Oriental,174.88,6.92,620.72,348.0,159.94,8.47,782.75,255.71,151.33,9.73,790.0,407.39,131.65,14.11,432.13,252.58,147.64,11.66,668.29,305.23,143.54
Overall Ampalaya Production,1806100000,Siquijor,8.5,1.4,10.12,19.86,5.5,1.48,10.3,20.3,7.77,1.5,9.78,23.98,7.26,1.49,8.11,21.26,7.76,1.59,11.52,21.91,8.05
Overall Ampalaya Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,
Overall Ampalaya Production,1900700000,Basilan,4.4,5.23,6.67,7.72,4.62,5.5,6.97,8.16,4.93,5.0,7.0,8.0,8.52,2.17,4.63,31.2,28.09,6.06,4.18,21.95,5.13
Overall Ampalaya Production,1903600000,Lanao del Sur,17.55,22.05,41.75,40.0,17.57,22.04,41.74,40.02,17.6,22.05,42.0,40.36,20.3,11.84,80.51,45.47,47.84,23.32,92.8,60.14,50.2
Overall Ampalaya Production,1907000000,Tawi-Tawi,3.15,9.12,13.54,9.3,3.08,9.45,14.16,9.8,2.92,9.1,15.6,10.4,3.12,10.24,20.0,15.0,3.6,12.4,22.0,19.0,3.48
Overall Ampalaya Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,64.36,5.39,67.74,302.9,162.16
Overall Ampalaya Production,1908800000,Maguindanao del Sur,42.6,4.7,17.1,67.15,44.06,4.92,17.3,67.35,45.0,4.96,17.35,67.5,44.11,4.88,203.31,848.92,10.65,2.24,180.29,372.06,1818.4
