Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Jute Mallow Production,0402100000,Cavite,1.21,1.81,,4.57,1.28,1.87,,4.1,1.67,1.77,,,1.39,1.05,0.51,0.01,,1.04,0.48,0.05,2.08
Overall Jute Mallow Production,0403400000,Laguna,1.97,0.67,1.39,1.02,1.98,0.68,1.43,0.98,1.99,0.85,1.25,4.12,1.95,2.5,1.42,3.11,2.1,2.35,1.34,11.08,1.21
Overall Jute Mallow Production,0405600000,Quezon,,,,,,,,,,,,,0.05,0.2,0.05,,0.05,0.18,0.06,0.03,
Overall Jute Mallow Production,0405800000,Rizal,0.22,0.07,1.02,0.92,0.25,0.08,1.01,1.0,0.24,0.09,1.16,1.2,0.27,0.19,5.4,1.3,2.7,0.33,2.52,1.4,1.07
Overall Jute Mallow Production,0500500000,Albay,,,,,,,,,,,0.01,,,,,0.58,,,,,
Overall Jute Mallow Production,0501600000,Camarines Norte,,,,,,,,,,,0.01,,,,,,,,,,
Overall Jute Mallow Production,0501700000,Camarines Sur,,,,,,,,,,,,,,0.02,0.15,0.32,,,,,0.09
Overall Jute Mallow Production,0502000000,Catanduanes,,,,,,,,,,,,,,,,0.1,,,0.11,,0.08
Overall Jute Mallow Production,0504100000,Masbate,,,,,,,,,,,,,,,,,,,,,
Overall Jute Mallow Production,0506200000,Sorsogon,,,,,,,,,,,,,,0.02,,,,0.02,,,
Overall Jute Mallow Production,0600400000,Aklan,15.4,11.93,9.02,11.92,15.1,12.1,8.84,12.3,14.57,11.97,9.04,12.57,15.02,12.0,8.96,12.45,14.88,11.89,8.8,7.72,14.81
Overall Jute Mallow Production,0600600000,Antique,33.95,14.8,35.12,53.96,35.85,15.03,35.42,54.51,35.63,18.4,34.22,51.22,33.68,16.73,35.12,48.94,35.05,16.75,19.69,47.7,34.53
Overall Jute Mallow Production,0601900000,Capiz,13.53,15.51,16.19,14.61,14.46,12.84,14.24,12.76,14.66,13.63,,13.15,14.0,12.59,10.95,15.3,14.23,14.03,10.7,14.95,13.91
Overall Jute Mallow Production,0603000000,Iloilo,165.0,125.0,260.0,90.0,168.0,130.0,285.0,85.0,170.0,138.0,302.54,85.89,154.27,125.23,274.54,77.94,159.22,135.5,363.89,90.68,161.16
Overall Jute Mallow Production,0607900000,Guimaras,11.67,9.5,20.52,21.4,15.76,10.5,26.67,26.67,18.35,12.2,20.96,30.0,15.05,10.54,26.2,33.65,16.85,12.24,30.1,38.66,15.8
Overall Jute Mallow Production,0701200000,Bohol,,,,,,,,,,,0.37,0.39,1.02,1.62,0.37,0.41,0.89,1.69,0.24,0.33,0.66
Overall Jute Mallow Production,0702200000,Cebu,3.3,2.2,2.57,4.4,3.0,2.0,2.8,5.0,3.1,1.8,2.93,3.8,2.54,1.73,2.81,3.5,2.59,2.2,1.71,4.1,2.47
Overall Jute Mallow Production,0802600000,Eastern Samar,,0.01,0.04,0.01,,0.02,0.05,0.02,,0.03,0.06,0.5,0.2,0.03,0.05,0.5,0.2,0.03,0.04,0.34,0.18
Overall Jute Mallow Production,0803700000,Leyte,0.06,0.32,0.3,0.05,0.08,0.33,0.29,0.04,0.08,0.43,0.24,0.06,0.07,,0.25,0.07,0.08,0.85,0.26,0.07,0.08
Overall Jute Mallow Production,0804800000,Northern Samar,0.42,0.4,0.52,0.61,0.43,0.41,0.53,0.62,0.44,0.42,0.53,0.61,0.45,0.41,,0.62,,,,,
Overall Jute Mallow Production,0806000000,Samar (Western Samar),1.64,1.08,1.89,2.02,2.52,1.09,2.58,2.38,2.75,1.51,,,2.01,1.07,0.07,,2.22,1.13,0.07,1.05,2.3
Overall Jute Mallow Production,0806400000,Southern Leyte,,,,,,,,,,,,,0.16,0.62,0.24,0.67,0.32,0.39,0.4,0.59,0.38
Overall Jute Mallow Production,0807800000,Biliran,0.02,0.2,0.1,,0.02,0.14,0.13,,0.02,0.13,0.14,0.15,0.06,0.08,0.05,0.09,0.07,0.11,0.04,0.1,0.06
Overall Jute Mallow Production,0906600000,,,,,,,,,,,,,,,,,,,,,,
Overall Jute Mallow Production,0907200000,Zamboanga del Norte,0.3,0.51,0.8,0.68,0.22,0.42,0.72,0.51,0.2,0.4,0.3,3.21,0.18,0.36,0.18,3.57,0.2,0.39,0.24,3.39,0.19
Overall Jute Mallow Production,0907300000,Zamboanga del Sur,5.32,4.91,5.1,5.77,5.38,5.04,5.23,5.99,8.0,9.94,10.0,11.12,6.5,8.8,9.3,11.5,6.0,5.08,4.64,4.62,4.7
Overall Jute Mallow Production,0907400000,Zamboanga City,3.9,3.07,5.08,5.77,4.21,3.34,5.05,6.06,,,,,,,,,,3.18,2.18,2.24,2.71
Overall Jute Mallow Production,0908300000,Zamboanga Sibugay,0.27,0.66,0.57,0.34,0.29,0.62,0.51,0.3,0.25,0.59,0.51,0.32,0.24,0.63,0.48,0.34,0.26,0.62,0.43,0.48,0.17
Overall Jute Mallow Production,1001300000,Bukidnon,1.9,1.62,6.69,5.41,0.9,1.57,6.0,4.0,1.25,1.6,4.0,0.62,0.96,1.4,4.2,0.65,1.05,1.3,3.86,0.62,0.66
Overall Jute Mallow Production,1001800000,Camiguin,1.0,0.82,0.6,0.15,1.19,1.09,0.65,0.16,1.36,1.77,0.7,1.5,1.4,1.03,0.69,1.34,1.3,1.22,0.72,2.04,1.25
Overall Jute Mallow Production,1003500000,Lanao del Norte,0.4,9.5,32.0,7.55,0.56,9.2,31.0,7.42,0.55,9.85,30.0,7.45,0.5,9.75,31.5,7.43,0.45,10.0,32.0,7.44,0.49
Overall Jute Mallow Production,1004200000,Misamis Occidental,0.15,0.13,0.26,0.65,0.13,0.09,0.28,0.67,0.12,0.09,0.3,0.7,0.12,0.09,0.3,0.71,1.17,0.09,0.31,0.73,1.16
Overall Jute Mallow Production,1004300000,Misamis Oriental,1.54,4.0,9.06,9.7,1.57,4.49,11.87,8.08,2.12,5.1,11.0,7.8,1.74,4.93,10.93,85.35,1.94,4.77,11.0,86.48,2.09
Overall Jute Mallow Production,1102300000,Davao del Norte,3.42,9.01,13.68,2.65,3.31,9.34,13.65,2.75,3.26,9.29,14.79,2.75,3.09,9.18,14.9,2.77,2.94,9.86,14.79,2.75,2.79
Overall Jute Mallow Production,1102400000,Davao del Sur,6.02,3.72,17.91,7.74,6.13,3.78,17.41,7.84,10.91,9.12,24.65,30.33,10.21,9.31,23.71,31.84,11.01,3.82,9.34,13.69,4.49
Overall Jute Mallow Production,1102500000,Davao Oriental,8.0,0.46,0.81,0.95,0.5,0.42,0.93,0.78,0.56,0.4,0.84,0.75,0.51,0.39,0.82,0.55,0.49,0.37,0.74,0.46,0.49
Overall Jute Mallow Production,1108200000,Davao de Oro (Compostela Valley),2.21,1.82,4.17,2.15,2.18,1.69,4.19,2.1,2.2,2.49,4.16,3.53,3.63,2.43,4.06,3.65,3.77,2.51,4.2,3.55,3.66
Overall Jute Mallow Production,1108600000,Davao Occidental,0.28,0.32,0.34,0.33,0.28,0.32,0.03,0.33,0.28,0.32,0.03,0.3,0.25,0.29,0.03,0.29,0.26,0.32,0.03,0.29,0.29
Overall Jute Mallow Production,1130700000,Davao City,4.6,5.69,6.97,26.0,4.7,5.41,6.41,25.03,,,,,,,,,,5.52,6.78,19.46,6.5
Overall Jute Mallow Production,1204700000,Cotabato (North Cotabato),3.9,4.26,12.53,15.12,3.92,4.27,12.5,15.13,3.93,4.3,8.85,13.82,1.31,4.0,11.68,14.49,2.11,4.72,5.7,10.1,1.93
Overall Jute Mallow Production,1206300000,South Cotabato,5.0,1.0,6.9,4.0,5.0,1.25,7.2,6.67,4.7,1.88,6.1,9.16,1.75,1.28,7.35,7.3,2.06,1.53,15.73,6.65,2.17
Overall Jute Mallow Production,1206500000,Sultan Kudarat,5.06,6.95,7.0,6.87,5.02,6.98,7.0,6.87,5.02,6.99,6.8,7.25,3.86,6.38,7.5,7.46,3.99,6.78,7.3,7.63,4.59
Overall Jute Mallow Production,1208000000,Sarangani,1.0,1.8,23.65,1.3,1.02,1.81,23.77,1.32,1.05,1.82,45.0,1.21,1.0,1.92,50.0,1.26,1.25,2.0,49.88,1.3,1.2
Overall Jute Mallow Production,1400100000,Abra,3.6,1.66,0.24,1.3,3.65,1.68,0.23,1.33,3.56,1.62,3.61,1.13,0.96,1.1,1.32,5.01,1.98,2.0,14.74,8.85,0.45
Overall Jute Mallow Production,1401100000,Benguet,,,,,,,,,,,,,,,,,,,,,
Overall Jute Mallow Production,1402700000,Ifugao,,,,,,,,,,,,,,,,,,,0.09,,0.84
Overall Jute Mallow Production,1403200000,Kalinga,0.13,0.16,2.18,,0.2,0.08,2.11,,0.2,0.1,2.1,,0.15,0.08,2.03,2.91,0.2,0.1,1.49,2.5,
Overall Jute Mallow Production,1404400000,Mountain Province,,,,,,,,,,,,,,,,,,,,,
Overall Jute Mallow Production,1408100000,Apayao,,,,,,,,,,,,,,,0.8,0.39,0.7,0.05,0.84,0.41,0.56
Overall Jute Mallow Production,1600200000,Agusan del Norte,0.06,0.02,0.05,,0.65,0.02,0.06,,0.29,0.04,0.06,0.1,0.05,0.03,0.06,0.1,0.05,0.03,0.06,0.1,0.09
Overall Jute Mallow Production,1600300000,Agusan del Sur,0.04,0.43,0.69,0.49,0.04,0.45,0.65,0.56,0.05,0.57,0.7,0.57,0.02,0.46,0.73,0.6,2.61,0.55,1.37,0.62,2.83
Overall Jute Mallow Production,1606700000,Surigao del Norte,0.01,0.03,0.1,0.04,,0.03,0.09,0.07,,0.02,1.04,0.14,0.29,0.02,0.5,0.02,0.12,0.24,0.01,0.01,0.04
Overall Jute Mallow Production,1606800000,Surigao del Sur,0.02,0.1,0.22,0.14,0.02,0.1,0.26,0.13,0.02,0.1,0.16,1.42,3.05,0.85,1.19,0.17,0.03,0.23,0.1,0.26,1.4
Overall Jute Mallow Production,1608500000,Dinagat Islands,0.02,0.02,0.2,0.05,0.02,0.04,0.28,0.09,0.04,0.02,0.04,0.1,0.16,0.12,0.2,0.12,0.51,0.69,0.3,0.17,0.52
Overall Jute Mallow Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,0.04
Overall Jute Mallow Production,1704000000,Marinduque,,,,,,,,,,,,,,,,,,,,,
Overall Jute Mallow Production,1705100000,Occidental Mindoro,,,,,,,,,,,,,,,,,,0.12,,,
Overall Jute Mallow Production,1705200000,Oriental Mindoro,,0.28,,,,0.25,,,,0.23,0.4,0.23,0.12,0.15,0.45,0.2,0.14,0.16,0.4,0.23,0.14
Overall Jute Mallow Production,1705300000,Palawan,1.14,0.78,1.07,0.4,0.8,0.91,1.28,0.3,0.89,0.88,1.0,0.1,0.82,0.94,1.07,0.11,0.84,0.97,1.0,0.12,0.75
Overall Jute Mallow Production,1705900000,Romblon,0.57,0.21,0.55,0.62,0.56,0.17,0.52,0.63,0.56,0.56,0.12,0.43,0.55,0.39,0.26,0.75,0.53,0.45,0.3,0.8,0.55
Overall Jute Mallow Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,0.19
Overall Jute Mallow Production,1804500000,Negros Occidental,18.75,36.82,25.51,17.95,15.0,42.34,28.03,23.19,18.09,52.77,34.89,28.86,17.28,43.97,29.47,27.0,16.0,44.0,30.79,26.35,15.36
Overall Jute Mallow Production,1804600000,Negros Oriental,0.2,0.11,0.35,0.75,0.22,0.08,0.25,0.55,0.25,0.1,0.35,0.75,0.22,0.15,0.4,0.7,0.23,0.16,0.41,0.67,0.24
Overall Jute Mallow Production,1806100000,Siquijor,0.05,0.01,0.15,0.09,0.06,0.01,0.15,0.12,0.05,0.01,0.14,0.09,,,0.16,0.1,0.3,0.03,0.15,0.47,0.21
Overall Jute Mallow Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,
Overall Jute Mallow Production,1900700000,Basilan,,,,,,,,,,,,,,,,1.8,,,,,
Overall Jute Mallow Production,1903600000,Lanao del Sur,15.19,17.85,25.2,,15.19,17.81,26.2,,15.19,17.81,26.22,849.84,15.02,,19.12,319.48,16.0,16.47,,317.8,15.67
Overall Jute Mallow Production,1907000000,Tawi-Tawi,,,,,,,,,,,,,,,,,,,,,
Overall Jute Mallow Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,4.6,0.8,3.4,5.0,4.0
Overall Jute Mallow Production,1908800000,Maguindanao del Sur,3.2,3.6,2.1,3.2,3.5,3.64,2.2,3.22,3.5,2.43,2.25,3.25,3.47,2.3,7.21,5.05,2.35,,,,8.96
