Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Bottle Gourd Production,0506200000,Sorsogon,42.65,72.67,17.77,48.63,43.93,69.04,18.12,41.93,40.48,60.13,5.83,47.25,34.41,49.31,17.46,3.78,13.72,60.54,25.85,5.51,10.15
Overall Bottle Gourd Production,0600400000,Aklan,6.71,11.5,9.21,2.08,6.55,10.78,11.34,2.05,5.0,12.95,9.37,1.16,6.08,11.74,9.97,1.72,9.03,11.42,17.35,5.58,9.28
Overall Bottle Gourd Production,0600600000,Antique,10.07,9.1,7.6,9.8,9.18,9.18,7.75,9.12,9.05,8.76,7.5,16.66,10.1,9.0,7.6,14.8,9.84,8.9,,14.83,9.32
Overall Bottle Gourd Production,0601900000,Capiz,132.64,67.46,113.28,83.95,140.6,63.4,119.51,91.33,144.81,65.71,123.09,79.91,140.25,61.35,113.39,73.61,139.5,60.0,110.89,71.99,140.58
Overall Bottle Gourd Production,0603000000,Iloilo,123.62,54.25,88.98,92.0,120.58,43.47,96.1,80.96,106.11,51.51,93.93,79.13,97.61,55.89,91.5,61.53,98.65,68.09,93.45,85.95,92.42
Overall Bottle Gourd Production,0607900000,Guimaras,21.44,13.5,22.0,56.19,20.27,18.6,26.12,55.85,22.08,20.15,21.08,57.0,20.8,19.52,28.45,71.25,23.27,25.5,37.17,80.51,24.88
Overall Bottle Gourd Production,0701200000,Bohol,11.59,16.41,16.7,50.46,5.64,18.64,17.23,56.42,7.91,19.24,28.0,59.4,21.96,10.67,31.19,53.57,12.11,68.89,18.97,60.67,20.54
Overall Bottle Gourd Production,0702200000,Cebu,300.6,390.0,433.08,450.0,240.0,420.0,520.0,460.0,248.89,447.0,537.68,465.0,218.27,419.0,507.11,460.0,215.0,420.67,302.46,393.35,200.0
Overall Bottle Gourd Production,0802600000,Eastern Samar,,2.93,8.25,0.87,,2.94,8.26,1.0,,3.65,7.74,5.15,2.53,4.95,8.08,6.46,2.55,5.1,6.43,8.03,2.5
Overall Bottle Gourd Production,0803700000,Leyte,20.04,1157.15,495.25,188.6,19.1,1083.22,543.48,229.68,19.9,730.99,543.48,229.65,20.01,730.95,550.0,224.0,20.04,710.5,538.2,218.5,20.0
Overall Bottle Gourd Production,0804800000,Northern Samar,7.15,28.0,26.53,24.75,7.56,29.5,29.75,25.84,9.0,32.0,29.0,25.75,8.0,33.0,28.0,23.4,7.95,32.5,28.91,23.25,8.31
Overall Bottle Gourd Production,0806000000,Samar (Western Samar),84.68,260.8,176.0,179.87,88.91,262.83,195.02,222.87,82.09,343.1,180.82,251.73,76.63,320.75,190.08,247.65,72.88,342.56,200.76,224.59,78.99
Overall Bottle Gourd Production,0806400000,Southern Leyte,39.89,21.45,16.68,25.78,15.24,16.1,15.38,26.8,21.51,18.35,16.4,27.65,23.81,18.57,16.06,19.38,19.22,2.03,19.2,5.84,20.78
Overall Bottle Gourd Production,0807800000,Biliran,95.0,18.0,132.0,30.0,79.28,23.01,116.28,28.01,88.67,18.04,96.0,28.29,55.02,16.4,69.03,25.71,78.89,17.81,55.68,22.62,82.59
Overall Bottle Gourd Production,0906600000,,15.5,29.0,50.0,129.0,15.4,29.5,50.5,128.0,15.0,30.0,51.0,129.0,15.2,29.0,50.0,128.0,15.4,29.48,50.73,134.4,15.88
Overall Bottle Gourd Production,0907200000,Zamboanga del Norte,45.41,91.26,288.26,210.25,45.32,108.14,281.47,218.83,47.32,88.73,259.32,203.04,49.4,79.83,76.35,180.35,47.35,67.88,98.53,191.69,48.02
Overall Bottle Gourd Production,0907300000,Zamboanga del Sur,67.31,52.35,101.66,91.47,71.07,55.97,110.06,84.05,559.96,666.51,1096.15,267.09,436.77,619.4,1172.12,221.51,408.61,55.64,56.48,53.95,55.9
Overall Bottle Gourd Production,0907400000,Zamboanga City,435.77,595.77,1112.43,236.28,449.83,593.52,1138.02,233.26,,,,,,,,,,126.62,550.7,561.56,300.55
Overall Bottle Gourd Production,0908300000,Zamboanga Sibugay,35.47,24.05,60.76,76.78,38.35,21.99,56.44,74.85,33.42,20.1,59.41,68.69,31.9,19.74,58.75,67.63,33.27,21.49,60.22,52.37,34.23
Overall Bottle Gourd Production,1001300000,Bukidnon,9.2,2.48,38.0,176.07,9.0,2.32,36.0,175.0,10.8,2.0,38.11,176.0,9.6,1.59,39.0,164.45,10.35,1.65,36.75,165.14,9.79
Overall Bottle Gourd Production,1001800000,Camiguin,3.0,7.21,9.63,13.91,2.61,7.03,12.93,21.1,2.7,8.18,12.0,12.0,3.27,7.24,13.6,12.55,3.96,7.87,5.2,13.14,3.31
Overall Bottle Gourd Production,1003500000,Lanao del Norte,260.0,221.0,335.25,700.0,256.0,223.0,338.0,705.0,258.0,220.0,336.48,703.0,257.0,217.0,337.5,705.0,256.1,216.5,,703.0,257.42
Overall Bottle Gourd Production,1004200000,Misamis Occidental,158.0,225.0,111.1,65.0,170.34,231.49,117.5,69.68,153.31,243.91,120.0,75.25,145.64,231.72,115.2,74.78,150.37,239.83,118.79,73.24,154.13
Overall Bottle Gourd Production,1004300000,Misamis Oriental,57.0,52.86,89.5,1477.25,58.2,65.56,72.5,1759.67,48.25,60.91,57.0,1700.0,4.82,0.06,68.51,1659.63,4.6,0.07,69.0,1605.77,4.3
Overall Bottle Gourd Production,1102300000,Davao del Norte,128.65,227.74,298.95,274.95,122.07,225.93,300.09,277.03,113.48,234.51,313.09,283.1,110.78,229.85,317.34,284.74,108.15,225.19,363.03,283.09,105.26
Overall Bottle Gourd Production,1102400000,Davao del Sur,62.34,55.23,103.78,87.54,60.78,56.62,96.25,79.3,137.8,180.46,240.5,205.02,136.31,178.62,238.64,207.61,138.41,59.86,80.74,71.69,47.92
Overall Bottle Gourd Production,1102500000,Davao Oriental,106.58,195.39,199.33,300.05,102.46,185.37,210.02,306.99,98.81,196.1,,314.05,102.27,198.4,,314.23,103.4,200.11,185.58,320.3,102.7
Overall Bottle Gourd Production,1108200000,Davao de Oro (Compostela Valley),57.16,122.34,95.55,104.39,59.05,118.01,92.41,107.06,61.39,120.63,89.0,105.21,58.55,116.28,86.15,102.57,56.65,112.52,83.03,103.16,59.12
Overall Bottle Gourd Production,1108600000,Davao Occidental,20.79,18.25,56.86,26.04,17.57,19.81,58.38,26.96,16.88,19.84,59.0,27.49,15.22,19.32,57.93,26.83,14.58,18.92,60.42,26.53,13.7
Overall Bottle Gourd Production,1130700000,Davao City,76.13,116.99,125.5,118.96,82.27,120.68,138.68,120.8,,,,,,,,,,115.69,121.62,115.22,91.21
Overall Bottle Gourd Production,1204700000,Cotabato (North Cotabato),95.28,43.2,166.68,97.43,93.92,41.39,138.9,92.45,82.16,40.2,130.63,69.14,41.08,32.16,48.03,85.46,63.27,47.72,46.13,65.79,64.53
Overall Bottle Gourd Production,1206300000,South Cotabato,54.25,13.12,38.43,23.45,62.18,12.45,45.25,50.85,67.25,16.12,38.46,60.52,69.3,10.42,41.1,102.5,49.4,7.59,64.84,52.72,25.73
Overall Bottle Gourd Production,1206500000,Sultan Kudarat,228.18,27.98,158.54,107.97,238.22,25.91,144.32,122.09,231.81,30.74,146.54,126.18,213.96,26.95,140.12,131.5,228.0,28.87,151.96,141.25,228.03
Overall Bottle Gourd Production,1208000000,Sarangani,22.0,34.0,95.0,89.0,22.22,34.4,96.0,90.0,22.25,34.45,97.0,77.0,20.0,30.0,103.0,80.0,22.0,30.12,102.0,77.0,21.42
Overall Bottle Gourd Production,1400100000,Abra,524.6,390.75,,17.8,525.34,396.54,,16.9,512.3,348.65,5.73,10.28,385.0,230.0,3.37,18.25,360.0,345.0,18.82,27.53,419.1
Overall Bottle Gourd Production,1401100000,Benguet,,,,,,,,,,,0.02,,,,,,,,,,
Overall Bottle Gourd Production,1402700000,Ifugao,120.95,3.2,5.4,,123.73,3.5,5.6,,147.46,2.14,6.0,0.73,3.49,1.81,,4.9,2.59,2.42,1.17,2.21,2.0
Overall Bottle Gourd Production,1403200000,Kalinga,11.42,0.79,2.5,0.36,15.2,0.87,2.98,0.39,18.33,0.98,2.45,0.75,16.73,0.9,2.4,0.7,16.0,1.0,2.0,0.75,16.25
Overall Bottle Gourd Production,1404400000,Mountain Province,,,,,,,,,,,,,,,,,,,,,0.34
Overall Bottle Gourd Production,1408100000,Apayao,9.42,1.0,,9.0,10.47,1.2,,9.52,13.8,1.32,,8.93,14.0,1.5,1.44,7.14,13.75,1.42,1.52,6.78,13.85
Overall Bottle Gourd Production,1600200000,Agusan del Norte,52.0,153.8,147.57,145.56,31.96,140.0,160.45,152.1,50.0,159.0,151.01,147.89,45.99,150.7,150.5,145.64,48.0,152.7,153.99,152.0,31.68
Overall Bottle Gourd Production,1600300000,Agusan del Sur,23.2,335.65,157.96,238.55,20.04,350.73,165.65,230.62,21.23,264.92,164.42,191.2,17.43,186.0,164.2,175.0,23.0,190.0,172.41,179.39,24.97
Overall Bottle Gourd Production,1606700000,Surigao del Norte,1.46,13.95,11.7,11.58,0.65,16.98,12.7,16.58,0.76,12.95,8.5,0.86,4.68,4.72,4.08,1.2,1.34,2.97,17.67,1.15,3.96
Overall Bottle Gourd Production,1606800000,Surigao del Sur,0.28,43.42,52.99,14.0,0.26,50.44,61.54,10.61,0.18,55.35,2.16,9.69,0.4,51.2,0.22,0.51,0.99,0.14,2.64,1.54,0.52
Overall Bottle Gourd Production,1608500000,Dinagat Islands,2.08,4.93,0.62,4.56,0.29,5.36,0.83,2.76,1.36,14.41,0.2,1.83,0.78,5.32,0.43,0.3,0.31,3.16,4.74,2.57,2.96
Overall Bottle Gourd Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,16.32
Overall Bottle Gourd Production,1704000000,Marinduque,153.79,46.0,10.96,45.36,201.7,65.74,10.51,37.43,278.91,49.44,8.97,29.94,125.5,38.5,6.3,22.5,114.21,27.98,4.47,15.03,172.87
Overall Bottle Gourd Production,1705100000,Occidental Mindoro,22.35,81.12,14.67,8.51,26.51,77.56,7.69,7.03,22.4,95.45,12.38,7.55,3.33,62.14,11.58,7.66,7.01,53.8,10.3,10.01,32.14
Overall Bottle Gourd Production,1705200000,Oriental Mindoro,0.4,58.56,51.34,7.95,0.34,50.53,42.3,5.09,0.33,131.01,43.14,6.5,0.5,168.37,38.18,7.5,0.54,174.0,42.95,6.08,0.74
Overall Bottle Gourd Production,1705300000,Palawan,74.81,82.25,22.17,36.05,64.85,85.87,23.2,25.33,52.9,123.07,34.2,5.83,48.91,119.07,32.93,5.52,45.77,110.83,40.0,5.19,52.07
Overall Bottle Gourd Production,1705900000,Romblon,33.65,24.09,3.63,10.28,34.43,26.68,3.89,11.54,24.95,23.08,11.29,6.58,19.96,15.0,9.5,10.55,23.45,17.59,8.23,9.76,27.29
Overall Bottle Gourd Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,6.66
Overall Bottle Gourd Production,1804500000,Negros Occidental,500.0,620.0,155.0,300.0,490.0,640.0,185.0,298.3,498.6,696.43,201.33,304.0,496.2,693.0,203.36,310.0,498.0,695.0,196.56,304.1,497.8
Overall Bottle Gourd Production,1804600000,Negros Oriental,69.83,58.81,104.35,109.22,72.91,73.39,123.39,101.52,92.21,87.13,119.5,98.0,78.32,73.11,50.6,95.0,81.14,77.88,55.0,94.0,83.39
Overall Bottle Gourd Production,1806100000,Siquijor,2.1,0.52,7.92,9.02,1.61,0.67,6.05,7.5,1.87,0.49,5.25,6.23,1.59,0.3,3.57,7.61,1.41,0.14,1.3,4.0,1.62
Overall Bottle Gourd Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,
Overall Bottle Gourd Production,1900700000,Basilan,23.39,80.9,3.54,72.04,25.15,86.77,3.67,76.11,24.37,87.79,,75.0,2.8,45.0,2.24,70.0,2.95,14.04,2.02,12.91,1.61
Overall Bottle Gourd Production,1903600000,Lanao del Sur,15.2,20.67,88.41,27.35,15.19,20.5,88.39,27.31,15.18,20.35,88.11,,15.17,,,,14.89,18.45,1.06,,14.35
Overall Bottle Gourd Production,1907000000,Tawi-Tawi,1.1,5.98,15.88,13.2,1.56,6.1,16.8,13.6,1.4,6.0,14.3,14.2,1.64,6.2,15.0,15.0,2.3,2.77,17.0,18.0,8.23
Overall Bottle Gourd Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,26.0,26.0,35.0,70.0,4.27
Overall Bottle Gourd Production,1908800000,Maguindanao del Sur,23.4,2.0,135.0,143.2,23.85,2.03,136.0,143.85,23.9,2.05,136.2,144.25,23.1,2.0,132.13,66.23,13.6,3.5,3.8,4.0,6.6
