Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Lettuce Production,0804800000,Northern Samar,,,,,,,,,,,,,0.29,0.01,0.1,0.95,0.3,,,,
Overall Lettuce Production,0806000000,Samar (Western Samar),,0.58,1.01,1.13,0.39,0.48,1.28,1.7,0.4,0.55,,,0.35,0.48,0.01,1.5,,,,,0.07
Overall Lettuce Production,0806400000,Southern Leyte,,,,,,,,,,,,,0.01,0.22,,0.05,,0.23,,0.58,0.02
Overall Lettuce Production,0807800000,Biliran,0.1,0.13,0.5,0.15,0.13,0.14,0.8,0.14,0.11,0.11,0.62,0.14,0.6,0.3,0.45,0.07,0.93,0.34,0.38,0.06,0.86
Overall Lettuce Production,0906600000,,,,,,,,,,,,,,,,,,,,,,
Overall Lettuce Production,0907200000,Zamboanga del Norte,,0.08,0.1,0.08,0.11,0.1,0.12,0.12,0.15,0.12,0.31,3.63,0.3,0.21,0.33,3.65,0.32,1.98,0.52,3.64,1.87
Overall Lettuce Production,0907300000,Zamboanga del Sur,,,,,,,,,2.7,6.67,6.79,62.0,2.65,7.0,6.32,6.0,2.8,6.8,4.8,1.6,2.1
Overall Lettuce Production,0907400000,Zamboanga City,,4.75,,9.18,,,,,,,,,,,,,,1.11,2.01,2.07,1.59
Overall Lettuce Production,0908300000,Zamboanga Sibugay,,,,,,,,,,,,,,,,,,,,,
Overall Lettuce Production,1001300000,Bukidnon,356.95,412.05,430.0,510.32,350.0,432.55,461.44,537.33,341.29,360.13,475.0,519.67,981.75,309.38,460.0,498.2,1065.36,319.2,470.86,494.36,1015.11
Overall Lettuce Production,1001800000,Camiguin,0.08,0.17,0.06,0.25,,0.26,0.21,0.33,,0.39,0.15,,,0.45,0.16,,,0.47,0.04,0.4,0.08
Overall Lettuce Production,1003500000,Lanao del Norte,,,5.0,,,,,,0.5,0.56,,,0.47,0.54,,,0.51,0.53,,,0.49
Overall Lettuce Production,1004200000,Misamis Occidental,0.13,,0.28,0.22,0.14,0.25,1.0,0.31,0.16,0.28,1.25,0.33,0.16,0.31,1.3,0.33,11.63,0.31,1.32,0.33,11.5
Overall Lettuce Production,1004300000,Misamis Oriental,11.8,1.02,1.25,15.0,11.5,1.63,0.95,19.62,14.38,2.04,3.0,30.0,12.56,0.9,2.21,23.66,12.2,0.94,2.1,25.12,11.71
Overall Lettuce Production,1102300000,Davao del Norte,,,,,,,,,,,,,,,,,,,,,11.98
Overall Lettuce Production,1102400000,Davao del Sur,0.32,0.23,0.27,0.38,0.33,0.24,0.28,0.39,23.2,13.46,48.6,49.76,23.76,14.13,49.51,46.41,25.84,,0.93,0.8,0.47
Overall Lettuce Production,1102500000,Davao Oriental,,,,,,,,,,,0.07,,,,,,,,,,
Overall Lettuce Production,1108200000,Davao de Oro (Compostela Valley),,,,,,,,,,,,,,,,,,,,,
Overall Lettuce Production,1108600000,Davao Occidental,,,,,,,,,,,,,,,,,,,,,
Overall Lettuce Production,1130700000,Davao City,18.06,11.36,17.52,16.73,20.76,12.35,45.0,55.0,,,,,,,,,,13.39,19.94,43.41,25.37
Overall Lettuce Production,1204700000,Cotabato (North Cotabato),1.69,3.1,12.74,17.44,1.03,1.75,10.64,15.7,1.0,1.7,4.32,13.17,0.5,1.4,4.35,14.44,0.75,1.08,2.72,8.58,0.86
Overall Lettuce Production,1206300000,South Cotabato,,0.43,,,,0.5,,,,0.79,2.5,2.5,2.85,0.33,2.1,1.57,1.98,1.0,0.81,2.04,0.99
Overall Lettuce Production,1206500000,Sultan Kudarat,,,,,,,,,,,,,,,,,,,,,
Overall Lettuce Production,1208000000,Sarangani,,,,,,,,,,,,,,,,,,,,,
Overall Lettuce Production,1400100000,Abra,,,,,,,,,,,,,0.53,,,,0.56,,,,
Overall Lettuce Production,1401100000,Benguet,541.03,225.51,18.3,627.39,502.76,218.0,31.25,710.23,426.44,226.18,30.0,791.7,1309.08,229.0,1191.24,1025.0,1810.0,2460.39,1127.06,1106.61,2967.08
Overall Lettuce Production,1402700000,Ifugao,,,,,,,,,,,,,,,,,,,,,
Overall Lettuce Production,1403200000,Kalinga,,,,,,,,,,,,,0.09,,,,0.1,,,,
Overall Lettuce Production,1404400000,Mountain Province,24.75,25.31,14.21,13.02,25.48,26.63,17.27,12.37,25.11,24.01,12.95,15.46,26.37,21.64,11.66,13.07,27.69,23.8,12.28,10.46,26.3
Overall Lettuce Production,1408100000,Apayao,,,,,,,,,,,,,,,,,,,,,
Overall Lettuce Production,1600200000,Agusan del Norte,,,,,,,0.25,0.1,0.12,0.1,0.26,0.09,0.1,0.03,0.25,0.1,0.09,0.03,0.25,0.11,0.09
Overall Lettuce Production,1600300000,Agusan del Sur,,,0.4,,,,0.45,,,,,0.1,,,,,,,,,
Overall Lettuce Production,1606700000,Surigao del Norte,1.15,0.2,0.05,,,,0.01,,,,,,0.18,0.04,0.09,0.38,1.09,0.03,0.05,0.07,0.03
Overall Lettuce Production,1606800000,Surigao del Sur,,,,0.22,,,,0.23,,,,,,,,,,0.39,0.4,0.4,0.38
Overall Lettuce Production,1608500000,Dinagat Islands,,,0.02,,,,,,,,,,,,,,,,0.01,0.06,0.2
Overall Lettuce Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,0.04
Overall Lettuce Production,1704000000,Marinduque,1.85,1.45,3.34,0.92,2.3,1.71,3.3,0.9,2.58,1.98,2.57,0.41,1.97,2.0,1.77,0.32,1.74,1.65,0.01,0.3,2.1
Overall Lettuce Production,1705100000,Occidental Mindoro,,,,,,,,,,,,,,,,,,,,,
Overall Lettuce Production,1705200000,Oriental Mindoro,,,,0.46,,,,0.55,,0.2,0.3,0.6,,0.25,0.4,0.68,,0.35,0.55,0.75,
Overall Lettuce Production,1705300000,Palawan,,,,,,,,,,,,,,,,,,,,,
Overall Lettuce Production,1705900000,Romblon,,,,,,,,,,,,,,,,,,,,,0.03
Overall Lettuce Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,1.06
Overall Lettuce Production,1804500000,Negros Occidental,,,,,,,,,,,0.6,0.2,1.06,1.65,1.09,0.45,3.57,2.28,2.83,1.3,4.0
Overall Lettuce Production,1804600000,Negros Oriental,322.3,125.71,102.38,109.44,468.25,131.65,153.61,62.18,607.54,410.82,162.0,113.66,684.35,222.73,132.82,99.73,586.71,255.07,149.48,91.86,600.2
Overall Lettuce Production,1806100000,Siquijor,0.02,0.16,0.12,0.01,0.14,0.19,0.28,0.25,0.86,0.21,0.1,0.3,,0.17,0.2,0.19,,,0.19,0.02,
Overall Lettuce Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,1.84
Overall Lettuce Production,1900700000,Basilan,,,,,,,,,,,,,,,,,,,,,
Overall Lettuce Production,1903600000,Lanao del Sur,,0.05,,,,0.05,,,,0.05,,,,,,,,,,,
Overall Lettuce Production,1907000000,Tawi-Tawi,,,,,,,,,,,,,,,,,,,,,
Overall Lettuce Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,3.35,0.75,1.69,116.99,47.02
Overall Lettuce Production,1908800000,Maguindanao del Sur,0.5,0.5,0.2,0.32,0.65,0.56,0.22,0.34,0.75,0.64,0.23,0.38,0.7,0.64,0.13,32.13,4.5,4.66,4.7,4.8,113.79
