Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Pomelo Production,0305400000,Pampanga,1.25,0.95,,,1.2,0.94,,,1.18,0.94,0.67,0.26,1.15,0.93,0.64,0.25,1.17,0.67,0.66,0.25,1.18
Overall Pomelo Production,0306900000,Tarlac,1.45,2.95,1.75,3.9,2.19,3.15,1.87,3.19,2.0,2.41,1.85,5.51,1.88,2.75,1.98,6.05,1.98,2.81,2.12,5.69,1.76
Overall Pomelo Production,0307100000,Zambales,16.65,11.94,14.37,12.42,14.65,11.46,13.01,11.13,13.48,10.88,72.83,11.68,12.24,10.04,26.77,10.41,2.15,8.06,14.78,10.71,6.9
Overall Pomelo Production,0307700000,Aurora,3.51,12.0,16.13,14.33,4.15,14.83,11.56,17.22,4.21,16.42,15.81,16.19,5.04,15.33,14.5,17.84,3.98,15.47,18.23,14.57,3.48
Overall Pomelo Production,0401000000,Batangas,1.0,0.02,,55.61,1.5,0.01,,36.03,0.89,0.01,0.54,37.0,2.3,6.23,8.0,33.8,1.8,4.72,7.06,40.22,2.15
Overall Pomelo Production,0402100000,Cavite,4.26,,,3.11,3.33,,,3.37,4.4,,,10.18,5.06,,,7.4,7.59,,,5.76,9.0
Overall Pomelo Production,0403400000,Laguna,0.99,,4.1,16.82,0.98,0.05,3.96,19.62,0.81,0.04,4.4,15.7,0.07,2.63,3.25,40.39,2.0,2.45,3.87,38.71,3.75
Overall Pomelo Production,0405600000,Quezon,,,264.3,112.11,,,282.89,103.25,,,290.0,105.32,8.95,0.36,261.04,99.91,9.03,0.33,280.28,93.94,16.0
Overall Pomelo Production,0405800000,Rizal,0.3,,0.54,8.34,0.4,,0.5,4.24,0.41,,0.53,4.3,0.37,0.25,0.52,5.84,3.07,0.3,0.5,6.14,2.73
Overall Pomelo Production,0500500000,Albay,18.63,34.82,47.09,7.07,27.36,38.22,54.05,7.44,28.21,35.76,50.17,,23.3,27.83,27.69,86.7,27.16,28.82,11.77,33.32,25.27
Overall Pomelo Production,0501600000,Camarines Norte,,3.3,8.92,6.4,,10.97,5.0,4.9,,8.37,40.1,13.34,0.73,11.74,59.95,24.87,0.56,10.09,89.63,31.91,0.64
Overall Pomelo Production,0501700000,Camarines Sur,0.88,1.45,3.24,11.08,1.21,3.26,5.74,20.38,0.88,3.0,,18.0,15.88,3.72,6.0,18.5,16.0,4.0,8.18,22.95,10.92
Overall Pomelo Production,0502000000,Catanduanes,0.03,0.38,,0.08,0.08,0.71,,0.05,0.06,0.7,,0.08,0.08,1.07,,0.07,0.03,0.83,10.97,0.07,0.0
Overall Pomelo Production,0504100000,Masbate,,0.15,,1.21,,0.16,,1.2,,0.15,,,,0.17,,1.11,19.84,0.11,,0.26,19.25
Overall Pomelo Production,0506200000,Sorsogon,10.14,14.22,23.64,1.77,8.43,13.65,21.28,1.57,6.3,9.63,22.24,1.9,7.56,10.11,23.35,2.28,25.78,10.61,15.49,4.5,27.11
Overall Pomelo Production,0600400000,Aklan,36.98,49.16,26.95,161.65,38.35,51.2,28.68,168.04,38.0,51.8,26.12,153.04,34.6,50.7,27.25,159.66,36.1,58.13,23.82,136.76,20.19
Overall Pomelo Production,0600600000,Antique,7.5,9.2,20.25,46.41,7.71,9.18,20.76,45.67,7.65,9.12,21.09,69.5,18.45,12.77,23.39,62.91,19.02,12.8,23.44,83.21,26.5
Overall Pomelo Production,0601900000,Capiz,5.95,7.32,14.28,10.83,6.32,7.63,14.86,13.27,6.49,7.92,14.25,14.85,7.0,9.03,14.78,15.41,7.52,9.5,14.75,14.38,9.02
Overall Pomelo Production,0603000000,Iloilo,19.0,,42.0,190.0,21.0,,46.2,178.0,18.0,,44.73,172.34,17.43,3.09,40.0,154.12,17.6,4.5,48.66,163.26,18.64
Overall Pomelo Production,0607900000,Guimaras,3.31,1.0,1.13,6.01,2.32,0.97,1.02,7.0,1.94,1.5,1.05,7.35,2.0,1.6,1.5,9.19,2.1,1.7,1.52,11.46,10.16
Overall Pomelo Production,0701200000,Bohol,,4.0,6.65,6.23,,2.16,3.33,2.69,,5.68,58.95,80.73,45.22,40.6,47.53,86.0,62.64,58.93,55.72,97.63,66.19
Overall Pomelo Production,0702200000,Cebu,,31.0,33.51,68.0,,25.0,28.0,77.0,0.08,22.22,27.89,79.0,0.1,20.0,15.79,83.1,0.12,21.02,17.88,66.46,0.12
Overall Pomelo Production,0802600000,Eastern Samar,0.05,0.56,4.26,2.15,0.05,0.55,4.25,2.2,0.06,0.73,4.43,4.1,0.21,1.16,4.31,4.21,1.26,1.19,4.53,3.5,1.2
Overall Pomelo Production,0803700000,Leyte,2.11,7.14,1.55,41.0,2.46,5.52,1.84,43.33,2.0,6.18,3.25,43.3,1.98,7.92,3.3,44.0,2.0,8.05,3.25,40.0,2.1
Overall Pomelo Production,0804800000,Northern Samar,,,,,,,,,,,,,5.7,,,0.9,,,0.53,0.91,11.69
Overall Pomelo Production,0806000000,Samar (Western Samar),3.87,20.29,0.4,1.46,3.49,21.59,0.4,1.98,3.74,36.51,0.41,1.9,,32.14,0.4,2.1,3.8,31.45,0.4,2.13,
Overall Pomelo Production,0806400000,Southern Leyte,2.85,6.3,9.3,13.1,1.47,2.35,4.05,12.65,1.51,4.3,5.67,12.85,1.6,4.15,5.88,15.24,4.42,6.11,16.23,13.82,9.29
Overall Pomelo Production,0807800000,Biliran,1.0,0.11,1.95,1.1,0.65,0.06,1.2,1.0,0.33,0.05,1.09,0.95,0.3,0.05,1.14,0.86,0.25,0.05,0.83,0.88,0.23
Overall Pomelo Production,0906600000,,,,32.0,181.0,,,31.0,182.0,,,30.0,180.0,,,31.0,183.0,,,,,
Overall Pomelo Production,0907200000,Zamboanga del Norte,7.38,15.15,20.45,55.43,6.64,11.2,24.72,40.45,5.96,12.19,214.4,38.16,5.41,12.41,70.3,42.01,6.0,12.92,56.94,40.21,6.28
Overall Pomelo Production,0907300000,Zamboanga del Sur,,18.76,24.36,83.29,,19.32,31.04,85.56,2.54,30.83,83.16,5.44,5.68,27.2,87.7,6.15,6.48,19.56,9.35,6.94,6.71
Overall Pomelo Production,0907400000,Zamboanga City,2.82,5.96,43.63,95.21,2.76,5.96,44.0,94.2,,,,,,,,,,4.19,46.95,43.66,42.79
Overall Pomelo Production,0908300000,Zamboanga Sibugay,2.65,2.83,37.29,62.44,2.64,3.51,42.82,58.31,2.11,3.97,42.34,61.74,1.71,3.77,42.12,59.35,1.81,4.24,41.14,56.6,1.8
Overall Pomelo Production,1001300000,Bukidnon,4.24,13.9,25.28,11.22,4.0,13.2,25.0,11.0,4.09,14.25,24.0,10.5,3.89,13.0,25.0,11.0,4.05,12.2,23.5,10.94,4.07
Overall Pomelo Production,1001800000,Camiguin,1.67,3.21,3.28,5.0,0.98,1.18,3.02,4.79,1.12,1.49,4.0,5.0,1.3,1.36,4.63,5.56,1.82,2.32,4.84,3.65,2.52
Overall Pomelo Production,1003500000,Lanao del Norte,25.0,10.5,40.0,50.0,24.0,13.35,44.0,55.0,26.0,13.55,48.0,60.0,25.0,13.5,46.0,62.0,26.5,13.25,47.0,63.53,25.83
Overall Pomelo Production,1004200000,Misamis Occidental,17.0,8.2,12.15,686.0,16.0,8.0,12.1,678.0,15.7,8.92,13.0,680.0,15.45,31.25,13.33,671.16,15.73,32.05,13.84,676.38,15.96
Overall Pomelo Production,1004300000,Misamis Oriental,17.11,18.7,8.3,56.0,17.5,19.42,9.74,50.4,12.69,15.59,11.5,43.6,1.8,17.18,33.75,40.6,1.78,16.44,32.1,41.0,5.42
Overall Pomelo Production,1102300000,Davao del Norte,53.02,150.11,152.55,99.01,51.92,164.08,150.51,96.23,50.77,164.01,152.96,94.67,47.39,158.56,151.94,93.14,52.58,171.05,150.82,94.37,51.14
Overall Pomelo Production,1102400000,Davao del Sur,182.65,99.82,185.12,268.42,183.41,100.24,186.41,266.72,3189.03,2268.42,3850.82,4228.72,3174.92,2177.68,3984.67,4397.87,3133.65,103.08,42.59,4436.74,3097.16
Overall Pomelo Production,1102500000,Davao Oriental,152.94,138.85,260.55,65.04,150.29,151.29,257.3,63.18,147.7,148.17,243.12,62.8,135.16,146.1,236.82,67.15,144.82,154.22,251.88,71.8,140.04
Overall Pomelo Production,1108200000,Davao de Oro (Compostela Valley),8.37,59.43,45.81,79.06,8.24,61.9,47.92,73.85,8.18,63.18,46.83,53.31,7.88,60.77,45.35,51.45,8.19,58.93,45.81,51.82,8.03
Overall Pomelo Production,1108600000,Davao Occidental,64.62,31.25,59.65,71.75,71.8,31.23,62.14,74.74,67.02,30.56,59.03,65.82,65.82,30.01,57.84,64.61,64.68,28.6,56.59,62.68,66.79
Overall Pomelo Production,1130700000,Davao City,2986.22,2151.13,3801.8,3964.0,2987.36,2157.26,3875.35,3968.0,,,,,,,,,,2068.06,42.59,47.41,33.1
Overall Pomelo Production,1204700000,Cotabato (North Cotabato),75.6,157.74,62.72,615.25,76.87,240.0,125.74,727.87,66.76,255.28,183.46,742.31,147.33,236.06,204.49,764.8,136.59,227.42,291.55,782.62,150.0
Overall Pomelo Production,1206300000,South Cotabato,86.95,70.56,46.32,46.05,82.6,63.21,44.0,41.79,90.88,60.05,65.0,38.0,85.59,58.85,62.0,50.0,86.87,60.61,63.93,54.0,83.3
Overall Pomelo Production,1206500000,Sultan Kudarat,16.8,8.73,7.58,38.47,15.46,7.67,7.58,38.66,15.66,6.11,7.64,43.36,14.31,5.8,7.48,40.16,15.38,6.53,7.57,40.73,15.52
Overall Pomelo Production,1208000000,Sarangani,35.0,11.15,6.2,44.3,50.0,226.0,205.0,150.0,133.0,192.0,210.0,146.0,129.66,191.84,235.0,200.0,230.0,185.7,212.32,219.1,164.22
Overall Pomelo Production,1400100000,Abra,,3.1,59.8,17.4,,2.98,58.2,17.01,,2.87,3.5,21.51,,2.69,3.4,19.43,2.77,2.9,11.79,27.3,
Overall Pomelo Production,1401100000,Benguet,,,,75.0,,,,76.25,,,,77.0,,,75.0,69.75,,0.34,67.77,66.73,17.59
Overall Pomelo Production,1402700000,Ifugao,,,103.66,33.9,,,108.24,38.2,,,100.14,24.91,,6.05,23.91,20.36,,19.14,11.38,2.62,6.6
Overall Pomelo Production,1403200000,Kalinga,2.37,1.16,20.94,0.7,2.5,1.42,25.49,0.85,2.8,1.77,20.97,1.25,2.97,2.0,20.0,1.3,3.84,2.1,21.67,1.43,3.5
Overall Pomelo Production,1404400000,Mountain Province,,7.54,70.83,1.82,,6.49,63.44,1.22,,4.55,66.71,1.34,,3.19,63.37,1.19,,3.83,60.2,1.13,
Overall Pomelo Production,1408100000,Apayao,3.35,0.15,23.78,8.75,4.49,0.17,25.0,6.43,5.61,0.18,25.5,7.98,6.0,0.18,25.0,6.3,4.5,0.2,27.01,6.9,4.79
Overall Pomelo Production,1600200000,Agusan del Norte,1.94,0.93,4.0,7.1,1.42,0.9,3.9,8.1,1.14,1.0,4.03,7.57,1.06,0.96,4.0,7.4,1.14,0.95,4.1,7.69,0.88
Overall Pomelo Production,1600300000,Agusan del Sur,5.1,2.92,4.73,90.02,5.15,2.83,4.16,91.12,5.22,2.54,3.8,85.03,3.74,0.86,3.17,82.51,4.0,0.89,3.45,88.3,4.93
Overall Pomelo Production,1606700000,Surigao del Norte,0.75,1.85,1.8,0.15,0.05,0.27,0.86,0.01,0.01,0.1,0.07,1.19,1.64,0.1,0.12,1.95,0.64,0.15,0.19,5.64,9.83
Overall Pomelo Production,1606800000,Surigao del Sur,1.36,86.4,2.47,24.0,1.22,48.74,1.71,32.29,0.97,41.63,1.1,28.8,1.53,2.9,3.0,21.56,1.66,2.5,2.63,21.4,2.23
Overall Pomelo Production,1608500000,Dinagat Islands,0.15,0.45,0.08,0.15,,0.56,0.01,0.01,,1.12,0.04,1.27,0.02,1.47,,0.75,0.68,1.12,0.23,2.35,
Overall Pomelo Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,1.09
Overall Pomelo Production,1704000000,Marinduque,,22.34,6.24,4.57,,17.3,4.3,4.04,,23.49,3.78,3.23,,20.65,5.0,4.15,25.82,20.7,4.8,4.26,6.1
Overall Pomelo Production,1705100000,Occidental Mindoro,10.73,1.27,2.4,3.51,12.85,1.25,2.99,3.71,12.18,1.15,,3.19,26.22,1.21,2.84,3.4,25.21,1.43,2.59,3.15,27.15
Overall Pomelo Production,1705200000,Oriental Mindoro,2.33,4.85,11.79,1.1,2.48,4.85,13.2,1.1,1.29,5.69,15.84,1.12,1.39,6.86,17.09,1.17,1.43,7.2,25.1,1.0,1.51
Overall Pomelo Production,1705300000,Palawan,33.31,3.05,,13.56,19.65,1.95,,13.62,20.17,2.51,18.29,12.58,19.87,2.13,17.24,13.02,18.07,2.04,17.91,13.55,16.27
Overall Pomelo Production,1705900000,Romblon,3.57,,3.29,12.24,3.31,,3.29,11.25,2.61,,0.11,15.82,4.44,9.6,1.38,25.71,3.36,8.12,1.59,32.25,4.31
Overall Pomelo Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,13.52
Overall Pomelo Production,1804500000,Negros Occidental,24.22,,20.77,19.19,18.33,,22.38,15.73,18.71,,19.29,13.55,16.12,0.05,16.11,15.72,18.7,1.0,19.26,15.0,17.84
Overall Pomelo Production,1804600000,Negros Oriental,,7.8,20.0,83.0,,0.96,15.0,48.64,,1.5,17.0,50.64,60.24,2.1,18.5,58.23,22.55,2.94,19.99,52.5,41.59
Overall Pomelo Production,1806100000,Siquijor,2.71,4.95,1.41,11.98,2.3,4.6,1.23,12.5,2.35,4.72,1.3,12.6,2.45,3.44,1.3,12.36,2.5,3.62,1.42,12.56,2.41
Overall Pomelo Production,1900700000,Basilan,,0.61,,22.37,,0.65,,23.31,0.8,0.67,2.23,22.61,1.36,,2.5,23.0,2.38,,4.97,5.84,
Overall Pomelo Production,1903600000,Lanao del Sur,11.5,,9.45,60.35,11.47,,9.44,60.29,11.47,,9.45,0.43,12.0,,9.1,,10.5,4.63,20.09,,11.2
Overall Pomelo Production,1907000000,Tawi-Tawi,0.75,1.9,2.25,35.0,1.15,1.95,2.46,32.0,1.0,2.4,2.3,30.0,1.2,2.5,2.5,31.0,1.6,2.14,2.63,20.0,
Overall Pomelo Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,,75.0,120.0,95.0,80.0
Overall Pomelo Production,1908800000,Maguindanao del Sur,22.6,190.0,280.0,356.0,22.7,192.0,279.0,354.0,22.0,192.0,275.0,358.0,20.0,188.0,282.0,158.3,120.0,125.0,170.0,170.0,150.0
