Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Dragon Fruit Production,0405600000,Quezon,,,10.21,2.27,,,10.89,1.34,,,11.4,1.41,1.1,0.04,15.8,1.7,1.29,0.05,36.2,1.83,2.8
Overall Dragon Fruit Production,0405800000,Rizal,,12.0,90.45,5.68,,11.39,81.8,4.61,,11.05,68.85,4.5,,12.0,63.4,6.8,,11.5,58.38,5.6,
Overall Dragon Fruit Production,0500500000,Albay,,,,,,,,,,,0.19,,0.19,1.33,2.97,12.87,0.41,1.71,2.44,1.28,
Overall Dragon Fruit Production,0501600000,Camarines Norte,,,,,,,,,,,,0.93,4.23,,,,,,,,0.15
Overall Dragon Fruit Production,0501700000,Camarines Sur,,,,,,,,,,,1.48,8.49,1.5,1.4,2.36,1.82,1.3,2.07,3.76,6.57,0.41
Overall Dragon Fruit Production,0502000000,Catanduanes,,,,,,,,,,,,,,0.2,,0.01,0.69,0.25,1.87,0.06,
Overall Dragon Fruit Production,0504100000,Masbate,,,,,,,,,,,,,,4.2,11.33,4.05,5.39,5.77,11.13,1.26,1.99
Overall Dragon Fruit Production,0506200000,Sorsogon,,,,,,,,,,,,6.9,0.11,0.17,3.54,,,0.69,0.25,,
Overall Dragon Fruit Production,0600400000,Aklan,,0.39,3.4,,,0.42,3.52,,,0.46,2.43,0.31,0.69,0.41,4.08,0.52,1.32,1.7,7.54,3.72,1.01
Overall Dragon Fruit Production,0600600000,Antique,,,1.12,1.5,,1.24,1.22,1.58,,2.35,1.11,3.15,,3.24,4.0,2.05,0.01,3.24,7.27,2.19,1.04
Overall Dragon Fruit Production,0601900000,Capiz,0.9,1.8,1.59,1.36,1.14,3.14,2.06,1.81,1.22,3.38,2.34,2.06,1.2,3.36,2.21,1.94,1.71,4.2,5.29,2.0,2.16
Overall Dragon Fruit Production,0603000000,Iloilo,0.43,3.0,6.5,3.2,0.4,4.0,6.0,3.65,0.37,3.5,6.03,3.67,0.36,3.0,7.25,4.41,0.42,3.4,8.5,5.17,0.4
Overall Dragon Fruit Production,0607900000,Guimaras,0.05,1.0,5.98,1.21,0.08,2.13,10.82,3.59,0.11,3.5,7.1,2.42,0.1,4.1,18.0,2.55,0.12,6.55,31.6,2.65,0.15
Overall Dragon Fruit Production,0701200000,Bohol,0.8,9.46,41.7,1.83,,7.12,38.19,2.03,0.01,6.5,10.17,15.34,2.36,8.21,18.34,11.81,2.46,8.47,26.27,19.57,0.5
Overall Dragon Fruit Production,0702200000,Cebu,2.0,5.0,25.0,9.0,1.7,7.0,35.0,15.0,1.8,8.11,41.66,9.39,1.02,8.35,42.96,15.0,2.52,8.55,42.23,12.79,2.25
Overall Dragon Fruit Production,0802600000,Eastern Samar,,,1.0,,,3.0,1.43,,,3.5,4.8,3.75,,3.72,5.04,4.4,,,5.54,4.08,
Overall Dragon Fruit Production,0803700000,Leyte,1.97,2.01,1.3,1.85,1.69,1.85,0.88,1.8,1.0,0.26,1.9,1.81,0.99,1.22,2.1,0.4,1.1,1.32,2.3,0.8,1.05
Overall Dragon Fruit Production,0804800000,Northern Samar,,,,,,,,,,,,,0.51,3.65,,,,3.67,,,
Overall Dragon Fruit Production,0806000000,Samar (Western Samar),,,0.37,0.3,,,0.58,0.34,,,0.62,0.43,,,0.75,1.15,2.1,2.05,0.65,1.22,
Overall Dragon Fruit Production,0806400000,Southern Leyte,,,,,,,,,,,0.21,,,0.48,0.47,0.69,0.21,0.23,0.58,2.45,2.45
Overall Dragon Fruit Production,0807800000,Biliran,0.08,0.07,0.8,0.26,0.08,0.11,1.68,0.23,,0.22,1.85,0.43,0.1,0.2,2.83,0.39,0.09,0.22,2.12,0.35,0.08
Overall Dragon Fruit Production,0906600000,,,,,,,,,,,,,,,0.67,,,,,,,
Overall Dragon Fruit Production,0907200000,Zamboanga del Norte,0.15,3.89,2.55,2.48,0.19,5.89,3.39,6.38,0.15,6.18,17.72,25.99,0.09,7.12,16.86,24.62,0.08,6.4,12.66,0.16,6.35
Overall Dragon Fruit Production,0907300000,Zamboanga del Sur,0.33,4.29,2.4,1.31,3.89,6.12,2.57,1.71,4.13,5.55,5.07,7.81,5.0,5.99,5.57,7.63,4.6,4.88,4.65,4.83,2.91
Overall Dragon Fruit Production,0907400000,Zamboanga City,0.42,0.72,1.44,,0.43,0.71,1.4,,,,,,,,,,,,,,
Overall Dragon Fruit Production,0908300000,Zamboanga Sibugay,,,,,,,,,,,,0.78,1.75,0.41,,,,,,,
Overall Dragon Fruit Production,1001300000,Bukidnon,5.63,16.0,25.0,11.0,5.0,15.0,26.0,10.5,4.0,15.67,29.0,10.83,3.88,14.8,27.04,10.0,4.0,13.8,29.73,9.7,4.5
Overall Dragon Fruit Production,1001800000,Camiguin,,,,,,,,0.25,,,2.5,0.27,,,3.81,0.37,,2.58,4.79,0.92,0.2
Overall Dragon Fruit Production,1003500000,Lanao del Norte,0.13,5.5,5.0,6.0,0.12,5.35,6.5,10.0,1.2,7.65,10.0,8.61,0.7,7.5,10.25,8.5,0.65,7.75,10.35,11.35,0.82
Overall Dragon Fruit Production,1004200000,Misamis Occidental,0.67,7.1,7.5,10.8,0.6,7.28,9.2,12.0,0.57,9.36,11.0,14.0,0.56,9.62,11.36,14.22,0.57,10.1,11.71,14.36,0.56
Overall Dragon Fruit Production,1004300000,Misamis Oriental,0.06,0.1,8.0,4.0,0.3,0.3,8.5,6.0,0.33,0.34,400.73,8.0,0.23,0.55,139.08,6.5,0.23,0.56,138.5,6.0,0.21
Overall Dragon Fruit Production,1102300000,Davao del Norte,,,,,,,,,,,,,0.01,,0.8,0.8,0.02,0.08,0.08,0.08,0.02
Overall Dragon Fruit Production,1102400000,Davao del Sur,,,,,,,,,,,0.65,0.86,4.0,2.9,1.45,0.87,4.0,2.93,,0.75,
Overall Dragon Fruit Production,1102500000,Davao Oriental,,,,1.57,,,,1.8,,,,1.66,,,,1.68,,,0.01,1.7,0.01
Overall Dragon Fruit Production,1130700000,Davao City,,,0.9,0.72,,,0.6,0.7,,,,,,,,,,2.93,0.67,1.0,4.0
Overall Dragon Fruit Production,1204700000,Cotabato (North Cotabato),0.45,2.0,4.37,1.4,0.62,2.2,4.19,1.72,0.47,2.52,4.41,1.85,0.42,3.35,5.02,1.99,0.24,2.48,4.2,0.86,1.4
Overall Dragon Fruit Production,1206300000,South Cotabato,,,,,,0.75,1.8,2.0,1.5,6.0,14.0,7.0,5.0,9.0,20.0,10.5,6.0,32.0,50.0,40.0,15.0
Overall Dragon Fruit Production,1206500000,Sultan Kudarat,,,,,,2.25,,,,2.25,3.0,0.2,,1.91,3.6,0.2,0.22,2.08,5.11,,0.23
Overall Dragon Fruit Production,1208000000,Sarangani,,0.9,,0.3,0.2,5.0,7.0,1.0,0.3,7.0,2.8,0.87,0.31,6.95,2.7,0.8,0.84,6.29,2.53,0.87,0.48
Overall Dragon Fruit Production,1400100000,Abra,,,,,,,,,,,,0.25,0.12,0.71,0.07,0.16,0.05,0.67,2.32,0.83,
Overall Dragon Fruit Production,1401100000,Benguet,,1.05,155.0,,,2.0,187.0,,,2.25,190.0,,,,210.0,,,55.0,512.35,469.0,
Overall Dragon Fruit Production,1402700000,Ifugao,,6.05,24.5,22.34,,3.63,32.28,20.16,,4.2,35.46,10.0,,2.58,4.41,6.41,,3.72,9.25,7.86,
Overall Dragon Fruit Production,1403200000,Kalinga,,,4.4,,,,5.74,,,,4.51,0.42,,,5.12,0.4,,0.7,6.63,0.44,
Overall Dragon Fruit Production,1404400000,Mountain Province,,,0.99,0.65,,,1.33,0.75,,,1.11,0.6,,3.82,1.05,0.42,,4.01,1.26,0.34,
Overall Dragon Fruit Production,1408100000,Apayao,,3.0,3.82,,,3.9,3.89,,,3.76,3.9,,,3.5,3.8,0.06,,0.87,3.59,0.06,
Overall Dragon Fruit Production,1600200000,Agusan del Norte,,0.59,0.27,0.29,,0.95,0.3,0.32,0.3,1.1,0.25,0.27,0.36,1.03,5.7,5.71,0.33,1.13,6.2,3.5,0.33
Overall Dragon Fruit Production,1600300000,Agusan del Sur,,,,,,,,,,,0.5,0.9,0.08,0.06,0.48,0.48,0.07,0.09,0.49,0.52,0.69
Overall Dragon Fruit Production,1606700000,Surigao del Norte,,,,,,,,,,,,,,0.19,1.98,1.34,,0.15,1.06,1.2,
Overall Dragon Fruit Production,1606800000,Surigao del Sur,,0.18,5.76,1.85,,0.17,9.79,1.83,,0.21,0.2,,,,0.24,,,,,,
Overall Dragon Fruit Production,1608500000,Dinagat Islands,,9.03,36.28,3.5,,0.4,15.13,0.03,,0.65,20.64,3.93,0.17,1.0,0.94,0.24,,1.38,2.09,0.93,
Overall Dragon Fruit Production,1705100000,Occidental Mindoro,,,0.1,,,,,,,,,0.03,,,,,,,0.05,,
Overall Dragon Fruit Production,1705200000,Oriental Mindoro,0.04,0.14,0.32,0.12,0.06,0.09,0.06,0.15,0.05,0.15,0.08,0.23,0.06,0.04,0.3,0.29,0.28,0.05,0.9,0.27,0.18
Overall Dragon Fruit Production,1705300000,Palawan,,,,,,,,,,,0.5,0.11,,,0.48,0.1,0.09,,0.46,0.09,0.08
Overall Dragon Fruit Production,1705900000,Romblon,,,,,,,,,,,3.96,1.7,5.67,0.35,7.18,1.2,3.0,1.22,10.41,4.17,3.36
Overall Dragon Fruit Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,0.95
Overall Dragon Fruit Production,1804500000,Negros Occidental,,,,,,0.8,3.55,,,0.89,3.95,1.0,,0.85,3.77,0.8,,1.17,14.48,0.9,0.03
Overall Dragon Fruit Production,1804600000,Negros Oriental,,,48.0,28.0,,,55.0,25.0,,,58.0,21.31,,0.51,50.25,20.0,,0.7,54.42,20.0,
Overall Dragon Fruit Production,1806100000,Siquijor,0.09,,2.1,0.5,2.36,1.9,1.0,0.23,0.03,2.29,1.9,0.5,0.62,0.27,1.98,0.51,0.48,1.42,2.59,0.51,0.38
Overall Dragon Fruit Production,1903600000,Lanao del Sur,,,,,,,,,,,,,,,,,,,,0.01,
