Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1
Overall Radish Production,1204700000,Cotabato (North Cotabato),60.52,96.78,58.99,103.48,51.31,71.2,28.57,51.21,29.14,37.83,21.26
Overall Radish Production,1206300000,South Cotabato,24.53,18.61,26.25,18.49,23.7,17.2,35.91,43.85,28.46,83.53,19.53
Overall Radish Production,1206500000,Sultan Kudarat,37.21,159.86,40.7,129.5,39.25,147.67,36.05,155.57,42.63,179.31,27.8
Overall Radish Production,1208000000,Sarangani,5.15,29.4,5.22,30.05,5.32,18.25,5.05,21.66,5.17,23.0,3.1
Overall Radish Production,1400100000,Abra,,,,,,,,,0.05,,
Overall Radish Production,1401100000,Benguet,899.05,322.57,872.39,357.51,978.26,460.0,921.5,1716.15,957.5,1698.72,949.25
Overall Radish Production,1402700000,Ifugao,,,,,,,,,,,
Overall Radish Production,1403200000,Kalinga,,,,,,,,,,,
Overall Radish Production,1404400000,Mountain Province,19.95,102.27,23.54,105.99,22.84,99.19,20.57,91.95,17.88,82.55,6.27
Overall Radish Production,1408100000,Apayao,,,,,,,,,,,
Overall Radish Production,1600200000,Agusan del Norte,1.2,0.15,1.16,0.14,1.15,0.07,0.55,0.11,0.53,0.1,0.26
Overall Radish Production,1600300000,Agusan del Sur,,,,,,,,,,,
Overall Radish Production,1606700000,Surigao del Norte,,,,,,,,,,,
Overall Radish Production,1606800000,Surigao del Sur,0.08,0.08,0.07,0.1,0.06,,,,,,
Overall Radish Production,1608500000,Dinagat Islands,,0.35,,,,,,,,,
Overall Radish Production,1630400000,Butuan City,,,,,,,,,,,0.13
Overall Radish Production,1704000000,Marinduque,,,,,,,,,,,
Overall Radish Production,1705100000,Occidental Mindoro,47.94,11.26,52.03,10.79,45.62,11.35,20.55,11.16,19.14,11.48,1.85
Overall Radish Production,1705200000,Oriental Mindoro,8.47,17.52,8.23,15.81,6.99,25.34,3.94,23.12,4.23,20.38,
Overall Radish Production,1705300000,Palawan,47.56,34.78,33.76,27.22,40.69,11.0,36.36,16.55,33.59,6.1,22.38
Overall Radish Production,1705900000,Romblon,34.93,15.02,34.25,16.93,23.45,12.99,26.21,22.57,24.45,17.13,12.36
Overall Radish Production,1731500000,Puerto Princesa City,,,,,,,,,,,
Overall Radish Production,1804500000,Negros Occidental,64.39,262.0,69.95,262.84,68.09,249.99,64.76,252.03,98.0,254.95,90.0
Overall Radish Production,1804600000,Negros Oriental,168.73,695.41,173.54,574.12,233.17,75.98,191.82,302.68,194.1,443.84,60.21
Overall Radish Production,1806100000,Siquijor,,,,,,,,,,,
Overall Radish Production,1830200000,Bacolod City,,,,,,,,,,,
Overall Radish Production,1900700000,Basilan,3.48,9.96,3.73,10.46,3.95,9.0,,4.54,0.03,0.79,
Overall Radish Production,1903600000,Lanao del Sur,19.0,,18.3,,18.29,,18.1,,,,
Overall Radish Production,1907000000,Tawi-Tawi,,,,,,,,,,,
Overall Radish Production,1908700000,Maguindanao del Norte,,,,,,,,,13.16,27.7,31.57
Overall Radish Production,1908800000,Maguindanao del Sur,9.5,37.4,9.4,37.2,9.3,36.5,8.75,49.55,3.0,16.94,5.5
