Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2
Overall Ginger Production,0803700000,Leyte,421.55,579.4,403.97,544.71,437.6,544.14,407.88,463.5,411.0,481.0
Overall Ginger Production,0804800000,Northern Samar,10.7,16.72,12.0,17.0,12.45,16.64,11.85,16.47,11.3,15.68
Overall Ginger Production,0806000000,Samar (Western Samar),157.12,110.43,171.96,131.13,175.58,129.69,169.96,127.89,169.27,125.17
Overall Ginger Production,0806400000,Southern Leyte,37.27,22.6,35.2,22.7,37.38,24.45,89.73,22.86,92.31,16.17
Overall Ginger Production,0807800000,Biliran,196.0,147.0,186.02,143.54,163.46,161.21,202.19,117.7,200.16,98.49
Overall Ginger Production,0906600000,,,,,,,,,,,
Overall Ginger Production,0907200000,Zamboanga del Norte,48.95,140.01,59.91,146.55,58.28,286.91,63.15,213.59,69.85,305.27
Overall Ginger Production,0907300000,Zamboanga del Sur,67.23,156.21,64.92,175.26,93.38,231.9,79.64,242.5,77.34,25.55
Overall Ginger Production,0907400000,Zamboanga City,29.63,89.65,29.91,89.25,,,,,5.6,13.68
Overall Ginger Production,0908300000,Zamboanga Sibugay,42.91,38.39,40.73,39.23,39.71,41.92,46.64,40.24,46.64,40.49
Overall Ginger Production,1001300000,Bukidnon,173.33,344.34,153.0,314.0,149.3,316.96,101.43,300.0,94.48,288.08
Overall Ginger Production,1001800000,Camiguin,28.76,5.56,29.03,7.71,43.69,10.5,44.84,10.99,37.1,8.73
Overall Ginger Production,1003500000,Lanao del Norte,1205.0,3010.0,1220.0,3025.0,1221.0,3035.0,1218.0,3042.0,1219.0,3050.0
Overall Ginger Production,1004200000,Misamis Occidental,325.5,74.5,430.42,80.03,446.31,83.2,400.72,86.08,406.33,87.87
Overall Ginger Production,1004300000,Misamis Oriental,110.0,108.66,119.71,150.48,92.48,150.0,82.38,139.52,83.9,142.44
Overall Ginger Production,1102300000,Davao del Norte,57.04,61.43,58.75,60.01,57.79,58.53,57.35,57.39,59.83,56.88
Overall Ginger Production,1102400000,Davao del Sur,118.11,159.05,127.94,174.66,220.61,291.14,226.89,295.29,179.7,206.82
Overall Ginger Production,1102500000,Davao Oriental,12.64,15.73,12.0,14.33,11.1,15.73,19.87,15.52,19.28,15.88
Overall Ginger Production,1108200000,Davao de Oro (Compostela Valley),196.27,289.9,193.82,297.4,195.59,505.24,186.36,267.22,182.43,275.96
Overall Ginger Production,1108600000,Davao Occidental,1.43,1.35,1.41,1.31,1.4,1.39,1.36,1.34,1.26,1.4
Overall Ginger Production,1130700000,Davao City,60.98,113.63,91.92,115.5,,,,,47.94,105.85
Overall Ginger Production,1204700000,Cotabato (North Cotabato),111.77,242.45,115.29,211.53,66.36,170.52,71.84,166.32,98.39,128.56
Overall Ginger Production,1206300000,South Cotabato,44.55,69.5,47.07,85.69,49.7,93.92,25.55,45.66,60.67,44.56
Overall Ginger Production,1206500000,Sultan Kudarat,41.57,26.49,37.63,28.65,43.75,22.31,41.3,22.34,37.73,25.02
Overall Ginger Production,1208000000,Sarangani,5.9,34.0,6.03,34.66,6.12,31.0,15.9,31.71,30.0,55.0
Overall Ginger Production,1400100000,Abra,64.29,57.86,65.99,59.15,64.21,14.82,27.93,15.85,39.3,39.5
Overall Ginger Production,1401100000,Benguet,124.93,161.3,136.22,175.5,131.28,170.54,116.7,182.78,175.0,197.82
Overall Ginger Production,1402700000,Ifugao,406.32,171.63,522.77,215.26,466.22,139.21,476.0,234.55,447.43,124.38
Overall Ginger Production,1403200000,Kalinga,58.95,13.46,66.78,15.03,86.0,14.46,79.2,14.5,75.0,15.25
Overall Ginger Production,1404400000,Mountain Province,7.83,16.43,6.72,20.6,4.75,21.32,7.85,16.76,8.71,18.44
Overall Ginger Production,1408100000,Apayao,42.52,27.81,46.64,25.28,44.54,25.0,41.55,21.7,30.54,20.06
Overall Ginger Production,1600200000,Agusan del Norte,5.99,8.62,5.75,8.67,7.15,8.46,5.89,8.5,6.19,8.29
Overall Ginger Production,1600300000,Agusan del Sur,90.18,39.34,87.63,39.01,86.63,21.16,72.62,33.0,73.0,31.33
Overall Ginger Production,1606700000,Surigao del Norte,7.12,3.68,5.28,2.95,3.6,0.38,2.51,0.63,0.48,1.21
Overall Ginger Production,1606800000,Surigao del Sur,10.71,56.75,15.56,49.33,10.71,18.68,8.16,0.32,2.1,0.12
Overall Ginger Production,1608500000,Dinagat Islands,1.9,5.38,1.07,6.96,21.5,1.01,3.39,2.94,0.84,0.46
Overall Ginger Production,1630400000,Butuan City,,,,,,,,,,
Overall Ginger Production,1704000000,Marinduque,28.0,10.9,23.29,10.67,30.41,7.74,31.85,6.17,25.21,6.61
Overall Ginger Production,1705100000,Occidental Mindoro,34.84,65.97,53.05,93.19,64.99,93.56,84.0,86.49,106.56,90.76
Overall Ginger Production,1705200000,Oriental Mindoro,24.67,114.6,27.17,126.19,24.08,156.36,43.32,145.86,40.35,220.42
Overall Ginger Production,1705300000,Palawan,212.59,137.15,196.41,110.74,154.04,96.5,150.39,92.79,145.6,97.82
Overall Ginger Production,1705900000,Romblon,107.38,25.2,117.32,28.84,143.98,24.19,129.51,24.19,142.23,23.6
Overall Ginger Production,1731500000,Puerto Princesa City,,,,,,,,,,
Overall Ginger Production,1804500000,Negros Occidental,492.5,72.19,506.72,82.44,550.3,89.66,516.51,88.42,527.79,97.85
Overall Ginger Production,1804600000,Negros Oriental,453.46,237.19,625.98,319.59,950.55,254.15,670.57,134.33,352.35,130.4
Overall Ginger Production,1806100000,Siquijor,15.65,4.05,16.21,4.13,15.52,4.25,14.2,5.06,14.06,5.52
Overall Ginger Production,1830200000,Bacolod City,,,,,,,,,,
Overall Ginger Production,1900700000,Basilan,13.13,10.8,14.45,11.89,15.95,11.9,1.94,11.5,6.1,
Overall Ginger Production,1903600000,Lanao del Sur,136.69,614.2,136.68,614.15,136.74,615.0,137.0,980.13,375.16,993.0
Overall Ginger Production,1907000000,Tawi-Tawi,2.16,3.72,2.08,3.4,1.8,3.15,1.96,3.9,3.14,3.6
Overall Ginger Production,1908700000,Maguindanao del Norte,,,,,,,,,67.29,228.52
Overall Ginger Production,1908800000,Maguindanao del Sur,67.1,76.2,68.1,76.75,68.8,77.0,67.65,34.77,332.16,831.05
