Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Carrots Production,1130700000,Davao City,5.81,19.1,47.98,14.24,7.1,19.26,46.5,14.5,,,,,,,,,,17.16,18.26,19.34,9.34
Overall Carrots Production,1204700000,Cotabato (North Cotabato),14.24,10.2,85.65,100.2,10.81,9.6,80.94,43.04,10.15,8.33,40.47,21.52,3.38,4.17,20.24,20.5,3.98,4.08,12.16,16.33,2.96
Overall Carrots Production,1206300000,South Cotabato,23.81,11.39,19.72,54.13,19.78,9.25,19.86,74.04,16.86,12.55,27.47,80.25,20.21,17.15,105.28,85.75,25.85,14.87,44.95,92.67,253.84
Overall Carrots Production,1206500000,Sultan Kudarat,7.3,6.04,14.95,14.84,7.74,6.22,13.7,16.43,7.38,6.19,12.75,18.22,7.22,5.58,13.8,16.5,7.45,6.0,13.42,17.05,7.41
Overall Carrots Production,1208000000,Sarangani,10.75,12.0,73.0,32.0,10.9,12.2,74.0,33.0,11.0,12.25,55.0,15.0,10.0,12.3,57.0,16.0,12.0,13.0,50.0,20.0,11.0
Overall Carrots Production,1400100000,Abra,,,,,,,,,,,,,1.3,,,,1.43,,,,
Overall Carrots Production,1401100000,Benguet,12633.94,6406.47,2472.12,31953.33,11239.78,7290.0,1975.0,27114.0,11000.0,7439.45,1945.0,28980.0,5321.29,7350.0,7200.0,28315.0,5721.29,7811.84,6686.57,27785.85,31591.47
Overall Carrots Production,1402700000,Ifugao,81.36,85.94,146.85,152.41,87.5,87.6,128.49,117.0,93.64,89.08,187.1,258.0,216.0,208.64,199.2,302.0,252.0,367.0,651.57,271.07,148.61
Overall Carrots Production,1403200000,Kalinga,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1404400000,Mountain Province,120.28,713.92,1433.02,623.28,114.4,716.4,1505.16,606.41,112.47,697.13,1204.13,618.54,106.85,678.38,1324.54,516.99,108.99,692.95,1271.56,420.94,98.1
Overall Carrots Production,1408100000,Apayao,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1600200000,Agusan del Norte,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1600300000,Agusan del Sur,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1606700000,Surigao del Norte,,,,,,,,,,,,,0.7,,,,,,,,
Overall Carrots Production,1606800000,Surigao del Sur,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1608500000,Dinagat Islands,,0.05,0.1,0.05,,,,,,,,,,,,,,,,,
Overall Carrots Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1704000000,Marinduque,,,,1.87,,,,1.13,,,,0.15,,,,0.05,,,,,
Overall Carrots Production,1705100000,Occidental Mindoro,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1705200000,Oriental Mindoro,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1705300000,Palawan,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1705900000,Romblon,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1804500000,Negros Occidental,,,45.53,25.0,,,39.19,24.0,,,35.0,25.88,,1.45,36.54,24.0,72.0,1.25,36.91,24.63,73.1
Overall Carrots Production,1804600000,Negros Oriental,409.97,445.08,161.96,461.81,466.48,440.28,201.45,409.5,612.53,525.59,195.0,595.35,703.43,683.27,82.91,898.98,594.15,294.49,159.79,572.28,636.7
Overall Carrots Production,1806100000,Siquijor,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1900700000,Basilan,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1903600000,Lanao del Sur,,0.28,,,,0.26,,,0.5,0.23,,1.04,3.1,0.21,55.46,2.47,19.2,1.3,111.27,3.6,21.09
Overall Carrots Production,1907000000,Tawi-Tawi,,,,,,,,,,,,,,,,,,,,,
Overall Carrots Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,9.96,9.96,16.49,16.0,24.86
Overall Carrots Production,1908800000,Maguindanao del Sur,,,,,,,,,,,,,,,2.95,12.15,7.25,8.35,1.55,1.6,7.5
