Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Cabbage Production,0908300000,Zamboanga Sibugay,1.22,2.26,4.85,2.78,1.3,2.41,5.09,2.48,1.26,2.34,4.85,2.42,1.08,2.31,4.81,2.42,1.06,2.25,4.84,2.64,1.01
Overall Cabbage Production,1001300000,Bukidnon,239.66,650.91,1249.01,4459.57,259.0,600.0,1179.16,3493.81,328.39,508.56,1195.15,4025.82,315.0,448.0,1180.0,4266.0,331.2,465.0,990.9,4196.89,267.75
Overall Cabbage Production,1001800000,Camiguin,0.32,0.04,0.23,,0.44,,,,0.32,,,,0.3,,,,0.32,,,,0.32
Overall Cabbage Production,1003500000,Lanao del Norte,38.0,,3.25,17.5,35.0,,3.0,16.2,30.0,,2.52,15.55,28.0,,2.5,15.3,27.0,,2.45,15.1,24.68
Overall Cabbage Production,1004200000,Misamis Occidental,80.0,56.5,123.8,138.0,78.14,56.17,120.5,153.6,84.0,73.32,115.0,135.9,72.8,74.78,111.26,139.7,75.09,77.92,113.32,142.3,77.34
Overall Cabbage Production,1004300000,Misamis Oriental,230.0,97.72,263.95,204.0,236.0,132.49,320.52,175.34,148.06,145.64,430.0,329.1,83.15,135.28,339.07,259.38,90.6,131.33,341.5,255.1,107.27
Overall Cabbage Production,1102300000,Davao del Norte,,,,,,,,,,,,,,,,,,,,,
Overall Cabbage Production,1102400000,Davao del Sur,985.41,707.21,368.9,1591.12,929.73,765.77,346.2,1675.88,1205.85,859.3,715.36,1992.0,1115.85,823.81,711.08,2045.11,1124.59,737.56,679.14,1933.81,1005.77
Overall Cabbage Production,1102500000,Davao Oriental,,,,,,,,,,,,,,,,,,,,,
Overall Cabbage Production,1108200000,Davao de Oro (Compostela Valley),42.76,22.59,22.98,17.78,41.58,23.06,23.85,18.45,39.85,23.41,22.34,19.18,38.27,22.57,10.15,19.85,39.76,23.46,10.48,19.98,41.56
Overall Cabbage Production,1108600000,Davao Occidental,42.04,34.05,14.57,63.98,39.05,34.02,14.12,61.77,38.33,33.17,14.0,60.53,37.62,31.89,13.71,59.26,36.42,30.96,13.4,58.84,35.58
Overall Cabbage Production,1130700000,Davao City,292.46,65.64,404.2,485.5,318.97,73.52,356.31,476.45,,,,,,,,,,63.25,65.78,65.98,88.82
Overall Cabbage Production,1204700000,Cotabato (North Cotabato),70.1,31.73,343.57,79.07,73.02,24.43,323.53,52.71,70.21,21.06,116.88,48.44,24.22,16.85,46.75,27.68,22.49,14.03,15.2,8.69,15.59
Overall Cabbage Production,1206300000,South Cotabato,73.5,34.46,185.1,150.0,65.14,37.25,224.09,153.64,149.58,31.73,246.5,169.0,156.83,38.96,278.45,176.72,93.91,47.79,462.64,212.48,146.44
Overall Cabbage Production,1206500000,Sultan Kudarat,42.77,9.23,12.95,32.32,44.43,6.85,12.49,30.69,39.34,6.16,12.13,27.61,39.82,3.83,13.86,22.5,41.2,3.7,12.83,23.2,41.51
Overall Cabbage Production,1208000000,Sarangani,0.2,0.02,2.0,4.8,0.15,0.02,1.0,4.0,0.14,0.01,,2.0,0.05,0.01,,0.25,,,,0.1,0.06
Overall Cabbage Production,1400100000,Abra,,,,,,,,,,,,1.3,10.8,0.2,,0.06,32.77,,,,21.78
Overall Cabbage Production,1401100000,Benguet,20791.95,18556.34,4321.81,37475.0,18696.0,17345.0,4525.0,37348.71,19500.0,16596.42,3126.65,44500.0,19125.0,15440.0,6029.32,43475.0,17575.0,18940.01,7372.87,45094.11,17972.92
Overall Cabbage Production,1402700000,Ifugao,111.04,59.33,264.45,180.0,108.18,59.96,279.98,200.12,76.84,73.0,282.53,225.0,413.0,467.16,499.71,544.23,419.0,490.0,1618.44,276.3,503.5
Overall Cabbage Production,1403200000,Kalinga,5.16,,,0.88,5.57,,,0.99,4.9,,,1.1,4.2,,,0.9,4.5,,1.7,1.0,4.17
Overall Cabbage Production,1404400000,Mountain Province,709.44,1893.63,2575.53,8597.62,608.94,1884.6,2339.69,8538.21,598.86,1833.0,1871.75,8708.97,629.06,1782.95,2239.8,8409.96,641.64,1609.08,1985.0,9306.0,653.06
Overall Cabbage Production,1408100000,Apayao,,,,,,,,,,,,,,,0.5,,1.46,,,,
Overall Cabbage Production,1600200000,Agusan del Norte,,,,,0.12,0.5,,,,,,,0.65,,,,0.67,,,,0.43
Overall Cabbage Production,1600300000,Agusan del Sur,0.59,1.9,0.22,0.42,0.55,1.65,0.23,0.41,0.46,2.2,0.23,0.32,0.38,2.0,0.25,0.29,0.26,2.2,0.26,0.3,16.27
Overall Cabbage Production,1606700000,Surigao del Norte,,,,,,,,,,,0.15,,,,,,,,,,
Overall Cabbage Production,1606800000,Surigao del Sur,,,,,,,,,,,,,,,,,,,,,
Overall Cabbage Production,1608500000,Dinagat Islands,0.1,,0.11,0.17,,0.08,,,,,,,,,,,,,,,
Overall Cabbage Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,0.22
Overall Cabbage Production,1704000000,Marinduque,,,,,,,,,,,,,,,,,,,,,
Overall Cabbage Production,1705100000,Occidental Mindoro,3.05,1.5,,,2.86,0.9,,,3.58,0.96,,,0.44,0.76,,,1.8,,,,1.94
Overall Cabbage Production,1705200000,Oriental Mindoro,,,,,,,,,,,,,,,,,,,,,
Overall Cabbage Production,1705300000,Palawan,,,,,,,,,,,,,,,,,,,,,
Overall Cabbage Production,1705900000,Romblon,,,,,,,,,,,,,,,,,,,,,
Overall Cabbage Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,
Overall Cabbage Production,1804500000,Negros Occidental,9.36,5.24,89.47,29.3,17.93,3.16,104.24,26.6,17.08,3.08,101.6,25.92,16.64,3.0,102.0,25.0,85.0,25.0,102.61,24.0,76.0
Overall Cabbage Production,1804600000,Negros Oriental,681.87,754.31,519.71,614.5,741.13,901.64,673.15,458.15,894.09,971.27,614.0,565.0,625.86,1388.92,265.25,390.75,586.75,638.9,320.95,293.06,638.4
Overall Cabbage Production,1806100000,Siquijor,0.09,0.04,0.11,0.12,0.1,,,0.08,0.02,,,,,,,,,,,,
Overall Cabbage Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,
Overall Cabbage Production,1900700000,Basilan,,,,,,,,,,,,,,,,,,,,,
Overall Cabbage Production,1903600000,Lanao del Sur,17.05,8.63,10.85,30.65,17.65,8.81,10.83,31.2,17.9,8.8,10.9,12.36,21.6,7.0,9.1,12.6,22.78,10.92,20.79,20.94,25.0
Overall Cabbage Production,1907000000,Tawi-Tawi,,,,,,,,,,,,,,,,,,,,,
Overall Cabbage Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,31.77,9.35,14.95,102.19,153.62
Overall Cabbage Production,1908800000,Maguindanao del Sur,20.2,0.25,25.0,115.0,18.0,0.16,22.0,100.0,12.0,,12.0,80.0,,,,,51.08,7.3,8.5,9.0,8.5
