Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Spinach Production,1404400000,Mountain Province,0.03,0.05,,,0.04,0.05,,,0.04,0.04,,,0.03,0.03,,,0.07,1.6,,,
Overall Spinach Production,1408100000,Apayao,,,,,,,,,,,,,,,,,,,,,
Overall Spinach Production,1600200000,Agusan del Norte,,,,,,,,,,,,,0.05,0.05,,,0.05,,0.07,0.01,0.03
Overall Spinach Production,1600300000,Agusan del Sur,,,,,,,,,,,,,,,,,3.84,3.84,2.5,2.1,0.48
Overall Spinach Production,1606700000,Surigao del Norte,,,,,,,,,,,0.2,,,0.08,0.2,,1.38,0.1,,,1.38
Overall Spinach Production,1606800000,Surigao del Sur,,,,,,,,,,,,,,,0.17,,,,,,
Overall Spinach Production,1608500000,Dinagat Islands,,,,,,,,,,,,,,,,,,0.06,,,
Overall Spinach Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,0.02
Overall Spinach Production,1704000000,Marinduque,,,,,,,,,,,,,,,,,,,,,
Overall Spinach Production,1705100000,Occidental Mindoro,,,,,,,,,,,,,,,,,,,,,
Overall Spinach Production,1705200000,Oriental Mindoro,,,,,,,,,,,,,,,,,,,,,
Overall Spinach Production,1705300000,Palawan,,,,,,,,,,,,,,,,,,,,,
Overall Spinach Production,1705900000,Romblon,,,,,,,,,,,0.28,,,,0.25,,3.82,,0.23,,3.52
Overall Spinach Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,0.1
Overall Spinach Production,1804500000,Negros Occidental,5.93,7.97,9.0,3.26,4.0,8.83,11.04,4.28,4.83,13.76,17.2,6.67,4.75,10.18,,,,,,,
Overall Spinach Production,1804600000,Negros Oriental,5.7,6.55,10.0,12.5,5.4,7.0,10.0,13.0,5.55,6.0,9.0,10.0,,5.0,5.9,9.3,,6.0,8.3,9.0,0.49
Overall Spinach Production,1806100000,Siquijor,,,,,,,,,,,,,,,,,,,,,
Overall Spinach Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,
Overall Spinach Production,1900700000,Basilan,,,,,,,,,,,,,,,,,,,,,
Overall Spinach Production,1903600000,Lanao del Sur,,,,,,,,,,,,,,,0.42,0.16,,,0.07,0.12,
Overall Spinach Production,1907000000,Tawi-Tawi,,,,,,,,,,,,,,,,,,,,,
Overall Spinach Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,,2.2,4.81,40.12,10.0
Overall Spinach Production,1908800000,Maguindanao del Sur,3.25,1.3,1.1,1.9,3.3,1.32,1.12,1.92,3.3,1.32,1.12,1.95,2.44,1.25,1.75,2.5,,,,,
