Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1
Overall Cabbage Production,1206500000,Sultan Kudarat,52.0,45.27,51.28,43.18,45.5,39.74,43.65,36.36,44.9,36.03,41.51
Overall Cabbage Production,1208000000,Sarangani,0.22,6.8,0.17,5.0,0.15,2.0,0.06,0.25,,0.1,0.06
Overall Cabbage Production,1400100000,Abra,,,,,,1.3,11.0,0.06,32.77,,21.78
Overall Cabbage Production,1401100000,Benguet,39348.29,41796.81,36041.0,41873.71,36096.42,47626.65,34565.0,49504.32,36515.01,52466.98,17972.92
Overall Cabbage Production,1402700000,Ifugao,170.37,444.45,168.14,480.1,149.84,507.53,880.16,1043.94,909.0,1894.74,503.5
Overall Cabbage Production,1403200000,Kalinga,5.16,0.88,5.57,0.99,4.9,1.1,4.2,0.9,4.5,2.7,4.17
Overall Cabbage Production,1404400000,Mountain Province,2603.07,11173.15,2493.54,10877.9,2431.86,10580.72,2412.01,10649.76,2250.72,11291.0,653.06
Overall Cabbage Production,1408100000,Apayao,,,,,,,,0.5,1.46,,
Overall Cabbage Production,1600200000,Agusan del Norte,,,0.62,,,,0.65,,0.67,,0.43
Overall Cabbage Production,1600300000,Agusan del Sur,2.49,0.64,2.2,0.64,2.66,0.55,2.38,0.54,2.46,0.56,16.27
Overall Cabbage Production,1606700000,Surigao del Norte,,,,,,0.15,,,,,
Overall Cabbage Production,1606800000,Surigao del Sur,,,,,,,,,,,
Overall Cabbage Production,1608500000,Dinagat Islands,0.1,0.28,0.08,,,,,,,,
Overall Cabbage Production,1630400000,Butuan City,,,,,,,,,,,0.22
Overall Cabbage Production,1704000000,Marinduque,,,,,,,,,,,
Overall Cabbage Production,1705100000,Occidental Mindoro,4.55,,3.76,,4.54,,1.2,,1.8,,1.94
Overall Cabbage Production,1705200000,Oriental Mindoro,,,,,,,,,,,
Overall Cabbage Production,1705300000,Palawan,,,,,,,,,,,
Overall Cabbage Production,1705900000,Romblon,,,,,,,,,,,
Overall Cabbage Production,1731500000,Puerto Princesa City,,,,,,,,,,,
Overall Cabbage Production,1804500000,Negros Occidental,14.6,118.77,21.09,130.84,20.16,127.52,19.64,127.0,110.0,126.61,76.0
Overall Cabbage Production,1804600000,Negros Oriental,1436.18,1134.21,1642.77,1131.3,1865.36,1179.0,2014.78,656.0,1225.65,614.01,638.4
Overall Cabbage Production,1806100000,Siquijor,0.13,0.23,0.1,0.08,0.02,,,,,,
Overall Cabbage Production,1830200000,Bacolod City,,,,,,,,,,,
Overall Cabbage Production,1900700000,Basilan,,,,,,,,,,,
Overall Cabbage Production,1903600000,Lanao del Sur,25.68,41.5,26.46,42.03,26.7,23.26,28.6,21.7,33.7,41.73,25.0
Overall Cabbage Production,1907000000,Tawi-Tawi,,,,,,,,,,,
Overall Cabbage Production,1908700000,Maguindanao del Norte,,,,,,,,,41.12,117.14,153.62
Overall Cabbage Production,1908800000,Maguindanao del Sur,20.45,140.0,18.16,122.0,12.0,92.0,,,58.38,17.5,8.5
