Commodity Type,ADM2_PCODE,Province,2021S1,2021S2,2022S1,2022S2,2023S1,2023S2,2024S1,2024S2,2025S1,2025S2,2026S1
Overall Winged Beans Production,0501700000,Camarines Sur,62.93,63.58,53.07,54.52,46.09,53.67,33.42,44.03,33.42,16.92,14.11
Overall Winged Beans Production,0502000000,Catanduanes,6.88,3.51,3.33,3.06,2.79,0.78,0.97,3.18,0.69,3.22,0.87
Overall Winged Beans Production,0504100000,Masbate,1.35,0.78,1.33,0.76,1.33,,1.43,0.25,1.09,0.23,0.75
Overall Winged Beans Production,0506200000,Sorsogon,27.99,11.06,20.39,10.16,13.91,6.66,11.33,6.34,13.14,7.15,5.77
Overall Winged Beans Production,0600400000,Aklan,4.58,7.87,4.44,7.18,4.23,6.81,4.5,7.4,4.9,12.05,9.02
Overall Winged Beans Production,0600600000,Antique,18.2,14.06,21.28,15.42,22.67,15.74,23.11,10.76,23.19,11.98,20.58
Overall Winged Beans Production,0601900000,Capiz,13.75,12.65,12.1,13.8,13.57,5.28,13.5,11.5,13.74,8.94,6.8
Overall Winged Beans Production,0603000000,Iloilo,10.7,25.0,10.3,25.1,9.7,24.95,8.23,22.47,9.3,302.81,142.5
Overall Winged Beans Production,0607900000,Guimaras,4.38,9.4,6.36,11.21,7.96,10.38,7.4,13.27,7.68,14.85,5.13
Overall Winged Beans Production,0701200000,Bohol,0.23,0.13,0.09,0.1,0.09,1.83,0.67,2.8,4.07,5.76,2.05
Overall Winged Beans Production,0702200000,Cebu,0.09,1.55,1.0,1.78,0.9,1.7,0.76,1.63,0.89,1.45,
Overall Winged Beans Production,0802600000,Eastern Samar,,,,,,,3.05,2.07,3.72,3.73,3.3
Overall Winged Beans Production,0803700000,Leyte,40.8,38.35,34.53,34.87,34.4,34.78,30.43,31.8,30.8,32.29,10.31
Overall Winged Beans Production,0804800000,Northern Samar,9.53,13.29,9.53,13.31,9.53,13.31,9.45,13.15,,13.05,3.97
Overall Winged Beans Production,0806000000,Samar (Western Samar),0.52,1.48,0.54,1.58,0.64,2.21,0.43,1.34,2.24,1.36,0.37
Overall Winged Beans Production,0806400000,Southern Leyte,2.08,2.11,1.57,1.98,1.68,2.55,1.01,3.97,3.04,7.12,0.75
Overall Winged Beans Production,0807800000,Biliran,0.22,0.15,0.3,0.18,0.39,0.19,0.08,0.09,0.08,0.1,0.05
Overall Winged Beans Production,0906600000,,,,,,,,,,,,
Overall Winged Beans Production,0907200000,Zamboanga del Norte,1.15,1.45,1.05,1.3,0.92,1.3,0.78,0.86,0.91,1.1,0.58
Overall Winged Beans Production,0907300000,Zamboanga del Sur,7.47,9.63,2.69,9.74,4.27,5.76,3.6,11.9,3.94,5.09,0.6
Overall Winged Beans Production,0907400000,Zamboanga City,1.74,3.47,1.69,3.43,,,,,0.11,0.17,0.09
Overall Winged Beans Production,0908300000,Zamboanga Sibugay,1.78,1.74,1.84,1.7,1.6,1.5,1.58,1.49,1.64,1.31,1.03
Overall Winged Beans Production,1001300000,Bukidnon,0.91,0.13,0.91,0.14,0.9,0.15,0.85,0.16,1.39,0.35,0.07
Overall Winged Beans Production,1001800000,Camiguin,0.46,0.98,0.34,1.36,0.47,1.55,0.38,1.83,0.45,2.14,0.32
Overall Winged Beans Production,1003500000,Lanao del Norte,1.3,1.1,1.65,1.0,1.52,1.1,1.5,1.0,2.04,1.05,0.56
Overall Winged Beans Production,1004200000,Misamis Occidental,0.51,0.43,0.46,0.43,0.43,0.44,0.44,0.43,0.75,0.44,0.41
Overall Winged Beans Production,1004300000,Misamis Oriental,3.91,8.67,3.8,9.63,3.23,8.2,3.31,8.09,3.2,8.0,0.21
Overall Winged Beans Production,1102300000,Davao del Norte,2.96,2.76,2.74,2.78,2.49,2.64,2.67,2.66,2.36,2.63,0.67
Overall Winged Beans Production,1102400000,Davao del Sur,1.1,1.69,1.07,1.67,2.77,3.52,2.73,3.29,1.78,0.87,0.4
Overall Winged Beans Production,1102500000,Davao Oriental,1.2,0.72,0.9,0.69,0.82,,0.75,,0.7,,0.68
Overall Winged Beans Production,1108200000,Davao de Oro (Compostela Valley),1.25,0.51,1.2,0.48,1.6,0.78,1.53,0.77,1.51,0.78,0.43
Overall Winged Beans Production,1108600000,Davao Occidental,,,,,,,,,,,
Overall Winged Beans Production,1130700000,Davao City,1.78,1.88,1.74,1.86,,,,,0.91,2.01,1.03
Overall Winged Beans Production,1204700000,Cotabato (North Cotabato),1.09,8.2,1.07,7.8,1.05,5.4,0.75,5.07,0.96,5.73,0.5
Overall Winged Beans Production,1206300000,South Cotabato,1.44,3.8,1.4,4.1,1.21,4.49,1.49,4.9,4.54,5.54,0.08
Overall Winged Beans Production,1206500000,Sultan Kudarat,2.07,3.65,2.07,3.65,2.07,3.73,1.7,3.34,1.78,3.67,1.23
Overall Winged Beans Production,1208000000,Sarangani,1.22,3.02,1.22,3.04,1.23,2.11,1.15,2.36,0.18,0.1,0.16
Overall Winged Beans Production,1400100000,Abra,,,,,,1.75,1.8,15.31,2.02,12.7,
Overall Winged Beans Production,1401100000,Benguet,,,,,,2.74,,1.84,0.26,0.86,
Overall Winged Beans Production,1402700000,Ifugao,6.98,13.99,7.19,17.79,8.46,7.0,14.17,14.83,10.54,4.43,4.3
Overall Winged Beans Production,1403200000,Kalinga,1.45,2.42,1.81,3.02,2.14,2.93,2.0,2.87,2.13,1.7,1.37
Overall Winged Beans Production,1404400000,Mountain Province,,8.39,,8.58,,7.9,0.08,8.23,,8.22,
Overall Winged Beans Production,1408100000,Apayao,,1.4,,1.72,,1.44,2.04,1.45,2.16,1.52,1.76
Overall Winged Beans Production,1600200000,Agusan del Norte,0.12,0.88,0.13,0.9,0.15,0.85,0.1,0.84,0.1,0.85,0.04
Overall Winged Beans Production,1600300000,Agusan del Sur,0.34,0.52,0.31,0.61,0.35,0.53,0.3,0.41,0.28,0.43,1.0
Overall Winged Beans Production,1606700000,Surigao del Norte,,0.01,,,,1.42,,0.72,0.68,2.42,3.33
Overall Winged Beans Production,1606800000,Surigao del Sur,0.27,0.26,0.4,0.78,0.64,0.34,0.53,,0.12,0.11,0.09
Overall Winged Beans Production,1608500000,Dinagat Islands,0.02,,0.01,,0.03,,,0.6,0.26,0.49,0.51
Overall Winged Beans Production,1630400000,Butuan City,,,,,,,,,,,0.02
Overall Winged Beans Production,1704000000,Marinduque,1.0,3.92,1.14,3.11,1.16,2.5,0.83,2.07,1.01,1.83,1.12
Overall Winged Beans Production,1705100000,Occidental Mindoro,,,,,,,,0.22,,0.13,
Overall Winged Beans Production,1705200000,Oriental Mindoro,0.11,1.16,0.1,1.13,0.08,1.16,0.08,0.97,0.09,0.87,0.04
Overall Winged Beans Production,1705300000,Palawan,2.47,2.3,2.51,1.81,2.69,1.37,2.58,1.48,2.6,1.56,0.89
Overall Winged Beans Production,1705900000,Romblon,0.18,0.53,0.2,0.55,0.2,0.53,0.47,0.86,0.43,1.77,1.88
Overall Winged Beans Production,1731500000,Puerto Princesa City,,,,,,,,,,,
Overall Winged Beans Production,1804500000,Negros Occidental,10.33,14.02,8.4,20.08,11.07,22.57,9.93,20.17,11.71,18.29,8.51
Overall Winged Beans Production,1804600000,Negros Oriental,17.48,6.05,14.3,6.25,15.35,7.43,14.38,5.81,14.71,5.26,14.44
Overall Winged Beans Production,1806100000,Siquijor,,,,,,,,,,,
Overall Winged Beans Production,1830200000,Bacolod City,,,,,,,,,,,
Overall Winged Beans Production,1900700000,Basilan,,,,,,,,,,,
Overall Winged Beans Production,1903600000,Lanao del Sur,,,,,,,,,,,
Overall Winged Beans Production,1907000000,Tawi-Tawi,,,,,,,,,,,
Overall Winged Beans Production,1908700000,Maguindanao del Norte,,,,,,,,,,,
Overall Winged Beans Production,1908800000,Maguindanao del Sur,,,,,,,,,,,
