Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Melon Production,1004300000,Misamis Oriental,4.1,0.3,0.82,14.6,4.11,0.35,0.95,14.0,4.93,0.3,1.2,16.0,4.38,0.32,0.99,14.53,130.87,0.33,1.0,13.79,127.9
Overall Melon Production,1102400000,Davao del Sur,3.84,1.47,3.46,5.57,3.94,1.46,3.34,5.93,3.89,1.38,3.28,5.63,3.78,1.35,3.25,5.51,3.63,0.67,1.62,2.78,1.84
Overall Melon Production,1102500000,Davao Oriental,,7.28,,1.35,,7.24,,1.37,,7.33,,1.3,,7.28,,1.22,,6.78,,1.14,
Overall Melon Production,1108200000,Davao de Oro (Compostela Valley),0.17,0.6,2.98,2.16,0.15,0.55,2.66,2.29,0.14,0.5,1.87,,0.13,0.48,1.71,,0.12,0.44,1.66,,0.11
Overall Melon Production,1130700000,Davao City,,,,,,,,,,,,,,,,,,0.67,1.62,2.77,1.83
Overall Melon Production,1204700000,Cotabato (North Cotabato),2.14,11.3,3.24,12.4,3.28,20.0,2.54,13.32,4.23,18.37,2.61,16.65,5.18,20.41,3.42,17.68,6.12,18.64,5.32,18.32,8.24
Overall Melon Production,1206300000,South Cotabato,17.71,179.71,10.0,16.53,23.0,165.44,11.0,18.0,38.11,170.4,24.0,27.0,40.33,180.62,40.0,29.6,45.37,171.59,51.0,38.48,56.7
Overall Melon Production,1206500000,Sultan Kudarat,0.74,4.66,,,0.72,3.96,,,0.75,4.43,,0.4,,4.66,,0.38,0.89,4.35,,0.3,0.79
Overall Melon Production,1208000000,Sarangani,3.0,1.0,2.0,6.0,2.25,0.75,2.5,4.75,2.5,1.1,2.25,4.5,2.55,1.07,2.2,2.0,1.4,1.05,2.36,2.18,2.15
Overall Melon Production,1400100000,Abra,,67.25,0.16,18.1,,66.3,0.14,18.36,,65.17,,11.93,0.29,57.35,,10.83,,43.0,,,
Overall Melon Production,1403200000,Kalinga,,,,,,,,,,,,,,,,0.74,,,,0.6,
Overall Melon Production,1600200000,Agusan del Norte,0.01,,,,0.09,,,,0.02,,,,,,,,,,,,
Overall Melon Production,1606700000,Surigao del Norte,,7.15,6.9,,,2.38,2.76,,,1.15,0.85,2.35,,1.0,1.61,,,,1.23,,
Overall Melon Production,1705100000,Occidental Mindoro,96.0,,,,97.76,,,,91.2,,,,118.71,,,,133.53,,,,189.86
Overall Melon Production,1705200000,Oriental Mindoro,1.03,41.8,,0.08,1.09,25.23,,0.04,1.11,22.53,19.73,0.05,1.12,22.22,15.95,0.04,10.13,20.2,5.2,0.02,8.17
Overall Melon Production,1705300000,Palawan,,4.87,,8.75,,4.1,,8.5,,4.2,,,,4.01,,8.42,,3.68,,8.01,
Overall Melon Production,1705900000,Romblon,,38.09,,,1.85,36.57,,,2.38,25.8,,,2.33,23.74,,,2.19,21.18,,,2.34
Overall Melon Production,1804500000,Negros Occidental,,138.0,,,,147.06,,,,181.31,12.16,,,155.45,10.42,,,150.0,11.29,,
Overall Melon Production,1804600000,Negros Oriental,,,,,,,,1.2,,,,,4.88,,,,,,,,
Overall Melon Production,1806100000,Siquijor,,0.15,,0.02,,,0.09,,,,,,,,,,,,,,
