Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Pineapple Production,0603000000,Iloilo,1357.88,5141.05,3155.62,4367.49,1398.62,4378.11,3376.51,4950.56,1510.51,4740.62,3169.71,4647.35,1554.57,4878.0,3261.57,4700.0,1600.0,5100.0,3540.0,5101.22,1736.59
Overall Pineapple Production,0607900000,Guimaras,0.3,23.99,50.06,2.0,0.56,28.6,69.44,2.81,0.67,39.57,45.12,2.15,0.56,,42.17,2.41,0.67,38.75,47.41,1.66,0.7
Overall Pineapple Production,0701200000,Bohol,34.21,710.39,262.77,22.43,19.65,509.64,289.87,27.05,37.6,712.99,23.69,18.0,31.68,665.7,39.3,25.1,31.01,637.0,46.64,36.92,33.43
Overall Pineapple Production,0702200000,Cebu,1.8,22.5,28.0,4.3,1.6,16.0,20.0,6.0,1.7,15.0,10.46,5.0,1.09,5.75,8.41,4.11,1.05,5.25,6.92,3.26,0.97
Overall Pineapple Production,0802600000,Eastern Samar,,159.6,178.6,47.1,,186.41,178.55,46.98,1.1,200.09,794.5,580.0,1.09,201.55,635.6,572.0,2.37,221.7,435.87,161.62,1.69
Overall Pineapple Production,0803700000,Leyte,1579.04,549.41,,412.44,1540.35,518.79,513.18,343.46,1540.0,514.65,513.22,808.81,1539.99,498.5,520.0,788.9,1520.0,498.98,507.09,760.0,124.03
Overall Pineapple Production,0804800000,Northern Samar,1.95,33.0,25.0,2.03,1.98,35.0,27.0,2.06,2.0,37.0,28.0,2.0,2.15,40.0,30.0,2.25,2.13,41.0,34.5,2.2,2.14
Overall Pineapple Production,0806000000,Samar (Western Samar),10.78,3866.36,98.02,0.03,13.49,6291.34,109.8,18.49,16.44,6374.45,307.64,19.3,18.47,6509.68,291.24,20.84,16.87,6262.31,236.23,22.99,15.38
Overall Pineapple Production,0806400000,Southern Leyte,1.08,78.5,155.35,,0.42,45.7,80.25,,0.58,57.45,85.12,6.14,2.47,55.81,86.7,15.47,3.28,57.17,75.1,32.98,4.22
Overall Pineapple Production,0807800000,Biliran,21.0,102.0,83.0,69.5,18.0,92.38,78.0,66.0,15.71,105.0,77.23,62.86,14.28,95.45,50.48,57.15,17.14,93.92,,62.0,15.71
Overall Pineapple Production,0906600000,,12.0,14.5,19.69,,11.69,14.0,19.6,,11.0,14.5,,,11.1,15.0,,2.83,11.5,15.53,15.73,2.98,11.62
Overall Pineapple Production,0907200000,Zamboanga del Norte,32.78,183.82,228.21,192.98,31.9,197.02,182.87,191.78,30.03,170.3,150.13,194.42,23.72,180.85,187.07,193.06,28.55,182.72,190.41,193.74,27.43
Overall Pineapple Production,0907300000,Zamboanga del Sur,31.39,67.07,19.12,201.26,32.97,71.01,20.81,222.1,88.18,106.94,37.26,219.13,81.17,110.53,36.04,214.37,80.6,65.37,74.44,70.18,71.06
Overall Pineapple Production,0907400000,Zamboanga City,38.77,8.27,26.5,47.69,39.48,8.43,27.17,48.86,,,,,,,,,,,38.46,46.96,46.96
Overall Pineapple Production,0908300000,Zamboanga Sibugay,2.15,54.77,1.75,9.06,2.77,58.88,1.52,8.78,2.49,56.99,1.47,9.05,2.55,55.72,1.45,9.02,2.25,52.75,1.78,5.17,2.41
Overall Pineapple Production,1001300000,Bukidnon,371653.76,346053.65,444650.55,440652.0,371700.0,356050.0,447450.55,475445.88,359867.92,375575.78,481379.0,478161.88,367740.56,368500.0,481721.35,478407.03,367964.0,367468.2,455563.88,467680.95,365190.83
Overall Pineapple Production,1001800000,Camiguin,0.3,0.48,0.93,1.33,0.35,0.4,1.13,2.05,0.36,1.0,4.38,0.5,0.5,1.47,5.99,2.09,0.56,2.58,5.23,3.66,0.66
Overall Pineapple Production,1003500000,Lanao del Norte,188.0,100.0,202.0,312.0,180.0,98.0,195.0,310.0,175.0,95.0,190.0,300.0,170.0,92.0,185.0,295.0,165.0,90.0,180.0,294.5,170.0
Overall Pineapple Production,1004200000,Misamis Occidental,2.5,6.0,0.94,16.0,2.72,6.4,1.4,19.54,2.0,9.0,3.2,23.0,1.91,9.18,3.24,23.33,1.94,9.51,3.31,24.26,2.09
Overall Pineapple Production,1004300000,Misamis Oriental,10635.25,15840.0,14329.0,23200.0,10800.0,16572.28,19534.3,27658.01,10760.04,15484.0,20130.0,28250.0,10731.76,14467.43,19862.0,26091.0,10550.0,14755.0,18879.22,27328.0,10695.41
Overall Pineapple Production,1102300000,Davao del Norte,22.39,62.5,33.26,63.11,21.36,66.48,34.63,58.88,20.68,67.22,34.63,53.02,18.67,65.13,36.47,50.6,19.84,63.04,35.24,50.56,18.53
Overall Pineapple Production,1102400000,Davao del Sur,6.85,6.31,6.04,4.71,7.12,6.25,6.48,4.62,7208.77,11543.2,3939.68,4304.62,7492.14,11419.86,3993.96,4218.53,7619.51,6.42,2.28,2.43,4.37
Overall Pineapple Production,1102500000,Davao Oriental,30.16,43.77,50.08,37.88,29.68,42.89,48.31,34.79,28.93,40.04,48.83,33.4,27.53,38.95,47.95,31.27,28.51,36.27,49.27,33.15,28.32
Overall Pineapple Production,1108200000,Davao de Oro (Compostela Valley),22.84,18.29,25.76,23.14,21.98,18.47,24.85,19.28,21.15,18.68,23.21,14.46,9.31,17.97,22.67,13.98,9.67,17.34,23.35,14.1,9.39
Overall Pineapple Production,1108600000,Davao Occidental,1.97,1.9,1.8,1.52,1.96,1.89,1.7,1.51,1.95,1.8,1.65,1.39,1.93,1.78,1.51,1.45,1.91,1.72,1.44,1.42,1.89
Overall Pineapple Production,1130700000,Davao City,7602.56,11623.62,3906.0,4278.0,7695.9,10953.8,3985.2,4325.0,,,,,,,,,,11242.14,4049.56,4262.53,7615.16
Overall Pineapple Production,1204700000,Cotabato (North Cotabato),3254.16,2296.93,1348.85,1256.25,162.71,142.64,48.43,16.75,151.65,131.68,46.7,16.04,136.51,119.37,43.67,15.92,120.59,118.27,40.25,15.42,105.17
Overall Pineapple Production,1206300000,South Cotabato,209875.92,178990.42,197502.17,206048.11,210505.56,181675.27,193552.13,210169.07,211031.82,183037.83,188287.51,207647.04,205798.23,180768.16,189982.09,207958.51,207342.72,186516.58,185004.56,201095.88,203963.0
Overall Pineapple Production,1206500000,Sultan Kudarat,2596.45,1215.71,100.0,,,210.0,93.08,,,80.0,,620.0,283.0,350.0,1001.0,680.0,542.0,542.0,686.0,202.0,624.38
Overall Pineapple Production,1208000000,Sarangani,2820.0,5210.0,4255.0,2480.0,3005.0,5630.19,4160.0,2680.0,2870.0,6042.0,4730.0,2375.0,2880.0,5740.0,4590.0,2500.0,2420.0,5171.1,4446.67,2486.0,2723.33
Overall Pineapple Production,1400100000,Abra,,65.3,,,,63.7,,,,56.21,,,,51.15,,,2.3,48.5,0.09,,
Overall Pineapple Production,1401100000,Benguet,94.46,95.32,53.0,,95.75,102.85,67.5,,93.62,104.5,70.0,,85.75,100.0,58.26,,,108.0,42.97,13.5,111.39
Overall Pineapple Production,1402700000,Ifugao,,27.45,15.76,11.3,,29.65,16.54,11.8,,30.73,18.61,12.39,,,20.49,11.33,,18.93,15.0,,
Overall Pineapple Production,1403200000,Kalinga,,2.12,1.15,,,2.36,1.26,,,2.85,1.5,,,3.2,1.38,,,3.5,1.3,1.19,
Overall Pineapple Production,1404400000,Mountain Province,,15.72,14.47,,,16.97,15.18,,,15.11,18.22,4.35,,13.45,16.4,2.83,,14.78,15.52,2.69,
Overall Pineapple Production,1408100000,Apayao,,172.6,220.53,,,193.59,208.35,,,242.09,219.21,,,242.0,216.0,,,262.84,195.74,,
Overall Pineapple Production,1600200000,Agusan del Norte,129.82,496.45,732.1,432.3,180.0,510.0,755.0,408.55,209.0,455.11,737.3,423.67,159.46,426.52,671.05,389.78,170.0,419.6,710.0,407.33,118.46
Overall Pineapple Production,1600300000,Agusan del Sur,29.55,600.53,313.53,139.52,32.21,542.82,330.98,125.14,32.87,707.71,212.26,77.0,31.0,563.0,230.35,84.0,32.0,575.0,250.0,84.56,33.52
Overall Pineapple Production,1606700000,Surigao del Norte,,5.75,16.7,1.69,,0.15,12.34,0.83,,0.17,10.3,0.15,1.0,6.27,12.87,3.38,1.03,6.25,21.11,19.48,2.1
Overall Pineapple Production,1606800000,Surigao del Sur,,503.34,333.64,6.5,,540.32,325.7,6.5,,520.36,70.25,,2.37,560.0,72.0,1.2,2.4,465.53,71.2,1.3,4.83
Overall Pineapple Production,1608500000,Dinagat Islands,0.02,1.41,7.72,1.37,,0.45,1.45,0.74,0.03,1.27,1.92,0.05,0.38,1.39,6.06,1.32,0.12,1.54,6.87,5.44,0.31
Overall Pineapple Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,4.94
Overall Pineapple Production,1704000000,Marinduque,,31.0,,,,42.81,,,,53.27,3.21,1.75,,50.6,4.0,1.8,,54.5,1.13,1.85,
Overall Pineapple Production,1705100000,Occidental Mindoro,,,,,,,,,,,,,0.87,,,,,5.12,6.81,,
Overall Pineapple Production,1705200000,Oriental Mindoro,0.55,68.67,9.32,0.95,0.72,70.31,6.38,0.95,0.51,86.8,8.6,3.21,1.04,88.5,4.84,2.86,1.22,93.09,,2.5,1.87
Overall Pineapple Production,1705300000,Palawan,121.49,315.52,28.25,43.25,118.25,296.67,19.45,52.89,125.8,359.46,20.0,63.33,119.38,372.84,18.93,60.05,111.59,355.62,20.14,62.88,119.82
Overall Pineapple Production,1705900000,Romblon,6.01,30.1,28.6,3.54,5.95,31.41,29.11,4.55,8.55,32.37,14.78,3.87,6.84,37.66,29.27,3.92,6.11,38.82,24.39,3.75,4.76
Overall Pineapple Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,22.5
Overall Pineapple Production,1804500000,Negros Occidental,728.0,2085.0,1355.0,713.0,678.54,2075.0,1299.0,700.0,666.43,2185.43,1368.08,737.25,660.0,2115.14,1387.0,802.0,650.0,2010.0,1379.17,746.42,644.0
Overall Pineapple Production,1804600000,Negros Oriental,3021.63,4310.51,1722.62,1108.19,3376.4,5250.42,2097.88,1512.49,4116.81,7312.73,2367.0,1610.37,3505.95,5624.55,1901.02,1331.88,1331.88,3200.37,2121.97,1276.19,2077.73
Overall Pineapple Production,1806100000,Siquijor,0.35,0.21,1.9,2.2,0.18,0.15,1.0,1.47,0.04,0.55,0.42,1.5,0.26,0.36,1.11,1.21,0.18,0.47,0.93,1.4,0.18
Overall Pineapple Production,1900700000,Basilan,15.15,28.72,19.61,13.23,16.1,29.93,20.37,13.46,16.63,27.28,23.24,12.92,15.61,9.04,22.24,10.68,12.63,9.5,21.6,4.47,5.3
Overall Pineapple Production,1903600000,Lanao del Sur,109.0,262.3,189.2,245.0,112.0,263.0,189.8,245.5,112.5,264.2,191.2,257.78,130.0,278.0,197.0,259.0,185.0,280.0,515.0,341.8,1003.58
Overall Pineapple Production,1907000000,Tawi-Tawi,0.94,5.46,1.86,9.4,0.9,4.86,1.6,8.64,0.73,4.2,0.9,8.6,0.7,3.5,1.5,5.2,,1.97,0.36,,0.25
Overall Pineapple Production,1908800000,Maguindanao del Sur,0.45,0.55,0.4,0.85,0.3,0.5,0.35,0.7,,,0.46,0.5,,,,,,,,,
