Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Banana Cavendish Production,0701200000,Bohol,98.24,104.06,161.12,40.9,3.67,11.6,96.67,10.92,24.97,88.97,125.62,43.42,112.62,98.45,139.45,47.38,111.0,107.84,230.71,65.3,117.82
Banana Cavendish Production,0702200000,Cebu,20.0,2.43,8.5,5.8,15.0,2.0,8.0,6.0,18.0,2.4,8.33,7.0,15.7,2.36,8.23,6.45,16.1,2.4,8.9,6.48,15.2
Banana Cavendish Production,0802600000,Eastern Samar,,,,,,,,,,,0.29,0.27,,,0.29,0.35,47.97,4.44,0.27,0.31,40.0
Banana Cavendish Production,0803700000,Leyte,17.21,23.0,21.3,26.18,16.43,21.66,22.74,25.99,16.0,17.6,22.0,25.97,15.8,19.2,22.3,26.55,15.4,19.9,22.8,24.88,14.5
Banana Cavendish Production,0804800000,Northern Samar,,,,,,,,,,,,,3.61,,55.92,,,,,,
Banana Cavendish Production,0806400000,Southern Leyte,,,,,,,,,,,31.8,,1.26,,31.8,15.85,3.56,88.0,35.86,13.55,2.48
Banana Cavendish Production,0807800000,Biliran,,,,,,,,,,,,,5.36,,,,,,,,
Banana Cavendish Production,0907200000,Zamboanga del Norte,,,,,,,,,,,,,9.95,8.96,9.14,9.35,19.55,18.12,18.84,18.48,19.16
Banana Cavendish Production,0907300000,Zamboanga del Sur,24.37,55.87,36.34,22.98,25.36,57.9,34.21,24.31,21.47,47.19,35.42,20.37,19.53,40.53,32.5,21.0,17.35,52.66,38.93,57.44,19.45
Banana Cavendish Production,0908300000,Zamboanga Sibugay,4.0,4.55,8.17,11.88,3.72,4.97,8.0,11.29,3.75,5.4,8.31,11.69,3.65,4.99,8.19,11.62,3.71,4.93,7.11,11.68,3.68
Banana Cavendish Production,1001300000,Bukidnon,364467.81,291392.62,339850.0,357251.0,364700.0,291793.0,340693.15,358028.6,358605.93,289705.65,343681.9,360373.6,357810.0,256500.0,341250.0,360372.0,355806.26,256979.13,327831.32,343640.08,320225.66
Banana Cavendish Production,1001800000,Camiguin,4.58,0.66,3.01,3.54,2.63,0.53,2.22,5.83,3.5,0.74,11.81,8.0,35.95,0.65,10.1,8.25,44.91,6.5,23.56,9.91,20.81
Banana Cavendish Production,1004200000,Misamis Occidental,305.0,42.5,74.0,62.0,332.97,45.0,88.9,68.56,318.92,47.99,95.0,70.0,310.0,49.42,98.8,70.98,314.9,50.58,102.51,72.0,320.5
Banana Cavendish Production,1004300000,Misamis Oriental,3920.0,2213.01,2082.69,2945.83,3900.0,3388.36,1978.0,2985.6,5196.11,3398.57,2025.0,3032.58,3949.04,2677.66,1782.0,2999.0,4080.0,2701.0,1865.7,3152.0,4209.03
Banana Cavendish Production,1102300000,Davao del Norte,329099.06,406381.2,334147.61,306065.69,320858.88,403806.54,333719.07,314298.64,317507.89,404540.8,342109.66,315498.14,306972.15,404934.48,341316.01,317687.25,304484.06,405152.32,344085.08,318031.19,309654.69
Banana Cavendish Production,1102400000,Davao del Sur,39512.11,37450.5,51705.42,40692.78,38451.78,35533.03,50422.3,40842.37,92657.62,76112.23,97542.8,101117.37,85850.94,73067.74,96567.37,100106.2,84906.58,37237.9,49029.28,50618.57,42460.79
Banana Cavendish Production,1102500000,Davao Oriental,2361.0,3727.97,2943.46,4301.98,2203.17,4094.6,2914.07,3906.95,2065.43,3768.42,2870.94,3619.6,2921.11,3590.93,2853.14,3445.5,2743.51,3410.98,3132.06,3657.35,2844.38
Banana Cavendish Production,1108200000,Davao de Oro (Compostela Valley),136685.17,182626.34,170150.09,165422.0,136694.18,182936.8,163649.11,162703.62,136024.38,182056.87,158654.74,162610.42,112349.33,174847.95,152896.69,157057.33,116788.36,168256.18,153078.88,157069.43,114195.66
Banana Cavendish Production,1108600000,Davao Occidental,5552.26,4858.13,7844.96,6375.21,6102.49,4693.1,8046.33,7113.46,7160.29,4790.08,7915.8,7010.95,6962.96,4734.51,7907.68,6996.23,9892.98,5206.29,10504.77,7523.09,9879.27
Banana Cavendish Production,1130700000,Davao City,65349.89,45272.35,54906.0,63900.0,58679.2,42625.2,50120.5,61583.0,,,,,,,,,,34733.83,45755.58,50082.21,39605.49
Banana Cavendish Production,1204700000,Cotabato (North Cotabato),34226.58,41813.88,41478.24,25785.99,36930.47,48773.24,40445.85,25381.15,36310.04,45543.96,41327.16,28634.32,33165.23,41568.43,39876.57,28568.32,32352.68,38730.28,33669.64,27463.62,29695.23
Banana Cavendish Production,1206300000,South Cotabato,40330.13,39406.61,40442.78,43657.64,40027.65,38279.59,39362.95,41509.68,39427.24,36365.61,37867.16,36528.52,35878.78,35198.87,37495.35,35560.51,36323.67,34280.18,35796.81,35975.79,34689.1
Banana Cavendish Production,1206500000,Sultan Kudarat,35324.57,43567.24,41505.17,33288.94,35366.96,47544.93,43165.38,36073.34,39686.96,48971.28,47704.94,39608.53,36792.83,46694.48,40229.58,34261.38,33454.08,1317.28,1321.2,520.34,317.19
Banana Cavendish Production,1208000000,Sarangani,30520.0,28039.0,30256.0,31558.0,30125.0,27660.0,26367.0,28907.0,23098.0,28324.53,25060.0,26885.0,22365.11,27345.0,25100.0,25500.0,25600.0,27610.0,27358.33,26735.4,23687.7
Banana Cavendish Production,1402700000,Ifugao,,,,,,,,,,,10.45,,61.18,18.35,11.21,,10.2,5.21,3.27,1.57,1.1
Banana Cavendish Production,1404400000,Mountain Province,,,,,,,,,,,,,,,,,,1.34,,,
Banana Cavendish Production,1600200000,Agusan del Norte,4600.0,4500.0,4520.0,4410.0,3042.39,3600.0,5200.0,4485.0,4015.96,4536.0,1952.22,3916.82,1783.7,2466.45,1476.11,2689.89,2182.5,3083.57,2459.37,2023.49,2171.49
Banana Cavendish Production,1600300000,Agusan del Sur,2836.73,3087.48,2474.64,1900.87,2445.65,2931.53,2103.44,1976.9,2512.25,2737.37,2163.75,1980.0,2846.0,1610.0,2133.0,1975.0,2988.0,1730.0,2300.0,,3.89
Banana Cavendish Production,1606700000,Surigao del Norte,5.15,1.8,15.35,11.15,1.75,0.08,13.28,10.9,0.95,0.05,10.5,9.46,0.1,0.02,11.55,5.52,3.94,0.02,7.9,8.39,11.22
Banana Cavendish Production,1606800000,Surigao del Sur,19083.05,17823.52,6551.89,6551.8,6550.26,22279.4,659.0,325.0,7891.0,7895.46,13498.42,15156.73,11692.82,30520.56,13741.66,15422.46,14677.0,17600.72,15900.06,15890.0,11420.27
Banana Cavendish Production,1608500000,Dinagat Islands,0.11,0.06,0.49,,,,0.13,,0.22,0.09,3.42,10.7,0.52,0.89,3.99,12.04,1.04,1.08,4.22,12.74,0.41
Banana Cavendish Production,1705100000,Occidental Mindoro,,,,,,,,,,,,,,,,,,,,,0.97
Banana Cavendish Production,1705200000,Oriental Mindoro,,,,,,,,,,,,,,,,,,,,,1.41
Banana Cavendish Production,1705900000,Romblon,,,,,,,,,,,0.2,2.8,0.08,8.97,0.1,2.4,0.03,,,,
Banana Cavendish Production,1804500000,Negros Occidental,491.99,1058.61,1226.0,1100.0,487.94,1047.49,1330.06,1442.3,452.23,1913.0,882.05,956.5,433.0,1339.7,861.52,916.5,242.82,1100.0,650.33,813.34,197.38
Banana Cavendish Production,1804600000,Negros Oriental,48.83,22.78,44.71,26.46,23.67,14.16,26.97,26.58,37.88,19.44,54.9,26.76,52.86,29.16,79.59,26.64,74.0,36.45,122.6,21.28,96.01
Banana Cavendish Production,1806100000,Siquijor,5.73,3.07,1.85,6.54,5.1,2.45,1.4,7.5,5.59,3.16,1.93,9.77,4.9,1.92,1.7,7.88,4.57,2.52,1.76,8.4,4.94
Banana Cavendish Production,1903600000,Lanao del Sur,550.54,18.18,40.36,48.9,550.56,18.2,40.36,48.89,550.65,18.29,40.55,49.87,555.0,18.0,41.1,50.07,556.0,56.0,52.8,65.7,609.0
Banana Cavendish Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,11500.0,11722.0,11810.0,9042.23,10500.0
Banana Cavendish Production,1908800000,Maguindanao del Sur,41400.0,26216.0,47125.0,78985.0,42324.88,26330.0,47250.0,78992.4,42344.0,26330.0,47300.0,78998.0,41796.7,25987.0,46080.0,31674.2,23220.0,19249.15,23249.15,22500.0,22000.0
