Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Spring Onion Production,0500500000,Albay,,,,,,,,,,,,,,0.07,2.7,15.96,1.06,0.12,,12.86,0.01
Overall Spring Onion Production,0501600000,Camarines Norte,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,0501700000,Camarines Sur,,,,,,,,,,,,0.69,1.99,1.46,28.94,0.6,0.98,1.23,0.83,5.31,0.31
Overall Spring Onion Production,0502000000,Catanduanes,,,,,,,,,,,,,,0.53,,0.22,0.21,0.34,0.72,0.24,0.71
Overall Spring Onion Production,0504100000,Masbate,,,,,,,,,,,,0.98,,,,,,,,,
Overall Spring Onion Production,0506200000,Sorsogon,,,,,,,,,,,,,,,0.03,,,,,,
Overall Spring Onion Production,0600400000,Aklan,,0.87,4.5,,,0.9,4.11,,,1.15,4.39,,,0.97,4.33,,,1.11,3.74,1.5,0.15
Overall Spring Onion Production,0600600000,Antique,6.0,5.12,5.43,6.38,5.52,5.03,4.7,6.45,6.12,6.47,4.76,6.94,6.67,6.31,4.43,6.98,6.59,6.31,3.66,7.21,6.57
Overall Spring Onion Production,0601900000,Capiz,18.66,17.64,25.4,7.6,16.79,15.71,26.67,7.98,17.46,16.37,,7.74,16.35,13.65,21.75,8.25,15.01,13.53,21.56,8.18,14.88
Overall Spring Onion Production,0603000000,Iloilo,53.28,50.0,10.52,22.0,50.0,48.0,12.62,23.8,52.0,55.0,14.46,23.79,43.74,46.26,12.16,22.5,41.4,49.0,55.79,22.28,179.19
Overall Spring Onion Production,0607900000,Guimaras,0.67,0.65,0.69,0.9,0.84,0.75,1.38,0.98,0.9,0.8,0.82,0.9,0.81,0.7,0.91,1.0,1.0,0.9,1.0,1.1,0.92
Overall Spring Onion Production,0701200000,Bohol,89.47,116.45,187.75,184.69,81.01,113.65,184.34,187.08,98.38,139.23,134.99,128.64,83.32,115.55,130.0,135.0,78.61,92.59,110.6,219.95,61.91
Overall Spring Onion Production,0702200000,Cebu,780.0,810.0,511.21,430.0,750.0,820.0,510.0,450.0,751.19,652.71,487.67,500.0,598.72,737.69,301.18,532.52,736.84,740.2,438.57,607.07,728.81
Overall Spring Onion Production,0802600000,Eastern Samar,,,,,,,,,,,,,,1.43,,,,1.46,,2.35,
Overall Spring Onion Production,0803700000,Leyte,,,,,,,,,,,,13.52,281.0,0.8,7.12,12.1,280.0,0.5,7.22,12.4,281.0
Overall Spring Onion Production,0804800000,Northern Samar,,,,,,,,,,,,,0.28,,,,,,,,0.1
Overall Spring Onion Production,0806000000,Samar (Western Samar),,,,,,,,,,,,,0.03,,,,,,,0.14,
Overall Spring Onion Production,0806400000,Southern Leyte,,,,,,,,,,,,,16.27,4.7,3.6,10.5,13.15,4.26,2.56,2.49,13.72
Overall Spring Onion Production,0807800000,Biliran,,,,,0.1,,0.08,0.1,0.1,0.1,0.09,0.1,0.04,0.06,0.26,0.09,0.08,0.05,0.21,0.08,0.07
Overall Spring Onion Production,0906600000,,,,,,,,,,,,,,0.3,1.73,,,0.32,,,,
Overall Spring Onion Production,0907200000,Zamboanga del Norte,,,,,,,,,,,,5.28,0.04,4.61,5.61,2.71,0.05,4.66,4.66,3.12,0.05
Overall Spring Onion Production,0907300000,Zamboanga del Sur,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,0907400000,Zamboanga City,,,,,,,,,,,,,,,,,,,,,0.03
Overall Spring Onion Production,0908300000,Zamboanga Sibugay,,,,,,,,,,,0.06,0.06,0.58,,0.06,0.04,0.78,,0.06,0.03,0.65
Overall Spring Onion Production,1001300000,Bukidnon,,,,,,,,,,,,6.43,14.17,12.35,49.69,6.8,15.38,12.0,52.0,8.04,14.78
Overall Spring Onion Production,1001800000,Camiguin,0.4,0.09,0.16,0.05,0.25,0.1,0.15,0.07,0.26,0.11,0.1,0.2,0.8,0.17,0.11,0.35,0.85,0.67,0.31,0.57,0.64
Overall Spring Onion Production,1003500000,Lanao del Norte,,5.0,6.5,6.0,,5.56,6.25,5.85,,5.32,6.0,5.9,13.31,5.09,6.2,6.0,10.0,5.15,6.3,6.15,11.66
Overall Spring Onion Production,1004200000,Misamis Occidental,,,,,,,,,,,,,,,2.19,2.88,15.33,1.9,2.26,2.91,15.2
Overall Spring Onion Production,1004300000,Misamis Oriental,,,,,,,,,,,,,,,0.95,,,0.22,0.94,0.52,
Overall Spring Onion Production,1102300000,Davao del Norte,,,,,,,,,,,,,0.61,,,,,,,,
Overall Spring Onion Production,1102400000,Davao del Sur,,,,,,,,,,,,,,0.03,,,,0.04,,,
Overall Spring Onion Production,1102500000,Davao Oriental,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1108200000,Davao de Oro (Compostela Valley),,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1108600000,Davao Occidental,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1130700000,Davao City,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1204700000,Cotabato (North Cotabato),25.42,14.64,,,20.05,15.59,,,22.12,16.22,10.31,3.32,11.06,10.81,14.48,3.35,7.21,9.01,11.75,7.55,7.38
Overall Spring Onion Production,1206300000,South Cotabato,19.35,5.0,14.85,15.25,18.23,15.0,15.37,17.07,16.33,19.04,10.68,15.92,7.52,43.15,30.5,10.89,7.1,0.33,7.55,11.83,5.21
Overall Spring Onion Production,1206500000,Sultan Kudarat,18.08,23.89,13.88,26.09,18.29,26.3,13.88,26.09,18.48,24.39,13.84,28.18,16.8,22.97,14.02,28.2,17.65,23.55,13.91,29.5,17.86
Overall Spring Onion Production,1208000000,Sarangani,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1400100000,Abra,,,,,,,,,,,,,,,,,,0.68,,,
Overall Spring Onion Production,1401100000,Benguet,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1402700000,Ifugao,,,,,,,,,,,0.12,8.14,4.91,0.54,12.54,6.23,0.49,,,2.53,3.53
Overall Spring Onion Production,1403200000,Kalinga,,,,,,,,,,,,8.34,,,,,,,,0.89,
Overall Spring Onion Production,1404400000,Mountain Province,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1408100000,Apayao,,,,,,,,,,,,,,,0.25,,,,0.26,,
Overall Spring Onion Production,1600200000,Agusan del Norte,,,,,,,,,,,0.19,1.62,0.11,0.41,0.07,1.6,0.12,0.4,0.13,1.65,0.08
Overall Spring Onion Production,1600300000,Agusan del Sur,,,,,,,,,,,,,2.34,0.18,,2.48,1.5,0.19,5.18,2.71,1.53
Overall Spring Onion Production,1606700000,Surigao del Norte,,,0.02,,,,3.0,,,,1.26,0.82,0.38,1.07,0.91,0.73,0.77,0.04,0.82,1.16,0.03
Overall Spring Onion Production,1606800000,Surigao del Sur,,,,0.01,,,,0.01,,,,,2.24,0.69,0.49,1.03,2.0,0.13,0.18,0.14,1.39
Overall Spring Onion Production,1608500000,Dinagat Islands,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,0.04
Overall Spring Onion Production,1704000000,Marinduque,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1705100000,Occidental Mindoro,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1705200000,Oriental Mindoro,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1705300000,Palawan,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1705900000,Romblon,,,,,,,,,,,,,5.03,,,0.22,4.85,,,0.18,4.94
Overall Spring Onion Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,0.04
Overall Spring Onion Production,1804500000,Negros Occidental,65.45,36.53,33.62,18.0,56.52,41.57,40.55,18.74,58.42,43.39,42.32,20.0,56.0,40.49,41.0,19.0,54.0,40.0,41.29,18.5,56.14
Overall Spring Onion Production,1804600000,Negros Oriental,127.5,188.0,163.0,275.0,123.0,255.68,175.0,297.78,155.33,315.68,170.0,280.0,132.52,253.12,59.5,157.39,89.85,274.83,134.83,149.53,125.9
Overall Spring Onion Production,1806100000,Siquijor,6.3,2.6,17.55,21.0,5.4,2.62,17.6,22.7,6.07,2.66,12.0,19.9,5.87,1.75,11.01,20.5,3.32,2.42,7.86,21.47,3.41
Overall Spring Onion Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1900700000,Basilan,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1903600000,Lanao del Sur,,,,,,,,,,,,82.56,1.03,9.69,6.44,82.68,1.13,10.3,14.36,80.4,1.24
Overall Spring Onion Production,1907000000,Tawi-Tawi,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,,,,,
Overall Spring Onion Production,1908800000,Maguindanao del Sur,,,,,,,,,,,,,,,,,23.22,25.0,190.38,195.0,200.0
