Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Cassava Food Production,0301400000,Bulacan,375.22,57.5,556.37,768.26,298.08,54.78,579.34,539.86,296.12,56.72,176.3,756.1,285.05,52.75,152.65,701.89,293.08,172.88,177.02,728.99,291.42
Cassava Food Production,0304900000,Nueva Ecija,45.62,220.24,86.05,15.32,50.46,221.45,90.27,15.3,44.45,206.76,83.18,16.54,41.13,191.86,75.82,13.68,45.51,210.08,84.22,15.73,43.85
Cassava Food Production,0305400000,Pampanga,1009.0,1014.0,203.97,1495.0,1041.66,1137.99,199.82,1584.71,1002.8,1039.76,192.96,1586.4,1397.47,1160.8,195.95,1653.82,1419.24,1268.88,196.14,1745.78,1552.19
Cassava Food Production,0306900000,Tarlac,37.23,256.2,244.96,811.88,46.15,261.38,182.41,876.02,43.05,283.63,210.84,809.27,40.08,284.67,213.6,822.15,43.31,292.11,197.17,889.42,36.73
Cassava Food Production,0307100000,Zambales,804.24,322.91,848.38,1195.26,771.09,324.8,859.77,1055.27,756.38,322.65,294.2,1140.84,654.92,242.59,578.14,1230.45,480.85,53.69,103.17,1045.88,
Cassava Food Production,0307700000,Aurora,214.95,1584.97,235.56,370.79,180.0,1596.62,220.0,225.82,210.28,1891.28,76.66,188.43,178.53,1007.67,73.0,149.01,74.45,35.26,52.97,113.68,67.01
Cassava Food Production,0401000000,Batangas,2373.8,1635.75,66.78,3389.07,2741.74,1499.51,70.23,3212.64,2669.71,1693.13,50.0,3385.0,2150.0,1723.21,183.86,2890.0,2145.6,1419.64,210.65,1475.59,1489.34
Cassava Food Production,0402100000,Cavite,223.75,81.63,204.68,335.28,231.05,75.83,214.13,371.84,158.2,80.31,209.8,410.35,128.65,106.65,421.6,650.82,635.75,105.8,423.25,515.57,685.49
Cassava Food Production,0403400000,Laguna,310.69,804.77,440.46,331.27,314.87,849.43,512.13,266.61,271.76,1235.03,263.3,216.97,280.0,988.02,214.59,162.73,240.8,1383.23,219.65,215.44,746.05
Cassava Food Production,0405600000,Quezon,11702.04,7898.46,6528.73,5252.71,11683.06,7828.72,6442.77,5097.07,11664.48,7380.06,6439.0,5100.0,12061.07,7092.3,6121.61,5034.72,11695.54,7677.3,5934.07,4963.74,11761.24
Cassava Food Production,0405800000,Rizal,550.69,180.84,359.64,92.32,536.48,164.25,399.63,90.56,567.11,110.81,349.4,88.0,561.65,115.0,345.65,84.25,555.08,110.91,333.34,81.69,561.28
Cassava Food Production,0500500000,Albay,1465.87,4590.82,1229.19,862.24,1603.56,4950.14,1277.88,910.43,1785.24,5411.1,1346.34,848.19,1351.83,5225.7,1115.07,289.2,717.38,3878.83,568.8,399.25,583.28
Cassava Food Production,0501600000,Camarines Norte,136.08,2529.1,987.06,13.8,61.35,1595.79,1280.28,15.48,43.66,2289.61,89.89,12.83,27.24,1924.35,71.93,14.2,24.57,1591.78,57.55,15.72,48.58
Cassava Food Production,0501700000,Camarines Sur,7830.66,16419.99,10479.77,4060.23,8051.88,15776.33,11241.65,3898.63,6208.8,14637.31,10290.0,3906.0,3894.78,11426.96,7244.2,541.43,451.49,9363.25,312.0,362.32,360.31
Cassava Food Production,0502000000,Catanduanes,108.62,177.83,45.57,2.83,119.43,237.17,52.38,2.21,114.6,295.11,58.41,2.25,116.71,229.18,52.79,1.95,78.57,99.67,54.53,0.85,70.02
Cassava Food Production,0504100000,Masbate,942.36,1144.98,2197.54,946.31,1098.69,1280.77,2170.0,861.14,1070.01,1272.7,2044.02,850.0,2070.01,1042.75,1986.14,805.64,1786.13,1091.92,1428.33,454.22,1617.89
Cassava Food Production,0506200000,Sorsogon,1937.34,627.85,533.32,641.83,1706.04,577.62,535.99,499.1,1211.58,464.31,106.69,94.32,148.93,325.02,101.35,185.95,114.55,341.27,106.48,176.15,106.83
Cassava Food Production,0600400000,Aklan,740.19,3900.39,801.07,1958.67,808.33,4800.72,971.23,1982.42,729.11,4347.77,812.71,1658.85,610.1,3638.09,861.67,1758.78,575.7,3432.96,813.09,1659.62,381.65
Cassava Food Production,0600600000,Antique,334.54,1156.86,702.53,2446.8,345.62,1025.67,811.48,2231.29,348.12,926.46,716.64,2194.73,337.24,882.4,708.57,2217.05,344.3,927.81,430.35,2147.37,340.94
Cassava Food Production,0601900000,Capiz,1158.98,1445.82,1921.78,783.02,1163.5,1451.67,1940.99,747.71,1172.0,1462.4,1894.4,729.6,1083.5,1416.0,1842.1,709.9,1089.9,1465.56,1906.57,648.71,630.0
Cassava Food Production,0603000000,Iloilo,1837.5,2460.0,627.44,1728.0,1929.38,2150.0,721.56,1624.32,2218.35,2500.0,652.9,1469.76,2158.01,2432.0,617.21,1400.0,2130.1,2108.6,202.74,977.74,2091.25
Cassava Food Production,0607900000,Guimaras,368.99,182.6,54.45,208.96,411.42,195.0,61.57,223.06,382.7,233.83,51.1,240.9,405.62,250.25,60.3,284.27,507.25,307.8,74.16,349.62,547.94
Cassava Food Production,0701200000,Bohol,6161.97,1745.77,1882.56,3156.68,3666.99,1669.79,1831.79,2001.71,3864.31,1749.79,1257.78,2040.64,634.31,1313.61,885.0,1650.0,563.13,1306.15,713.49,1750.0,464.11
Cassava Food Production,0702200000,Cebu,1080.3,1405.0,753.08,2500.0,896.0,1465.0,810.0,3000.0,977.27,1499.98,800.0,3104.0,905.0,1456.66,790.77,2927.0,896.0,1460.88,680.24,3010.33,926.09
Cassava Food Production,0802600000,Eastern Samar,2455.0,4420.6,3895.91,108.3,2716.2,6888.9,4251.26,112.92,2286.55,6719.36,4293.77,783.58,3052.0,6810.0,4336.71,2545.46,3662.5,7506.0,3443.69,1525.86,3296.25
Cassava Food Production,0803700000,Leyte,4010.8,1751.32,3430.5,935.8,3870.0,1642.25,3190.33,928.34,3770.0,1611.2,3189.0,1007.85,3730.53,1580.0,3140.0,1030.5,3669.5,1558.0,3180.0,990.0,3660.0
Cassava Food Production,0804800000,Northern Samar,1375.0,5145.0,781.0,1486.0,1582.75,5240.0,790.0,1607.0,1868.17,5350.0,783.67,1590.0,1850.0,5263.13,780.0,1587.0,1845.0,5260.0,784.55,1238.0,1854.0
Cassava Food Production,0806000000,Samar (Western Samar),2296.04,836.87,5968.95,6628.74,2524.5,930.18,6784.31,7712.53,2738.07,1160.25,6142.49,7812.52,2503.23,1208.76,6254.28,6933.62,2441.29,1078.94,6193.69,6457.28,2330.94
Cassava Food Production,0806400000,Southern Leyte,1353.28,1936.78,1372.0,1346.0,1213.0,1825.35,1273.0,1348.0,1964.38,1869.0,1282.0,1432.0,1985.4,1812.24,1128.0,1236.0,1995.91,1739.75,732.41,565.47,1015.0
Cassava Food Production,0807800000,Biliran,860.0,635.0,1810.0,430.0,950.0,594.95,1934.42,516.77,1233.98,614.77,1953.76,521.94,1197.0,642.0,1404.0,428.98,1376.0,712.62,1561.25,472.73,1380.68
Cassava Food Production,0906600000,,25750.0,22700.0,24950.0,93060.0,25650.0,23000.0,25000.0,93000.0,25700.0,23200.0,25500.0,95000.0,26000.0,23000.0,26000.0,94000.0,26500.0,24798.36,27452.34,102504.33,27303.75
Cassava Food Production,0907200000,Zamboanga del Norte,1445.05,757.04,2852.68,2595.44,1526.7,662.37,2549.5,2578.39,1301.05,645.32,2267.95,3319.62,1132.56,387.85,2181.77,3037.09,1510.63,656.18,1996.54,2978.37,1314.74
Cassava Food Production,0907300000,Zamboanga del Sur,693.74,2520.21,2166.35,3209.85,741.92,2697.38,2346.11,3769.32,1794.59,13475.0,14170.25,12188.03,1534.37,11832.12,12575.85,13504.2,1657.9,2404.6,2746.68,2598.07,2637.0
Cassava Food Production,0907400000,Zamboanga City,909.89,9082.18,8399.92,7614.79,919.43,9111.61,8635.35,7533.69,,,,,,,,,,8650.0,8701.73,8700.98,8703.9
Cassava Food Production,0908300000,Zamboanga Sibugay,295.95,350.11,1559.73,1450.91,281.12,361.39,1669.39,1478.51,271.92,335.5,1694.92,1520.62,251.5,328.54,1698.54,1517.59,249.1,343.84,1653.76,1510.05,248.25
Cassava Food Production,1001300000,Bukidnon,1127.44,2271.72,917.55,1277.27,1129.0,2276.0,920.0,860.37,1320.76,2490.76,935.2,1111.27,1244.0,2405.5,910.0,981.38,1575.62,2436.75,912.46,892.07,1380.13
Cassava Food Production,1001800000,Camiguin,679.64,920.65,171.03,336.87,581.01,720.57,196.96,417.29,480.07,682.03,446.0,450.0,534.36,722.3,470.6,425.0,527.6,862.4,532.97,450.74,560.54
Cassava Food Production,1003500000,Lanao del Norte,2998.0,9650.0,6850.0,3500.0,2990.0,9568.0,6736.0,3430.0,2995.0,9535.0,6740.0,3420.0,2990.0,9502.0,6745.0,3410.0,3000.0,9550.0,6742.0,3400.0,3003.34
Cassava Food Production,1004200000,Misamis Occidental,10120.0,845.0,86.0,2480.0,10160.48,885.71,93.5,2515.0,10206.2,930.15,95.0,2530.0,9000.0,967.38,96.07,2626.14,9380.7,1013.81,98.95,2652.4,9755.92
Cassava Food Production,1004300000,Misamis Oriental,1123.0,2558.2,89.19,568.17,1280.0,2648.76,105.1,654.25,1353.5,2869.93,149.0,655.0,1804.67,3323.08,166.36,533.11,1720.0,3427.14,168.1,555.8,1890.52
Cassava Food Production,1102300000,Davao del Norte,398.48,458.24,492.1,438.45,384.44,470.42,519.46,406.95,376.38,481.31,567.47,421.22,370.47,466.87,611.21,403.69,364.64,452.43,567.42,410.53,359.38
Cassava Food Production,1102400000,Davao del Sur,105.64,236.25,209.58,272.93,100.52,214.44,227.32,252.9,291.62,572.64,492.85,820.25,254.6,559.24,487.32,811.62,261.41,247.0,217.93,363.22,118.23
Cassava Food Production,1102500000,Davao Oriental,207.86,1182.55,1275.42,378.26,203.83,1082.0,1471.15,405.68,188.58,980.13,1384.85,385.62,185.78,975.83,1358.61,361.05,202.53,983.56,1404.87,435.9,192.3
Cassava Food Production,1108200000,Davao de Oro (Compostela Valley),442.18,2891.98,1414.89,1254.61,425.88,2995.42,1398.65,1289.18,428.64,3002.43,1370.0,1282.05,409.98,2886.31,1314.15,1238.2,394.52,2777.49,1315.94,1211.05,383.34
Cassava Food Production,1108600000,Davao Occidental,56.0,114.86,113.65,199.54,59.97,115.65,115.25,202.33,62.0,117.6,113.1,198.26,59.32,122.52,110.1,194.05,57.41,118.58,108.84,195.66,59.58
Cassava Food Production,1130700000,Davao City,211.49,324.56,275.0,660.52,222.63,330.4,282.2,644.5,,,,,,,,,,299.12,287.6,232.56,143.18
Cassava Food Production,1204700000,Cotabato (North Cotabato),309.75,446.53,415.76,1958.0,225.27,413.91,416.85,989.13,138.77,306.53,181.23,702.99,124.35,149.26,328.3,704.57,91.21,120.24,224.27,464.42,106.51
Cassava Food Production,1206300000,South Cotabato,345.2,320.0,190.52,311.0,378.25,305.0,169.73,345.0,385.2,400.0,222.47,375.72,429.53,304.16,173.04,362.83,353.93,283.14,197.19,176.51,265.45
Cassava Food Production,1206500000,Sultan Kudarat,48.96,57.78,69.05,68.58,44.5,52.29,70.03,62.03,43.35,57.33,67.7,66.07,39.55,50.78,63.38,60.3,42.47,49.56,66.3,76.29,81.0
Cassava Food Production,1208000000,Sarangani,34.0,30.5,200.0,350.0,34.34,30.6,201.0,356.0,35.0,31.0,100.0,226.0,36.0,50.0,122.0,500.0,70.0,65.0,180.0,495.55,68.41
Cassava Food Production,1400100000,Abra,0.99,27.55,,17.96,1.02,27.18,,18.25,0.95,25.29,0.09,18.33,0.92,22.5,,16.2,11.13,24.0,2.64,10.63,9.76
Cassava Food Production,1401100000,Benguet,33.73,31.45,88.61,128.29,38.15,38.15,110.5,129.35,27.94,42.5,115.0,0.22,26.6,45.25,110.0,62.5,134.68,75.88,117.03,51.75,130.42
Cassava Food Production,1402700000,Ifugao,5.0,2.76,4.18,4.79,5.5,3.24,8.36,5.06,6.2,3.65,8.57,4.12,6.0,7.45,6.54,2.21,3.16,4.37,2.54,1.32,4.5
Cassava Food Production,1403200000,Kalinga,4.89,9.0,22.25,0.26,5.23,12.62,21.88,0.29,5.76,13.53,22.1,2.25,5.4,13.0,22.3,2.0,5.3,12.0,24.53,2.11,
Cassava Food Production,1404400000,Mountain Province,44.92,37.78,13.03,53.15,42.18,31.85,13.41,57.46,43.09,33.44,10.73,51.71,38.78,23.26,9.12,56.88,39.56,26.75,10.03,58.94,38.72
Cassava Food Production,1408100000,Apayao,71.3,471.97,120.75,51.5,70.04,490.0,123.97,54.3,80.52,442.42,120.0,52.0,72.35,440.0,119.0,42.65,68.73,462.0,113.05,38.39,72.59
Cassava Food Production,1600200000,Agusan del Norte,341.38,1058.0,1575.4,952.05,226.64,1010.0,1692.0,1010.0,237.21,1045.38,1190.87,969.02,231.93,1037.79,1112.29,906.0,247.0,1135.7,1125.0,977.02,167.79
Cassava Food Production,1600300000,Agusan del Sur,490.18,901.58,1314.42,2612.48,525.75,916.8,1200.12,2761.44,534.25,663.74,1186.72,2366.0,490.0,431.0,1187.0,2487.0,530.0,445.0,1294.42,2599.0,547.43
Cassava Food Production,1606700000,Surigao del Norte,112.85,928.85,477.85,373.47,52.6,551.45,357.87,346.53,47.63,505.91,310.05,298.5,144.88,262.2,387.56,234.07,292.61,490.06,259.91,248.03,364.25
Cassava Food Production,1606800000,Surigao del Sur,843.71,1713.46,2521.04,2800.0,843.32,1195.81,2799.74,3025.9,841.0,1484.68,28.2,1431.05,820.0,1600.0,1584.0,1081.5,950.0,1605.0,1729.95,1387.13,870.33
Cassava Food Production,1608500000,Dinagat Islands,148.52,176.56,129.39,55.8,82.04,96.98,48.31,43.77,66.02,149.25,47.93,76.42,102.18,76.42,81.47,81.67,146.43,122.8,152.05,60.03,56.12
Cassava Food Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,86.44
Cassava Food Production,1704000000,Marinduque,205.05,209.44,137.54,51.52,234.59,190.04,146.49,47.23,270.11,197.64,91.22,38.35,160.94,163.67,47.47,40.09,146.02,172.48,38.12,28.28,126.79
Cassava Food Production,1705100000,Occidental Mindoro,135.51,1434.39,270.69,1621.04,148.46,1491.84,294.28,2633.53,158.57,1484.99,276.51,1857.51,285.78,1528.12,211.43,1133.36,287.26,1700.15,212.5,1418.33,281.51
Cassava Food Production,1705200000,Oriental Mindoro,462.91,2969.51,3625.61,86.76,531.84,3196.68,4039.98,43.91,347.12,2388.43,2331.99,52.0,369.72,1951.0,2031.0,46.21,384.0,2031.0,2841.47,56.54,251.71
Cassava Food Production,1705300000,Palawan,1941.67,2520.5,1725.55,370.04,1730.75,2471.4,1701.1,309.96,1929.65,2943.84,650.0,187.77,1645.93,2764.53,632.93,183.58,1597.04,2579.06,900.0,191.05,1621.78
Cassava Food Production,1705900000,Romblon,562.2,427.6,251.86,789.82,577.73,425.74,231.76,917.28,650.48,400.57,133.11,660.44,552.91,356.51,176.29,639.0,577.88,394.27,180.91,564.0,593.76
Cassava Food Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,5.1
Cassava Food Production,1804500000,Negros Occidental,7780.0,6980.0,3900.0,8895.0,7700.0,6900.0,3850.0,8800.0,7751.0,7064.98,3800.0,8790.0,7702.0,6981.66,3843.0,8989.45,7695.0,6900.0,3831.0,8859.82,7676.0
Cassava Food Production,1804600000,Negros Oriental,711.69,572.87,90.02,368.5,512.53,706.37,89.09,438.27,424.22,682.0,90.1,453.0,549.48,450.12,67.99,369.3,978.1,675.18,82.39,366.53,889.09
Cassava Food Production,1806100000,Siquijor,705.3,200.4,246.68,467.31,712.53,214.6,250.18,469.2,748.94,230.6,253.31,535.65,729.27,129.9,250.25,490.76,730.25,132.47,251.12,498.77,741.2
Cassava Food Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,
Cassava Food Production,1900700000,Basilan,1409.92,14579.59,100655.83,198864.0,1431.56,14772.92,101642.25,197392.4,1446.73,12739.79,98592.98,187522.78,426.23,8211.72,90143.84,168660.0,588.35,7595.85,86961.76,159778.36,458.19
Cassava Food Production,1903600000,Lanao del Sur,12551.0,40870.0,30660.0,43697.8,12549.0,40872.5,30663.0,43698.0,12550.0,40878.9,30670.1,44370.0,12552.0,39800.0,30685.0,44386.0,12553.6,40455.0,30691.0,44450.0,12570.0
Cassava Food Production,1907000000,Tawi-Tawi,21128.0,20950.0,27008.0,28672.0,21156.0,21180.0,25780.0,26548.0,19665.0,19550.0,25560.0,24684.0,20455.0,21275.0,25720.0,25760.0,24352.0,24675.0,25890.0,25960.0,26580.0
Cassava Food Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,763.4,48.7,564.13,150.0,786.0
Cassava Food Production,1908800000,Maguindanao del Sur,996.0,2270.0,1175.0,1455.0,1004.09,2298.0,1182.0,1533.0,1008.2,2310.0,1210.0,1555.0,975.0,2244.0,936.0,240.3,315.4,2195.99,395.0,400.0,346.7
