Commodity Type,ADM2_PCODE,Province,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1
Overall Tomato Production,0405800000,Rizal,127.85,24.49,,,158.73,34.43,,,193.25,32.52,1.89,,180.0,30.0,1.8,0.06,187.74,28.84,13.99,20.8,197.98
Overall Tomato Production,0500500000,Albay,241.65,732.98,58.15,9.78,264.76,715.42,56.77,10.96,292.48,732.28,49.08,9.15,204.58,807.73,33.76,3.42,67.58,712.13,33.48,2.83,42.97
Overall Tomato Production,0501600000,Camarines Norte,0.33,12.04,5.64,0.07,0.4,3.64,5.29,0.04,0.11,7.23,3.7,0.07,0.17,6.51,0.63,,0.25,4.93,0.11,0.14,1.04
Overall Tomato Production,0501700000,Camarines Sur,525.06,2225.92,15.44,0.55,492.1,2064.47,14.18,0.27,446.29,2006.36,13.4,0.3,9.29,1558.83,11.1,0.2,99.66,263.11,16.47,1.15,60.11
Overall Tomato Production,0502000000,Catanduanes,0.96,1.59,1.3,0.05,0.63,1.88,1.91,0.05,0.16,2.22,1.84,0.05,1.37,2.96,1.07,0.04,0.96,3.48,1.04,0.05,0.83
Overall Tomato Production,0504100000,Masbate,7.77,28.58,39.57,12.23,7.97,29.49,39.07,12.25,5.12,29.69,38.17,10.2,10.09,9.45,32.0,8.99,13.67,12.9,28.31,0.33,15.02
Overall Tomato Production,0506200000,Sorsogon,4.35,12.69,1.27,0.38,3.25,8.88,1.12,0.23,2.07,9.21,11.75,0.35,2.48,6.44,11.16,0.79,0.45,6.76,3.66,0.6,0.35
Overall Tomato Production,0600400000,Aklan,29.14,71.13,21.23,4.05,28.44,63.8,20.36,3.63,30.0,59.12,24.13,3.77,31.15,64.68,21.9,3.81,31.48,62.31,19.52,6.02,31.14
Overall Tomato Production,0600600000,Antique,259.02,173.11,1.39,69.88,256.02,172.02,1.06,65.83,258.33,167.87,1.28,65.95,272.88,171.11,1.35,67.22,276.97,171.5,10.96,66.4,284.39
Overall Tomato Production,0601900000,Capiz,61.25,74.75,85.28,15.47,64.79,70.21,73.36,15.12,65.0,73.91,58.69,13.31,72.0,75.0,63.67,14.45,68.25,75.18,58.26,13.68,64.61
Overall Tomato Production,0603000000,Iloilo,7154.83,2698.75,262.68,786.05,7619.89,2105.03,223.28,723.16,8272.91,2420.78,261.99,848.53,7500.0,2363.35,340.5,780.0,7560.0,2475.0,408.3,1989.0,7589.77
Overall Tomato Production,0607900000,Guimaras,17.49,4.3,2.08,2.82,20.34,6.5,2.24,5.56,24.4,8.5,1.87,6.0,27.14,7.35,2.15,7.5,31.21,8.45,2.65,7.75,36.02
Overall Tomato Production,0701200000,Bohol,124.79,516.57,446.43,185.71,37.45,519.63,368.29,196.48,63.95,552.89,275.05,119.19,47.45,441.22,374.32,135.0,53.19,401.05,306.42,179.36,59.78
Overall Tomato Production,0702200000,Cebu,466.8,1048.0,388.01,170.0,396.0,1145.0,350.0,173.0,468.67,1203.0,333.9,255.41,439.7,1132.0,324.05,213.46,389.78,1140.0,327.78,213.96,355.88
Overall Tomato Production,0802600000,Eastern Samar,0.05,21.88,1.5,0.13,0.05,21.94,1.51,0.14,0.06,21.98,1.5,0.46,0.1,18.35,2.25,0.65,0.13,18.21,,,
Overall Tomato Production,0803700000,Leyte,34.51,72.27,64.52,33.12,32.88,63.06,60.48,30.69,34.0,73.34,60.4,36.1,33.98,74.53,58.89,34.8,33.9,73.5,56.8,32.5,34.0
Overall Tomato Production,0804800000,Northern Samar,2.85,4.9,3.35,17.75,2.9,4.95,3.38,18.0,2.95,5.0,3.34,16.5,2.9,4.25,2.69,15.0,3.0,4.35,,10.0,
Overall Tomato Production,0806000000,Samar (Western Samar),0.72,32.4,41.48,19.44,0.62,35.51,38.67,22.46,0.44,40.74,30.06,22.62,0.82,33.14,28.44,20.28,0.73,32.34,32.39,21.75,0.68
Overall Tomato Production,0806400000,Southern Leyte,9.93,127.0,51.4,15.6,2.5,105.0,47.15,15.8,3.22,115.3,48.0,16.3,4.47,113.15,51.8,13.8,4.45,98.93,48.98,14.09,1.5
Overall Tomato Production,0807800000,Biliran,10.0,11.0,21.0,10.5,6.43,8.86,18.0,8.42,4.68,7.54,16.36,8.5,2.03,10.95,9.76,2.56,1.18,10.3,10.85,2.25,1.09
Overall Tomato Production,0906600000,,1.7,11.5,2.18,7.5,1.69,12.0,2.2,7.3,1.65,12.5,2.3,7.5,1.7,12.4,2.4,7.4,1.68,12.65,2.46,6.98,1.72
Overall Tomato Production,0907200000,Zamboanga del Norte,26.05,100.59,132.78,48.94,25.28,90.99,98.9,51.92,19.95,96.8,63.9,46.24,12.09,96.33,66.86,43.45,19.11,101.2,54.51,47.2,17.05
Overall Tomato Production,0907300000,Zamboanga del Sur,195.58,278.01,108.9,386.44,207.01,296.99,117.53,433.97,574.97,3536.44,135.23,1604.32,493.36,905.1,123.15,1501.0,538.3,270.21,262.99,270.24,272.3
Overall Tomato Production,0907400000,Zamboanga City,270.37,2768.93,177.46,1506.69,274.46,2814.92,173.02,1480.52,,,,,,,,,,178.2,183.48,184.12,184.13
Overall Tomato Production,0908300000,Zamboanga Sibugay,47.38,53.44,38.37,49.03,46.93,55.29,34.13,38.75,43.42,62.6,37.45,41.88,40.65,60.85,37.35,39.98,43.24,61.26,37.92,45.47,42.44
Overall Tomato Production,1001300000,Bukidnon,5272.95,6391.07,17917.94,11406.17,5300.0,6568.17,18263.58,12072.18,4473.25,6103.27,18953.58,11966.89,4445.7,4186.92,19420.0,12577.5,4532.39,4028.95,17072.12,12544.0,4287.71
Overall Tomato Production,1001800000,Camiguin,1.79,21.2,32.56,7.0,1.34,31.87,26.72,5.79,0.91,30.61,26.6,5.0,0.8,28.6,22.2,4.38,1.09,33.45,20.29,3.84,1.19
Overall Tomato Production,1003500000,Lanao del Norte,193.0,130.0,74.25,212.0,195.0,132.0,76.0,215.0,192.0,130.0,74.0,217.0,190.0,128.0,75.0,218.0,191.0,128.0,74.0,219.0,192.2
Overall Tomato Production,1004200000,Misamis Occidental,158.0,218.0,174.0,100.5,137.27,213.13,176.4,103.86,130.5,215.73,170.4,91.2,130.1,202.78,174.66,92.2,131.99,205.82,179.48,95.75,133.77
Overall Tomato Production,1004300000,Misamis Oriental,436.27,306.64,2800.0,2380.0,415.0,293.74,4039.87,2146.62,233.72,338.75,3802.0,2150.0,221.73,310.15,3706.88,2006.09,211.15,305.0,3640.44,1900.27,222.2
Overall Tomato Production,1102300000,Davao del Norte,7.87,29.85,23.3,15.28,7.6,29.68,21.84,14.68,7.35,31.92,20.98,14.99,7.2,30.37,19.71,15.2,7.06,28.82,18.45,14.91,6.99
Overall Tomato Production,1102400000,Davao del Sur,962.75,1194.41,98.05,143.38,997.8,1174.95,90.95,134.44,1292.72,1785.2,240.85,631.94,1295.81,1733.51,234.74,570.04,1255.61,1171.31,159.21,357.83,846.65
Overall Tomato Production,1102500000,Davao Oriental,30.26,184.12,29.92,8.97,29.67,176.19,29.25,9.71,29.14,193.36,27.52,10.05,28.78,193.44,29.62,9.45,30.9,194.66,28.2,10.32,29.75
Overall Tomato Production,1108200000,Davao de Oro (Compostela Valley),134.67,139.91,428.92,236.79,129.62,134.75,419.07,229.22,130.22,130.66,468.57,235.41,124.95,126.38,435.31,228.31,121.01,130.85,439.81,242.83,125.32
Overall Tomato Production,1108600000,Davao Occidental,45.68,59.88,4.07,6.9,40.35,57.88,3.83,6.28,37.95,58.88,3.77,5.96,36.44,58.39,3.64,5.69,39.81,63.69,3.61,5.42,38.07
Overall Tomato Production,1130700000,Davao City,178.36,500.79,145.24,59.9,180.5,545.16,158.17,64.0,,,,,,,,,,511.88,546.97,167.8,381.85
Overall Tomato Production,1204700000,Cotabato (North Cotabato),723.92,607.89,1433.83,1029.72,772.11,453.91,1543.52,1151.33,782.6,307.4,660.27,1347.43,596.17,203.59,568.63,720.0,535.16,172.43,781.51,750.76,771.26
Overall Tomato Production,1206300000,South Cotabato,105.2,85.41,80.5,84.8,119.15,72.25,125.28,116.05,142.42,109.63,175.39,102.14,151.13,158.05,271.0,114.37,184.25,264.78,315.17,128.86,322.69
Overall Tomato Production,1206500000,Sultan Kudarat,188.5,36.67,52.88,119.53,192.96,38.21,50.1,113.18,192.39,42.6,52.3,109.62,203.16,47.71,109.79,114.81,212.65,42.84,134.91,125.02,197.93
Overall Tomato Production,1208000000,Sarangani,38.0,18.25,90.0,81.0,38.38,18.5,91.0,82.0,40.0,20.92,80.0,63.0,36.09,25.0,88.0,90.0,65.0,27.0,120.0,89.0,64.0
Overall Tomato Production,1400100000,Abra,125.13,324.63,,,126.81,318.11,,,122.42,301.16,,10.98,124.71,271.0,2.24,1.34,106.0,276.0,0.24,0.66,117.71
Overall Tomato Production,1401100000,Benguet,805.26,311.53,109.35,414.55,666.92,275.0,98.0,329.73,713.45,358.38,95.0,426.82,703.15,203.77,710.0,490.2,650.0,207.52,502.22,441.18,666.84
Overall Tomato Production,1402700000,Ifugao,28.64,12.39,22.41,120.0,43.0,105.65,28.39,170.8,31.22,79.57,200.45,285.0,45.0,513.42,204.5,350.0,253.54,832.0,2336.09,1990.76,2809.66
Overall Tomato Production,1403200000,Kalinga,28.08,14.26,3.75,4.92,35.59,12.0,2.9,4.77,36.58,12.25,3.57,5.0,34.75,11.2,3.35,4.5,30.0,12.5,2.8,5.0,33.78
Overall Tomato Production,1404400000,Mountain Province,340.49,70.53,75.74,47.97,325.13,67.22,84.36,49.76,200.05,56.0,67.49,63.35,250.05,46.65,74.24,58.4,260.3,51.32,81.66,52.56,236.8
Overall Tomato Production,1408100000,Apayao,10.99,0.68,,,12.04,0.7,,,11.07,0.77,0.02,,12.17,0.8,0.1,0.05,10.95,0.96,0.06,0.05,11.44
Overall Tomato Production,1600200000,Agusan del Norte,8.1,16.05,29.5,19.2,5.1,15.1,31.92,21.0,7.0,14.52,31.14,20.07,6.05,14.17,30.93,21.0,5.8,15.4,30.0,20.0,4.23
Overall Tomato Production,1600300000,Agusan del Sur,40.88,160.75,82.31,87.2,35.67,150.86,87.81,94.58,38.46,134.29,87.2,89.87,34.8,93.0,86.52,83.43,32.0,95.0,90.55,90.47,33.17
Overall Tomato Production,1606700000,Surigao del Norte,0.7,3.3,6.95,1.73,,0.44,4.67,0.76,0.06,0.42,1.32,0.46,0.02,0.81,1.12,0.41,1.99,0.49,0.34,0.16,0.5
Overall Tomato Production,1606800000,Surigao del Sur,0.58,15.17,43.0,14.2,0.56,14.34,79.38,13.25,0.37,27.18,0.87,12.94,0.14,0.15,1.74,1.34,0.26,0.14,0.13,0.82,0.34
Overall Tomato Production,1608500000,Dinagat Islands,2.43,3.49,0.15,2.45,0.57,4.04,0.25,1.28,1.38,1.27,0.77,9.0,8.28,0.97,0.25,0.26,0.75,1.89,1.52,1.15,0.33
Overall Tomato Production,1630400000,Butuan City,,,,,,,,,,,,,,,,,,,,,2.18
Overall Tomato Production,1704000000,Marinduque,23.21,7.15,29.13,1.05,28.91,7.46,28.35,0.56,38.81,8.88,22.1,0.51,48.12,10.72,16.55,0.38,38.61,15.2,10.57,0.3,35.53
Overall Tomato Production,1705100000,Occidental Mindoro,307.0,957.44,2.79,50.04,333.85,781.07,4.25,56.73,272.4,721.14,3.35,70.34,70.8,523.4,2.57,44.52,313.91,589.34,2.82,37.92,137.03
Overall Tomato Production,1705200000,Oriental Mindoro,6.95,1085.7,99.1,132.7,7.96,1262.55,186.46,97.7,5.06,1101.68,102.14,9.46,6.05,1061.0,43.51,9.08,7.2,915.0,33.74,6.77,5.43
Overall Tomato Production,1705300000,Palawan,205.24,310.1,56.07,27.75,209.98,246.88,52.93,16.18,126.27,165.15,27.0,5.5,129.62,161.07,25.83,5.28,127.47,172.85,30.0,5.56,131.83
Overall Tomato Production,1705900000,Romblon,137.25,95.42,,3.16,123.05,81.59,,3.12,149.02,90.54,54.89,1.37,111.77,86.01,36.74,2.16,127.95,90.92,45.82,1.58,129.81
Overall Tomato Production,1731500000,Puerto Princesa City,,,,,,,,,,,,,,,,,,,,,63.86
Overall Tomato Production,1804500000,Negros Occidental,213.25,25.71,33.23,18.0,200.0,21.17,30.57,22.03,205.57,21.88,31.59,22.76,210.0,22.92,30.0,27.95,216.04,24.0,60.0,24.25,219.64
Overall Tomato Production,1804600000,Negros Oriental,206.34,829.46,6.33,81.0,159.77,890.0,7.77,70.36,184.9,1095.13,10.4,71.92,197.8,938.2,15.35,90.73,204.64,534.77,19.95,48.83,190.69
Overall Tomato Production,1806100000,Siquijor,5.9,4.6,6.37,4.12,4.5,5.7,6.79,4.17,5.56,5.77,6.25,5.11,5.71,2.44,6.48,4.45,6.0,1.92,6.51,3.08,5.53
Overall Tomato Production,1830200000,Bacolod City,,,,,,,,,,,,,,,,,,,,,
Overall Tomato Production,1900700000,Basilan,5.15,13.47,4.44,2.91,5.44,14.4,4.69,3.11,5.55,14.76,4.0,3.14,4.71,0.81,3.08,,4.0,0.19,2.75,3.29,0.84
Overall Tomato Production,1903600000,Lanao del Sur,7.97,10.48,4.54,13.28,8.02,10.46,4.53,12.8,8.05,10.42,4.45,5.15,10.2,10.56,7.15,10.22,27.5,27.92,45.95,26.11,30.1
Overall Tomato Production,1907000000,Tawi-Tawi,0.75,1.2,1.15,1.65,0.7,1.1,1.05,1.5,0.61,1.0,1.0,1.3,0.6,0.98,1.6,1.1,0.55,1.14,2.3,3.2,0.5
Overall Tomato Production,1908700000,Maguindanao del Norte,,,,,,,,,,,,,,,,,105.6,88.28,108.71,208.64,154.05
Overall Tomato Production,1908800000,Maguindanao del Sur,69.4,63.0,72.0,92.0,69.1,58.25,71.85,90.0,68.0,58.25,70.0,85.0,64.13,58.0,89.28,113.24,10.6,22.58,128.29,237.28,1150.93
