Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Chinese Cabbage Production,1102400000,Davao del Sur,473.0,481.42,649.55,611.03,456.5,55.81
Overall Chinese Cabbage Production,1102500000,Davao Oriental,,,,,,
Overall Chinese Cabbage Production,1108200000,Davao de Oro (Compostela Valley),14.76,15.93,14.61,13.72,15.07,2.21
Overall Chinese Cabbage Production,1108600000,Davao Occidental,,,,,,
Overall Chinese Cabbage Production,1130700000,Davao City,50.74,47.58,,,86.16,17.14
Overall Chinese Cabbage Production,1204700000,Cotabato (North Cotabato),277.62,283.04,102.71,63.71,59.73,14.49
Overall Chinese Cabbage Production,1206300000,South Cotabato,54.24,59.52,76.72,85.42,74.39,22.59
Overall Chinese Cabbage Production,1206500000,Sultan Kudarat,5.21,5.07,5.43,5.23,5.28,0.68
Overall Chinese Cabbage Production,1208000000,Sarangani,0.42,0.29,0.34,0.31,0.02,0.01
Overall Chinese Cabbage Production,1400100000,Abra,,,14.6,14.96,20.96,14.23
Overall Chinese Cabbage Production,1401100000,Benguet,45159.35,46989.43,47116.38,51826.15,51835.91,13791.53
Overall Chinese Cabbage Production,1402700000,Ifugao,,,554.75,671.75,823.88,267.08
Overall Chinese Cabbage Production,1403200000,Kalinga,,,37.0,13.35,2.65,
Overall Chinese Cabbage Production,1404400000,Mountain Province,2570.09,2607.04,2646.84,2710.0,2779.05,130.87
Overall Chinese Cabbage Production,1408100000,Apayao,0.84,0.43,0.2,0.35,,
Overall Chinese Cabbage Production,1600200000,Agusan del Norte,,,,,,
Overall Chinese Cabbage Production,1600300000,Agusan del Sur,,,,,0.14,
Overall Chinese Cabbage Production,1606700000,Surigao del Norte,,,,0.24,,
Overall Chinese Cabbage Production,1606800000,Surigao del Sur,0.16,0.16,,0.16,0.06,
Overall Chinese Cabbage Production,1608500000,Dinagat Islands,,,,,,
Overall Chinese Cabbage Production,1630400000,Butuan City,,,,,,
Overall Chinese Cabbage Production,1704000000,Marinduque,,,,,,
Overall Chinese Cabbage Production,1705100000,Occidental Mindoro,,,,,,
Overall Chinese Cabbage Production,1705200000,Oriental Mindoro,,,,,,
Overall Chinese Cabbage Production,1705300000,Palawan,,,,,,
Overall Chinese Cabbage Production,1705900000,Romblon,,,,,,
Overall Chinese Cabbage Production,1731500000,Puerto Princesa City,,,,,,
Overall Chinese Cabbage Production,1804500000,Negros Occidental,,,,,99.64,85.0
Overall Chinese Cabbage Production,1804600000,Negros Oriental,239.02,258.53,413.05,411.7,329.06,245.78
Overall Chinese Cabbage Production,1806100000,Siquijor,,,,,,
Overall Chinese Cabbage Production,1830200000,Bacolod City,,,,,,
Overall Chinese Cabbage Production,1900700000,Basilan,,,,,,
Overall Chinese Cabbage Production,1903600000,Lanao del Sur,,,0.84,7.88,20.62,8.7
Overall Chinese Cabbage Production,1907000000,Tawi-Tawi,,,,,,
Overall Chinese Cabbage Production,1908700000,Maguindanao del Norte,,,,,,
Overall Chinese Cabbage Production,1908800000,Maguindanao del Sur,,,,2.61,19.84,8.0
