Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Cassava Production,0804800000,Northern Samar,8787.0,9219.75,9591.84,9480.13,9127.55,1855.15
Overall Cassava Production,0806000000,Samar (Western Samar),15730.6,17951.52,17882.74,17045.13,16308.15,2330.94
Overall Cassava Production,0806400000,Southern Leyte,6008.06,5659.35,6547.38,6161.64,5033.72,1015.0
Overall Cassava Production,0807800000,Biliran,3735.0,3996.14,4324.45,3671.98,4122.6,1380.68
Overall Cassava Production,0906600000,,166460.0,166650.0,169400.0,169000.0,181255.03,27303.75
Overall Cassava Production,0907200000,Zamboanga del Norte,21405.97,21490.17,18392.36,17090.22,16340.24,2477.83
Overall Cassava Production,0907300000,Zamboanga del Sur,32557.12,33029.2,66127.39,61438.92,26350.7,7570.6
Overall Cassava Production,0907400000,Zamboanga City,32078.55,32358.49,,,34245.52,11435.61
Overall Cassava Production,0908300000,Zamboanga Sibugay,3656.7,3790.41,3822.96,3796.17,3756.75,248.25
Overall Cassava Production,1001300000,Bukidnon,464088.82,476824.62,506559.83,427611.0,408292.44,135299.31
Overall Cassava Production,1001800000,Camiguin,2108.19,1915.83,2058.1,2152.26,2373.71,560.54
Overall Cassava Production,1003500000,Lanao del Norte,24353.0,24034.0,23978.0,23938.0,23987.23,3182.94
Overall Cassava Production,1004200000,Misamis Occidental,28033.0,13654.69,13761.35,12689.59,13145.86,9755.92
Overall Cassava Production,1004300000,Misamis Oriental,157304.71,166269.95,168503.06,167006.78,165215.56,38198.96
Overall Cassava Production,1102300000,Davao del Norte,2537.84,2459.54,2504.55,2494.31,2411.93,662.03
Overall Cassava Production,1102400000,Davao del Sur,2066.2,2011.89,5305.3,5026.88,2655.29,428.0
Overall Cassava Production,1102500000,Davao Oriental,3044.09,3162.66,2939.18,2881.27,3026.86,192.3
Overall Cassava Production,1108200000,Davao de Oro (Compostela Valley),6005.08,6109.13,6083.12,5848.64,5699.0,383.34
Overall Cassava Production,1108600000,Davao Occidental,2432.98,2536.05,2512.2,2474.92,2432.36,1085.03
Overall Cassava Production,1130700000,Davao City,3328.92,3376.97,,,1863.49,742.53
Overall Cassava Production,1204700000,Cotabato (North Cotabato),7266.27,5905.69,4867.63,4701.68,6910.89,1627.1
Overall Cassava Production,1206300000,South Cotabato,82053.63,87387.48,89718.24,70205.29,57439.04,16357.08
Overall Cassava Production,1206500000,Sultan Kudarat,247.66,228.85,234.45,214.01,422.79,81.0
Overall Cassava Production,1208000000,Sarangani,1502.5,1364.44,799.0,946.0,938.67,68.41
Overall Cassava Production,1400100000,Abra,46.5,46.45,44.66,39.62,48.4,9.76
Overall Cassava Production,1401100000,Benguet,1038.08,870.18,679.59,679.1,851.74,357.17
Overall Cassava Production,1402700000,Ifugao,281.1,31.37,302.86,22.2,11.39,4.5
Overall Cassava Production,1403200000,Kalinga,36.4,40.02,43.64,42.7,45.75,
Overall Cassava Production,1404400000,Mountain Province,148.88,144.9,138.97,128.04,135.28,38.72
Overall Cassava Production,1408100000,Apayao,12119.26,12385.67,12728.86,12485.34,11324.54,574.91
Overall Cassava Production,1600200000,Agusan del Norte,3926.83,3938.64,3442.48,3288.01,3484.72,167.79
Overall Cassava Production,1600300000,Agusan del Sur,5318.66,5404.11,4750.71,4595.0,4870.22,547.43
Overall Cassava Production,1606700000,Surigao del Norte,1893.02,1308.45,1162.09,1028.71,1290.61,364.25
Overall Cassava Production,1606800000,Surigao del Sur,7878.21,7864.77,3784.93,5085.5,5672.08,870.98
Overall Cassava Production,1608500000,Dinagat Islands,1270.58,271.1,339.62,341.74,487.25,56.12
Overall Cassava Production,1630400000,Butuan City,,,,,,86.44
Overall Cassava Production,1704000000,Marinduque,603.55,618.35,597.32,412.17,384.9,126.79
Overall Cassava Production,1705100000,Occidental Mindoro,4946.23,6011.28,5452.5,4817.79,5474.16,302.3
Overall Cassava Production,1705200000,Oriental Mindoro,7490.21,8067.67,5306.03,4578.46,5452.21,266.71
Overall Cassava Production,1705300000,Palawan,6557.76,6213.21,5711.26,5226.97,5267.15,1621.78
Overall Cassava Production,1705900000,Romblon,2043.83,2164.42,1844.6,1724.71,1717.06,593.76
Overall Cassava Production,1731500000,Puerto Princesa City,,,,,,5.1
Overall Cassava Production,1804500000,Negros Occidental,27555.0,27250.0,27405.98,27516.11,27285.82,7676.0
Overall Cassava Production,1804600000,Negros Oriental,17075.32,15888.67,18967.57,15433.74,16529.14,8354.64
Overall Cassava Production,1806100000,Siquijor,2064.92,2105.87,2322.44,2050.35,2062.61,935.87
Overall Cassava Production,1830200000,Bacolod City,,,,,,
Overall Cassava Production,1900700000,Basilan,315509.34,315239.13,300302.28,267442.24,254924.32,458.19
Overall Cassava Production,1903600000,Lanao del Sur,509187.8,509223.9,510188.2,507165.0,517768.1,47312.0
Overall Cassava Production,1907000000,Tawi-Tawi,97758.0,94664.0,89459.0,93210.0,100878.74,26580.0
Overall Cassava Production,1908700000,Maguindanao del Norte,,,,,1526.23,786.0
Overall Cassava Production,1908800000,Maguindanao del Sur,5896.0,6017.09,6083.2,4395.3,3306.39,346.7
