Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Ampalaya Production,1401100000,Benguet,,,0.03,7.07,137.59,43.11
Overall Ampalaya Production,1402700000,Ifugao,33.6,41.81,38.24,27.19,22.44,5.96
Overall Ampalaya Production,1403200000,Kalinga,66.38,70.59,74.87,67.58,67.08,18.81
Overall Ampalaya Production,1404400000,Mountain Province,,,14.05,26.89,25.81,4.14
Overall Ampalaya Production,1408100000,Apayao,28.49,27.46,24.36,33.77,24.8,18.23
Overall Ampalaya Production,1600200000,Agusan del Norte,235.61,245.04,262.38,257.4,274.7,20.28
Overall Ampalaya Production,1600300000,Agusan del Sur,1147.1,1189.8,1080.18,1049.2,1087.88,15.93
Overall Ampalaya Production,1606700000,Surigao del Norte,28.68,13.95,20.76,32.83,28.39,9.27
Overall Ampalaya Production,1606800000,Surigao del Sur,204.13,242.37,178.1,86.74,42.59,5.3
Overall Ampalaya Production,1608500000,Dinagat Islands,12.7,10.75,19.51,24.46,20.6,4.38
Overall Ampalaya Production,1630400000,Butuan City,,,,,,10.45
Overall Ampalaya Production,1704000000,Marinduque,167.52,183.52,186.62,134.53,123.89,69.67
Overall Ampalaya Production,1705100000,Occidental Mindoro,410.55,440.71,415.95,263.21,283.25,172.25
Overall Ampalaya Production,1705200000,Oriental Mindoro,392.57,378.23,486.82,465.26,558.61,52.63
Overall Ampalaya Production,1705300000,Palawan,408.38,318.98,277.42,271.38,280.27,45.82
Overall Ampalaya Production,1705900000,Romblon,159.66,165.12,145.1,146.29,143.37,39.4
Overall Ampalaya Production,1731500000,Puerto Princesa City,,,,,,42.09
Overall Ampalaya Production,1804500000,Negros Occidental,679.42,684.5,703.45,731.08,719.53,189.0
Overall Ampalaya Production,1804600000,Negros Oriental,1150.52,1206.87,1358.45,830.47,1132.82,143.54
Overall Ampalaya Production,1806100000,Siquijor,39.88,37.58,43.03,38.12,42.78,8.05
Overall Ampalaya Production,1830200000,Bacolod City,,,,,,
Overall Ampalaya Production,1900700000,Basilan,24.02,25.25,24.93,46.52,60.28,5.13
Overall Ampalaya Production,1903600000,Lanao del Sur,121.35,121.37,122.01,158.12,224.1,50.2
Overall Ampalaya Production,1907000000,Tawi-Tawi,35.11,36.49,38.02,48.36,57.0,3.48
Overall Ampalaya Production,1908700000,Maguindanao del Norte,,,,,440.39,162.16
Overall Ampalaya Production,1908800000,Maguindanao del Sur,131.55,133.63,134.81,1101.22,565.24,1818.4
