Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Bell Pepper Production,1606800000,Surigao del Sur,24.8,33.51,21.2,6.48,20.11,4.15
Overall Bell Pepper Production,1608500000,Dinagat Islands,6.74,6.72,14.78,17.57,10.98,0.54
Overall Bell Pepper Production,1630400000,Butuan City,,,,,,1.41
Overall Bell Pepper Production,1704000000,Marinduque,1.29,1.15,1.19,1.09,0.88,0.19
Overall Bell Pepper Production,1705100000,Occidental Mindoro,,,,,,
Overall Bell Pepper Production,1705200000,Oriental Mindoro,9.02,7.42,6.56,5.5,7.34,0.06
Overall Bell Pepper Production,1705300000,Palawan,29.42,27.3,19.99,18.44,20.96,2.22
Overall Bell Pepper Production,1705900000,Romblon,,,2.82,2.89,3.22,0.54
Overall Bell Pepper Production,1731500000,Puerto Princesa City,,,,,,1.93
Overall Bell Pepper Production,1804500000,Negros Occidental,59.35,55.98,50.36,47.62,83.72,22.0
Overall Bell Pepper Production,1804600000,Negros Oriental,97.44,71.66,58.03,59.59,62.0,20.94
Overall Bell Pepper Production,1806100000,Siquijor,13.33,12.54,13.91,14.06,14.51,3.78
Overall Bell Pepper Production,1830200000,Bacolod City,,,,,,0.03
Overall Bell Pepper Production,1900700000,Basilan,0.78,1.09,1.35,6.91,7.1,0.01
Overall Bell Pepper Production,1903600000,Lanao del Sur,9.15,9.19,11.24,12.65,16.89,2.03
Overall Bell Pepper Production,1907000000,Tawi-Tawi,,,,,,
Overall Bell Pepper Production,1908700000,Maguindanao del Norte,,,,,44.6,7.13
Overall Bell Pepper Production,1908800000,Maguindanao del Sur,8.92,9.16,9.2,12.6,8.62,2.2
