Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Radish Production,1108200000,Davao de Oro (Compostela Valley),1010.8,1027.55,1027.36,991.85,969.95,130.02
Overall Radish Production,1108600000,Davao Occidental,5.56,5.35,5.16,4.96,4.84,1.7
Overall Radish Production,1130700000,Davao City,166.12,173.98,,,139.16,51.38
Overall Radish Production,1204700000,Cotabato (North Cotabato),157.3,162.47,122.51,79.78,66.97,21.26
Overall Radish Production,1206300000,South Cotabato,43.14,44.74,40.9,79.76,111.99,19.53
Overall Radish Production,1206500000,Sultan Kudarat,197.07,170.2,186.92,191.62,221.94,27.8
Overall Radish Production,1208000000,Sarangani,34.55,35.27,23.57,26.71,28.17,3.1
Overall Radish Production,1400100000,Abra,,,,,0.05,
Overall Radish Production,1401100000,Benguet,1221.62,1229.9,1438.26,2637.65,2656.22,949.25
Overall Radish Production,1402700000,Ifugao,,,,,,
Overall Radish Production,1403200000,Kalinga,,,,,,
Overall Radish Production,1404400000,Mountain Province,122.22,129.53,122.03,112.52,100.43,6.27
Overall Radish Production,1408100000,Apayao,,,,,,
Overall Radish Production,1600200000,Agusan del Norte,1.35,1.3,1.22,0.66,0.63,0.26
Overall Radish Production,1600300000,Agusan del Sur,,,,,,
Overall Radish Production,1606700000,Surigao del Norte,,,,,,
Overall Radish Production,1606800000,Surigao del Sur,0.16,0.17,0.06,,,
Overall Radish Production,1608500000,Dinagat Islands,0.35,,,,,
Overall Radish Production,1630400000,Butuan City,,,,,,0.13
Overall Radish Production,1704000000,Marinduque,,,,,,
Overall Radish Production,1705100000,Occidental Mindoro,59.2,62.82,56.97,31.71,30.62,1.85
Overall Radish Production,1705200000,Oriental Mindoro,25.99,24.04,32.33,27.06,24.61,
Overall Radish Production,1705300000,Palawan,82.34,60.98,51.69,52.91,39.69,22.38
Overall Radish Production,1705900000,Romblon,49.95,51.18,36.44,48.78,41.58,12.36
Overall Radish Production,1731500000,Puerto Princesa City,,,,,,
Overall Radish Production,1804500000,Negros Occidental,326.39,332.79,318.08,316.79,352.95,90.0
Overall Radish Production,1804600000,Negros Oriental,864.14,747.66,309.15,494.5,637.94,60.21
Overall Radish Production,1806100000,Siquijor,,,,,,
Overall Radish Production,1830200000,Bacolod City,,,,,,
Overall Radish Production,1900700000,Basilan,13.44,14.19,12.95,4.54,0.82,
Overall Radish Production,1903600000,Lanao del Sur,19.0,18.3,18.29,18.1,,
Overall Radish Production,1907000000,Tawi-Tawi,,,,,,
Overall Radish Production,1908700000,Maguindanao del Norte,,,,,40.86,31.57
Overall Radish Production,1908800000,Maguindanao del Sur,46.9,46.6,45.8,58.3,19.94,5.5
