Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Winged Beans Production,1004200000,Misamis Occidental,0.94,0.89,0.87,0.87,1.19,0.41
Overall Winged Beans Production,1004300000,Misamis Oriental,12.58,13.43,11.43,11.4,11.2,0.21
Overall Winged Beans Production,1102300000,Davao del Norte,5.72,5.52,5.13,5.33,4.99,0.67
Overall Winged Beans Production,1102400000,Davao del Sur,2.79,2.74,6.29,6.02,2.65,0.4
Overall Winged Beans Production,1102500000,Davao Oriental,1.92,1.59,0.82,0.75,0.7,0.68
Overall Winged Beans Production,1108200000,Davao de Oro (Compostela Valley),1.76,1.68,2.38,2.3,2.29,0.43
Overall Winged Beans Production,1108600000,Davao Occidental,,,,,,
Overall Winged Beans Production,1130700000,Davao City,3.66,3.6,,,2.92,1.03
Overall Winged Beans Production,1204700000,Cotabato (North Cotabato),9.29,8.87,6.45,5.82,6.69,0.5
Overall Winged Beans Production,1206300000,South Cotabato,5.24,5.5,5.7,6.39,10.08,0.08
Overall Winged Beans Production,1206500000,Sultan Kudarat,5.72,5.72,5.8,5.04,5.45,1.23
Overall Winged Beans Production,1208000000,Sarangani,4.24,4.26,3.34,3.51,0.28,0.16
Overall Winged Beans Production,1400100000,Abra,,,1.75,17.11,14.72,
Overall Winged Beans Production,1401100000,Benguet,,,2.74,1.84,1.12,
Overall Winged Beans Production,1402700000,Ifugao,20.97,24.98,15.46,29.0,14.97,4.3
Overall Winged Beans Production,1403200000,Kalinga,3.87,4.83,5.07,4.87,3.83,1.37
Overall Winged Beans Production,1404400000,Mountain Province,8.39,8.58,7.9,8.31,8.22,
Overall Winged Beans Production,1408100000,Apayao,1.4,1.72,1.44,3.49,3.68,1.76
Overall Winged Beans Production,1600200000,Agusan del Norte,1.0,1.03,1.0,0.94,0.95,0.04
Overall Winged Beans Production,1600300000,Agusan del Sur,0.86,0.92,0.88,0.71,0.71,1.0
Overall Winged Beans Production,1606700000,Surigao del Norte,0.01,,1.42,0.72,3.1,3.33
Overall Winged Beans Production,1606800000,Surigao del Sur,0.53,1.18,0.98,0.53,0.23,0.09
Overall Winged Beans Production,1608500000,Dinagat Islands,0.02,0.01,0.03,0.6,0.75,0.51
Overall Winged Beans Production,1630400000,Butuan City,,,,,,0.02
Overall Winged Beans Production,1704000000,Marinduque,4.92,4.25,3.66,2.9,2.84,1.12
Overall Winged Beans Production,1705100000,Occidental Mindoro,,,,0.22,0.13,
Overall Winged Beans Production,1705200000,Oriental Mindoro,1.27,1.23,1.24,1.05,0.96,0.04
Overall Winged Beans Production,1705300000,Palawan,4.77,4.32,4.06,4.06,4.16,0.89
Overall Winged Beans Production,1705900000,Romblon,0.71,0.75,0.73,1.33,2.2,1.88
Overall Winged Beans Production,1731500000,Puerto Princesa City,,,,,,
Overall Winged Beans Production,1804500000,Negros Occidental,24.35,28.48,33.64,30.1,30.0,8.51
Overall Winged Beans Production,1804600000,Negros Oriental,23.53,20.55,22.78,20.19,19.97,14.44
Overall Winged Beans Production,1806100000,Siquijor,,,,,,
Overall Winged Beans Production,1830200000,Bacolod City,,,,,,
Overall Winged Beans Production,1900700000,Basilan,,,,,,
Overall Winged Beans Production,1903600000,Lanao del Sur,,,,,,
Overall Winged Beans Production,1907000000,Tawi-Tawi,,,,,,
Overall Winged Beans Production,1908700000,Maguindanao del Norte,,,,,,
Overall Winged Beans Production,1908800000,Maguindanao del Sur,,,,,,
