Commodity Type,Region,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Rainfed Palay,NEGROS ISLAND REGION,PH06045,Negros Occidental,0,0,0,108329.60,107376.37,15362.00
Rainfed Palay,NEGROS ISLAND REGION,PH07046,Negros Oriental,0,0,0,14350.80,18784.20,2719.05
Rainfed Palay,NEGROS ISLAND REGION,PH07061,Siquijor,0,0,0,105.14,248.30,12.44
Rainfed Palay,REGION VII (CENTRAL VISAYAS),PH07012,Bohol,77735.00,59648.00,76292.74,88530.34,72055.01,32122.24
Rainfed Palay,REGION VII (CENTRAL VISAYAS),PH07022,Cebu,977.00,1265.54,1362.18,1137.36,1569.99,410.80
Rainfed Palay,REGION VII (CENTRAL VISAYAS),PH07046,Negros Oriental,11336.00,11523.80,14633.08,0,0.00,0.00
Rainfed Palay,REGION VII (CENTRAL VISAYAS),PH07061,Siquijor,320.00,452.93,244.53,0,0.00,0.00
Rainfed Palay,REGION VIII (EASTERN VISAYAS),PH08078,Biliran,0.00,0.00,4.02,0.00,0.00,0.00
Rainfed Palay,REGION VIII (EASTERN VISAYAS),PH08026,Eastern Samar,37437.50,43344.43,41299.00,44609.84,46863.80,14795.00
Rainfed Palay,REGION VIII (EASTERN VISAYAS),PH08037,Leyte,90618.16,96198.36,95383.14,89335.88,96618.01,21051.00
Rainfed Palay,REGION VIII (EASTERN VISAYAS),PH08048,Northern Samar,74485.00,72963.83,72744.51,68626.00,68452.00,35525.00
Rainfed Palay,REGION VIII (EASTERN VISAYAS),PH08060,Samar,143944.54,134637.56,133205.22,124848.68,106815.59,17557.50
Rainfed Palay,REGION VIII (EASTERN VISAYAS),PH08064,Southern Leyte,4669.00,4213.08,4478.88,3536.00,2769.00,565.00
Rainfed Palay,REGION IX (ZAMBOANGA PENINSULA),PH09072,Zamboanga del Norte,51661.96,52084.67,51970.11,46317.13,62234.15,20829.76
Rainfed Palay,REGION IX (ZAMBOANGA PENINSULA),PH09073,Zamboanga del Sur,92989.37,86114.58,106076.85,106057.34,109365.80,30408.01
Rainfed Palay,REGION IX (ZAMBOANGA PENINSULA),PH09083,Zamboanga Sibugay,93027.55,94369.70,86376.33,83063.16,91427.10,18712.47
Rainfed Palay,REGION IX (ZAMBOANGA PENINSULA),PH09074,Zamboanga City,0.00,0.00,0.00,0.00,2970.01,995.13
Rainfed Palay,REGION X (NORTHERN MINDANAO),PH10013,Bukidnon,58551.86,64242.81,67440.78,72974.21,72024.59,13787.90
Rainfed Palay,REGION X (NORTHERN MINDANAO),PH10018,Camiguin,0.00,0.00,0.00,0.75,0.00,0.00
Rainfed Palay,REGION X (NORTHERN MINDANAO),PH10035,Lanao del Norte,22274.08,26028.85,28978.01,34170.08,30263.63,4198.89
Rainfed Palay,REGION X (NORTHERN MINDANAO),PH10042,Misamis Occidental,2586.40,2407.35,2248.00,1624.40,1543.10,205.00
Rainfed Palay,REGION X (NORTHERN MINDANAO),PH10043,Misamis Oriental,1032.70,1144.53,989.55,870.60,973.73,313.40
Rainfed Palay,REGION XI (DAVAO REGION),PH11082,Davao de Oro (Compostela Valley),20422.00,20455.62,19289.55,19351.00,17935.44,3248.00
Rainfed Palay,REGION XI (DAVAO REGION),PH11023,Davao del Norte,11183.64,11990.73,12022.76,15006.70,16812.03,1809.21
Rainfed Palay,REGION XI (DAVAO REGION),PH11024,Davao del Sur,3533.00,3466.27,3455.35,3748.68,1086.73,0.00
Rainfed Palay,REGION XI (DAVAO REGION),PH11086,Davao Occidental,618.26,516.72,502.11,423.36,389.18,61.20
Rainfed Palay,REGION XI (DAVAO REGION),PH11025,Davao Oriental,10769.32,10878.92,11400.77,11549.20,11469.37,3677.95
Rainfed Palay,REGION XII (SOCCSKSARGEN),PH12047,Cotabato (North Cotabato),97588.00,93691.18,100050.00,97353.00,90580.00,36707.00
Rainfed Palay,REGION XII (SOCCSKSARGEN),PH12080,Sarangani,6731.01,6399.14,6439.97,6518.00,6976.41,625.68
Rainfed Palay,REGION XII (SOCCSKSARGEN),PH12063,South Cotabato,47007.00,44525.52,47842.32,51686.00,53070.83,14501.00
Rainfed Palay,REGION XII (SOCCSKSARGEN),PH12065,Sultan Kudarat,59241.00,56390.61,53824.43,51075.00,53553.00,11892.00
Rainfed Palay,REGION XIII (CARAGA),PH16002,Agusan del Norte,7775.00,10405.74,13272.28,13447.60,13528.00,902.00
Rainfed Palay,REGION XIII (CARAGA),PH16003,Agusan del Sur,120656.35,151365.41,139115.87,145614.20,147990.88,873.00
Rainfed Palay,REGION XIII (CARAGA),PH16085,Dinagat Islands,2184.77,2288.81,2406.28,2803.46,2920.60,641.82
Rainfed Palay,REGION XIII (CARAGA),PH16067,Surigao del Norte,19373.19,17349.25,21150.00,21606.51,21167.00,3892.00
Rainfed Palay,REGION XIII (CARAGA),PH16068,Surigao del Sur,20728.05,26386.90,27429.00,32708.00,29659.00,2791.00
Rainfed Palay,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,PH19007,Basilan,58.48,66.04,119.00,144.05,265.00,58.00
Rainfed Palay,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,PH19036,Lanao del Sur,155584.56,158174.74,161662.74,162306.02,162901.48,28527.69
Rainfed Palay,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,PH19087,Maguindanao del Norte,0,0,0,187509.57,192770.00,61138.00
Rainfed Palay,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,PH19088,Maguindanao del Sur,485142.22,439774.25,434739.30,252828.62,259244.00,98203.00
Rainfed Palay,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,PH19066,Sulu,1836.00,1052.96,490.00,29.00,36.00,0
Rainfed Palay,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,PH19070,Tawi-tawi,324.00,338.00,516.00,509.00,847.01,0.00
