Commodity Type,Region,ADM2_PCODE,Province,2021,2022,2023,2024,2025
Irrigated Palay,REGION VI (WESTERN VISAYAS),PH06004,Aklan,3.41,3.23,2.84,3.10,2.80
Irrigated Palay,REGION VI (WESTERN VISAYAS),PH06006,Antique,4.06,4.06,4.17,3.77,3.67
Irrigated Palay,REGION VI (WESTERN VISAYAS),PH06019,Capiz,3.67,3.60,3.48,3.55,3.70
Irrigated Palay,REGION VI (WESTERN VISAYAS),PH06079,Guimaras,3.67,3.59,3.60,3.46,3.52
Irrigated Palay,REGION VI (WESTERN VISAYAS),PH06030,Iloilo,3.66,3.58,3.56,3.45,3.41
Irrigated Palay,REGION VI (WESTERN VISAYAS),,Negros Occidental,4.02,3.87,3.98,0.00,0.00
Irrigated Palay,NEGROS ISLAND REGION,PH06045,Negros Occidental,0.00,0.00,0.00,3.85,3.39
Irrigated Palay,NEGROS ISLAND REGION,PH07046,Negros Oriental,0.00,0.00,0.00,2.99,3.53
Irrigated Palay,NEGROS ISLAND REGION,PH07061,Siquijor,0.00,0.00,0.00,3.61,4.21
Irrigated Palay,NEGROS ISLAND REGION,,Bacolod City,0.00,0.00,0.00,0.00,0.00
Irrigated Palay,REGION VII (CENTRAL VISAYAS),PH07012,Bohol,3.36,3.04,3.28,3.50,3.57
Irrigated Palay,REGION VII (CENTRAL VISAYAS),PH07022,Cebu,3.28,2.96,2.95,2.79,3.16
Irrigated Palay,REGION VII (CENTRAL VISAYAS),,Negros Oriental,2.93,2.71,3.01,0.00,0.00
Irrigated Palay,REGION VII (CENTRAL VISAYAS),,Siquijor,4.36,4.45,3.59,0.00,0.00
Irrigated Palay,REGION VIII (EASTERN VISAYAS),PH08078,Biliran,4.33,4.32,4.25,4.24,4.09
Irrigated Palay,REGION VIII (EASTERN VISAYAS),PH08026,Eastern Samar,3.39,3.04,3.31,3.11,2.76
Irrigated Palay,REGION VIII (EASTERN VISAYAS),PH08037,Leyte,4.34,4.27,4.38,4.42,4.28
Irrigated Palay,REGION VIII (EASTERN VISAYAS),PH08048,Northern Samar,3.07,2.93,2.91,2.91,2.90
Irrigated Palay,REGION VIII (EASTERN VISAYAS),PH08060,Samar,3.55,3.37,3.37,3.54,3.39
Irrigated Palay,REGION VIII (EASTERN VISAYAS),PH08064,Southern Leyte,4.23,3.97,3.96,4.08,3.88
Irrigated Palay,REGION IX (ZAMBOANGA PENINSULA),,Sulu,0.00,0.00,0.00,0.00,0.00
Irrigated Palay,REGION IX (ZAMBOANGA PENINSULA),PH09072,Zamboanga del Norte,4.10,3.85,3.73,3.98,4.19
Irrigated Palay,REGION IX (ZAMBOANGA PENINSULA),PH09073,Zamboanga del Sur,4.75,4.55,4.66,4.55,4.83
Irrigated Palay,REGION IX (ZAMBOANGA PENINSULA),PH09083,Zamboanga Sibugay,4.43,4.43,4.36,4.30,4.38
Irrigated Palay,REGION IX (ZAMBOANGA PENINSULA),PH09074,Zamboanga City,0.00,0.00,0.00,0.00,4.57
Irrigated Palay,REGION X (NORTHERN MINDANAO),PH10013,Bukidnon,5.13,4.95,5.06,4.98,5.04
Irrigated Palay,REGION X (NORTHERN MINDANAO),PH10018,Camiguin,3.61,3.63,3.78,3.81,4.00
Irrigated Palay,REGION X (NORTHERN MINDANAO),PH10035,Lanao del Norte,4.89,4.80,4.72,4.34,4.67
Irrigated Palay,REGION X (NORTHERN MINDANAO),PH10042,Misamis Occidental,4.37,4.29,4.19,4.11,4.32
Irrigated Palay,REGION X (NORTHERN MINDANAO),PH10043,Misamis Oriental,3.87,4.02,4.22,4.19,4.25
Irrigated Palay,REGION XI (DAVAO REGION),PH11082,Davao de Oro (Compostela Valley),4.56,4.38,4.56,4.36,4.63
Irrigated Palay,REGION XI (DAVAO REGION),PH11023,Davao del Norte,4.43,4.32,4.47,4.27,4.42
Irrigated Palay,REGION XI (DAVAO REGION),PH11024,Davao del Sur,4.90,4.91,4.94,5.27,5.50
Irrigated Palay,REGION XI (DAVAO REGION),PH11086,Davao Occidental,4.73,4.44,4.38,4.45,4.32
Irrigated Palay,REGION XI (DAVAO REGION),PH11025,Davao Oriental,4.95,4.98,4.97,4.97,4.98
Irrigated Palay,REGION XI (DAVAO REGION),,City of Davao,0.00,0.00,0.00,0.00,5.49
Irrigated Palay,REGION XII (SOCCSKSARGEN),PH12047,Cotabato (North Cotabato),4.17,4.25,4.15,4.13,4.06
Irrigated Palay,REGION XII (SOCCSKSARGEN),PH12080,Sarangani,3.46,3.28,3.33,3.38,3.44
Irrigated Palay,REGION XII (SOCCSKSARGEN),PH12063,South Cotabato,3.84,3.72,3.71,3.73,3.62
Irrigated Palay,REGION XII (SOCCSKSARGEN),PH12065,Sultan Kudarat,3.79,3.68,3.90,3.73,3.67
Irrigated Palay,REGION XIII (CARAGA),PH16002,Agusan del Norte,3.27,3.38,3.49,3.52,3.57
Irrigated Palay,REGION XIII (CARAGA),PH16003,Agusan del Sur,3.54,3.62,3.59,3.75,3.65
Irrigated Palay,REGION XIII (CARAGA),PH16085,Dinagat Islands,2.30,2.32,2.05,2.55,2.67
Irrigated Palay,REGION XIII (CARAGA),PH16067,Surigao del Norte,3.43,3.28,3.65,3.69,3.63
Irrigated Palay,REGION XIII (CARAGA),PH16068,Surigao del Sur,3.11,3.19,3.14,3.70,3.38
Irrigated Palay,REGION XIII (CARAGA),,Butuan City,0.00,0.00,0.00,0.00,0.00
Irrigated Palay,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,PH19007,Basilan,2.61,2.60,2.49,2.48,2.98
Irrigated Palay,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,PH19036,Lanao del Sur,3.36,3.43,3.44,3.45,3.46
Irrigated Palay,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,PH19087,Maguindanao del Norte,0.00,0.00,0.00,4.22,4.52
Irrigated Palay,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,PH19088,Maguindanao del Sur,5.35,4.68,4.34,4.40,4.72
Irrigated Palay,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,PH19066,Sulu,3.90,0.00,0.00,0.00,0.00
Irrigated Palay,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,PH19070,Tawi-tawi,0.00,0.00,0.00,0.00,0.00
