Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Cassava Food Production,1003500000,Lanao del Norte,22998.0,22724.0,22690.0,22647.0,22692.0,3003.34
Cassava Food Production,1004200000,Misamis Occidental,13531.0,13654.69,13761.35,12689.59,13145.86,9755.92
Cassava Food Production,1004300000,Misamis Oriental,4338.56,4688.11,5027.43,5827.22,5871.04,1890.52
Cassava Food Production,1102300000,Davao del Norte,1787.27,1781.27,1846.38,1852.24,1795.02,359.38
Cassava Food Production,1102400000,Davao del Sur,824.4,795.18,2177.36,2112.78,1089.56,118.23
Cassava Food Production,1102500000,Davao Oriental,3044.09,3162.66,2939.18,2881.27,3026.86,192.3
Cassava Food Production,1108200000,Davao de Oro (Compostela Valley),6003.66,6109.13,6083.12,5848.64,5699.0,383.34
Cassava Food Production,1108600000,Davao Occidental,484.05,493.2,490.96,485.99,480.49,59.58
Cassava Food Production,1130700000,Davao City,1471.57,1479.73,,,819.28,143.18
Cassava Food Production,1204700000,Cotabato (North Cotabato),3130.04,2045.16,1329.52,1306.48,900.14,106.51
Cassava Food Production,1206300000,South Cotabato,1166.72,1197.98,1383.39,1269.56,1010.77,265.45
Cassava Food Production,1206500000,Sultan Kudarat,244.37,228.85,234.45,214.01,234.62,81.0
Cassava Food Production,1208000000,Sarangani,614.5,621.94,392.0,708.0,810.55,68.41
Cassava Food Production,1400100000,Abra,46.5,46.45,44.66,39.62,48.4,9.76
Cassava Food Production,1401100000,Benguet,282.08,316.15,185.66,244.35,379.34,130.42
Cassava Food Production,1402700000,Ifugao,16.73,22.16,22.54,22.2,11.39,4.5
Cassava Food Production,1403200000,Kalinga,36.4,40.02,43.64,42.7,43.94,
Cassava Food Production,1404400000,Mountain Province,148.88,144.9,138.97,128.04,135.28,38.72
Cassava Food Production,1408100000,Apayao,715.52,738.31,694.94,674.0,682.17,72.59
Cassava Food Production,1600200000,Agusan del Norte,3926.83,3938.64,3442.48,3288.01,3484.72,167.79
Cassava Food Production,1600300000,Agusan del Sur,5318.66,5404.11,4750.71,4595.0,4868.42,547.43
Cassava Food Production,1606700000,Surigao del Norte,1893.02,1308.45,1162.09,1028.71,1290.61,364.25
Cassava Food Production,1606800000,Surigao del Sur,7878.21,7864.77,3784.93,5085.5,5672.08,870.33
Cassava Food Production,1608500000,Dinagat Islands,510.27,271.1,339.62,341.74,481.31,56.12
Cassava Food Production,1630400000,Butuan City,,,,,,86.44
Cassava Food Production,1704000000,Marinduque,603.55,618.35,597.32,412.17,384.9,126.79
Cassava Food Production,1705100000,Occidental Mindoro,3461.63,4568.11,3777.58,3158.69,3618.24,281.51
Cassava Food Production,1705200000,Oriental Mindoro,7144.79,7812.41,5119.54,4397.93,5313.01,251.71
Cassava Food Production,1705300000,Palawan,6557.76,6213.21,5711.26,5226.97,5267.15,1621.78
Cassava Food Production,1705900000,Romblon,2031.48,2152.51,1844.6,1724.71,1717.06,593.76
Cassava Food Production,1731500000,Puerto Princesa City,,,,,,5.1
Cassava Food Production,1804500000,Negros Occidental,27555.0,27250.0,27405.98,27516.11,27285.82,7676.0
Cassava Food Production,1804600000,Negros Oriental,1743.08,1746.26,1649.32,1436.89,2102.2,889.09
Cassava Food Production,1806100000,Siquijor,1619.69,1646.51,1768.5,1600.18,1612.61,741.2
Cassava Food Production,1830200000,Bacolod City,,,,,,
Cassava Food Production,1900700000,Basilan,315509.34,315239.13,300302.28,267441.79,254924.32,458.19
Cassava Food Production,1903600000,Lanao del Sur,127778.8,127782.5,128469.0,127423.0,128149.6,12570.0
Cassava Food Production,1907000000,Tawi-Tawi,97758.0,94664.0,89459.0,93210.0,100877.0,26580.0
Cassava Food Production,1908700000,Maguindanao del Norte,,,,,1526.23,786.0
Cassava Food Production,1908800000,Maguindanao del Sur,5896.0,6017.09,6083.2,4395.3,3306.39,346.7
