Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Cauliflower Production,0907300000,Zamboanga del Sur,,,,,,
Overall Cauliflower Production,0907400000,Zamboanga City,4.46,,,,,
Overall Cauliflower Production,0908300000,Zamboanga Sibugay,,,,,,
Overall Cauliflower Production,1001300000,Bukidnon,1127.21,1037.7,977.93,1215.96,1224.19,269.2
Overall Cauliflower Production,1001800000,Camiguin,0.35,,,,,
Overall Cauliflower Production,1003500000,Lanao del Norte,,,,,,
Overall Cauliflower Production,1004200000,Misamis Occidental,0.44,,,,,
Overall Cauliflower Production,1004300000,Misamis Oriental,60.6,71.3,93.76,62.18,86.1,25.57
Overall Cauliflower Production,1102300000,Davao del Norte,,,,,,
Overall Cauliflower Production,1102400000,Davao del Sur,36.64,36.55,92.87,87.21,47.05,9.3
Overall Cauliflower Production,1102500000,Davao Oriental,,,,,,
Overall Cauliflower Production,1108200000,Davao de Oro (Compostela Valley),3.4,3.28,3.17,2.75,2.67,0.26
Overall Cauliflower Production,1108600000,Davao Occidental,,,,,,
Overall Cauliflower Production,1130700000,Davao City,43.76,42.68,,,29.8,15.77
Overall Cauliflower Production,1204700000,Cotabato (North Cotabato),64.06,50.02,38.1,21.52,15.66,4.72
Overall Cauliflower Production,1206300000,South Cotabato,51.48,56.25,51.46,52.14,54.97,5.83
Overall Cauliflower Production,1206500000,Sultan Kudarat,,,,,,
Overall Cauliflower Production,1208000000,Sarangani,0.46,0.35,0.24,0.15,,0.01
Overall Cauliflower Production,1400100000,Abra,,,,0.22,0.29,
Overall Cauliflower Production,1401100000,Benguet,4433.63,3412.91,3458.54,6748.28,8055.51,2845.3
Overall Cauliflower Production,1402700000,Ifugao,,,,,,
Overall Cauliflower Production,1403200000,Kalinga,,,,,,
Overall Cauliflower Production,1404400000,Mountain Province,3.07,2.92,1.5,1.43,1.29,
Overall Cauliflower Production,1408100000,Apayao,,,,,,
Overall Cauliflower Production,1600200000,Agusan del Norte,,,,,,
Overall Cauliflower Production,1600300000,Agusan del Sur,,,,,,
Overall Cauliflower Production,1606700000,Surigao del Norte,,,,,,
Overall Cauliflower Production,1606800000,Surigao del Sur,,,,,,
Overall Cauliflower Production,1608500000,Dinagat Islands,,,,,,
Overall Cauliflower Production,1630400000,Butuan City,,,,,,
Overall Cauliflower Production,1704000000,Marinduque,1.23,,,,,
Overall Cauliflower Production,1705100000,Occidental Mindoro,,,,,,
Overall Cauliflower Production,1705200000,Oriental Mindoro,,,,,,
Overall Cauliflower Production,1705300000,Palawan,,,,,,
Overall Cauliflower Production,1705900000,Romblon,,,,,,
Overall Cauliflower Production,1731500000,Puerto Princesa City,,,,,,
Overall Cauliflower Production,1804500000,Negros Occidental,,,,,,
Overall Cauliflower Production,1804600000,Negros Oriental,15.14,11.46,14.63,14.89,12.63,8.27
Overall Cauliflower Production,1806100000,Siquijor,,,,,,
Overall Cauliflower Production,1830200000,Bacolod City,,,,,,
Overall Cauliflower Production,1900700000,Basilan,,,,,,
Overall Cauliflower Production,1903600000,Lanao del Sur,,,,,,
Overall Cauliflower Production,1907000000,Tawi-Tawi,,,,,,
Overall Cauliflower Production,1908700000,Maguindanao del Norte,,,,,,
Overall Cauliflower Production,1908800000,Maguindanao del Sur,,,,,,
