Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Cabbage Production,0807800000,Biliran,30.7,40.59,5.5,4.13,0.11,
Overall Cabbage Production,0906600000,,,,,,,
Overall Cabbage Production,0907200000,Zamboanga del Norte,45.31,50.11,63.68,59.07,59.4,1.9
Overall Cabbage Production,0907300000,Zamboanga del Sur,166.61,181.9,665.17,601.64,98.72,20.3
Overall Cabbage Production,0907400000,Zamboanga City,551.95,558.25,,,316.75,59.48
Overall Cabbage Production,0908300000,Zamboanga Sibugay,11.11,11.28,10.87,10.62,10.79,1.01
Overall Cabbage Production,1001300000,Bukidnon,6599.15,5531.97,6057.92,6209.0,5983.99,267.75
Overall Cabbage Production,1001800000,Camiguin,0.59,0.44,0.32,0.3,0.32,0.32
Overall Cabbage Production,1003500000,Lanao del Norte,58.75,54.2,48.07,45.8,44.55,24.68
Overall Cabbage Production,1004200000,Misamis Occidental,398.3,408.41,408.22,398.54,408.63,77.34
Overall Cabbage Production,1004300000,Misamis Oriental,795.67,864.35,1052.8,816.88,818.53,107.27
Overall Cabbage Production,1102300000,Davao del Norte,,,,,,
Overall Cabbage Production,1102400000,Davao del Sur,3652.64,3717.58,4772.51,4695.85,4475.1,1005.77
Overall Cabbage Production,1102500000,Davao Oriental,,,,,,
Overall Cabbage Production,1108200000,Davao de Oro (Compostela Valley),106.11,106.94,104.78,90.84,93.68,41.56
Overall Cabbage Production,1108600000,Davao Occidental,154.64,148.96,146.03,142.48,139.62,35.58
Overall Cabbage Production,1130700000,Davao City,1247.8,1225.25,,,195.01,88.82
Overall Cabbage Production,1204700000,Cotabato (North Cotabato),524.47,473.69,256.59,115.5,60.41,15.59
Overall Cabbage Production,1206300000,South Cotabato,443.06,480.12,596.81,650.96,816.82,146.44
Overall Cabbage Production,1206500000,Sultan Kudarat,97.27,94.46,85.24,80.01,80.93,41.51
Overall Cabbage Production,1208000000,Sarangani,7.02,5.17,2.15,0.31,0.1,0.06
Overall Cabbage Production,1400100000,Abra,,,1.3,11.06,32.77,21.78
Overall Cabbage Production,1401100000,Benguet,81145.1,77914.71,83723.07,84069.32,88981.99,17972.92
Overall Cabbage Production,1402700000,Ifugao,614.82,648.24,657.37,1924.1,2803.74,503.5
Overall Cabbage Production,1403200000,Kalinga,6.04,6.56,6.0,5.1,7.2,4.17
Overall Cabbage Production,1404400000,Mountain Province,13776.22,13371.44,13012.58,13061.77,13541.72,653.06
Overall Cabbage Production,1408100000,Apayao,,,,0.5,1.46,
Overall Cabbage Production,1600200000,Agusan del Norte,,0.62,,0.65,0.67,0.43
Overall Cabbage Production,1600300000,Agusan del Sur,3.13,2.84,3.21,2.92,3.02,16.27
Overall Cabbage Production,1606700000,Surigao del Norte,,,0.15,,,
Overall Cabbage Production,1606800000,Surigao del Sur,,,,,,
Overall Cabbage Production,1608500000,Dinagat Islands,0.38,0.08,,,,
Overall Cabbage Production,1630400000,Butuan City,,,,,,0.22
Overall Cabbage Production,1704000000,Marinduque,,,,,,
Overall Cabbage Production,1705100000,Occidental Mindoro,4.55,3.76,4.54,1.2,1.8,1.94
Overall Cabbage Production,1705200000,Oriental Mindoro,,,,,,
Overall Cabbage Production,1705300000,Palawan,,,,,,
Overall Cabbage Production,1705900000,Romblon,,,,,,
Overall Cabbage Production,1731500000,Puerto Princesa City,,,,,,
Overall Cabbage Production,1804500000,Negros Occidental,133.37,151.93,147.68,146.64,236.61,76.0
Overall Cabbage Production,1804600000,Negros Oriental,2570.39,2774.07,3044.36,2670.78,1839.66,638.4
Overall Cabbage Production,1806100000,Siquijor,0.36,0.18,0.02,,,
Overall Cabbage Production,1830200000,Bacolod City,,,,,,
Overall Cabbage Production,1900700000,Basilan,,,,,,
Overall Cabbage Production,1903600000,Lanao del Sur,67.18,68.49,49.96,50.3,75.43,25.0
Overall Cabbage Production,1907000000,Tawi-Tawi,,,,,,
Overall Cabbage Production,1908700000,Maguindanao del Norte,,,,,158.26,153.62
Overall Cabbage Production,1908800000,Maguindanao del Sur,160.45,140.16,104.0,,75.88,8.5
