Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Cassava Industrial Production,1001800000,Camiguin,,,,,,
Cassava Industrial Production,1003500000,Lanao del Norte,1355.0,1310.0,1288.0,1291.0,1295.23,179.6
Cassava Industrial Production,1004200000,Misamis Occidental,14502.0,,,,,
Cassava Industrial Production,1004300000,Misamis Oriental,152966.15,161581.84,163475.63,161179.56,159344.52,36308.44
Cassava Industrial Production,1102300000,Davao del Norte,750.57,678.27,658.17,642.07,616.91,302.65
Cassava Industrial Production,1102400000,Davao del Sur,1241.8,1216.71,3127.94,2914.1,1565.73,309.77
Cassava Industrial Production,1102500000,Davao Oriental,,,,,,
Cassava Industrial Production,1108200000,Davao de Oro (Compostela Valley),1.42,,,,,
Cassava Industrial Production,1108600000,Davao Occidental,1948.93,2042.85,2021.24,1988.93,1951.87,1025.45
Cassava Industrial Production,1130700000,Davao City,1857.35,1897.24,,,1044.21,599.35
Cassava Industrial Production,1204700000,Cotabato (North Cotabato),4136.23,3860.53,3538.11,3395.2,6010.75,1520.59
Cassava Industrial Production,1206300000,South Cotabato,80886.91,86189.5,88334.85,68935.73,56428.27,16091.63
Cassava Industrial Production,1206500000,Sultan Kudarat,3.29,,,,188.17,
Cassava Industrial Production,1208000000,Sarangani,888.0,742.5,407.0,238.0,128.12,
Cassava Industrial Production,1400100000,Abra,,,,,,
Cassava Industrial Production,1401100000,Benguet,756.0,554.03,493.93,434.75,472.4,226.75
Cassava Industrial Production,1402700000,Ifugao,264.37,9.21,280.32,,,
Cassava Industrial Production,1403200000,Kalinga,,,,,1.81,
Cassava Industrial Production,1404400000,Mountain Province,,,,,,
Cassava Industrial Production,1408100000,Apayao,11403.74,11647.36,12033.92,11811.34,10642.37,502.32
Cassava Industrial Production,1600200000,Agusan del Norte,,,,,,
Cassava Industrial Production,1600300000,Agusan del Sur,,,,,1.8,
Cassava Industrial Production,1606700000,Surigao del Norte,,,,,,
Cassava Industrial Production,1606800000,Surigao del Sur,,,,,,0.65
Cassava Industrial Production,1608500000,Dinagat Islands,760.31,,,,5.94,
Cassava Industrial Production,1630400000,Butuan City,,,,,,
Cassava Industrial Production,1704000000,Marinduque,,,,,,
Cassava Industrial Production,1705100000,Occidental Mindoro,1484.6,1443.17,1674.92,1659.1,1855.92,20.79
Cassava Industrial Production,1705200000,Oriental Mindoro,345.42,255.26,186.49,180.53,139.2,15.0
Cassava Industrial Production,1705300000,Palawan,,,,,,
Cassava Industrial Production,1705900000,Romblon,12.35,11.91,,,,
Cassava Industrial Production,1731500000,Puerto Princesa City,,,,,,
Cassava Industrial Production,1804500000,Negros Occidental,,,,,,
Cassava Industrial Production,1804600000,Negros Oriental,15332.24,14142.41,17318.25,13996.85,14426.94,7465.55
Cassava Industrial Production,1806100000,Siquijor,445.23,459.36,553.94,450.17,450.0,194.67
Cassava Industrial Production,1830200000,Bacolod City,,,,,,
Cassava Industrial Production,1900700000,Basilan,,,,0.45,,
Cassava Industrial Production,1903600000,Lanao del Sur,381409.0,381441.4,381719.2,379742.0,389618.5,34742.0
Cassava Industrial Production,1907000000,Tawi-Tawi,,,,,1.74,
Cassava Industrial Production,1908700000,Maguindanao del Norte,,,,,,
Cassava Industrial Production,1908800000,Maguindanao del Sur,,,,,,
