Commodity Type,Region,ADM2_PCODE,Province,2021,2022,2023,2024,2025
Yellow Corn,REGION VII (CENTRAL VISAYAS),1806100000,Siquijor,0,2.3333333333333335,2.86,0,0
Yellow Corn,REGION VIII (EASTERN VISAYAS),0807800000,Biliran,1.1818181818181819,1.171500829842725,1.148,1.1588800000000001,1.1422764227642277
Yellow Corn,REGION VIII (EASTERN VISAYAS),0802600000,Eastern Samar,1.2391304347826086,1.1294551413355183,1.2097560975609756,1.164074074074074,1.2249999999999999
Yellow Corn,REGION VIII (EASTERN VISAYAS),0803700000,Leyte,1.5427117611212675,1.506530612244898,1.4509036505086774,1.4789220038046926,1.4531151667715545
Yellow Corn,REGION VIII (EASTERN VISAYAS),0804800000,Northern Samar,2.0646316354847376,2.065994500458295,2.0678605089538173,2.0829315332690452,2.063229571984436
Yellow Corn,REGION VIII (EASTERN VISAYAS),0806000000,Samar,1.644256120527307,1.6049663887154244,1.6090909090909091,1.7816905901116427,1.6988102893890678
Yellow Corn,REGION VIII (EASTERN VISAYAS),0806400000,Southern Leyte,2.358118146444995,2.3488594977956683,2.2804878048780486,2.2209302325581395,2.08
Yellow Corn,REGION IX (ZAMBOANGA PENINSULA),1906600000,Sulu,0,0,0,0,0
Yellow Corn,REGION IX (ZAMBOANGA PENINSULA),0907200000,Zamboanga del Norte,2.749411764705882,2.5895412349344453,2.8225137818911645,3.1322648937100865,3.1255496984715876
Yellow Corn,REGION IX (ZAMBOANGA PENINSULA),0907300000,Zamboanga del Sur,2.502711468604048,2.7853265193012766,2.8982558744459492,3.3135198886933446,3.292837163392507
Yellow Corn,REGION IX (ZAMBOANGA PENINSULA),0908300000,Zamboanga Sibugay,3.553390722142516,3.552325750735444,3.270266253676241,2.8551245342223965,2.910476021943019
Yellow Corn,REGION IX (ZAMBOANGA PENINSULA),0907400000,Zamboanga City,0,0,0,0,4.197461645746165
Yellow Corn,REGION X (NORTHERN MINDANAO),1001300000,Bukidnon,4.836218650319487,4.831201568641668,4.914027648426891,5.065276850025114,5.057729704268531
Yellow Corn,REGION X (NORTHERN MINDANAO),1001800000,Camiguin,2.4681159420289855,2.244572856473528,2.229,1.9804444444444445,2.2659003831417626
Yellow Corn,REGION X (NORTHERN MINDANAO),1003500000,Lanao del Norte,4.691010322685524,4.460286473463633,4.4295250861738795,3.980149607264795,3.943940233142268
Yellow Corn,REGION X (NORTHERN MINDANAO),1004200000,Misamis Occidental,3.9920801526717558,3.905315145813735,3.64869109947644,3.6818181818181817,3.487007874015748
Yellow Corn,REGION X (NORTHERN MINDANAO),1004300000,Misamis Oriental,4.6857599767391145,4.56137938387771,4.512577090629538,4.075246993524514,4.008815592203898
Yellow Corn,REGION XI (DAVAO REGION),1108200000,Davao de Oro (Compostela Valley),2.693422519509476,2.444030248162744,2.607570365577483,2.4678042206927233,2.586649161196207
Yellow Corn,REGION XI (DAVAO REGION),1102300000,Davao del Norte,2.366015479876161,2.910333589546503,2.9717178972871463,2.79459440096004,2.9612175868048554
Yellow Corn,REGION XI (DAVAO REGION),1102400000,Davao del Sur,3.603199683981829,3.5560779856618288,3.593204052629166,3.1295332678800696,3.161584154218706
Yellow Corn,REGION XI (DAVAO REGION),1108600000,Davao Occidental,2.706510194404931,2.6620303605313094,2.9903395952376406,3.2626738634004564,3.2162820002380648
Yellow Corn,REGION XI (DAVAO REGION),1102500000,Davao Oriental,2.3129660314830156,2.3135561497326202,2.419237288135593,2.356085409252669,2.469618717504333
Yellow Corn,REGION XI (DAVAO REGION),1130700000,City of Davao,0,0,0,0,3.3477798165137616
Yellow Corn,REGION XII (SOCCSKSARGEN),1204700000,Cotabato (North Cotabato),3.051424004818105,2.8284905361043653,2.5935745324935304,2.6943080699601105,2.843958146933095
Yellow Corn,REGION XII (SOCCSKSARGEN),1208000000,Sarangani,3.280661712307849,3.042464799564176,3.0525546251436113,3.3671157771188738,3.477453616029453
Yellow Corn,REGION XII (SOCCSKSARGEN),1206300000,South Cotabato,3.200027080351271,3.22632744579387,3.37321165379731,3.3050812869872797,3.549280109865837
Yellow Corn,REGION XII (SOCCSKSARGEN),1206500000,Sultan Kudarat,2.816092124154468,3.1037866382965604,3.25838662720947,2.8973397492637236,3.1365685996279127
Yellow Corn,REGION XIII (CARAGA),1600200000,Agusan del Norte,4.49368115942029,4.53287871407696,4.697446906740535,4.733393994540491,4.755777072949705
Yellow Corn,REGION XIII (CARAGA),1600300000,Agusan del Sur,4.939593472659605,4.934910697845701,4.720533964177087,5.064689052853486,5.100502410364568
Yellow Corn,REGION XIII (CARAGA),1608500000,Dinagat Islands,3.03125,2.906158357771261,2.7278125,3.0232558139534884,2.9527906976744185
Yellow Corn,REGION XIII (CARAGA),1606700000,Surigao del Norte,2.4409420289855075,2.18353977232047,2.635806451612903,2.656346749226006,2.681948424068768
Yellow Corn,REGION XIII (CARAGA),1606800000,Surigao del Sur,3.4264799999999997,3.338614830072091,3.167249417249417,3.6055951727921007,3.4671437865972674
Yellow Corn,REGION XIII (CARAGA),1630400000,Butuan City,0,0,0,0,0
Yellow Corn,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,1900700000,Basilan,0,0,0,0,0
Yellow Corn,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,1903600000,Lanao del Sur,3.4325400478160604,3.367455569896743,3.391229392955346,3.404565641019276,3.400396954448298
Yellow Corn,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,1908700000,Maguindanao del Norte,0,0,0,4.120623774582935,4.274481728441473
Yellow Corn,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,1908800000,Maguindanao del Sur,4.3712165879803235,4.252134982444914,4.279532397368864,4.217066902852377,4.412587048758776
Yellow Corn,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,1906600000,Sulu,0,0,0,0,0
Yellow Corn,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)d/,1907000000,Tawi-tawi,0,0,0,0,0
