Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Habitsuelas Production,0803700000,Leyte,228.29,213.52,272.8,30.12,47.65,
Overall Habitsuelas Production,0804800000,Northern Samar,,,,,,
Overall Habitsuelas Production,0806000000,Samar (Western Samar),7.17,7.72,4.2,3.48,,
Overall Habitsuelas Production,0806400000,Southern Leyte,18.97,13.77,14.61,12.81,11.49,0.56
Overall Habitsuelas Production,0807800000,Biliran,,,,,,
Overall Habitsuelas Production,0906600000,,,,,,,
Overall Habitsuelas Production,0907200000,Zamboanga del Norte,17.5,15.71,12.11,12.67,12.46,1.02
Overall Habitsuelas Production,0907300000,Zamboanga del Sur,136.2,146.14,48.75,19.78,,
Overall Habitsuelas Production,0907400000,Zamboanga City,34.65,35.87,,,33.48,10.59
Overall Habitsuelas Production,0908300000,Zamboanga Sibugay,8.51,8.44,8.26,8.06,2.59,
Overall Habitsuelas Production,1001300000,Bukidnon,323.83,318.6,407.8,345.07,347.86,109.13
Overall Habitsuelas Production,1001800000,Camiguin,0.75,0.66,0.68,0.66,0.79,0.05
Overall Habitsuelas Production,1003500000,Lanao del Norte,,,,,,
Overall Habitsuelas Production,1004200000,Misamis Occidental,81.8,89.45,63.64,61.89,60.9,5.6
Overall Habitsuelas Production,1004300000,Misamis Oriental,275.42,332.3,303.72,302.53,303.38,67.62
Overall Habitsuelas Production,1102300000,Davao del Norte,,,,,,
Overall Habitsuelas Production,1102400000,Davao del Sur,25.41,26.24,118.7,118.17,20.15,0.86
Overall Habitsuelas Production,1102500000,Davao Oriental,,,,,,
Overall Habitsuelas Production,1108200000,Davao de Oro (Compostela Valley),69.72,67.28,65.9,63.56,61.47,4.49
Overall Habitsuelas Production,1108600000,Davao Occidental,0.2,0.19,0.16,0.16,0.16,0.02
Overall Habitsuelas Production,1130700000,Davao City,86.47,90.3,,,92.58,7.52
Overall Habitsuelas Production,1204700000,Cotabato (North Cotabato),95.51,62.06,36.65,30.21,31.43,7.84
Overall Habitsuelas Production,1206300000,South Cotabato,106.23,144.58,149.86,123.58,107.77,9.64
Overall Habitsuelas Production,1206500000,Sultan Kudarat,14.11,13.33,15.38,14.4,8.29,5.83
Overall Habitsuelas Production,1208000000,Sarangani,1.16,1.04,0.5,0.35,0.01,
Overall Habitsuelas Production,1400100000,Abra,,,,1.24,7.2,
Overall Habitsuelas Production,1401100000,Benguet,5867.24,6131.33,6880.52,7774.35,8095.75,1945.74
Overall Habitsuelas Production,1402700000,Ifugao,1094.06,859.95,487.44,478.57,233.53,183.2
Overall Habitsuelas Production,1403200000,Kalinga,51.07,58.85,60.08,51.68,41.51,35.19
Overall Habitsuelas Production,1404400000,Mountain Province,370.28,388.4,343.92,325.01,299.49,46.17
Overall Habitsuelas Production,1408100000,Apayao,16.98,19.7,17.78,19.01,5.16,5.45
Overall Habitsuelas Production,1600200000,Agusan del Norte,0.16,0.16,0.15,0.15,0.15,0.03
Overall Habitsuelas Production,1600300000,Agusan del Sur,40.13,42.09,38.1,30.6,24.23,
Overall Habitsuelas Production,1606700000,Surigao del Norte,,,,,,
Overall Habitsuelas Production,1606800000,Surigao del Sur,,,,,,
Overall Habitsuelas Production,1608500000,Dinagat Islands,,0.04,1.38,0.89,0.59,0.18
Overall Habitsuelas Production,1630400000,Butuan City,,,,,,0.01
Overall Habitsuelas Production,1704000000,Marinduque,,,,,,
Overall Habitsuelas Production,1705100000,Occidental Mindoro,,,,,,8.8
Overall Habitsuelas Production,1705200000,Oriental Mindoro,2.66,2.25,2.96,3.25,2.5,0.12
Overall Habitsuelas Production,1705300000,Palawan,,,,,,
Overall Habitsuelas Production,1705900000,Romblon,,,,,,
Overall Habitsuelas Production,1731500000,Puerto Princesa City,,,,,,
Overall Habitsuelas Production,1804500000,Negros Occidental,49.48,46.13,42.08,40.69,42.79,2.88
Overall Habitsuelas Production,1804600000,Negros Oriental,280.76,239.79,230.82,200.62,204.22,27.94
Overall Habitsuelas Production,1806100000,Siquijor,0.57,0.59,0.66,0.33,0.35,
Overall Habitsuelas Production,1830200000,Bacolod City,,,,,,
Overall Habitsuelas Production,1900700000,Basilan,,,,,,
Overall Habitsuelas Production,1903600000,Lanao del Sur,,,,,,
Overall Habitsuelas Production,1907000000,Tawi-Tawi,,,,,,
Overall Habitsuelas Production,1908700000,Maguindanao del Norte,,,,,,
Overall Habitsuelas Production,1908800000,Maguindanao del Sur,5.15,5.33,5.4,2.5,,
