Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Pechay Production,0907200000,Zamboanga del Norte,213.74,190.27,209.03,199.26,205.03,9.45
Overall Pechay Production,0907300000,Zamboanga del Sur,305.7,318.51,1555.57,1403.42,415.67,61.0
Overall Pechay Production,0907400000,Zamboanga City,1322.86,1320.13,,,1295.8,452.34
Overall Pechay Production,0908300000,Zamboanga Sibugay,91.38,90.9,95.3,62.38,96.75,19.08
Overall Pechay Production,1001300000,Bukidnon,2577.38,2803.44,2671.36,3410.26,3458.31,717.67
Overall Pechay Production,1001800000,Camiguin,47.9,55.15,52.8,47.88,53.22,7.53
Overall Pechay Production,1003500000,Lanao del Norte,613.0,600.0,601.77,601.5,603.5,91.33
Overall Pechay Production,1004200000,Misamis Occidental,253.25,280.52,276.73,277.59,286.95,79.7
Overall Pechay Production,1004300000,Misamis Oriental,647.69,672.04,737.58,682.85,694.43,64.79
Overall Pechay Production,1102300000,Davao del Norte,383.29,375.73,380.95,386.94,389.56,79.25
Overall Pechay Production,1102400000,Davao del Sur,556.52,567.5,929.49,894.45,626.6,88.01
Overall Pechay Production,1102500000,Davao Oriental,176.04,180.23,166.83,159.72,157.89,38.79
Overall Pechay Production,1108200000,Davao de Oro (Compostela Valley),433.19,423.32,474.28,272.93,272.45,28.13
Overall Pechay Production,1108600000,Davao Occidental,171.09,163.05,163.48,161.57,140.08,18.65
Overall Pechay Production,1130700000,Davao City,229.33,237.33,,,223.14,63.07
Overall Pechay Production,1204700000,Cotabato (North Cotabato),749.52,866.19,632.39,529.66,575.3,35.49
Overall Pechay Production,1206300000,South Cotabato,140.74,122.65,170.58,188.36,161.43,31.49
Overall Pechay Production,1206500000,Sultan Kudarat,52.14,48.91,53.84,54.38,54.21,45.99
Overall Pechay Production,1208000000,Sarangani,8.65,8.6,6.67,6.43,6.2,1.43
Overall Pechay Production,1400100000,Abra,8.91,9.13,34.6,33.06,34.58,17.75
Overall Pechay Production,1401100000,Benguet,47567.78,48981.35,48462.95,53096.9,53273.87,14107.21
Overall Pechay Production,1402700000,Ifugao,83.91,85.45,620.39,762.15,891.15,307.7
Overall Pechay Production,1403200000,Kalinga,103.35,127.88,170.72,136.98,138.04,82.23
Overall Pechay Production,1404400000,Mountain Province,2664.99,2701.58,2733.88,2796.93,2864.87,149.69
Overall Pechay Production,1408100000,Apayao,7.17,7.32,7.43,7.65,6.26,1.28
Overall Pechay Production,1600200000,Agusan del Norte,83.13,88.47,88.64,82.21,89.1,4.58
Overall Pechay Production,1600300000,Agusan del Sur,910.01,864.02,623.07,576.36,583.74,131.64
Overall Pechay Production,1606700000,Surigao del Norte,45.02,41.06,43.62,74.63,66.69,7.74
Overall Pechay Production,1606800000,Surigao del Sur,160.63,194.99,88.97,125.89,18.6,0.21
Overall Pechay Production,1608500000,Dinagat Islands,17.4,11.74,10.04,19.55,14.91,2.84
Overall Pechay Production,1630400000,Butuan City,,,,,,2.36
Overall Pechay Production,1704000000,Marinduque,126.31,130.14,155.57,102.74,94.47,83.1
Overall Pechay Production,1705100000,Occidental Mindoro,140.54,144.17,162.61,101.2,123.38,5.44
Overall Pechay Production,1705200000,Oriental Mindoro,476.66,309.41,311.04,241.85,250.19,4.48
Overall Pechay Production,1705300000,Palawan,320.87,253.25,243.36,229.0,240.38,79.82
Overall Pechay Production,1705900000,Romblon,76.16,86.33,75.94,71.02,75.56,53.69
Overall Pechay Production,1731500000,Puerto Princesa City,,,,,,14.95
Overall Pechay Production,1804500000,Negros Occidental,511.12,553.67,591.23,565.86,674.77,266.12
Overall Pechay Production,1804600000,Negros Oriental,649.66,626.6,801.75,646.83,600.24,341.61
Overall Pechay Production,1806100000,Siquijor,10.99,11.72,11.51,11.58,10.71,2.71
Overall Pechay Production,1830200000,Bacolod City,,,,,,0.2
Overall Pechay Production,1900700000,Basilan,14.96,15.57,15.74,4.6,10.76,2.82
Overall Pechay Production,1903600000,Lanao del Sur,168.45,169.03,99.31,144.46,246.51,25.44
Overall Pechay Production,1907000000,Tawi-Tawi,24.6,26.6,27.79,30.5,37.7,4.89
Overall Pechay Production,1908700000,Maguindanao del Norte,,,,,387.32,112.87
Overall Pechay Production,1908800000,Maguindanao del Sur,115.75,116.85,117.0,109.83,65.29,18.5
