Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Jute Mallow Production,1108200000,Davao de Oro (Compostela Valley),10.35,10.16,12.38,13.77,14.03,3.66
Overall Jute Mallow Production,1108600000,Davao Occidental,1.27,0.96,0.93,0.86,0.9,0.29
Overall Jute Mallow Production,1130700000,Davao City,43.26,41.55,,,31.76,6.5
Overall Jute Mallow Production,1204700000,Cotabato (North Cotabato),35.81,35.82,30.9,31.48,22.63,1.93
Overall Jute Mallow Production,1206300000,South Cotabato,16.9,20.12,21.84,17.68,25.97,2.17
Overall Jute Mallow Production,1206500000,Sultan Kudarat,25.88,25.87,26.06,25.2,25.7,4.59
Overall Jute Mallow Production,1208000000,Sarangani,27.75,27.92,49.08,54.18,54.43,1.2
Overall Jute Mallow Production,1400100000,Abra,6.8,6.89,9.92,8.39,27.57,0.45
Overall Jute Mallow Production,1401100000,Benguet,,,,,,
Overall Jute Mallow Production,1402700000,Ifugao,,,,,0.09,0.84
Overall Jute Mallow Production,1403200000,Kalinga,2.47,2.39,2.4,5.17,4.29,
Overall Jute Mallow Production,1404400000,Mountain Province,,,,,,
Overall Jute Mallow Production,1408100000,Apayao,,,,1.19,2.0,0.56
Overall Jute Mallow Production,1600200000,Agusan del Norte,0.13,0.73,0.49,0.24,0.24,0.09
Overall Jute Mallow Production,1600300000,Agusan del Sur,1.65,1.7,1.89,1.81,5.15,2.83
Overall Jute Mallow Production,1606700000,Surigao del Norte,0.18,0.19,1.2,0.83,0.38,0.04
Overall Jute Mallow Production,1606800000,Surigao del Sur,0.48,0.51,1.7,5.26,0.62,1.4
Overall Jute Mallow Production,1608500000,Dinagat Islands,0.29,0.43,0.2,0.6,1.67,0.52
Overall Jute Mallow Production,1630400000,Butuan City,,,,,,0.04
Overall Jute Mallow Production,1704000000,Marinduque,,,,,,
Overall Jute Mallow Production,1705100000,Occidental Mindoro,,,,,0.12,
Overall Jute Mallow Production,1705200000,Oriental Mindoro,0.28,0.25,0.86,0.92,0.93,0.14
Overall Jute Mallow Production,1705300000,Palawan,3.39,3.29,2.87,2.94,2.93,0.75
Overall Jute Mallow Production,1705900000,Romblon,1.95,1.88,1.67,1.95,2.08,0.55
Overall Jute Mallow Production,1731500000,Puerto Princesa City,,,,,,0.19
Overall Jute Mallow Production,1804500000,Negros Occidental,99.03,108.56,134.61,117.72,117.14,15.36
Overall Jute Mallow Production,1804600000,Negros Oriental,1.41,1.1,1.45,1.47,1.47,0.24
Overall Jute Mallow Production,1806100000,Siquijor,0.3,0.34,0.29,0.26,0.95,0.21
Overall Jute Mallow Production,1830200000,Bacolod City,,,,,,
Overall Jute Mallow Production,1900700000,Basilan,,,,1.8,,
Overall Jute Mallow Production,1903600000,Lanao del Sur,58.24,59.2,909.06,353.62,350.27,15.67
Overall Jute Mallow Production,1907000000,Tawi-Tawi,,,,,,
Overall Jute Mallow Production,1908700000,Maguindanao del Norte,,,,,13.8,4.0
Overall Jute Mallow Production,1908800000,Maguindanao del Sur,12.1,12.56,11.43,18.03,2.35,8.96
