Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Chili Pepper Production,0504100000,Masbate,,,6.49,8.15,5.47,
Overall Chili Pepper Production,0506200000,Sorsogon,24.0,20.22,17.62,14.0,13.43,4.07
Overall Chili Pepper Production,0600400000,Aklan,5.67,6.08,5.85,5.85,7.31,3.21
Overall Chili Pepper Production,0600600000,Antique,2.5,1.99,2.56,4.45,8.87,0.51
Overall Chili Pepper Production,0601900000,Capiz,30.62,27.4,28.25,30.38,29.6,8.07
Overall Chili Pepper Production,0603000000,Iloilo,7.47,6.7,6.77,6.19,90.52,141.17
Overall Chili Pepper Production,0607900000,Guimaras,4.55,6.17,6.48,8.18,9.45,2.12
Overall Chili Pepper Production,0701200000,Bohol,22.28,18.49,36.28,33.38,38.92,11.08
Overall Chili Pepper Production,0702200000,Cebu,15.3,13.6,13.04,10.31,12.12,4.89
Overall Chili Pepper Production,0802600000,Eastern Samar,1.27,2.02,4.62,5.25,4.11,0.9
Overall Chili Pepper Production,0803700000,Leyte,4.29,3.93,110.09,9.39,9.34,5.05
Overall Chili Pepper Production,0804800000,Northern Samar,19.36,19.43,19.71,19.58,19.27,1.38
Overall Chili Pepper Production,0806000000,Samar (Western Samar),1.07,1.34,1.38,1.55,3.23,1.69
Overall Chili Pepper Production,0806400000,Southern Leyte,2.09,1.6,1.78,4.17,7.32,0.44
Overall Chili Pepper Production,0807800000,Biliran,1.28,1.54,1.45,0.72,0.73,0.21
Overall Chili Pepper Production,0906600000,,,,,16.21,19.2,2.02
Overall Chili Pepper Production,0907200000,Zamboanga del Norte,7.4,6.34,7.28,7.04,7.14,0.77
Overall Chili Pepper Production,0907300000,Zamboanga del Sur,4.78,5.11,50.24,47.36,20.63,2.3
Overall Chili Pepper Production,0907400000,Zamboanga City,48.73,49.35,,,19.97,7.21
Overall Chili Pepper Production,0908300000,Zamboanga Sibugay,10.21,9.76,9.41,9.3,12.77,2.19
Overall Chili Pepper Production,1001300000,Bukidnon,28.75,28.4,26.98,29.54,60.81,9.38
Overall Chili Pepper Production,1001800000,Camiguin,0.36,0.52,0.64,0.79,1.12,0.11
Overall Chili Pepper Production,1003500000,Lanao del Norte,153.65,160.0,159.2,192.61,223.11,45.98
Overall Chili Pepper Production,1004200000,Misamis Occidental,2.4,2.44,2.52,2.57,5.46,3.48
Overall Chili Pepper Production,1004300000,Misamis Oriental,49.12,76.33,104.99,113.0,115.44,20.0
Overall Chili Pepper Production,1102300000,Davao del Norte,16.64,16.6,16.55,16.32,25.07,2.19
Overall Chili Pepper Production,1102400000,Davao del Sur,26.73,26.82,27.44,27.34,24.84,3.8
Overall Chili Pepper Production,1102500000,Davao Oriental,254.23,275.2,280.21,281.14,285.68,8.1
Overall Chili Pepper Production,1108200000,Davao de Oro (Compostela Valley),8.37,8.08,8.24,8.91,9.3,2.84
Overall Chili Pepper Production,1108600000,Davao Occidental,0.25,0.25,0.23,2.8,2.66,1.24
Overall Chili Pepper Production,1130700000,Davao City,1.92,2.75,,,0.8,0.44
Overall Chili Pepper Production,1204700000,Cotabato (North Cotabato),6.19,6.25,5.84,6.54,7.6,2.6
Overall Chili Pepper Production,1206300000,South Cotabato,3.74,3.99,5.33,10.82,21.43,3.28
Overall Chili Pepper Production,1206500000,Sultan Kudarat,2.97,2.96,4.97,5.18,5.36,0.55
Overall Chili Pepper Production,1208000000,Sarangani,3.37,3.42,2.72,2.85,2.97,0.54
Overall Chili Pepper Production,1400100000,Abra,2.92,2.88,4.03,4.83,31.28,12.1
Overall Chili Pepper Production,1401100000,Benguet,,,14.83,24.03,29.25,8.86
Overall Chili Pepper Production,1402700000,Ifugao,,,0.52,1.21,6.94,1.7
Overall Chili Pepper Production,1403200000,Kalinga,10.19,13.0,11.37,11.11,11.9,3.53
Overall Chili Pepper Production,1404400000,Mountain Province,,,,0.81,3.53,0.47
Overall Chili Pepper Production,1408100000,Apayao,1.37,1.08,2.59,3.09,2.53,0.51
Overall Chili Pepper Production,1600200000,Agusan del Norte,0.11,0.52,1.4,8.58,10.12,2.81
Overall Chili Pepper Production,1600300000,Agusan del Sur,6.5,6.6,3.9,3.2,3.98,2.21
Overall Chili Pepper Production,1606700000,Surigao del Norte,0.95,0.76,3.82,4.68,10.82,1.27
Overall Chili Pepper Production,1606800000,Surigao del Sur,3.6,2.65,2.98,4.38,2.54,0.58
Overall Chili Pepper Production,1608500000,Dinagat Islands,0.39,0.59,2.82,3.21,3.55,0.51
Overall Chili Pepper Production,1630400000,Butuan City,,,,,,1.45
Overall Chili Pepper Production,1704000000,Marinduque,,,0.15,0.18,0.19,
Overall Chili Pepper Production,1705100000,Occidental Mindoro,1.22,1.35,1.35,5.64,6.15,4.97
Overall Chili Pepper Production,1705200000,Oriental Mindoro,44.1,115.04,61.79,41.17,46.94,6.13
Overall Chili Pepper Production,1705300000,Palawan,6.89,5.36,3.44,3.4,3.69,1.27
Overall Chili Pepper Production,1705900000,Romblon,,,3.43,3.92,4.07,1.56
Overall Chili Pepper Production,1731500000,Puerto Princesa City,,,,,,1.39
Overall Chili Pepper Production,1804500000,Negros Occidental,2.85,3.27,5.3,6.68,16.44,4.54
Overall Chili Pepper Production,1804600000,Negros Oriental,14.08,14.55,18.47,16.14,15.44,2.82
Overall Chili Pepper Production,1806100000,Siquijor,7.47,7.25,6.72,6.35,6.4,0.95
Overall Chili Pepper Production,1830200000,Bacolod City,,,,,,0.02
Overall Chili Pepper Production,1900700000,Basilan,1.14,1.2,1.84,6.81,14.37,3.68
Overall Chili Pepper Production,1903600000,Lanao del Sur,68.16,69.79,159.2,241.7,260.82,22.34
Overall Chili Pepper Production,1907000000,Tawi-Tawi,1.97,2.0,2.25,8.24,20.21,0.07
Overall Chili Pepper Production,1908700000,Maguindanao del Norte,,,,,14.4,10.0
Overall Chili Pepper Production,1908800000,Maguindanao del Sur,2.2,2.23,2.28,40.15,31.56,18.0
