Commodity Type,ADM2_PCODE,Province,2021,2022,2023,2024,2025,2026
Overall Ube Production,1206300000,South Cotabato,75.4,80.8,97.07,83.53,87.73,
Overall Ube Production,1206500000,Sultan Kudarat,31.7,31.21,32.11,31.22,33.28,8.45
Overall Ube Production,1208000000,Sarangani,22.33,22.55,20.53,21.91,21.48,3.14
Overall Ube Production,1400100000,Abra,,,,6.0,1.6,
Overall Ube Production,1401100000,Benguet,170.43,205.85,167.83,173.0,180.04,
Overall Ube Production,1402700000,Ifugao,,,,,,
Overall Ube Production,1403200000,Kalinga,15.84,19.15,20.14,19.8,10.3,
Overall Ube Production,1404400000,Mountain Province,,,,,,
Overall Ube Production,1408100000,Apayao,16.01,18.52,17.56,19.2,19.97,7.66
Overall Ube Production,1600200000,Agusan del Norte,5.66,5.71,5.39,5.26,5.37,0.76
Overall Ube Production,1600300000,Agusan del Sur,3.01,3.02,2.56,2.0,1.68,0.43
Overall Ube Production,1606700000,Surigao del Norte,1.23,0.39,0.07,0.24,1.97,
Overall Ube Production,1606800000,Surigao del Sur,25.4,27.86,4.5,4.0,0.46,0.47
Overall Ube Production,1608500000,Dinagat Islands,4.35,1.98,0.52,2.1,1.2,0.26
Overall Ube Production,1630400000,Butuan City,,,,,,0.39
Overall Ube Production,1704000000,Marinduque,50.48,50.29,57.94,54.82,51.25,1.42
Overall Ube Production,1705100000,Occidental Mindoro,195.59,227.64,170.7,112.54,134.6,35.7
Overall Ube Production,1705200000,Oriental Mindoro,7.83,6.67,6.69,6.49,6.13,0.6
Overall Ube Production,1705300000,Palawan,241.05,260.33,183.81,179.51,125.17,38.13
Overall Ube Production,1705900000,Romblon,179.08,190.05,185.93,162.37,168.06,58.44
Overall Ube Production,1731500000,Puerto Princesa City,,,,,,
Overall Ube Production,1804500000,Negros Occidental,228.36,244.01,244.78,238.71,270.67,35.18
Overall Ube Production,1804600000,Negros Oriental,228.44,255.26,246.15,226.81,226.7,61.66
Overall Ube Production,1806100000,Siquijor,6.1,5.49,2.67,1.83,1.39,0.17
Overall Ube Production,1830200000,Bacolod City,,,,,,
Overall Ube Production,1900700000,Basilan,,,,,,
Overall Ube Production,1903600000,Lanao del Sur,171.62,171.24,344.34,444.24,435.27,46.87
Overall Ube Production,1907000000,Tawi-Tawi,,,,,,
Overall Ube Production,1908700000,Maguindanao del Norte,,,,,19.37,6.0
Overall Ube Production,1908800000,Maguindanao del Sur,176.3,177.75,178.78,15.8,17.22,5.0
